code,momentum_5d
603713.XSHG,0.019285805521721093
002144.XSHE,0.01384063872300556
688787.XSHG,0.00954433213533716
605008.XSHG,-0.021179848308761115
002302.XSHE,-0.03972039081596632
600478.XSHG,-0.07419348246628249
600409.XSHG,-0.09194801424323666
603797.XSHG,-0.004314146078618006
002560.XSHE,0.15466154560005804
002683.XSHE,-0.07920125696966922
603777.XSHG,0.10732498743473365
002548.XSHE,0.008480941234830813
688220.XSHG,-0.046257611158434485
600389.XSHG,-0.017593994497725224
002976.XSHE,-0.016354862816900406
300602.XSHE,-0.029673842449449296
002708.XSHE,0.15814242598307887
002990.XSHE,-0.027647963197768896
600980.XSHG,-0.005814171324187892
300527.XSHE,-0.010738446495991219
600237.XSHG,-0.023005798976325625
301073.XSHE,0.13840891797631033
603318.XSHG,0.09090202936878927
688072.XSHG,0.026177620547415223
300328.XSHE,-0.023678044641071178
603311.XSHG,-0.020379206913133316
002433.XSHE,0.02251340838418612
605369.XSHG,-0.06159895386730353
300806.XSHE,-0.08225570640265041
600158.XSHG,0.057758643815241484
601118.XSHG,-0.024163806118019635
301017.XSHE,-0.031474333170321694
002922.XSHE,-0.05958907789777385
300170.XSHE,-0.017016315606969062
688181.XSHG,-0.013340676969607737
600232.XSHG,0.0021014456738167042
603392.XSHG,-0.1359160591644003
600250.XSHG,0.03111914052205196
002183.XSHE,-0.04172381320018119
002307.XSHE,-0.15118038630501562
300427.XSHE,-0.009028044125151166
688271.XSHG,-0.06733613424899973
300213.XSHE,-0.018045224673369345
000735.XSHE,0.011744968486276451
300132.XSHE,0.0075886057079375124
000793.XSHE,-0.00262314565371969
002478.XSHE,0.0460486225949379
603183.XSHG,0.006366272398935127
601116.XSHG,0.019236490323968507
688091.XSHG,-0.08052876366220603
002690.XSHE,0.015979351217384936
301177.XSHE,-0.053207698225667406
002365.XSHE,-0.024229644452038263
300454.XSHE,0.06486624796462463
600640.XSHG,-0.04421894980922285
600874.XSHG,-0.04554996412319847
688365.XSHG,0.003606326065405327
000078.XSHE,-0.02874769908341191
300443.XSHE,-0.0587759334379152
601728.XSHG,-0.04301679221837003
000600.XSHE,-0.09842337365738929
002582.XSHE,0.03365924018481386
002335.XSHE,-0.07274918895622813
000796.XSHE,0.09122315359360038
300006.XSHE,0.01836578649723429
002028.XSHE,-0.06296274806273304
300694.XSHE,0.015778389153775454
600615.XSHG,0.08021306267121756
600570.XSHG,-0.05962387695269394
605028.XSHG,-0.08209917033202332
001203.XSHE,-0.041572346993731094
300979.XSHE,-0.09505006390823811
601929.XSHG,-0.015983040843204767
