code,date,open_close_diff
000049.XSHE,2023-08-03,0.0
603636.XSHG,2023-08-03,-0.04999999999999716
000538.XSHE,2023-08-03,-31.1099999999999
300798.XSHE,2023-08-03,0.15999999999999925
688110.XSHG,2023-08-03,0.44999999999999574
002668.XSHE,2023-08-03,0.25
001202.XSHE,2023-08-03,0.05999999999999872
601326.XSHG,2023-08-03,0.07999999999999963
600980.XSHG,2023-08-03,-0.4200000000000017
300582.XSHE,2023-08-03,0.10000000000000142
603039.XSHG,2023-08-03,9.939999999999998
603298.XSHG,2023-08-03,-0.4200000000000017
002851.XSHE,2023-08-03,-0.9899999999999949
000421.XSHE,2023-08-03,0.4199999999999946
000523.XSHE,2023-08-03,0.0
600238.XSHG,2023-08-03,-0.5300000000000011
301091.XSHE,2023-08-03,0.45000000000000284
002840.XSHE,2023-08-03,0.020000000000003126
600869.XSHG,2023-08-03,0.21999999999999886
002376.XSHE,2023-08-03,-0.30000000000000426
300076.XSHE,2023-08-03,0.0800000000000054
002820.XSHE,2023-08-03,-1.0599999999999987
300290.XSHE,2023-08-03,-0.05999999999999872
002912.XSHE,2023-08-03,2.210000000000008
600152.XSHG,2023-08-03,0.08999999999999986
002553.XSHE,2023-08-03,0.6699999999999946
300775.XSHE,2023-08-03,-0.07000000000000028
300430.XSHE,2023-08-03,-0.1600000000000037
002756.XSHE,2023-08-03,-1.4699999999999989
688052.XSHG,2023-08-03,-3.579999999999984
002699.XSHE,2023-08-03,0.33000000000000007
003018.XSHE,2023-08-03,0.14999999999999858
688122.XSHG,2023-08-03,-0.45999999999999375
002060.XSHE,2023-08-03,0.03999999999999915
688298.XSHG,2023-08-03,-1.5200000000000102
603556.XSHG,2023-08-03,0.7199999999999989
000529.XSHE,2023-08-03,-0.41000000000000014
603158.XSHG,2023-08-03,0.6700000000000017
603055.XSHG,2023-08-03,0.05999999999999872
000584.XSHE,2023-08-03,0.4400000000000013
600027.XSHG,2023-08-03,-0.21000000000000085
301419.XSHE,2023-08-03,0.03999999999999915
300501.XSHE,2023-08-03,-0.269999999999996
000811.XSHE,2023-08-03,2.0200000000000387
600763.XSHG,2023-08-03,-2.7700000000000387
688622.XSHG,2023-08-03,1.6600000000000037
601003.XSHG,2023-08-03,-0.060000000000002274
601066.XSHG,2023-08-03,-0.7699999999999996
300959.XSHE,2023-08-03,-0.36999999999999744
001339.XSHE,2023-08-03,0.3000000000000007
301029.XSHE,2023-08-03,-0.10000000000000142
300603.XSHE,2023-08-03,-0.14999999999999858
301099.XSHE,2023-08-03,0.6499999999999986
688232.XSHG,2023-08-03,0.9799999999999969
002078.XSHE,2023-08-03,0.710000000000008
605007.XSHG,2023-08-03,-0.05000000000000071
300743.XSHE,2023-08-03,-0.01999999999999602
300996.XSHE,2023-08-03,0.8899999999999935
300829.XSHE,2023-08-03,-0.8399999999999963
002648.XSHE,2023-08-03,0.12000000000000455
002886.XSHE,2023-08-03,0.6799999999999997
002289.XSHE,2023-08-03,0.0600000000000005
601858.XSHG,2023-08-03,0.1600000000000037
603888.XSHG,2023-08-03,0.0799999999999983
603848.XSHG,2023-08-03,-0.21999999999999886
600113.XSHG,2023-08-03,-0.20000000000000284
