code,open_close_diff
600543.XSHG,0.0
601107.XSHG,-0.21000000000000085
000955.XSHE,-0.15000000000000036
600882.XSHG,-2.1299999999999955
000403.XSHE,-5.819999999999993
300791.XSHE,-1.8900000000000006
600592.XSHG,0.0
603041.XSHG,-0.4299999999999997
002566.XSHE,-0.3100000000000023
003026.XSHE,-0.9400000000000048
301158.XSHE,-1.3599999999999994
002828.XSHE,-0.25
601921.XSHG,-0.16999999999999993
600811.XSHG,-0.6299999999999955
605298.XSHG,-0.5
000567.XSHE,5.0
688313.XSHG,-0.5800000000000001
300879.XSHE,-1.2300000000000004
002019.XSHE,-5.439999999999998
301106.XSHE,-1.3300000000000018
000797.XSHE,-1.6500000000000021
002231.XSHE,-0.3100000000000005
603268.XSHG,-0.23999999999999844
300742.XSHE,0.9800000000000004
002902.XSHE,-1.040000000000001
601118.XSHG,-0.1200000000000001
600209.XSHG,0.0
600855.XSHG,-0.8500000000000014
301055.XSHE,3.530000000000001
000026.XSHE,-2.6200000000000045
601579.XSHG,-0.5800000000000001
300074.XSHE,-1.8900000000000006
002789.XSHE,-1.9300000000000033
000886.XSHE,-0.14999999999999858
300114.XSHE,-3.270000000000003
003030.XSHE,-0.6499999999999986
300946.XSHE,-5.68
600993.XSHG,-17.830000000000013
300880.XSHE,-1.0799999999999983
601019.XSHG,-0.16999999999999993
600153.XSHG,2.4499999999999886
605168.XSHG,-7.070000000000007
002759.XSHE,-5.75
600222.XSHG,-1.3100000000000023
688269.XSHG,-2.030000000000001
002386.XSHE,-1.1199999999999992
600089.XSHG,-52.629999999999995
000909.XSHE,-0.019999999999999574
300789.XSHE,-1.3099999999999987
600163.XSHG,-0.6099999999999994
603733.XSHG,-1.1799999999999997
688128.XSHG,-0.8699999999999992
300729.XSHE,0.4299999999999997
300895.XSHE,-1.4700000000000024
688126.XSHG,-1.0300000000000011
300079.XSHE,-3.270000000000003
600995.XSHG,-12.569999999999993
300165.XSHE,-0.9400000000000013
001205.XSHE,-0.38000000000000256
300894.XSHE,-0.48999999999999844
002452.XSHE,-2.09
300085.XSHE,-5.060000000000002
300306.XSHE,-3.1199999999999974
301089.XSHE,-26.109999999999985
603926.XSHG,-0.5300000000000011
601698.XSHG,-0.25
300276.XSHE,-2.309999999999995
603833.XSHG,0.36000000000001364
601866.XSHG,-0.08000000000000007
300945.XSHE,-0.7300000000000004
688577.XSHG,-0.7700000000000031
300857.XSHE,-0.7200000000000024
600584.XSHG,-7.25
300622.XSHE,0.14999999999999858
300355.XSHE,-1.1099999999999994
600311.XSHG,0.040000000000000036
603179.XSHG,-7.75
601985.XSHG,-0.33000000000000007
603605.XSHG,-2.6500000000000057
300597.XSHE,-0.3100000000000005
000981.XSHE,-0.11000000000000032
605218.XSHG,-0.16999999999999993
601808.XSHG,-0.7900000000000009
300852.XSHE,-3.3999999999999986
002986.XSHE,-2.1400000000000006
605266.XSHG,0.15000000000000568
688533.XSHG,-5.079999999999998
300993.XSHE,-0.6700000000000017
603029.XSHG,-0.23000000000000043
001213.XSHE,-0.1299999999999999
301128.XSHE,-1.1799999999999997
688379.XSHG,-0.5500000000000007
688139.XSHG,-0.3299999999999983
000993.XSHE,-1.6199999999999974
300367.XSHE,-0.8799999999999999
002305.XSHE,-0.09999999999999964
002080.XSHE,-8.379999999999995
300508.XSHE,-1.6700000000000017
002332.XSHE,-1.9100000000000001
301078.XSHE,-0.4399999999999995
002014.XSHE,-1.9399999999999977
002938.XSHE,-2.1999999999999993
002780.XSHE,-0.8500000000000014
603658.XSHG,-4.25
000656.XSHE,0.21999999999999886
000301.XSHE,-2.0199999999999996
688656.XSHG,-1.1300000000000026
002263.XSHE,-0.35999999999999943
603123.XSHG,-0.9199999999999999
000931.XSHE,-0.6099999999999994
301029.XSHE,-11.010000000000005
605366.XSHG,-1.2599999999999998
300411.XSHE,-1.879999999999999
603790.XSHG,-0.15000000000000036
600565.XSHG,-0.11999999999999744
600613.XSHG,-4.449999999999989
002832.XSHE,-3.1400000000000006
300347.XSHE,-55.049999999999955
300130.XSHE,-11.329999999999998
300699.XSHE,-5.850000000000001
300832.XSHE,-3.7700000000000102
002763.XSHE,-0.08999999999999986
301198.XSHE,-0.8500000000000014
002422.XSHE,-7.3300000000000125
601377.XSHG,-0.5200000000000014
601699.XSHG,-6.1499999999999915
601567.XSHG,-0.9699999999999989
300652.XSHE,-1.129999999999999
000802.XSHE,0.07000000000000028
300495.XSHE,-0.8399999999999999
300454.XSHE,1.230000000000004
000027.XSHE,-5.6200000000000045
601515.XSHG,-0.8900000000000006
300181.XSHE,-2.509999999999998
688182.XSHG,-0.5400000000000009
300246.XSHE,-0.5
600979.XSHG,-0.5500000000000007
688238.XSHG,-0.6899999999999977
600351.XSHG,-2.1499999999999986
600800.XSHG,-0.740000000000002
603818.XSHG,-1.1799999999999997
688306.XSHG,-0.2599999999999998
600031.XSHG,-45.42999999999995
301263.XSHE,-0.6999999999999993
688345.XSHG,-2.789999999999999
603758.XSHG,-0.07000000000000028
002485.XSHE,0.2699999999999996
300883.XSHE,-0.2599999999999998
300808.XSHE,-0.41000000000000014
000969.XSHE,-2.5700000000000003
300549.XSHE,-0.6900000000000013
600133.XSHG,-0.46000000000000085
600836.XSHG,1.7299999999999898
300376.XSHE,-11.580000000000013
600714.XSHG,-2.1499999999999986
603557.XSHG,-0.009999999999999787
603212.XSHG,-2.240000000000002
300841.XSHE,-9.449999999999989
000529.XSHE,-0.23000000000000043
000978.XSHE,-0.75
600785.XSHG,0.0
300197.XSHE,-1.9000000000000057
600387.XSHG,-0.6600000000000001
603015.XSHG,-0.3899999999999988
002010.XSHE,-2.5
002403.XSHE,-0.7400000000000002
001308.XSHE,-0.6000000000000014
