code,date,open_close_diff
000049.XSHE,2022-04-22,2.740000000000009
603636.XSHG,2022-04-22,2.8800000000000026
000538.XSHE,2022-04-22,-21.36999999999989
300798.XSHE,2022-04-22,-0.15000000000000036
688110.XSHG,2022-04-22,-0.25
002668.XSHE,2022-04-22,0.7399999999999984
001202.XSHE,2022-04-22,-0.7000000000000011
601326.XSHG,2022-04-22,-0.06000000000000005
600980.XSHG,2022-04-22,0.3100000000000023
300582.XSHE,2022-04-22,0.879999999999999
603039.XSHG,2022-04-22,4.009999999999991
603298.XSHG,2022-04-22,-0.870000000000001
002851.XSHE,2022-04-22,0.519999999999996
000421.XSHE,2022-04-22,-2.549999999999997
000523.XSHE,2022-04-22,-0.3999999999999986
600238.XSHG,2022-04-22,-0.21000000000000085
301091.XSHE,2022-04-22,-0.509999999999998
002840.XSHE,2022-04-22,0.020000000000003126
600869.XSHG,2022-04-22,-0.10999999999999943
002376.XSHE,2022-04-22,0.980000000000004
300076.XSHE,2022-04-22,0.1599999999999966
002820.XSHE,2022-04-22,-0.7399999999999984
300290.XSHE,2022-04-22,0.05999999999999872
002912.XSHE,2022-04-22,-0.7899999999999991
600152.XSHG,2022-04-22,0.10000000000000142
002553.XSHE,2022-04-22,0.5600000000000023
300775.XSHE,2022-04-22,0.5
300430.XSHE,2022-04-22,0.23000000000000398
002756.XSHE,2022-04-22,1.9399999999999977
688052.XSHG,2022-04-22,-9.579999999999984
002699.XSHE,2022-04-22,2.740000000000002
003018.XSHE,2022-04-22,-0.040000000000000924
688122.XSHG,2022-04-22,-0.09999999999999432
002060.XSHE,2022-04-22,-0.5600000000000023
688298.XSHG,2022-04-22,4.590000000000003
603556.XSHG,2022-04-22,0.10999999999999943
000529.XSHE,2022-04-22,0.0400000000000027
603158.XSHG,2022-04-22,1.4100000000000001
603055.XSHG,2022-04-22,-0.27999999999999936
000584.XSHE,2022-04-22,0.4399999999999977
600027.XSHG,2022-04-22,-0.5099999999999998
300501.XSHE,2022-04-22,0.8900000000000006
000811.XSHE,2022-04-22,2.6100000000000136
600763.XSHG,2022-04-22,-14.800000000000011
688622.XSHG,2022-04-22,0.5500000000000007
601003.XSHG,2022-04-22,-0.060000000000002274
601066.XSHG,2022-04-22,-0.6499999999999986
300959.XSHE,2022-04-22,0.5300000000000011
301029.XSHE,2022-04-22,0.7199999999999989
300603.XSHE,2022-04-22,1.7300000000000004
301099.XSHE,2022-04-22,-4.910000000000004
688232.XSHG,2022-04-22,1.75
002078.XSHE,2022-04-22,-1.460000000000008
605007.XSHG,2022-04-22,-0.4599999999999991
300743.XSHE,2022-04-22,0.7699999999999996
300996.XSHE,2022-04-22,0.8700000000000045
300829.XSHE,2022-04-22,1.0600000000000023
002648.XSHE,2022-04-22,0.0
002886.XSHE,2022-04-22,-0.6700000000000017
002289.XSHE,2022-04-22,0.1800000000000015
601858.XSHG,2022-04-22,0.13000000000000078
603888.XSHG,2022-04-22,-0.5799999999999983
603848.XSHG,2022-04-22,-0.14000000000000057
600113.XSHG,2022-04-22,-0.4299999999999997
688048.XSHG,2022-04-22,6.299999999999997
002777.XSHE,2022-04-22,0.0
000713.XSHE,2022-04-22,3.3599999999999994
300068.XSHE,2022-04-22,-0.5899999999999999
002910.XSHE,2022-04-22,0.41999999999999993
002896.XSHE,2022-04-22,0.4499999999999993
300325.XSHE,2022-04-22,-2.2600000000000016
000301.XSHE,2022-04-22,-0.3000000000000007
300971.XSHE,2022-04-22,0.1700000000000017
603025.XSHG,2022-04-22,0.6199999999999974
003022.XSHE,2022-04-22,0.259999999999998
002480.XSHE,2022-04-22,-0.03999999999999915
300412.XSHE,2022-04-22,2.299999999999997
688095.XSHG,2022-04-22,3.3599999999999994
002594.XSHE,2022-04-22,-5.5
600075.XSHG,2022-04-22,1.3900000000000006
688135.XSHG,2022-04-22,1.0599999999999987
600389.XSHG,2022-04-22,-4.52000000000001
002865.XSHE,2022-04-22,3.2900000000000063
002942.XSHE,2022-04-22,0.8399999999999999
603639.XSHG,2022-04-22,-0.6300000000000026
603596.XSHG,2022-04-22,-0.21999999999999886
601818.XSHG,2022-04-22,-0.08000000000000007
600237.XSHG,2022-04-22,1.0500000000000007
300616.XSHE,2022-04-22,-0.3299999999999983
002907.XSHE,2022-04-22,0.21999999999999886
688981.XSHG,2022-04-22,-0.14999999999999858
000903.XSHE,2022-04-22,-0.12000000000000455
002267.XSHE,2022-04-22,-0.3099999999999987
600757.XSHG,2022-04-22,0.28999999999999915
603103.XSHG,2022-04-22,0.7399999999999984
603612.XSHG,2022-04-22,-0.6600000000000001
000607.XSHE,2022-04-22,-0.2699999999999996
002206.XSHE,2022-04-22,0.4399999999999977
603021.XSHG,2022-04-22,-1.0399999999999991
688379.XSHG,2022-04-22,0.4299999999999997
001217.XSHE,2022-04-22,0.0
600605.XSHG,2022-04-22,4.980000000000018
000663.XSHE,2022-04-22,-0.08999999999999986
002740.XSHE,2022-04-22,-0.9099999999999984
300047.XSHE,2022-04-22,0.3100000000000023
600312.XSHG,2022-04-22,0.5999999999999943
301025.XSHE,2022-04-22,0.2900000000000009
300813.XSHE,2022-04-22,7.439999999999998
002386.XSHE,2022-04-22,0.34000000000000163
600327.XSHG,2022-04-22,1.4899999999999949
603380.XSHG,2022-04-22,0.39000000000000057
000636.XSHE,2022-04-22,10.189999999999998
601838.XSHG,2022-04-22,-0.8299999999999983
000576.XSHE,2022-04-22,1.4500000000000028
601949.XSHG,2022-04-22,0.02999999999999936
600630.XSHG,2022-04-22,-0.8000000000000007
002505.XSHE,2022-04-22,0.0
