code,open_close_diff
600543.XSHG,-0.14999999999999858
601107.XSHG,-0.019999999999999574
000955.XSHE,0.08999999999999986
600882.XSHG,-0.46000000000000796
000403.XSHE,10.769999999999982
300791.XSHE,-0.5599999999999881
600592.XSHG,-0.19999999999999574
603041.XSHG,0.17999999999999972
002566.XSHE,-0.8300000000000018
003026.XSHE,0.11999999999999034
002828.XSHE,-0.5299999999999994
600811.XSHG,-0.30999999999999517
605298.XSHG,-0.25
000567.XSHE,0.8000000000000043
688313.XSHG,-0.3500000000000014
300879.XSHE,-0.15000000000000213
002019.XSHE,1.910000000000025
000797.XSHE,0.14999999999999858
002231.XSHE,-0.25
603268.XSHG,-0.25
300742.XSHE,-0.05000000000000071
002902.XSHE,0.0
601118.XSHG,-0.010000000000000675
600855.XSHG,-0.08000000000000185
000026.XSHE,0.0
601579.XSHG,-0.019999999999999574
300074.XSHE,-0.5399999999999991
002789.XSHE,1.0
000886.XSHE,0.08999999999999986
300114.XSHE,-1.4199999999999875
003030.XSHE,0.6799999999999997
300946.XSHE,-0.9500000000000028
600993.XSHG,-11.600000000000023
300880.XSHE,-0.08999999999999986
601019.XSHG,0.05999999999999961
600153.XSHG,-0.6500000000000057
605168.XSHG,-1.9799999999999898
002759.XSHE,-5.57
600222.XSHG,-0.5700000000000003
002386.XSHE,-0.7300000000000004
600089.XSHG,9.32000000000005
000909.XSHE,0.14000000000000057
300789.XSHE,0.4399999999999977
600163.XSHG,0.019999999999999574
603733.XSHG,-0.35999999999999943
688128.XSHG,-0.11000000000000121
300729.XSHE,0.6700000000000017
300895.XSHE,-1.3399999999999963
688126.XSHG,-0.05999999999999872
300079.XSHE,-0.8799999999999955
600995.XSHG,-0.35999999999999943
300165.XSHE,-0.6099999999999994
001205.XSHE,0.0
300894.XSHE,-0.060000000000002274
002452.XSHE,0.0
300085.XSHE,-1.539999999999992
300306.XSHE,-0.29999999999999716
603926.XSHG,0.4400000000000013
601698.XSHG,-0.010000000000001563
300276.XSHE,-0.490000000000002
603833.XSHG,6.740000000000009
601866.XSHG,0.06000000000000005
300945.XSHE,-3.129999999999999
688577.XSHG,-0.4299999999999997
300857.XSHE,-0.5800000000000018
600584.XSHG,-2.3499999999999943
300622.XSHE,-0.9799999999999969
300355.XSHE,-0.20000000000000284
603179.XSHG,-0.36999999999999744
601985.XSHG,0.019999999999999574
603605.XSHG,4.730000000000018
300597.XSHE,-0.16999999999999993
000981.XSHE,-0.040000000000000036
605218.XSHG,-0.1899999999999995
601808.XSHG,-0.75
300852.XSHE,-0.6299999999999955
002986.XSHE,-0.6799999999999997
605266.XSHG,2.4200000000000017
688533.XSHG,0.0799999999999983
603029.XSHG,-0.09000000000000163
688379.XSHG,0.3500000000000014
688139.XSHG,1.940000000000012
000993.XSHE,-0.6399999999999988
300367.XSHE,0.0
002305.XSHE,-0.03000000000000025
002080.XSHE,0.05000000000001137
300508.XSHE,0.5500000000000043
002332.XSHE,-0.22999999999999687
002014.XSHE,-0.28999999999999204
002938.XSHE,0.3999999999999986
002780.XSHE,-0.4700000000000024
603658.XSHG,0.46000000000000796
000656.XSHE,-0.19999999999999574
000301.XSHE,0.7000000000000028
688656.XSHG,1.1299999999999955
002263.XSHE,0.14000000000000057
603123.XSHG,-0.3999999999999986
000931.XSHE,0.0600000000000005
605366.XSHG,-0.08000000000000007
300411.XSHE,-0.21999999999999886
603790.XSHG,-0.2400000000000002
600565.XSHG,0.0
600613.XSHG,-16.94999999999999
002832.XSHE,-3.0
300347.XSHE,-23.689999999999827
300130.XSHE,-3.469999999999999
300699.XSHE,-0.730000000000004
300832.XSHE,0.8499999999999943
002763.XSHE,0.23000000000000043
002422.XSHE,-0.060000000000002274
601377.XSHG,0.0799999999999983
601699.XSHG,1.1499999999999986
601567.XSHG,-4.450000000000003
300652.XSHE,-0.030000000000001137
000802.XSHE,0.0
300495.XSHE,-0.14999999999999858
300454.XSHE,-1.419999999999959
000027.XSHE,-10.509999999999991
601515.XSHG,0.25
300181.XSHE,-0.9499999999999957
300246.XSHE,-0.0799999999999983
600979.XSHG,0.0
600351.XSHG,-1.980000000000004
600800.XSHG,0.8699999999999974
603818.XSHG,0.6600000000000001
600031.XSHG,11.1099999999999
603758.XSHG,0.33000000000000007
002485.XSHE,-0.08999999999999986
300883.XSHE,-0.20000000000000107
300808.XSHE,-0.019999999999999574
000969.XSHE,-1.0800000000000054
300549.XSHE,-0.060000000000002274
600133.XSHG,-0.08000000000000185
300376.XSHE,4.150000000000006
600714.XSHG,-0.10000000000000142
603557.XSHG,0.0
603212.XSHG,-1.1700000000000017
300841.XSHE,8.379999999999995
000529.XSHE,-0.07000000000000028
000978.XSHE,-0.060000000000002274
600785.XSHG,0.4199999999999946
300197.XSHE,0.3199999999999932
300875.XSHE,-1.3100000000000023
600387.XSHG,-0.08999999999999986
603015.XSHG,-0.09999999999999964
002010.XSHE,0.0899999999999963
002403.XSHE,-0.05999999999999872
600724.XSHG,-0.8200000000000003
603828.XSHG,0.14000000000000057
688518.XSHG,0.019999999999999574
688108.XSHG,0.030000000000001137
603859.XSHG,-0.0400000000000027
605338.XSHG,1.0200000000000031
300221.XSHE,-0.33999999999999986
300776.XSHE,-11.889999999999986
002870.XSHE,-0.4200000000000017
600477.XSHG,1.2800000000000011
600824.XSHG,0.0
600241.XSHG,0.0
002250.XSHE,-2.2299999999999898
603825.XSHG,-0.6600000000000001
600603.XSHG,-1.740000000000009
300863.XSHE,-0.1599999999999966
688329.XSHG,-0.269999999999996
000880.XSHE,0.19000000000000128
600967.XSHG,-0.259999999999998
600723.XSHG,0.0
002885.XSHE,-0.629999999999999
002913.XSHE,0.7999999999999972
002496.XSHE,-0.27999999999999403
601919.XSHG,-0.6600000000000001
000606.XSHE,0.0
000793.XSHE,0.0
002933.XSHE,-0.19000000000000128
002038.XSHE,-8.200000000000045
002239.XSHE,-1.1799999999999997
600421.XSHG,-0.019999999999999574
300052.XSHE,-0.2699999999999996
603530.XSHG,-0.0799999999999983
000507.XSHE,0.5399999999999991
300432.XSHE,-0.6400000000000006
601162.XSHG,-0.02999999999999936
603809.XSHG,1.2700000000000031
600777.XSHG,-1.8300000000000054
605050.XSHG,-0.14000000000000057
300638.XSHE,-2.8400000000000034
600516.XSHG,0.6200000000000045
000557.XSHE,0.3299999999999983
000697.XSHE,-0.6500000000000021
002316.XSHE,-0.6999999999999993
002144.XSHE,-0.049999999999998934
003002.XSHE,0.10999999999999943
300413.XSHE,-2.5799999999999983
601117.XSHG,0.05999999999999961
000570.XSHE,-0.5799999999999983
002207.XSHE,-0.6199999999999992
002730.XSHE,3.770000000000003
601116.XSHG,-0.02999999999999936
002244.XSHE,-0.17999999999999972
002368.XSHE,-2.5400000000000063
600705.XSHG,-0.9699999999999704
300787.XSHE,0.14999999999999858
600621.XSHG,-130.46000000000004
603797.XSHG,0.2599999999999998
600489.XSHG,1.8899999999999864
002605.XSHE,-1.019999999999996
002560.XSHE,0.16999999999999815
000409.XSHE,-0.16999999999999993
300226.XSHE,1.1800000000000068
002336.XSHE,-0.10999999999999943
600676.XSHG,0.28999999999999204
300255.XSHE,-2.770000000000003
300147.XSHE,-0.2600000000000051
300785.XSHE,2.6200000000000045
300886.XSHE,-1.3100000000000023
000885.XSHE,0.2699999999999996
600292.XSHG,-1.75
601015.XSHG,0.41000000000000014
600798.XSHG,0.7299999999999969
300545.XSHE,0.28000000000000114
603368.XSHG,0.28000000000000114
002556.XSHE,-0.2600000000000051
000897.XSHE,-0.05999999999999872
300234.XSHE,-0.769999999999996
600725.XSHG,0.0
002141.XSHE,-1.2099999999999973
003022.XSHE,0.11999999999999744
002881.XSHE,0.519999999999996
300476.XSHE,0.6700000000000017
603196.XSHG,-0.6500000000000004
002282.XSHE,0.5500000000000007
300418.XSHE,-1.1099999999999994
002441.XSHE,-0.3200000000000003
300982.XSHE,-1.4099999999999966
000816.XSHE,0.0
002138.XSHE,2.0700000000000216
002045.XSHE,-0.11999999999999744
000585.XSHE,-0.040000000000000036
000100.XSHE,-0.6700000000000017
600071.XSHG,-0.8100000000000023
603113.XSHG,0.120000000000001
688378.XSHG,0.10000000000000142
003006.XSHE,-0.490000000000002
300761.XSHE,-0.04999999999999716
300159.XSHE,-1.4699999999999989
688600.XSHG,-0.27000000000000135
300398.XSHE,1.1099999999999994
603108.XSHG,0.3299999999999912
603517.XSHG,1.4499999999999886
600129.XSHG,0.18999999999999773
003043.XSHE,-1.2700000000000031
603811.XSHG,0.9899999999999949
603161.XSHG,-0.1899999999999995
600970.XSHG,-0.6599999999999966
300065.XSHE,-0.46999999999999886
688178.XSHG,-0.22999999999999687
000966.XSHE,-2.8200000000000003
600797.XSHG,-1.25
603393.XSHG,-0.4099999999999966
002048.XSHE,1.0900000000000034
002011.XSHE,0.6199999999999974
601798.XSHG,-0.08000000000000007
002115.XSHE,-0.25
603559.XSHG,-0.1700000000000017
