code,date,open_close_diff
000049.XSHE,2020-09-08,5.699999999999989
603636.XSHG,2020-09-08,-1.5700000000000003
000538.XSHE,2020-09-08,-5.2800000000002
300798.XSHE,2020-09-08,0.030000000000001137
002668.XSHE,2020-09-08,-0.33999999999999986
601326.XSHG,2020-09-08,-0.040000000000000036
600980.XSHG,2020-09-08,-0.5199999999999996
300582.XSHE,2020-09-08,-0.9600000000000009
603039.XSHG,2020-09-08,3.0
603298.XSHG,2020-09-08,0.28999999999999915
002851.XSHE,2020-09-08,0.28000000000000114
000421.XSHE,2020-09-08,-1.5100000000000051
000523.XSHE,2020-09-08,-0.14000000000000057
600238.XSHG,2020-09-08,0.08000000000000185
002840.XSHE,2020-09-08,0.8000000000000007
600869.XSHG,2020-09-08,-1.3900000000000006
002376.XSHE,2020-09-08,-0.14000000000000057
300076.XSHE,2020-09-08,-5.659999999999997
002820.XSHE,2020-09-08,-0.629999999999999
300290.XSHE,2020-09-08,0.25
002912.XSHE,2020-09-08,5.880000000000024
600152.XSHG,2020-09-08,-0.4299999999999997
002553.XSHE,2020-09-08,-0.14000000000000057
300775.XSHE,2020-09-08,-4.279999999999998
300430.XSHE,2020-09-08,-1.2399999999999949
002756.XSHE,2020-09-08,-0.0800000000000054
002699.XSHE,2020-09-08,-1.25
688122.XSHG,2020-09-08,-0.4200000000000017
002060.XSHE,2020-09-08,-0.47000000000000064
688298.XSHG,2020-09-08,5.0
603556.XSHG,2020-09-08,-0.2699999999999996
000529.XSHE,2020-09-08,0.16000000000000014
603158.XSHG,2020-09-08,-0.5899999999999963
603055.XSHG,2020-09-08,0.1899999999999995
000584.XSHE,2020-09-08,-0.39000000000000057
600027.XSHG,2020-09-08,-0.04999999999999982
300501.XSHE,2020-09-08,4.239999999999995
000811.XSHE,2020-09-08,-2.269999999999996
600763.XSHG,2020-09-08,9.659999999999968
601003.XSHG,2020-09-08,-0.26000000000000156
601066.XSHG,2020-09-08,-1.8699999999999974
300603.XSHE,2020-09-08,-3.6599999999999966
002078.XSHE,2020-09-08,0.7700000000000102
300743.XSHE,2020-09-08,-0.8400000000000034
300829.XSHE,2020-09-08,-0.1599999999999966
002648.XSHE,2020-09-08,0.7800000000000011
002886.XSHE,2020-09-08,-0.5600000000000023
002289.XSHE,2020-09-08,0.5800000000000018
601858.XSHG,2020-09-08,-0.13000000000000078
603888.XSHG,2020-09-08,3.049999999999997
603848.XSHG,2020-09-08,0.2400000000000002
600113.XSHG,2020-09-08,-0.240000000000002
002777.XSHE,2020-09-08,-0.4900000000000091
000713.XSHE,2020-09-08,-0.6900000000000048
300068.XSHE,2020-09-08,-0.259999999999998
002910.XSHE,2020-09-08,0.009999999999999787
002896.XSHE,2020-09-08,0.7000000000000028
300325.XSHE,2020-09-08,-7.799999999999997
000301.XSHE,2020-09-08,-0.10999999999999943
603025.XSHG,2020-09-08,0.21000000000000085
002480.XSHE,2020-09-08,-0.11999999999999744
300412.XSHE,2020-09-08,-11.030000000000001
688095.XSHG,2020-09-08,41.700000000000045
002594.XSHE,2020-09-08,4.969999999999999
600075.XSHG,2020-09-08,0.09999999999999432
600389.XSHG,2020-09-08,1.6500000000000057
002865.XSHE,2020-09-08,-0.05999999999999872
002942.XSHE,2020-09-08,0.8500000000000014
603639.XSHG,2020-09-08,-0.3100000000000023
603596.XSHG,2020-09-08,0.8299999999999983
601818.XSHG,2020-09-08,-0.05999999999999961
600237.XSHG,2020-09-08,-0.03999999999999915
300616.XSHE,2020-09-08,2.6599999999999966
002907.XSHE,2020-09-08,0.010000000000001563
688981.XSHG,2020-09-08,0.6500000000000057
000903.XSHE,2020-09-08,2.3900000000000006
002267.XSHE,2020-09-08,-0.23000000000000043
600757.XSHG,2020-09-08,-0.8799999999999955
603103.XSHG,2020-09-08,0.9200000000000017
603612.XSHG,2020-09-08,-0.5500000000000007
000607.XSHE,2020-09-08,-0.29999999999999716
002206.XSHE,2020-09-08,-0.3299999999999983
603021.XSHG,2020-09-08,-0.23999999999999844
688379.XSHG,2020-09-08,1.0
600605.XSHG,2020-09-08,4.580000000000041
000663.XSHE,2020-09-08,-0.1700000000000017
002740.XSHE,2020-09-08,-0.120000000000001
300047.XSHE,2020-09-08,-3.020000000000003
600312.XSHG,2020-09-08,-0.259999999999998
300813.XSHE,2020-09-08,-1.4099999999999966
002386.XSHE,2020-09-08,-0.10000000000000142
600327.XSHG,2020-09-08,-0.14000000000000057
603380.XSHG,2020-09-08,-0.8699999999999974
000636.XSHE,2020-09-08,-2.5
601838.XSHG,2020-09-08,-0.3800000000000008
000576.XSHE,2020-09-08,1.3700000000000045
601949.XSHG,2020-09-08,-0.1200000000000001
600630.XSHG,2020-09-08,-0.120000000000001
002505.XSHE,2020-09-08,-1.5200000000000031
300474.XSHE,2020-09-08,3.539999999999992
600096.XSHG,2020-09-08,-0.06999999999999851
002855.XSHE,2020-09-08,-0.14000000000000057
300171.XSHE,2020-09-08,4.22999999999999
002097.XSHE,2020-09-08,-3.8699999999999974
300432.XSHE,2020-09-08,-2.450000000000003
002094.XSHE,2020-09-08,-0.4200000000000017
600956.XSHG,2020-09-08,0.1899999999999995
603717.XSHG,2020-09-08,-0.14000000000000057
300337.XSHE,2020-09-08,-2.1400000000000006
300617.XSHE,2020-09-08,-0.3399999999999892
