code,volume_turnover_ratio
600689.XSHG,605638.0090497738
300831.XSHE,799998.5088298575
600865.XSHG,679371.9636696473
601666.XSHG,8549722.062910838
002843.XSHE,1244688.3482981834
600476.XSHG,784564.9950835792
300259.XSHE,490793.53461421165
000831.XSHE,2361879.1863949196
300216.XSHE,inf
600008.XSHG,7254199.344075289
300534.XSHE,850461.9127830807
600720.XSHG,672319.037770763
000707.XSHE,1446820.3350664354
300741.XSHE,989669.6637516936
000603.XSHE,1354476.8286600308
600691.XSHG,1860242.2513623976
300305.XSHE,603862.4149050519
000688.XSHE,2271571.2545676003
002441.XSHE,843379.4251791791
300184.XSHE,1145329.1874581068
600064.XSHG,726572.0997470184
002841.XSHE,2365106.642291286
600462.XSHG,1182346.3203463203
300370.XSHE,441646.7540108162
600310.XSHG,979345.810150059
600551.XSHG,1377301.7547224087
300711.XSHE,453381.38525201817
002890.XSHE,424683.18456550455
601858.XSHG,7540752.351097179
002695.XSHE,1101891.1317008603
603327.XSHG,1014892.7247538099
603600.XSHG,1051462.383770076
300181.XSHE,638198.246859471
002467.XSHE,1051837.0637588478
600083.XSHG,2279913.145949721
600737.XSHG,1722235.1333950977
300742.XSHE,429411.3020567069
603305.XSHG,4091263.766219605
000488.XSHE,1790497.8147319048
000632.XSHE,608708.5141495019
600339.XSHG,13653339.659730224
600118.XSHG,706625.2278843649
002968.XSHE,177870.6886991239
603185.XSHG,316073.7661322711
603899.XSHG,4314787.478460655
600331.XSHG,2263083.140563342
300297.XSHE,1111308.192722098
000420.XSHE,2717295.8913052347
002159.XSHE,903888.2323147053
002724.XSHE,1748531.82265292
300007.XSHE,575154.7025589898
300429.XSHE,499268.58778821083
600523.XSHG,1972854.071182029
601633.XSHG,16129270.047978068
603711.XSHG,478173.35513901117
002333.XSHE,1304475.6110137156
002940.XSHE,417755.00449305016
300384.XSHE,398257.35777704703
603021.XSHG,1200539.8550724639
000159.XSHE,1494593.868946852
300135.XSHE,747799.8244073748
600051.XSHG,666778.9456260863
300507.XSHE,407706.6796465479
000301.XSHE,5398919.76974276
002540.XSHE,1124579.6153083483
601727.XSHG,96740718.92925431
000012.XSHE,607067.9086934552
603636.XSHG,1244916.1837288237
002237.XSHE,1102433.086818309
002122.XSHE,1400844.4770104412
000993.XSHE,2048384.8052045167
300809.XSHE,388802.34318067157
688028.XSHG,369228.1668148598
002635.XSHE,764993.9610825318
688312.XSHG,310408.16326530615
300770.XSHE,782997.4640743871
002665.XSHE,1637435.4404309252
601698.XSHG,4074280.210336654
002542.XSHE,717905.6974459726
603329.XSHG,631656.8249219222
600151.XSHG,3011691.6146323383
300644.XSHE,395289.76672356337
300567.XSHE,553659.4348466586
002514.XSHE,608088.4328157739
600641.XSHG,369567.1023683189
300525.XSHE,525771.6161984677
300752.XSHE,201410.6514084507
300205.XSHE,749856.2843788752
300572.XSHE,473879.43078913324
600354.XSHG,1769350.234341713
603387.XSHG,1285586.8290482634
000609.XSHE,480735.30743457394
002024.XSHE,883595.9056519804
601966.XSHG,11153995.391199386
002616.XSHE,1021970.140683319
002826.XSHE,1320805.794625846
002992.XSHE,344905.10948905104
300414.XSHE,782972.2431914523
300535.XSHE,491889.5533782924
601518.XSHG,10564951.06035889
000888.XSHE,834307.4994777523
300134.XSHE,1642656.0476560476
600444.XSHG,714024.778761062
002252.XSHE,2056475.3118059116
000716.XSHE,1685626.345469247
600111.XSHG,1851803.6655787097
002790.XSHE,896056.8509672232
002384.XSHE,1726047.1755828972
603982.XSHG,808235.3969482806
002607.XSHE,992658.349328215
600082.XSHG,1058084.2321520287
600393.XSHG,1090257.136369101
688586.XSHG,881535.7339939652
000818.XSHE,3273469.861308677
300715.XSHE,386128.7049786217
600823.XSHG,706469.9846074911
601900.XSHG,8111076.8747052355
002715.XSHE,866036.8601600862
300243.XSHE,423525.3125201021
603986.XSHG,1006443.0554755458
601618.XSHG,153475548.7804878
300221.XSHE,1002106.5501786688
600200.XSHG,642510.9562872233
300474.XSHE,741251.2982267184
002366.XSHE,2142734.5301373983
300647.XSHE,791014.3069240113
601611.XSHG,25491828.49936948
603788.XSHG,1362352.721849366
600086.XSHG,1097336.6477272727
603003.XSHG,4115985.1416877974
002747.XSHE,1186230.9925880644
600190.XSHG,6616705.597179375
603032.XSHG,1322477.399227142
601918.XSHG,16963889.65755794
300324.XSHE,488090.02777935256
603803.XSHG,4024462.0103822555
600259.XSHG,2871549.5471452638
603013.XSHG,567975.861736024
603069.XSHG,3093580.6970201526
600225.XSHG,4339139.423076923
600613.XSHG,172465.566224332
002957.XSHE,1528141.6957026715
603912.XSHG,780567.6855895197
600917.XSHG,14420172.5
002694.XSHE,1246018.7024565144
600975.XSHG,896361.6860366409
002782.XSHE,1638649.7044283887
688168.XSHG,120972.16063069721
300488.XSHE,501476.3406940063
601838.XSHG,16944917.641260877
002154.XSHE,945053.0540436527
300545.XSHE,359458.7650459407
300806.XSHE,291307.5334433409
600219.XSHG,16799637.87035986
000812.XSHE,955885.6559469117
000608.XSHE,649198.4081864697
002047.XSHE,3891711.5791951045
600178.XSHG,2188965.4155392842
688078.XSHG,167215.47776377664
002316.XSHE,880485.0480931173
603053.XSHG,875741.8297503132
603579.XSHG,647009.6803652969
600071.XSHG,412203.3553634977
000552.XSHE,3329771.9481293783
600777.XSHG,1327656.2114102247
603089.XSHG,997063.6994323812
688180.XSHG,683452.4710903083
603879.XSHG,1419841.779721833
600616.XSHG,17721.134880898193
688188.XSHG,240068.2852807284
300103.XSHE,484285.7535224807
300513.XSHE,824519.8506956227
600856.XSHG,2255172.727272727
002323.XSHE,738130.702836005
000759.XSHE,941239.5122496923
300439.XSHE,672857.1428571428
002193.XSHE,1261273.2222934016
002186.XSHE,1294363.1889306773
002699.XSHE,860324.9392673981
000985.XSHE,778671.9221159645
002250.XSHE,1522847.6022632408
300428.XSHE,519591.93627052516
600085.XSHG,1197197.9581341308
300077.XSHE,1057342.9078313762
000155.XSHE,8079036.111492517
002073.XSHE,1012617.5821077856
603042.XSHG,1346560.371824825
000810.XSHE,1897621.9064772194
300109.XSHE,660314.6326331649
000666.XSHE,1547043.9679445527
002344.XSHE,2899301.6376122558
002897.XSHE,415343.4960097091
600143.XSHG,1321501.0355029586
601566.XSHG,3663284.7493778886
300464.XSHE,1016361.9024429836
688033.XSHG,3026617.8190574474
600864.XSHG,1997402.6874266823
300710.XSHE,332264.380480191
002278.XSHE,1579709.6380762053
000526.XSHE,389290.8085292191
002168.XSHE,529290.2134995359
603106.XSHG,1178009.2719325356
300569.XSHE,520142.68880008196
000755.XSHE,1715735.1050150022
300047.XSHE,980599.4944023114
601881.XSHG,61424714.51636577
002061.XSHE,3451422.167696881
603259.XSHG,7143186.2414490795
000848.XSHE,418530.0929811017
300721.XSHE,412986.05426265934
600626.XSHG,711151.6895381438
688106.XSHG,1018565.7167038772
002055.XSHE,718545.8703751521
300126.XSHE,543684.2105263157
600732.XSHG,918104.1333096129
600715.XSHG,3834149.390243903
002440.XSHE,1885922.6962055152
002550.XSHE,953977.9387553507
688020.XSHG,364847.2476418415
300385.XSHE,571932.7501366867
000680.XSHE,1989077.4281805747
601328.XSHG,201512014.54952434
000899.XSHE,2572372.8813559324
002632.XSHE,1014877.2704958272
601233.XSHG,5958366.219415943
002095.XSHE,569043.6119427138
300140.XSHE,921689.2078388076
300090.XSHE,1755952.5785417901
002472.XSHE,1080367.3756371946
300615.XSHE,364515.90842478914
600419.XSHG,838246.4280571511
300401.XSHE,904202.6322324311
603388.XSHG,997710.7818088912
300310.XSHE,881768.7549275274
300612.XSHE,268020.31771443365
300755.XSHE,654061.9855185972
300108.XSHE,721989.5360044058
600100.XSHG,1393087.2114327594
002698.XSHE,3046322.3694002084
300500.XSHE,592919.874879692
002337.XSHE,1121303.8169004256
300368.XSHE,587917.8877553269
002378.XSHE,4414482.783972553
002150.XSHE,620789.1718284009
300437.XSHE,459938.3330017903
002576.XSHE,1212729.192582521
000099.XSHE,1588562.9268292685
603030.XSHG,1755370.045472448
