code,volume_turnover_ratio
600689.XSHG,605650.6897032186
300831.XSHE,1836153.1521371377
688281.XSHG,161940.01182033098
688359.XSHG,481079.23435449565
605378.XSHG,323597.46852132643
600865.XSHG,667501.1358473422
300958.XSHE,759937.6832844574
601666.XSHG,7661597.387173397
002843.XSHE,1211022.7674467936
001222.XSHE,341000.51665831666
600476.XSHG,784551.2500480049
688448.XSHG,162120.89158989943
688216.XSHG,417141.6442620631
300259.XSHE,536604.1443372633
301116.XSHE,447478.64941010746
000831.XSHE,2350564.512605409
600008.XSHG,8282174.866049683
688087.XSHG,687426.8843348385
300534.XSHE,853865.1699433522
600720.XSHG,616092.6377376888
000707.XSHE,1446826.9433994167
300741.XSHE,4772551.477170994
000603.XSHE,1377892.0063525676
600691.XSHG,2515986.171761281
300305.XSHE,584081.7274204782
000688.XSHE,2268387.413962635
688557.XSHG,423579.07101452973
002441.XSHE,797544.8639316706
300184.XSHE,1214870.6306306308
600064.XSHG,650457.1205313538
002841.XSHE,2644945.5065213507
600462.XSHG,1238224.3415077203
300370.XSHE,575457.499350143
600310.XSHG,1173692.7785374748
301229.XSHE,199410.07548408268
600551.XSHG,1250697.6744186047
300711.XSHE,1406443.0412088914
002890.XSHE,504464.9227110582
601858.XSHG,7101000.74682599
002695.XSHE,1095402.1552397313
603327.XSHG,3787144.6972949766
603600.XSHG,1002643.0763675754
301220.XSHE,191840.67983523078
003028.XSHE,275867.9114112623
300181.XSHE,672796.0956369519
002467.XSHE,1179689.7187463224
600083.XSHG,2279789.419619928
600737.XSHG,1706168.0532445924
300742.XSHE,624744.2014266144
603305.XSHG,4623857.782077639
000488.XSHE,1725206.5040650407
000632.XSHE,608638.8508891929
600339.XSHG,13310287.223506108
600118.XSHG,701886.815920398
002968.XSHE,302426.8324268324
688667.XSHG,231032.87305821435
603185.XSHG,1498282.4617573817
603899.XSHG,4254169.463087249
600331.XSHG,2263139.5943412306
300297.XSHE,1390471.4488925016
000420.XSHE,3182646.4732650737
002159.XSHE,906888.9443629669
002724.XSHE,1879626.4453009192
300007.XSHE,672481.743539294
300429.XSHE,619804.0039199216
600523.XSHG,1933896.8382183244
601633.XSHG,16139267.592149353
603711.XSHG,3894761.590496618
688092.XSHG,256560.3328710125
002333.XSHE,1149894.5804114614
002940.XSHE,828620.1439152546
300384.XSHE,389250.71611638775
301002.XSHE,426364.5943097998
001308.XSHE,416324.4481183852
301156.XSHE,200000.41005453726
605069.XSHG,638494.623655914
000159.XSHE,1489911.0355574444
300135.XSHE,573693.5279917232
600051.XSHG,638197.2852361473
605588.XSHG,230066.06818640308
688269.XSHG,434372.321998359
300507.XSHE,519653.67685137235
000301.XSHE,21086747.936264157
002540.XSHE,1035046.3851567499
601727.XSHG,110626195.72261828
688091.XSHG,772629.2929020423
688777.XSHG,3186163.107478689
000012.XSHE,585122.239747634
300968.XSHE,1692687.355562892
688681.XSHG,651006.7873303167
603636.XSHG,1220269.907663168
002237.XSHE,1091683.5187057634
301106.XSHE,179611.24518948537
002122.XSHE,1417638.6861313873
000993.XSHE,2414834.5233283937
300809.XSHE,452951.4584376565
688028.XSHG,772536.0329444064
