code,date,volume_turnover_ratio
600418.XSHG,2021-03-01,2998154.2271366045
603398.XSHG,2021-03-01,951218.8120998013
300550.XSHE,2021-03-01,808011.6959064328
603178.XSHG,2021-03-01,1963732.7449649242
688505.XSHG,2021-03-01,962649.552883133
002408.XSHE,2021-03-01,2808364.1099405205
300191.XSHE,2021-03-01,506537.6274127087
600989.XSHG,2021-03-01,18812265.92106479
002586.XSHE,2021-03-01,1434972.70471464
688521.XSHG,2021-03-01,452137.12359749875
600986.XSHG,2021-03-01,2264745.8190275775
002960.XSHE,2021-03-01,1198925.911212633
002077.XSHE,2021-03-01,3705646.908859146
002959.XSHE,2021-03-01,581868.7972036701
600285.XSHG,2021-03-01,795655.4656710227
605258.XSHG,2021-03-01,219999.6076716997
600338.XSHG,2021-03-01,4966528.012149848
600640.XSHG,2021-03-01,800878.6505538771
600608.XSHG,2021-03-01,29848.344738302203
300800.XSHE,2021-03-01,478143.8631790744
002194.XSHE,2021-03-01,1352868.7754462888
603881.XSHG,2021-03-01,2089805.4208628621
002482.XSHE,2021-03-01,1803217.0753860127
002742.XSHE,2021-03-01,871708.542713568
300229.XSHE,2021-03-01,1331779.3001296055
601086.XSHG,2021-03-01,6205421.115065243
601988.XSHG,2021-03-01,1095656047.4860337
603060.XSHG,2021-03-01,2126204.289732771
002724.XSHE,2021-03-01,1883524.8570171578
002839.XSHE,2021-03-01,13406819.979188345
002115.XSHE,2021-03-01,1022064.8019457957
003006.XSHE,2021-03-01,427778.3774904372
300830.XSHE,2021-03-01,860241.8314380869
605005.XSHG,2021-03-01,400998.9028122654
002941.XSHE,2021-03-01,1913187.9051518252
603315.XSHG,2021-03-01,1076077.782374845
300521.XSHE,2021-03-01,792420.4468517265
000632.XSHE,2021-03-01,608736.1623616236
000019.XSHE,2021-03-01,747837.9177758059
002639.XSHE,2021-03-01,1806262.3599208964
601998.XSHG,2021-03-01,221141510.31894934
000985.XSHE,2021-03-01,778674.8585572843
600824.XSHG,2021-03-01,324821.3535098781
300903.XSHE,2021-03-01,408868.21169892384
000922.XSHE,2021-03-01,2145970.13384716
600655.XSHG,2021-03-01,63580.246913580246
300561.XSHE,2021-03-01,291804.67915736337
688266.XSHG,2021-03-01,1330322.392414296
600105.XSHG,2021-03-01,1189833.2544054235
000609.XSHE,2021-03-01,480736.68714797747
300706.XSHE,2021-03-01,452249.37385771336
600587.XSHG,2021-03-01,726689.8591059315
002461.XSHE,2021-03-01,10517631.25
002467.XSHE,2021-03-01,1047497.973082536
601727.XSHG,2021-03-01,104631565.3734021
000880.XSHE,2021-03-01,416061.1364630869
601799.XSHG,2021-03-01,2174617.017171522
002080.XSHE,2021-03-01,3469200.813985755
603926.XSHG,2021-03-01,1115585.5161787365
688013.XSHG,2021-03-01,162878.54431029173
603050.XSHG,2021-03-01,1289163.5119394292
300806.XSHE,2021-03-01,645313.6510771292
600694.XSHG,2021-03-01,583154.1256947414
002980.XSHE,2021-03-01,327789.72238629655
300708.XSHE,2021-03-01,1800253.5582064996
003029.XSHE,2021-03-01,450998.83757793513
300377.XSHE,2021-03-01,538678.6786786787
300922.XSHE,2021-03-01,265562.3932372651
