code,date,volume_turnover_ratio
600418.XSHG,2021-05-20,2998171.1917407056
603398.XSHG,2021-05-20,951160.1093545703
300550.XSHE,2021-05-20,939789.2779671522
603178.XSHG,2021-05-20,1963731.3124728377
688505.XSHG,2021-05-20,962651.6565562296
002408.XSHE,2021-05-20,3039630.423355303
300191.XSHE,2021-05-20,506495.47276235715
600989.XSHG,2021-05-20,18465811.031536624
002586.XSHE,2021-05-20,1435420.2004626058
688521.XSHG,2021-05-20,452148.4406807263
600986.XSHG,2021-05-20,2264726.4333751285
002960.XSHE,2021-05-20,1198953.6855838227
002077.XSHE,2021-05-20,3705393.9451819314
002959.XSHE,2021-05-20,581870.2399086063
600285.XSHG,2021-05-20,795636.2737830492
605258.XSHG,2021-05-20,216615.00967672566
600338.XSHG,2021-05-20,4821797.317318377
600640.XSHG,2021-05-20,800879.6323572733
600608.XSHG,2021-05-20,29848.384970336192
300800.XSHE,2021-05-20,478155.14894903975
002194.XSHE,2021-05-20,1351511.805673518
603881.XSHG,2021-05-20,2328472.33201581
002482.XSHE,2021-05-20,1803386.4541832667
002742.XSHE,2021-05-20,412227.94219951896
300229.XSHE,2021-05-20,1331740.1045556385
601086.XSHG,2021-05-20,6205675.965665236
601988.XSHG,2021-05-20,1095595837.6511226
603060.XSHG,2021-05-20,2126219.6825396824
002724.XSHE,2021-05-20,1883441.6695176188
002839.XSHE,2021-05-20,13405804.136766568
002115.XSHE,2021-05-20,922835.3317346124
003006.XSHE,2021-05-20,427776.24934046884
300830.XSHE,2021-05-20,1912709.0771766
605005.XSHG,2021-05-20,400999.80670725816
002941.XSHE,2021-05-20,1908994.1633387457
603315.XSHG,2021-05-20,1076011.1328240659
300521.XSHE,2021-05-20,792535.2822580645
000632.XSHE,2021-05-20,608744.8112275153
000019.XSHE,2021-05-20,747834.097469859
002639.XSHE,2021-05-20,1806300.232738557
601998.XSHG,2021-05-20,221040603.81355932
000985.XSHE,2021-05-20,778706.557872469
600824.XSHG,2021-05-20,324876.6010621681
300903.XSHE,2021-05-20,431000.5470317018
300963.XSHE,2021-05-20,284535.7266936885
000922.XSHE,2021-05-20,2145980.701428836
600655.XSHG,2021-05-20,63582.81131685826
300561.XSHE,2021-05-20,291799.635097031
688266.XSHG,2021-05-20,1330312.5263958105
600105.XSHG,2021-05-20,1189841.488628532
000609.XSHE,2021-05-20,480741.5621986499
300706.XSHE,2021-05-20,452248.1618633607
600587.XSHG,2021-05-20,726645.4088831198
002461.XSHE,2021-05-20,10517137.46856664
002467.XSHE,2021-05-20,1055583.118556701
601727.XSHG,2021-05-20,112392349.55185659
000880.XSHE,2021-05-20,416056.8467336683
601799.XSHG,2021-05-20,2174613.56466877
002080.XSHE,2021-05-20,3469254.424391099
605300.XSHG,2021-05-20,400100.1469085516
603926.XSHG,2021-05-20,1127157.738095238
688013.XSHG,2021-05-20,170001.15885597735
603050.XSHG,2021-05-20,1268286.2172517346
300806.XSHE,2021-05-20,652746.2403468365
600694.XSHG,2021-05-20,583174.665617624
002980.XSHE,2021-05-20,327791.30957750714
300708.XSHE,2021-05-20,1792896.5810382222
003029.XSHE,2021-05-20,450995.003392758
300377.XSHE,2021-05-20,538689.8463622128
300922.XSHE,2021-05-20,262972.64707748935
600118.XSHG,2021-05-20,706671.24699416
600877.XSHG,2021-05-20,1478611.9824341282
605100.XSHG,2021-05-20,217008.3654229186
002673.XSHE,2021-05-20,13946707.017830852
002950.XSHE,2021-05-20,1456564.041433739
300045.XSHE,2021-05-20,522708.87597675814
300249.XSHE,2021-05-20,597616.1440185831
300308.XSHE,2021-05-20,1467509.9538143016
600273.XSHG,2021-05-20,8699768.466229953
600295.XSHG,2021-05-20,2008375.8029410203
600429.XSHG,2021-05-20,10351014.364248982
688561.XSHG,2021-05-20,731611.2864302952
605003.XSHG,2021-05-20,219998.7280859814
300376.XSHE,2021-05-20,999869.4653299917
002758.XSHE,2021-05-20,503453.1207781681
000506.XSHE,2021-05-20,3093348.64565183
601375.XSHG,2021-05-20,33328179.522341855
002468.XSHE,2021-05-20,6643055.555555555
300425.XSHE,2021-05-20,813144.8412698413
688168.XSHG,2021-05-20,283432.36665990675
300185.XSHE,2021-05-20,3600886.124401914
688100.XSHG,2021-05-20,1634973.9722370529
600790.XSHG,2021-05-20,1293132.8
688080.XSHG,2021-05-20,370390.30303030304
000530.XSHE,2021-05-20,563410.9237536658
600845.XSHG,2021-05-20,1468877.3027459157
603906.XSHG,2021-05-20,2311755.676367125
300329.XSHE,2021-05-20,675429.908844543
688660.XSHG,2021-05-20,3642167.1697765077
002641.XSHE,2021-05-20,1855989.9809160305
600058.XSHG,2021-05-20,2242041.5558205666
600583.XSHG,2021-05-20,2215046.1472418974
002233.XSHE,2021-05-20,4130831.234256927
300870.XSHE,2021-05-20,251320.19735394864
002188.XSHE,2021-05-20,1216606.4338384247
300086.XSHE,2021-05-20,890073.1772219265
600315.XSHG,2021-05-20,1219941.5271726667
002280.XSHE,2021-05-20,1305430.5977710234
002537.XSHE,2021-05-20,1796573.728647163
688069.XSHG,2021-05-20,142164.06207754285
300325.XSHE,2021-05-20,971468.0420711974
300776.XSHE,2021-05-20,281951.68195718655
300471.XSHE,2021-05-20,657425.0503614172
000850.XSHE,2021-05-20,1064628.2973621103
688160.XSHG,2021-05-20,198089.05136364832
603161.XSHG,2021-05-20,1291058.280989107
601677.XSHG,2021-05-20,5964714.690408742
002793.XSHE,2021-05-20,1072710.7665129062
002511.XSHE,2021-05-20,1583936.6634590148
300881.XSHE,2021-05-20,250000.81965533496
002621.XSHE,2021-05-20,968312.4809276778
000608.XSHE,2021-05-20,649226.632831853
600184.XSHG,2021-05-20,1561557.6027107157
002745.XSHE,2021-05-20,4374105.630434171
600207.XSHG,2021-05-20,5553054.772563975
600059.XSHG,2021-05-20,976488.2497029077
300408.XSHE,2021-05-20,4138187.744458931
300748.XSHE,2021-05-20,2560089.438793005
300142.XSHE,2021-05-20,1046346.9724887222
300251.XSHE,2021-05-20,1077952.2184300341
003001.XSHE,2021-05-20,240611.59936127937
002150.XSHE,2021-05-20,620791.4843596943
002702.XSHE,2021-05-20,443453.3702677747
603358.XSHG,2021-05-20,1465849.2822966508
300129.XSHE,2021-05-20,935890.3585901062
002138.XSHE,2021-05-20,1064393.6041834273
002168.XSHE,2021-05-20,528147.6842649822
300931.XSHE,2021-05-20,569441.2435546812
603658.XSHG,2021-05-20,4284235.079489185
002074.XSHE,2021-05-20,2611565.236719271
000567.XSHE,2021-05-20,1356137.2089819536
600490.XSHG,2021-05-20,1425107.6031325154
300034.XSHE,2021-05-20,1155616.379923219
603318.XSHG,2021-05-20,1252032.2915123685
002768.XSHE,2021-05-20,578028.192371476
000858.XSHE,2021-05-20,2091537.2124492559
600377.XSHG,2021-05-20,13022391.874180865
605177.XSHG,2021-05-20,283999.02739503974
002654.XSHE,2021-05-20,1069520.7533273713
603236.XSHG,2021-05-20,590590.7087148186
600811.XSHG,2021-05-20,2376419.48579161
300853.XSHE,2021-05-20,203157.74467175137
300407.XSHE,2021-05-20,520004.7892720307
300015.XSHE,2021-05-20,1188488.6280264123
300231.XSHE,2021-05-20,359911.6589625064
002928.XSHE,2021-05-20,4440298.45291753
600767.XSHG,2021-05-20,903112.5765426282
601169.XSHG,2021-05-20,58420300.45200744
300877.XSHE,2021-05-20,294970.05988023954
603858.XSHG,2021-05-20,5701947.715801734
000566.XSHE,2021-05-20,1166887.3056994819
002750.XSHE,2021-05-20,646420.051579626
601228.XSHG,2021-05-20,60087798.50746269
002444.XSHE,2021-05-20,2454677.154261564
600076.XSHG,2021-05-20,3166944.8484848486
603666.XSHG,2021-05-20,199170.55547192533
002822.XSHE,2021-05-20,3103497.215969672
600983.XSHG,2021-05-20,3101508.0182433426
002044.XSHE,2021-05-20,3952637.7585056704
002241.XSHE,2021-05-20,1287943.3016534306
600580.XSHG,2021-05-20,1818718.355214268
300345.XSHE,2021-05-20,1024847.3562440043
002896.XSHE,2021-05-20,776617.1935235157
300898.XSHE,2021-05-20,279000.85089199437
603583.XSHG,2021-05-20,828410.2244389027
002081.XSHE,2021-05-20,897774.4659711873
600879.XSHG,2021-05-20,744665.0696477686
600649.XSHG,2021-05-20,1167187.2227151731
600666.XSHG,2021-05-20,628642.9752066116
002478.XSHE,2021-05-20,2397038.0393925724
002570.XSHE,2021-05-20,3961525.686558951
601669.XSHG,2021-05-20,92911183.78218408
300825.XSHE,2021-05-20,2446489.381520119
300991.XSHE,2021-05-20,213382.11919047192
600108.XSHG,2021-05-20,2002571.8085106383
600111.XSHG,2021-05-20,1851816.636446056
002452.XSHE,2021-05-20,753127.5805119736
002099.XSHE,2021-05-20,2262115.877437326
300465.XSHE,2021-05-20,1383190.8082067384
600626.XSHG,2021-05-20,711180.066905064
600738.XSHG,2021-05-20,1034340.8542642259
603936.XSHG,2021-05-20,1993146.079840761
601611.XSHG,2021-05-20,25491285.40305011
000502.XSHE,2021-05-20,530854.9905838041
300455.XSHE,2021-05-20,1494581.1001410438
600883.XSHG,2021-05-20,502002.28180262406
002876.XSHE,2021-05-20,728108.8625261688
300913.XSHE,2021-05-20,290478.3767440819
688396.XSHG,2021-05-20,3288887.1268656715
300130.XSHE,2021-05-20,501570.9911153282
600136.XSHG,2021-05-20,1957025.4105445116
600439.XSHG,2021-05-20,715281.746383885
000035.XSHE,2021-05-20,5315289.936401048
300122.XSHE,2021-05-20,2134863.9332365748
603557.XSHG,2021-05-20,4666529.299616601
600497.XSHG,2021-05-20,2367209.18608203
600458.XSHG,2021-05-20,997006.9217311934
300660.XSHE,2021-05-20,465270.847381434
300832.XSHE,2021-05-20,1396797.8142076503
600022.XSHG,2021-05-20,19677291.323771454
000900.XSHE,2021-05-20,1168248.6100079427
603686.XSHG,2021-05-20,1417049.5163141498
601968.XSHG,2021-05-20,8199305.35455861
002575.XSHE,2021-05-20,1155510.1696345683
300337.XSHE,2021-05-20,1590537.8756016637
300735.XSHE,2021-05-20,4004541.6316232127
002020.XSHE,2021-05-20,619624.0661900555
600229.XSHG,2021-05-20,4666318.725099602
600976.XSHG,2021-05-20,523435.1494788286
600255.XSHG,2021-05-20,1299438.3314173098
002965.XSHE,2021-05-20,733179.5898639784
300490.XSHE,2021-05-20,1205039.4043492454
000932.XSHE,2021-05-20,22379060.236415546
688233.XSHG,2021-05-20,812876.5117414176
002574.XSHE,2021-05-20,2257027.027027027
000761.XSHE,2021-05-20,18081609.277008638
600890.XSHG,2021-05-20,934951.3155168842
