code,volume_turnover_ratio
600689.XSHG,606378.2093053565
600865.XSHG,691480.9765770232
600677.XSHG,663281.708059074
601666.XSHG,9337976.6441303
002843.XSHE,1291428.3746556474
600476.XSHG,784548.1409226533
300259.XSHE,515346.19646698394
000831.XSHE,2361898.96211898
600008.XSHG,7434645.324123273
300534.XSHE,863392.4976375365
600720.XSHG,696062.8739304785
000707.XSHE,1446876.142874558
300741.XSHE,1054424.42218367
000603.XSHE,1383938.348105734
600691.XSHG,1860269.6586837638
300305.XSHE,609502.5562372188
000688.XSHE,2271576.112051716
002441.XSHE,864814.1227857316
300184.XSHE,705842.1149344476
600064.XSHG,755607.4288635203
002841.XSHE,2242247.4050090467
600462.XSHG,1182784.9676455949
300370.XSHE,441645.1836716507
600310.XSHG,994706.8222534256
600551.XSHG,1377196.2805740854
300711.XSHE,462203.7275952633
002890.XSHE,389682.11891512945
601858.XSHG,7689340.595214939
002695.XSHE,1098026.4888437665
603327.XSHG,510001.2606763529
603600.XSHG,1071781.8416523237
300181.XSHE,640382.2762814943
002467.XSHE,1043186.1319958136
600083.XSHG,2279929.448086184
600737.XSHG,1698924.8959929931
300742.XSHE,429610.3785863845
603305.XSHG,763253.0301012252
000488.XSHE,1787429.2235225562
000632.XSHE,608697.121674662
600339.XSHG,13872775.172852261
600118.XSHG,708529.4040188565
002968.XSHE,179107.54857589473
603185.XSHG,318499.82161969325
603899.XSHG,4349215.68627451
600331.XSHG,2263107.7082792628
300297.XSHE,1083404.8099659728
000420.XSHE,2717330.8865047996
002159.XSHE,910318.7378473504
002724.XSHE,1772936.188955569
300007.XSHE,573438.0329926729
300429.XSHE,500966.8772478078
600523.XSHG,1995149.939049167
601633.XSHG,16653352.13204952
603711.XSHG,482017.2325687031
002333.XSHE,1304349.7023809522
002940.XSHE,416457.7135990228
300384.XSHE,335312.37643337285
603021.XSHG,1200569.168601152
000159.XSHE,1499966.5194271726
300135.XSHE,750953.0083443127
600051.XSHG,682556.8627450981
300507.XSHE,390999.69037851226
000301.XSHE,5511015.98666749
002540.XSHE,1145685.8934077658
601727.XSHG,91352021.73197234
000012.XSHE,615813.4565998974
603636.XSHG,1124436.053984576
002237.XSHE,1033582.7096705462
002122.XSHE,1400757.6758005943
000993.XSHE,2048324.5499388676
300809.XSHE,392298.5669781931
688028.XSHG,190000.45122620722
002635.XSHE,764992.0643812085
300770.XSHE,320999.58247637894
002665.XSHE,1637429.911856696
601698.XSHG,3999998.2721517994
002542.XSHE,646745.7298136646
603329.XSHG,631663.4046151988
600151.XSHG,3011601.0441592345
300644.XSHE,407738.5388232119
300567.XSHE,537163.5007448163
002514.XSHE,608110.7323309185
600641.XSHG,369567.9854479309
300525.XSHE,507988.20047035924
300752.XSHE,178143.14563717906
300205.XSHE,756419.0821586857
300572.XSHE,658423.9695185313
600354.XSHG,1769376.287192539
603387.XSHG,648319.629009002
000609.XSHE,480693.8200971711
002024.XSHE,888519.5353748681
601966.XSHG,11395439.722685838
