code,date,volume_turnover_ratio
600418.XSHG,2020-01-20,3004240.424150617
603398.XSHG,2020-01-20,951179.5948616602
300550.XSHE,2020-01-20,802926.7953882484
603178.XSHG,2020-01-20,497992.8873456358
002408.XSHE,2020-01-20,2850060.9195402297
300191.XSHE,2020-01-20,507116.0088843328
600989.XSHG,2020-01-20,7136653.505392912
002586.XSHE,2020-01-20,1187312.3177842568
600986.XSHG,2020-01-20,2207430.0917015737
002960.XSHE,2020-01-20,600008.9558179646
600069.XSHG,2020-01-20,2525076.5566519224
002077.XSHE,2020-01-20,3680056.098753361
002959.XSHE,2020-01-20,299998.1189136003
600285.XSHG,2020-01-20,822501.4414760715
600338.XSHG,2020-01-20,4966116.174880272
600640.XSHG,2020-01-20,594669.6279844531
600608.XSHG,2020-01-20,29849.869451697126
300800.XSHE,2020-01-20,200001.01156982992
002194.XSHE,2020-01-20,1226040.1209123386
603881.XSHG,2020-01-20,1269708.6342371802
002482.XSHE,2020-01-20,1808006.4423765212
002742.XSHE,2020-01-20,577581.9127070488
300229.XSHE,2020-01-20,1320584.7590343645
601086.XSHG,2020-01-20,1579484.8262359276
601988.XSHG,2020-01-20,1155371962.6168225
603060.XSHG,2020-01-20,2142786.2225097027
002724.XSHE,2020-01-20,1772981.9572972136
002839.XSHE,2020-01-20,8278612.637362637
002115.XSHE,2020-01-20,854984.3178828922
002941.XSHE,2020-01-20,1717937.5851657894
603315.XSHG,2020-01-20,1089041.969781757
300521.XSHE,2020-01-20,792670.8201409458
000632.XSHE,2020-01-20,608781.6820276497
000019.XSHE,2020-01-20,765896.9118982743
002639.XSHE,2020-01-20,1720275.9404080564
601998.XSHG,2020-01-20,216136544.62242562
000985.XSHE,2020-01-20,788566.765578635
600824.XSHG,2020-01-20,326240.6015037594
000922.XSHE,2020-01-20,2169384.8794792937
600655.XSHG,2020-01-20,65656.10859728507
300561.XSHE,2020-01-20,293389.8472850679
600105.XSHG,2020-01-20,1079973.9340904858
000609.XSHE,2020-01-20,480699.6277874766
300706.XSHE,2020-01-20,342617.61122695217
600587.XSHG,2020-01-20,731405.4409150629
002461.XSHE,2020-01-20,6539722.572509457
002467.XSHE,2020-01-20,1043186.1382094664
601727.XSHG,2020-01-20,91347751.32275133
000880.XSHE,2020-01-20,417002.34558248636
601799.XSHG,2020-01-20,2193835.2197946827
002080.XSHE,2020-01-20,3542060.140214545
603926.XSHG,2020-01-20,619898.532494759
603050.XSHG,2020-01-20,656858.6327211381
300806.XSHE,2020-01-20,292099.15984185255
600694.XSHG,2020-01-20,601598.4776403425
300708.XSHE,2020-01-20,870926.7150588159
300377.XSHE,2020-01-20,543467.5610243654
600118.XSHG,2020-01-20,708526.4158300029
600877.XSHG,2020-01-20,1478680.7924429283
002673.XSHE,2020-01-20,14049651.447207501
002950.XSHE,2020-01-20,477190.9808342728
300045.XSHE,2020-01-20,504020.0595262364
300249.XSHE,2020-01-20,598022.656537599
300308.XSHE,2020-01-20,755660.2308033734
600273.XSHG,2020-01-20,8899803.761242844
600295.XSHG,2020-01-20,1989605.3373426048
600429.XSHG,2020-01-20,6149640.216855594
300376.XSHE,2020-01-20,1005363.7753987329
002758.XSHE,2020-01-20,455888.72980159544
000506.XSHE,2020-01-20,3093472.5400457666
601375.XSHG,2020-01-20,25846734.48452727
002468.XSHE,2020-01-20,6855767.820124382
300425.XSHE,2020-01-20,781630.6111411573
688168.XSHG,2020-01-20,116056.66862787602
300185.XSHE,2020-01-20,3252362.8691983125
600790.XSHG,2020-01-20,1359671.3549644898
000530.XSHE,2020-01-20,567069.0010298662
600845.XSHG,2020-01-20,1468159.140778381
603906.XSHG,2020-01-20,766599.7624703088
300329.XSHE,2020-01-20,677033.8219638031
002641.XSHE,2020-01-20,1522943.272237837
600058.XSHG,2020-01-20,2242320.819112628
600583.XSHG,2020-01-20,2244156.0718982904
002233.XSHE,2020-01-20,4442439.852816303
002188.XSHE,2020-01-20,1219123.0077022803
300086.XSHE,2020-01-20,890076.3311148087
600315.XSHG,2020-01-20,1227553.687781933
002280.XSHE,2020-01-20,1306626.9958475945
002537.XSHE,2020-01-20,1796554.3412264725
300325.XSHE,2020-01-20,971365.5826115379
300776.XSHE,2020-01-20,164763.91902227356
300471.XSHE,2020-01-20,530317.1106695558
600978.XSHG,2020-01-20,2933460.798152188
000850.XSHE,2020-01-20,1078637.852689422
603161.XSHG,2020-01-20,671640.7111356119
601677.XSHG,2020-01-20,5300038.61003861
002793.XSHE,2020-01-20,669456.8101265823
002511.XSHE,2020-01-20,1573580.556251566
002621.XSHE,2020-01-20,929418.426691154
000608.XSHE,2020-01-20,649164.7855530474
600184.XSHG,2020-01-20,1567810.3683492495
002745.XSHE,2020-01-20,3530432.5343388095
600207.XSHG,2020-01-20,5553178.4926257115
600059.XSHG,2020-01-20,987244.1601779755
300408.XSHE,2020-01-20,3952980.341680318
300748.XSHE,2020-01-20,2610721.5727948993
300142.XSHE,2020-01-20,1013814.7212700703
300251.XSHE,2020-01-20,1082884.497003078
002150.XSHE,2020-01-20,634570.6794843784
002702.XSHE,2020-01-20,456019.3991138009
603358.XSHG,2020-01-20,654387.140398328
300129.XSHE,2020-01-20,944654.5510549822
002138.XSHE,2020-01-20,1065906.0966592727
002168.XSHE,2020-01-20,529321.6526577483
603658.XSHG,2020-01-20,4012223.3978234585
002074.XSHE,2020-01-20,2241761.466679856
000567.XSHE,2020-01-20,461616.4342652362
600490.XSHG,2020-01-20,1066573.7569387031
300034.XSHE,2020-01-20,1140666.7314607834
603318.XSHG,2020-01-20,1332122.8474709317
002768.XSHE,2020-01-20,579752.5997028911
000858.XSHE,2020-01-20,2119816.492976892
600377.XSHG,2020-01-20,13622170.639899625
002654.XSHE,2020-01-20,994391.5743991359
603236.XSHG,2020-01-20,223000.64808813998
600811.XSHG,2020-01-20,2376547.857428915
300407.XSHE,2020-01-20,488965.53142481076
300015.XSHE,2020-01-20,1133892.7183857625
300231.XSHE,2020-01-20,367217.22992772027
002928.XSHE,2020-01-20,1347836.5569854358
600767.XSHG,2020-01-20,903082.6963168867
601169.XSHG,2020-01-20,53406971.458773784
603858.XSHG,2020-01-20,5998886.933975368
000566.XSHE,2020-01-20,1205049.2055638023
002750.XSHE,2020-01-20,645164.7712822004
601228.XSHG,2020-01-20,14184935.949850095
002444.XSHE,2020-01-20,2295961.913005843
600076.XSHG,2020-01-20,3167028.939918213
603666.XSHG,2020-01-20,199664.5284507276
002822.XSHE,2020-01-20,3047430.155372383
600983.XSHG,2020-01-20,2177408.506429278
002044.XSHE,2020-01-20,3502870.2899808995
002241.XSHE,2020-01-20,1207267.0223959116
600580.XSHG,2020-01-20,1829229.0271760535
300345.XSHE,2020-01-20,742147.5621860619
002896.XSHE,2020-01-20,339253.50429207867
603583.XSHG,2020-01-20,714441.728434001
002081.XSHE,2020-01-20,901338.6727688786
600879.XSHG,2020-01-20,667276.6097240474
600649.XSHG,2020-01-20,1130161.2903225806
600666.XSHG,2020-01-20,628598.3212847508
002478.XSHE,2020-01-20,2458664.9550706036
002570.XSHE,2020-01-20,3961554.3895811867
601669.XSHG,2020-01-20,93828793.34257975
600108.XSHG,2020-01-20,2004911.2709832136
600111.XSHG,2020-01-20,1851703.2727272727
002452.XSHE,2020-01-20,798919.6987824618
002099.XSHE,2020-01-20,2350909.2197911255
300465.XSHE,2020-01-20,1386489.139790783
600626.XSHG,2020-01-20,713717.820231757
600738.XSHG,2020-01-20,550938.7917329094
603936.XSHG,2020-01-20,1894669.1220149698
601611.XSHG,2020-01-20,25714636.579572447
000502.XSHE,2020-01-20,530820.1171595942
300455.XSHE,2020-01-20,1350158.716354307
600883.XSHG,2020-01-20,502522.77327935223
002876.XSHE,2020-01-20,538759.3135605442
300130.XSHE,2020-01-20,500857.4216367849
600136.XSHG,2020-01-20,1956998.156382171
600439.XSHG,2020-01-20,721399.8127340823
000035.XSHE,2020-01-20,2775770.7987316926
300122.XSHE,2020-01-20,2083139.452037049
603557.XSHG,2020-01-20,2168204.4700679197
600497.XSHG,2020-01-20,2073415.725047081
600458.XSHG,2020-01-20,1000100.8626410087
300660.XSHE,2020-01-20,251268.73791102512
600022.XSHG,2020-01-20,19679217.617543206
000900.XSHE,2020-01-20,1215218.9660849522
603686.XSHG,2020-01-20,1430154.5634359987
601968.XSHG,2020-01-20,8245998.912748029
002575.XSHE,2020-01-20,1310820.9024367647
300337.XSHE,2020-01-20,1593399.0322199927
300735.XSHE,2020-01-20,1245275.8616581482
002020.XSHE,2020-01-20,636594.1365631529
600229.XSHG,2020-01-20,4785869.38247656
600976.XSHG,2020-01-20,529322.2961473
600255.XSHG,2020-01-20,1299492.0174165457
002965.XSHE,2020-01-20,376799.0296850588
300490.XSHE,2020-01-20,1158071.0320379906
000932.XSHE,2020-01-20,20903646.200301964
002574.XSHE,2020-01-20,2271165.9513590843
000761.XSHE,2020-01-20,18088561.224489797
600890.XSHG,2020-01-20,934921.123509042
