code,volume_turnover_ratio
600689.XSHG,605640.3812824957
300831.XSHE,798823.696083346
600865.XSHG,679408.3827893175
601666.XSHG,8549166.852803217
002843.XSHE,1244615.534358575
600476.XSHG,784537.6584638329
300259.XSHE,573612.3233582709
000831.XSHE,2354298.853260779
600008.XSHG,8770796.448180031
300534.XSHE,853294.5221536297
600720.XSHG,672315.8337094741
000707.XSHE,1446784.7567981617
300741.XSHE,989688.9464913905
000603.XSHE,1354473.1874431937
600691.XSHG,1860226.010197093
300305.XSHE,603864.6729403614
000688.XSHE,2271378.271948112
688557.XSHG,165377.49592938554
002441.XSHE,854298.3490566037
300184.XSHE,1155976.9699161993
600064.XSHG,726595.5882352942
002841.XSHE,2433425.888117599
600462.XSHG,1182799.7819767443
300370.XSHE,427324.122236671
600310.XSHG,979320.9529169011
600551.XSHG,1377452.3288527664
300711.XSHE,1423994.8109128075
002890.XSHE,425406.0981470604
601858.XSHG,7541063.268892795
002695.XSHE,1101907.7637690776
603327.XSHG,1014949.3333333334
603600.XSHG,1053924.588122063
003028.XSHE,274000.22851919563
300181.XSHE,638198.0408535197
002467.XSHE,1047434.9320674415
600083.XSHG,2279978.393950306
600737.XSHG,1722281.5087396505
300742.XSHE,431103.6576305008
603305.XSHG,4409910.583941607
000488.XSHE,1740956.5857247976
000632.XSHE,608743.1318681319
600339.XSHG,13652455.783695873
600118.XSHG,706663.435440093
002968.XSHE,307559.553146049
688667.XSHG,118442.65174855413
603185.XSHG,424077.1667146559
603899.XSHG,4315084.611316764
600331.XSHG,2262958.784250518
300297.XSHE,1119039.4468280084
000420.XSHE,2892262.3158379374
002159.XSHE,906894.2359010852
002724.XSHE,1883488.2253079703
300007.XSHE,592043.2010776773
300429.XSHE,526498.3656022127
600523.XSHG,1972907.9691516708
601633.XSHG,15970093.457943926
603711.XSHG,3978051.7137702946
688092.XSHG,120271.55967695326
002333.XSHE,1149753.6945812807
002940.XSHE,421384.7108236467
300384.XSHE,401651.65648118366
603021.XSHG,1200601.0598031795
000159.XSHE,1494606.7415730336
300135.XSHE,747777.0520357066
600051.XSHG,666787.7244706514
300507.XSHE,407713.4202880633
000301.XSHE,7675345.537356574
002540.XSHE,1088494.0736119775
601727.XSHG,104617836.8141976
688777.XSHG,390321.15757896594
000012.XSHE,607095.3279848985
603636.XSHG,1244987.0801033592
002237.XSHE,1102377.1929824562
002122.XSHE,1400749.3722536096
000993.XSHE,2414871.695233789
300809.XSHE,465021.3369143539
688028.XSHG,367025.7966616085
002635.XSHE,764765.0202727608
688312.XSHG,324999.0761271249
300770.XSHE,783010.0607565166
002665.XSHE,1692469.3938356317
601698.XSHG,4071848.192229957
002542.XSHE,725883.1678596167
603329.XSHG,1289117.5190424374
600151.XSHG,3011644.1139420536
300644.XSHE,440010.89765544725
300567.XSHE,553669.9316705376
