code,volume_turnover_ratio
600689.XSHG,606369.0547621906
300831.XSHE,800000.2790823771
600865.XSHG,691471.6528518494
601666.XSHG,9204856.994279772
002843.XSHE,1291412.5384230467
600476.XSHG,784560.926416933
300259.XSHE,495032.72545590805
000831.XSHE,2361871.396826877
600008.XSHG,7253788.293216631
300534.XSHE,850445.326817349
600720.XSHG,672324.6745688401
000707.XSHE,1446788.1020603084
300741.XSHE,989671.7568496513
000603.XSHE,1354486.2849852485
600691.XSHG,1860295.624753646
300305.XSHE,609463.9241180859
000688.XSHE,2271439.3276133775
002441.XSHE,864830.7066598882
300184.XSHE,1145329.3435854702
600064.XSHG,755612.1689182002
002841.XSHE,2358723.8095238097
600462.XSHG,1182712.374079086
300370.XSHE,441642.93025767506
600310.XSHG,994728.0799112098
600551.XSHG,1377266.6787636848
300711.XSHE,449822.4873862925
002890.XSHE,426999.47643979057
601858.XSHG,7690069.461077845
002695.XSHE,1094839.5856381375
603327.XSHG,1014897.7641407409
603600.XSHG,1071775.5282059899
300181.XSHE,640372.8443041049
002467.XSHE,1055924.7220287388
600083.XSHG,2279934.8985218564
600737.XSHG,1747949.0022172949
300742.XSHE,429410.9215995413
603305.XSHG,763256.435612967
000488.XSHE,1790511.3467446237
000632.XSHE,608688.2383153569
600339.XSHG,13873402.434385696
600118.XSHG,708540.1488912776
002968.XSHE,177867.23546963235
603185.XSHG,316072.81680668436
603899.XSHG,4314926.090169992
600331.XSHG,2263086.06557377
300297.XSHE,1111317.2903381062
000420.XSHE,2892291.9066066383
002159.XSHE,903866.4819376026
002724.XSHE,1742631.042858262
300007.XSHE,576005.3009132552
300429.XSHE,499269.5532121674
600523.XSHG,1972852.801944729
601633.XSHG,16649874.673629243
603711.XSHG,482018.6773170445
002333.XSHE,1304376.545041036
002940.XSHE,415236.7538770074
300384.XSHE,399737.3856594866
603021.XSHG,1200473.51975002
000159.XSHE,1499967.645393513
300135.XSHE,750957.2395881644
600051.XSHG,666790.0370810886
300507.XSHE,407711.4962670633
000301.XSHE,5399332.746306623
002540.XSHE,1124615.7640327513
601727.XSHG,96733394.14671227
000012.XSHE,615644.7489518356
603636.XSHG,1261801.0752688171
002237.XSHE,1031315.4187886012
002122.XSHE,1400767.0672462287
000993.XSHE,2048325.8859784282
300809.XSHE,392294.8340055849
688028.XSHG,187640.31502342736
002635.XSHE,764995.875570546
300770.XSHE,717378.0466235098
002665.XSHE,1637406.9162501276
601698.XSHG,4000009.775605421
002542.XSHE,721815.9675236807
603329.XSHG,631659.6
600151.XSHG,3011811.832028949
300644.XSHE,408852.31338679825
300567.XSHE,549275.6066092313
002514.XSHE,608113.3171912833
600641.XSHG,369562.1705797796
300525.XSHE,516821.8197135636
300752.XSHE,201410.99964712406
300205.XSHE,756393.8596491229
300572.XSHE,520258.7747103913
600354.XSHG,1769299.6378765698
603387.XSHG,643111.9143611845
000609.XSHE,480740.7163053723
002024.XSHE,888499.3043132578
601966.XSHG,11395296.474358974
002616.XSHE,1042888.3530615227
002826.XSHE,1325067.4882629109
300414.XSHE,777335.9265083175
300535.XSHE,495142.6729002096
601518.XSHG,10564688.328912467
000888.XSHE,848744.13538874
300134.XSHE,1642639.6188073715
600444.XSHG,713996.5136548518
002252.XSHE,2058172.744721689
000716.XSHE,1685622.9577876364
600111.XSHG,1851776.4347577805
002790.XSHE,924745.3670957703
002384.XSHE,1673922.0214955406
603982.XSHG,814401.003253946
002607.XSHE,992630.0042741132
600082.XSHG,1058111.660301056
600393.XSHG,1090268.7721816804
000818.XSHE,3280476.8491075546
300715.XSHE,387114.262990456
600823.XSHG,745783.7837837838
601900.XSHG,8332267.895109851
002715.XSHE,866032.661307294
300243.XSHE,429052.8913963329
603986.XSHG,1001362.4993202458
601618.XSHG,157411888.76013905
300221.XSHE,1002299.4533576284
600200.XSHG,642513.9664804469
300474.XSHE,759273.0583374186
002366.XSHE,2142737.587442416
300647.XSHE,791009.9287718541
601611.XSHG,25708923.010380626
603788.XSHG,1362301.7806935331
600086.XSHG,1097365.1766766598
603003.XSHG,4115940.267683387
002747.XSHE,1182670.2683861973
600190.XSHG,6660258.803563853
603032.XSHG,1322431.8876389882
601918.XSHG,17089690.831556503
300324.XSHE,491212.14490778494
603803.XSHG,4079052.558247542
600259.XSHG,2871597.6581963133
603013.XSHG,585930.7862430043
603069.XSHG,3100498.236171219
600225.XSHG,4338729.397037346
600613.XSHG,172453.79222434672
002957.XSHE,409998.7737333688
603912.XSHG,788944.6801142758
600917.XSHG,14580019.567219153
002694.XSHE,1238845.8390875147
600975.XSHG,899503.9575808807
002782.XSHE,1638662.7113216133
688168.XSHG,121552.92281498297
300488.XSHE,189738.10563072894
601838.XSHG,17725673.469387755
002154.XSHE,945069.7696645322
300545.XSHE,356581.1291800763
300806.XSHE,291306.21264214005
600219.XSHG,14099980.01998002
000812.XSHE,958806.6479853126
000608.XSHE,649170.7525047964
002047.XSHE,3891712.4298789487
