code,volume_turnover_ratio
600689.XSHG,605677.4776810938
300831.XSHE,798829.9924454126
600865.XSHG,679359.8975836134
601666.XSHG,8550001.78986934
002843.XSHE,1244695.4887218047
600476.XSHG,784562.8997867805
300259.XSHE,573624.0514041987
000831.XSHE,2354269.801980198
600008.XSHG,8769274.134119382
300534.XSHE,853307.7595901537
600720.XSHG,672303.791579437
000707.XSHE,1447020.2020202018
300741.XSHE,989673.735725938
000603.XSHE,1354510.9078114005
600691.XSHG,1860362.3681524328
300305.XSHE,603857.9163443802
000688.XSHE,2271398.892580288
002441.XSHE,843382.2149633388
300184.XSHE,1145335.9716841783
600064.XSHG,726506.7094515753
002841.XSHE,2432479.83014862
600462.XSHG,1182667.2884122173
300370.XSHE,427322.33556401293
600310.XSHG,979236.3150867823
600551.XSHG,1377518.6947654656
300711.XSHE,450281.2257564004
002890.XSHE,472701.56232181547
601858.XSHG,7540939.748201438
002695.XSHE,1101884.1782658664
603327.XSHG,1014910.1201708214
603600.XSHG,1051466.7231877914
300181.XSHE,638207.436101933
002467.XSHE,1047491.3134120918
600083.XSHG,2279752.7047913447
600737.XSHG,1722151.4976958525
300742.XSHE,431101.32158590306
603305.XSHG,4091407.4737077644
000488.XSHE,1740931.6230025003
000632.XSHE,608668.4649337911
600339.XSHG,13655292.529252926
600118.XSHG,706596.9899665551
002968.XSHE,177870.79510703363
603185.XSHG,316071.13035410544
603899.XSHG,4314336.734693877
600331.XSHG,2263485.366780692
300297.XSHE,1111381.6026983259
000420.XSHE,2892387.836490528
002159.XSHE,903254.8721842571
002724.XSHE,1748544.3990539669
300007.XSHE,584332.5566946256
300429.XSHE,525889.3331246532
600523.XSHG,1972952.3640241735
601633.XSHG,16127955.30576743
603711.XSHG,478201.0739856802
002333.XSHE,1304230.7692307692
002940.XSHE,417760.21764086117
300384.XSHE,400535.2898625607
603021.XSHG,1200497.432605905
000159.XSHE,1494589.2837968431
300135.XSHE,747800.7299011445
600051.XSHG,666747.2009428403
300507.XSHE,407711.766848816
000301.XSHE,5587827.552986512
002540.XSHE,1124740.4224847835
601727.XSHG,96825487.57170172
000012.XSHE,607064.7088461815
603636.XSHG,1244883.1606841725
002237.XSHE,1102401.4574362373
002122.XSHE,1400566.3304887512
000993.XSHE,2048513.667425968
300809.XSHE,388809.35628202354
688028.XSHG,369225.44772741967
002635.XSHE,764971.6864997948
688312.XSHG,308856.89522342064
300770.XSHE,782990.3730445247
002665.XSHE,1657761.1011204869
601698.XSHG,4074181.300427147
002542.XSHE,717823.9608801956
603329.XSHG,631653.8789428815
600151.XSHG,3011664.6591182845
300644.XSHE,395290.9078831244
300567.XSHE,553664.0247178937
002514.XSHE,608121.9145739429
600641.XSHG,369557.9380232046
300877.XSHE,284539.1982428291
300525.XSHE,594853.2677664974
300752.XSHE,201411.5249277079
300205.XSHE,749839.3254415117
300572.XSHE,473883.05011253123
600354.XSHG,1769189.932318105
603387.XSHG,1285634.9919166518
000609.XSHE,480729.21188069694
002024.XSHE,883337.2003093581
601966.XSHG,12186663.738837652
002616.XSHE,1013965.0681783363
002826.XSHE,1320765.5724393923
002992.XSHE,344995.037135914
300414.XSHE,788240.9705337684
300535.XSHE,491896.82463545667
601518.XSHG,10565586.053412464
000888.XSHE,834377.4069319641
300134.XSHE,1642576.3358778625
600444.XSHG,713996.8835216206
002252.XSHE,2056359.8484848484
000716.XSHE,1712042.987407729
600111.XSHG,1851723.43785247
002790.XSHE,895984.752223634
002384.XSHE,1726042.5339820434
605369.XSHG,199999.46613707463
603982.XSHG,808241.5110219143
002607.XSHE,948657.4162679426
600082.XSHG,1058028.6915656691
600393.XSHG,1090238.6865342164
688586.XSHG,881540.7558287565
000818.XSHE,3276952.718975789
300715.XSHE,742356.6416646504
600823.XSHG,706330.4168811117
601900.XSHG,8169731.182795698
002715.XSHE,866230.2102257982
300243.XSHE,423533.3787982117
603986.XSHG,1055111.4369501465
601618.XSHG,153502138.5119326
300221.XSHE,996476.5852944159
600200.XSHG,642459.8393574298
300474.XSHE,747237.3322088692
002366.XSHE,2142747.3909106096
300647.XSHE,793971.0389033149
601611.XSHG,25492902.523143947
603788.XSHG,1362303.692147686
600086.XSHG,1097388.6665806118
603003.XSHG,4116240.1321828533
002747.XSHE,1185234.6774955143
600190.XSHG,6618500.0
603032.XSHG,1322441.7356639067
601918.XSHG,16964780.553679943
300324.XSHE,488096.66895604396
603803.XSHG,4024404.3070510593
600259.XSHG,2871703.37960169
603013.XSHG,567984.2713731744
603069.XSHG,3093552.363343289
600225.XSHG,4339412.325285896
688513.XSHG,247552.062204192
600613.XSHG,172450.73891625614
002957.XSHE,1528077.6030964784
603912.XSHG,780565.7729522121
600917.XSHG,14419346.67451442
002694.XSHE,1288604.7786917354
600975.XSHG,896359.9793708096
002782.XSHE,1638672.8916261052
688168.XSHG,277262.46472248354
300883.XSHE,820285.425095206
300488.XSHE,515389.0208129627
601838.XSHG,16950270.857586343
002154.XSHE,949591.0717903695
300545.XSHE,369867.0191460386
300806.XSHE,291299.6276288876
600219.XSHG,16801657.48031496
000812.XSHE,955845.6973293768
000608.XSHE,649210.3214325437
002047.XSHE,4115456.6844919785
600178.XSHG,2188975.2917993027
688078.XSHG,167208.17490494295
002316.XSHE,880577.6868455892
603053.XSHG,875751.1523532266
603579.XSHG,647050.3181029496
600071.XSHG,412189.43276197213
000552.XSHE,3329648.9310009717
600777.XSHG,2042513.5746606335
603089.XSHG,1055946.551581044
688180.XSHG,683449.7634288894
603879.XSHG,1419826.076940797
600616.XSHG,17720.017572118904
688188.XSHG,255742.4173834314
300103.XSHE,479914.3327841845
300513.XSHE,824518.6678184087
600856.XSHG,2254816.5842006486
002323.XSHE,738220.961281709
000759.XSHE,941335.2790952207
300439.XSHE,672860.6177169363
002193.XSHE,1261216.792390948
002186.XSHE,1294457.4146130567
002699.XSHE,1096923.647146034
000985.XSHE,778656.108337637
002250.XSHE,1522968.0438992898
300428.XSHE,484081.24946658703
600085.XSHG,1197148.8528259653
300077.XSHE,1057339.3537793937
000155.XSHE,8079113.140836772
002073.XSHE,1012621.125489016
603042.XSHG,1346581.4247576226
000810.XSHE,1922633.155792277
300109.XSHE,671756.1588463429
000666.XSHE,1546897.9825439977
002344.XSHE,2895104.662226451
002897.XSHE,965208.2941802919
600143.XSHG,1321516.920877026
601566.XSHG,3663103.5588329593
300464.XSHE,1017970.6380037656
688033.XSHG,3026667.1316964286
600864.XSHG,1986416.111639708
300710.XSHE,436429.889298893
002278.XSHE,1548172.0597144766
000526.XSHE,389286.6633449593
002168.XSHE,528116.6399143927
603106.XSHG,2783308.8987384927
300569.XSHE,520144.38930335996
603565.XSHG,666669.260700389
688056.XSHG,154633.9295392954
000755.XSHE,1715803.6785285887
300047.XSHE,1006896.6195935638
601881.XSHG,61430367.816091955
002061.XSHE,3451392.832995267
688185.XSHG,226486.30594522378
603259.XSHG,7143576.781778105
000848.XSHE,418558.1395348837
300721.XSHE,412984.66598853515
600626.XSHG,711085.9158478207
688106.XSHG,1018540.4647651911
002055.XSHE,725401.979256224
300126.XSHE,543690.5417922173
600732.XSHG,918119.7719422366
605088.XSHG,399998.9630781765
600715.XSHG,4773273.670123788
002440.XSHE,1886020.3045685284
002550.XSHE,954135.5270496375
688020.XSHG,364853.9119453533
300385.XSHE,571923.590723395
000680.XSHE,1988988.054373198
601328.XSHG,201516746.06550404
605198.XSHG,199999.54820229692
000899.XSHE,2571775.45691906
002632.XSHE,1014778.9790611742
601233.XSHG,5965825.726141079
002095.XSHE,569180.0908715407
300140.XSHE,921680.9279330671
002472.XSHE,1080341.90666872
300615.XSHE,364514.52815633843
600419.XSHG,838230.4605388879
300401.XSHE,904177.2525849334
603388.XSHG,997715.3558052435
300310.XSHE,896976.9237264624
300612.XSHE,436926.3621759873
300755.XSHE,656745.9369024857
300108.XSHE,718190.9616974373
600100.XSHG,1393115.7363607695
002698.XSHE,3067012.162876785
300500.XSHE,593650.9878557187
002337.XSHE,1121345.9879206212
300368.XSHE,627507.0913892603
002378.XSHE,4414571.311921611
002150.XSHE,620879.4034456158
300437.XSHE,459962.19454286445
002576.XSHE,1212742.2864475814
000099.XSHE,1588501.326259947
603030.XSHG,1762884.928532658
002052.XSHE,1092203.8395504917
300160.XSHE,798204.3577859463
603931.XSHG,254538.17371228404
600956.XSHG,1347529.967308391
002301.XSHE,1522148.2602118002
002239.XSHE,3443388.0860796343
300541.XSHE,942633.8145014104
603111.XSHG,3244105.900151286
603286.XSHG,867587.2014420911
300314.XSHE,502900.45248868776
002265.XSHE,3043075.6524611823
600093.XSHG,1991218.8602587404
002006.XSHE,588889.8331273177
603076.XSHG,264656.990425551
600195.XSHG,1627658.962733606
688390.XSHG,200386.67112076166
688569.XSHG,483971.98669602285
300457.XSHE,761030.8688450535
000567.XSHE,461757.09219858155
300577.XSHE,315624.2072839283
603101.XSHG,2367925.925925926
300610.XSHE,716154.1015314886
600061.XSHG,7002542.575440694
002043.XSHE,990527.6381909548
000421.XSHE,569674.3386496037
002163.XSHE,1720506.329113924
300654.XSHE,872846.3308616722
000798.XSHE,1386317.9044500669
603987.XSHG,1973518.3102112236
002104.XSHE,898897.9908597051
003003.XSHE,442001.122001122
600697.XSHG,496755.78831312014
300433.XSHE,7790241.303036396
000088.XSHE,2807013.8888888885
601028.XSHG,3284940.167887123
300188.XSHE,454754.8890642813
300531.XSHE,795146.0333501769
600863.XSHG,3149841.986455982
601766.XSHG,195605643.2038835
603687.XSHG,1414823.408473456
600229.XSHG,4667782.982045277
002543.XSHE,1320596.8622100954
002089.XSHE,737195.2595936796
601229.XSHG,50304964.80331263
002860.XSHE,514994.6784248138
002901.XSHE,3877290.5585106383
300248.XSHE,328936.30977108254
002185.XSHE,2630476.841428112
002781.XSHE,2053668.281430219
002321.XSHE,2576652.144315861
002363.XSHE,1626932.7731092435
002569.XSHE,895621.4643607563
600936.XSHG,16281606.33484163
603195.XSHG,587504.81607192
000416.XSHE,537099.3569798797
000570.XSHE,707590.206185567
000560.XSHE,3645476.327944573
600391.XSHG,1403288.6196451753
000423.XSHE,642894.3637008152
002861.XSHE,652552.7039413382
300593.XSHE,827882.7674123752
688222.XSHG,366676.3960788633
600180.XSHG,3560511.8110236223
002756.XSHE,1039640.5300534447
300661.XSHE,604460.3333636943
002331.XSHE,709062.7530364372
688069.XSHG,135812.8874694721
603133.XSHG,2066079.3465577597
002511.XSHE,1579319.842608207
300234.XSHE,529444.4089252605
300283.XSHE,420899.464101427
600881.XSHG,623126.1261261262
603098.XSHG,3817170.923379175
300642.XSHE,483010.96097514883
600682.XSHG,860829.1547277936
300364.XSHE,1267372.3701633073
002558.XSHE,4841025.641025641
688007.XSHG,2813161.6005495447
600983.XSHG,2156126.4222503165
002133.XSHE,2566501.9338203697
002038.XSHE,394789.73407544836
600713.XSHG,613774.5542459957
601012.XSHG,3862264.5393721047
003017.XSHE,149998.23508648077
601500.XSHG,8419036.31961259
300461.XSHE,383524.38890314073
002908.XSHE,930172.7587721437
002930.XSHE,955145.2643811738
600212.XSHG,1880646.7259498786
600575.XSHG,2113003.3222591365
600511.XSHG,995379.0683140234
300417.XSHE,210006.9839627522
603950.XSHG,554873.3773627875
000878.XSHE,5586759.87572126
600837.XSHG,3586378.7836712026
600110.XSHG,814485.7170477065
603883.XSHG,2627589.7688145596
000581.XSHE,1632877.3408739262
688021.XSHG,189511.88817474945
002932.XSHE,295236.1680600671
002033.XSHE,1006518.0102915951
600736.XSHG,420322.71077047195
000546.XSHE,3390740.8328154134
300409.XSHE,563749.8364706737
300824.XSHE,540003.2658666689
601811.XSHG,7065801.335559266
002734.XSHE,1012109.0484983964
600855.XSHG,2105344.1410693973
300775.XSHE,2620192.365012037
002751.XSHE,603555.6323427781
603331.XSHG,1223057.2902525114
300142.XSHE,1034220.4970460428
601717.XSHG,6272509.278897137
688111.XSHG,706253.5237303018
002868.XSHE,1145652.976465159
601699.XSHG,4942290.292177191
002442.XSHE,1891367.5457082645
300299.XSHE,759533.8370930103
600695.XSHG,1581620.966237642
002833.XSHE,739908.1411393653
002062.XSHE,1004465.8077304263
002996.XSHE,530004.072554118
600426.XSHG,1800123.503705111
000965.XSHE,3897078.6920589292
002087.XSHE,3480111.70925266
002271.XSHE,502915.6308266004
002857.XSHE,559660.6162937948
300131.XSHE,457934.67394724366
000815.XSHE,1949317.7951684247
600664.XSHG,2363597.369173577
002415.XSHE,3844485.5743059334
300419.XSHE,477912.0598025654
688286.XSHG,121343.96510597697
300564.XSHE,246890.3913758845
600629.XSHG,873039.5333765392
603977.XSHG,2079267.6295666948
600328.XSHG,1800046.1886882414
000007.XSHE,256286.10578240614
601515.XSHG,4222909.090909091
688016.XSHG,368140.74847174593
002686.XSHE,836765.0297291345
300082.XSHE,873294.7632112608
603767.XSHG,1993396.5158863703
002108.XSHE,844171.2998803575
300200.XSHE,1081507.456784544
600456.XSHG,1623223.0715774843
600506.XSHG,1113901.7483378479
600621.XSHG,28461.53846153846
002855.XSHE,2404511.016890248
002217.XSHE,4683436.980541703
002549.XSHE,745557.6776165012
002458.XSHE,752227.9115372044
002181.XSHE,5158476.915754402
002049.XSHE,1375135.3474751804
300291.XSHE,935748.5919899875
300745.XSHE,639075.7488360596
603638.XSHG,1717501.616727743
600361.XSHG,1240590.3908794788
000695.XSHE,826072.6145671906
000966.XSHE,2824071.897684065
002972.XSHE,438078.9296533154
603363.XSHG,4165688.491541765
603386.XSHG,2075516.157424871
300303.XSHE,739887.1206513693
300523.XSHE,834914.3334726285
000585.XSHE,4764746.851491843
300374.XSHE,777031.3622905108
002196.XSHE,1479905.2555606589
000096.XSHE,1917608.5871193209
600221.XSHG,51140221.8841131
600705.XSHG,918891.743119266
600843.XSHG,1085758.2616568583
000611.XSHE,670043.8184663537
300762.XSHE,674214.1149384575
600686.XSHG,454953.7409493162
000667.XSHE,956694.8529411764
603983.XSHG,766501.840867253
002761.XSHE,818026.1224489795
601890.XSHG,3416322.306739784
300406.XSHE,782686.8859461768
605158.XSHG,984018.3017928286
300148.XSHE,1356665.9054578673
300373.XSHE,904617.5066777597
688058.XSHG,94645.4589606605
603168.XSHG,680425.7270107415
000813.XSHE,5562536.555645816
688393.XSHG,211998.83038085722
300797.XSHE,619469.4176149003
300597.XSHE,2194350.3312245724
600578.XSHG,12294765.957446808
002719.XSHE,1000392.4937227435
300307.XSHE,3500742.7869858807
600297.XSHG,12381129.366642479
603707.XSHG,4188109.464082098
603996.XSHG,1956589.5230648946
002492.XSHE,1243259.0199246097
300084.XSHE,732986.0365198711
300033.XSHE,309235.0132050215
300278.XSHE,970854.4788875289
601886.XSHG,4837960.237946149
000557.XSHE,1773680.7002917882
000997.XSHE,925360.0423579245
000078.XSHE,1279287.0106300234
688357.XSHG,135841.36782017315
300657.XSHE,1124542.3904589058
000712.XSHE,604836.1004682843
000885.XSHE,3164600.1783590964
000510.XSHE,483204.7006511037
300300.XSHE,1007252.1019618311
300863.XSHE,130976.64163392517
688526.XSHG,797477.6797647688
688551.XSHG,181976.08114245345
603161.XSHG,671630.5195265433
002520.XSHE,623007.5673680325
600251.XSHG,912021.5265671189
600526.XSHG,1403050.899116123
600652.XSHG,7776.962582538518
