code,high_close_diff
002381.XSHE,0.002099379951897011
000899.XSHE,-0.010910683229363255
002249.XSHE,0.00506524831402291
002147.XSHE,-0.015398415603188748
002538.XSHE,-0.005304757808823305
300461.XSHE,-0.010089045027362704
300768.XSHE,0.02078716538184301
002161.XSHE,0.039112504376604865
000539.XSHE,0.009314469463023969
002641.XSHE,-0.006242178408044549
300481.XSHE,0.015072405640216814
300338.XSHE,-0.009051126876953062
002778.XSHE,-0.008784324642697206
002687.XSHE,-0.012817074290148708
002846.XSHE,0.0023233516951584876
300664.XSHE,-0.01193208389358628
600004.XSHG,0.010466483790054697
000786.XSHE,0.1074081480526352
002072.XSHE,-0.026062642223930368
601860.XSHG,-0.004823063060523107
002327.XSHE,-0.0036038258977406454
002390.XSHE,0.0006307670390795252
600209.XSHG,-0.02000207345679282
688368.XSHG,0.06284864757579711
002905.XSHE,-0.0068117193280604164
601898.XSHG,0.0043672748238654385
002481.XSHE,0.17168074829147195
600020.XSHG,-0.004495294476375854
002588.XSHE,-0.0018325616646890867
000402.XSHE,0.022988982869439012
000837.XSHE,-0.010382793775842478
300432.XSHE,-0.007302249396180956
002705.XSHE,0.008207627045289543
600892.XSHG,-0.0032025940795699023
600749.XSHG,-0.015268106030228351
603297.XSHG,0.011706290130037742
000662.XSHE,-0.0037315195443048017
002636.XSHE,-0.0006667934988104848
300632.XSHE,0.0003247016343082658
300540.XSHE,-0.016248223314655613
300530.XSHE,-0.01536092605343516
000537.XSHE,-0.00022838425631464387
601366.XSHG,-0.014688025663271287
000005.XSHE,-0.010426817171853996
300567.XSHE,0.08839986152119055
600391.XSHG,0.027345891087424606
002810.XSHE,-0.0023571816216523996
000517.XSHE,0.0013726927858560816
001914.XSHE,0.07459642592333332
600562.XSHG,0.05756085274517768
300188.XSHE,0.11667730229599223
300684.XSHE,0.035978482685583554
600338.XSHG,-0.0022008694542888178
603266.XSHG,-0.007137100403575137
002160.XSHE,-0.007979592005055018
002629.XSHE,-0.025465124484867898
300074.XSHE,0.031473725664107347
601116.XSHG,-0.007827522398407356
000420.XSHE,-0.014060705250263367
300457.XSHE,0.014567149666039197
002605.XSHE,0.11789485425333492
600961.XSHG,-0.01469445381649287
000062.XSHE,0.043450167992182265
300630.XSHE,0.07624558330329537
000552.XSHE,-0.010748108029554098
603886.XSHG,-0.014892222817094992
600986.XSHG,-0.001680897377506525
300609.XSHE,0.0074367473893043115
600300.XSHG,-0.010633852385701543
300062.XSHE,-0.007571668291333494
300709.XSHE,0.09574846810066721
002490.XSHE,-0.01729714063625834
002468.XSHE,0.018006973072349594
300751.XSHE,0.1300562147723575
002457.XSHE,-0.014385949387026708
603017.XSHG,-0.008097297932840104
603958.XSHG,-0.02310154367936574
600634.XSHG,-0.028501229348651177
603939.XSHG,0.0554979505060519
600819.XSHG,-0.007294681884324573
600739.XSHG,0.44611691958520594
002935.XSHE,0.035694697184565666
000709.XSHE,0.0021173681062772697
002556.XSHE,-0.0091244907549232
002855.XSHE,-0.00982327292296356
002067.XSHE,-0.012743263939637497
300558.XSHE,0.051509741551249565
000757.XSHE,-0.014141830083220452
002564.XSHE,-0.009991095676800581
002220.XSHE,-0.023358963119455213
002930.XSHE,-0.004372404501152845
000685.XSHE,0.019945842354393086
600529.XSHG,0.11621391799731078
603309.XSHG,-0.009269973581311756
300551.XSHE,-0.0037597366841597042
600227.XSHG,-0.014938082115696036
603330.XSHG,0.001334653731436656
600717.XSHG,0.012626519559319349
002285.XSHE,-0.0015988864777742012
000589.XSHE,-0.01126836273571034
002535.XSHE,-0.01794921945040278
002614.XSHE,-0.010523106384248684
600419.XSHG,-0.008087860839580529
002933.XSHE,-0.004747237279445805
601929.XSHG,-0.010031983469526173
600421.XSHG,-0.01389114360427454
300634.XSHE,-0.0015814914670812513
000755.XSHE,-0.020113683574285633
600598.XSHG,0.01020152799634087
300350.XSHE,-0.013431870511829959
300371.XSHE,-0.0021593754411310846
603928.XSHG,-0.01746029226335955
300057.XSHE,-0.012339017037622177
603321.XSHG,-0.018068186936651964
600729.XSHG,0.005636229199625913
000635.XSHE,-0.018100554055567562
601066.XSHG,0.022690315933653282
600531.XSHG,0.009155482869201266
002002.XSHE,0.004142558259243279
600246.XSHG,-0.007962057097613738
002027.XSHE,0.015978083807010105
300420.XSHE,0.03358386022899863
300450.XSHE,0.48021378995076003
300513.XSHE,0.016817720772400693
000633.XSHE,-0.015562618505324302
002330.XSHE,-0.00949497496416805
600185.XSHG,0.006336979255326723
002442.XSHE,-0.014796170967511752
300652.XSHE,-0.017979671265727054
688159.XSHG,0.0760878393626813
002020.XSHE,-0.0041409156594545546
002151.XSHE,0.0919921194532487
300232.XSHE,0.05801338233852626
000613.XSHE,-0.015284733550750702
300725.XSHE,0.08458959479626234
002105.XSHE,-0.01850574198867918
002317.XSHE,0.05877089742396144
300713.XSHE,-0.0002099904835993066
600149.XSHG,-0.016278573690759815
002396.XSHE,0.06422386694326572
002578.XSHE,-0.013317461912694895
600257.XSHG,-0.01609993265879832
600365.XSHG,-0.02209833128314276
000606.XSHE,-0.004410356995604181
601336.XSHG,0.01699031593365328
600779.XSHG,0.10438387995623735
603138.XSHG,0.04204203189543857
000969.XSHE,0.006588749235545631
002825.XSHE,-0.012778580640123926
300485.XSHE,-0.014514470372490465
603345.XSHG,0.011530985671601681
300037.XSHE,0.05980783643567875
002421.XSHE,0.021325599288832355
000906.XSHE,-0.007530317694240004
300358.XSHE,0.0023346597002770093
300509.XSHE,-0.014897385473332008
600496.XSHG,0.0048170813634167645
002290.XSHE,-0.024196488431189173
600975.XSHG,0.02313881648837201
600716.XSHG,-0.010199925937247037
600971.XSHG,-0.004280543661586903
600508.XSHG,-0.009243400703422801
600399.XSHG,-0.006319673622269027
002157.XSHE,0.07767200065247366
002917.XSHE,-0.011975593125923008
300231.XSHE,0.014143537450782326
603881.XSHG,0.014838826220766864
600879.XSHG,0.1796131670139332
600136.XSHG,-0.0015300704240675967
002064.XSHE,0.01684848747797394
601005.XSHG,-0.0064866547539098665
601727.XSHG,0.0075482817108095505
002059.XSHE,-0.013610455739276411
002517.XSHE,-0.009010735900915385
300119.XSHE,0.019382660059321724
601186.XSHG,0.010890315933653322
002346.XSHE,-0.014044113491721424
300268.XSHE,-0.007826117301759904
300464.XSHE,0.00516291494772806
600748.XSHG,0.008843788921924332
600552.XSHG,0.00787577701340941
002563.XSHE,0.011341502415096794
300693.XSHE,-0.009434605399399129
603217.XSHG,-0.00591577299654745
000038.XSHE,0.0029045867374172824
600316.XSHG,0.02459121794768707
600301.XSHG,-0.023762683167404
600623.XSHG,0.05972266691391861
300331.XSHE,0.02013777277508285
300223.XSHE,0.19623714411365425
603011.XSHG,-0.018188111610858353
002240.XSHE,-0.0031644316698313576
600328.XSHG,-0.0055480486364506785
600193.XSHG,-0.014712171734805567
600015.XSHG,0.010090315933653338
600234.XSHG,-0.014564339822676447
300627.XSHE,0.015825874934205827
600555.XSHG,-0.0129107411170449
000069.XSHE,0.0770006024040307
300747.XSHE,0.06654255701627036
603703.XSHG,-0.007191288910328799
300641.XSHE,-0.016621772058851132
000040.XSHE,-0.003601714174811565
002730.XSHE,-0.007480058888273225
002134.XSHE,-0.01313935468416399
300286.XSHE,0.01348517003023253
603819.XSHG,-0.011299667726343242
000698.XSHE,-0.009460333206833198
002947.XSHE,0.010768576538455938
002149.XSHE,-0.011367191203683626
600766.XSHG,0.0011427392926415328
002671.XSHE,-0.01636873539152167
002843.XSHE,-0.0179201077015037
000629.XSHE,0.00038408868139866697
002179.XSHE,0.10559509266594223
300739.XSHE,0.010272918333106099
000623.XSHE,0.10411090184545944
600845.XSHG,0.11062182970229394
603050.XSHG,-0.00847600614746309
002733.XSHE,0.02411316414341922
002251.XSHE,-0.0027358026110793233
000785.XSHE,0.028162058078137552
600283.XSHG,-0.013706484832566822
000544.XSHE,-0.007256204391160655
600603.XSHG,0.13141065657097056
000429.XSHE,-0.004283116701672623
601339.XSHG,-0.010974178839989236
300347.XSHE,0.35219767746874314
300543.XSHE,0.0018594575394653978
600360.XSHG,0.04246076529216886
603535.XSHG,-0.015582377918424838
002276.XSHE,0.01594969734540957
002199.XSHE,-0.005661474683270874
000605.XSHE,-0.013353597934710176
300818.XSHE,-0.007713072627985863
300803.XSHE,0.026841764161742238
000090.XSHE,0.002896118332380534
601330.XSHG,-0.005427447916449732
601226.XSHG,-0.014000321524317233
000426.XSHE,0.03070013699159811
002612.XSHE,-0.0029121314219235205
300151.XSHE,0.0033076074930168432
601360.XSHG,0.02159031593365329
000856.XSHE,-0.00660168438167158
300258.XSHE,0.0043060620622060505
002721.XSHE,-0.008863346925585635
300559.XSHE,0.06830625321256761
600992.XSHG,-0.02042071997825918
002561.XSHE,-0.016191426111529253
000551.XSHE,0.02936667854721531
000027.XSHE,0.008873083628848139
600561.XSHG,-0.023781237229334284
600855.XSHG,-0.00624382536555842
002594.XSHE,0.047090315933653336
000726.XSHE,0.02406832510195025
600327.XSHG,0.0005201414695851295
002142.XSHE,0.01179031593365332
300215.XSHE,0.1101853458639273
300078.XSHE,0.13345002459432875
002188.XSHE,-0.021237660008778476
