code,high_close_diff
002381.XSHE,-0.0022149524257235984
000899.XSHE,-0.005425748998882006
002249.XSHE,0.0008869586678387472
002147.XSHE,-0.006431331005391074
002538.XSHE,-0.0022447822305868646
300461.XSHE,-0.00035474726742829813
300768.XSHE,0.003128420630878494
002161.XSHE,0.0021225662158890976
000539.XSHE,-0.0019423104675675693
002641.XSHE,0.007766016909753971
300481.XSHE,0.004539271479309777
300338.XSHE,-0.0010944099744933065
002778.XSHE,-0.0037038632071344146
002687.XSHE,-0.0024985194388316475
002846.XSHE,-0.005081070029027909
300664.XSHE,-0.002827872503379145
600004.XSHG,0.0019905528972348424
000786.XSHE,0.032116849130005495
002072.XSHE,-0.009798537492706226
601860.XSHG,-0.0021715386731166984
002327.XSHE,0.00431997374447311
002390.XSHE,0.003903137857982209
600209.XSHG,-0.005340186627317267
688013.XSHG,0.0042713510272863065
688368.XSHG,0.006311220501417417
002905.XSHE,-0.004997835595696501
601898.XSHG,0.0008778673030386715
002481.XSHE,0.005294880668531051
600020.XSHG,-0.0031306994582545235
002588.XSHE,0.0017266625987150484
000402.XSHE,0.026202015127702455
000837.XSHE,-0.004127899884019216
300432.XSHE,0.012226397567776834
002705.XSHE,0.006410116748673339
600892.XSHG,-0.0076818045847422516
600749.XSHG,0.0006046274101629045
603297.XSHG,0.008863083425406228
000662.XSHE,-0.007714607616245908
002636.XSHE,-0.002586084942250031
300632.XSHE,0.0036407297223527346
300540.XSHE,0.013561187554632958
300530.XSHE,0.007733327299257406
688027.XSHG,0.020653400051960837
000537.XSHE,0.0026768150963825794
601366.XSHG,-0.004509594094389871
000005.XSHE,-0.003735900871541635
300567.XSHE,0.016725800514919315
600391.XSHG,-0.0023885653121751118
002810.XSHE,0.0004716841649202155
000517.XSHE,0.0028148025429116817
001914.XSHE,0.005661008684265172
600562.XSHG,0.009770033514040433
300188.XSHE,0.13386817675585272
300684.XSHE,0.0007927132110382628
600338.XSHG,-0.0017565551303087433
603266.XSHG,-0.0059736490543023536
002160.XSHE,-0.005435116425008565
002629.XSHE,-0.009692252197821355
300074.XSHE,-0.001455582690443732
300848.XSHE,-0.0013662674260146264
601116.XSHG,-0.00381145510508026
000420.XSHE,-0.004545817702884517
300457.XSHE,0.01674574017927076
002605.XSHE,0.012825520657046773
600961.XSHG,-0.005547109275209729
000062.XSHE,0.011158376278503
300630.XSHE,0.03511852607586191
000552.XSHE,0.002043653849884055
603886.XSHG,-0.0028217799403359375
600986.XSHG,-0.001741610274180544
300609.XSHE,-0.002525233733888942
600300.XSHG,-0.002594580765761957
300062.XSHE,-0.0065324821719240376
300709.XSHE,0.0007920546072666349
002490.XSHE,-0.005109476816735174
002468.XSHE,0.0005587940050362742
300751.XSHE,0.19112840155144195
002457.XSHE,-0.005344036236881185
603017.XSHG,-0.0033344707707975334
603958.XSHG,-0.0075668202201738
688093.XSHG,0.008478123444865369
600634.XSHG,-0.009838634204706348
603939.XSHG,0.03351756203910112
600819.XSHG,-0.004860503130143911
600739.XSHG,0.06371754454308454
002935.XSHE,-0.003555686226828112
000709.XSHE,-0.0006582266060469789
002556.XSHE,0.00811234738229916
002855.XSHE,-0.005859775688068442
002067.XSHE,-0.005037396481748236
300558.XSHE,0.019313870961054105
000757.XSHE,-0.004258689635143189
002564.XSHE,-0.005400375903065481
002930.XSHE,-0.001243832006946523
000685.XSHE,0.005676339999587929
600529.XSHG,0.04688339161528144
603309.XSHG,0.0021515802049799733
300551.XSHE,0.013748192346795345
600227.XSHG,-0.0024914758303875672
603330.XSHG,0.0184908982044681
600717.XSHG,0.004355558914296455
688586.XSHG,-0.0015391195937270246
002285.XSHE,-0.0012880976647723834
000589.XSHE,-0.002020256421682868
002535.XSHE,-0.008640368682826496
002614.XSHE,0.021623095120251876
600419.XSHG,-0.0023019406455299122
002933.XSHE,-0.0015479321445193619
601929.XSHG,-0.004240988377814356
600421.XSHG,0.006664128752275863
300634.XSHE,-0.001859867858311339
000755.XSHE,-0.007293711628428876
600598.XSHG,0.0009128524269163381
300350.XSHE,-0.0013170384611562542
300371.XSHE,0.009639517004905616
603928.XSHG,-0.0065699499690058715
300057.XSHE,-0.005137282370932297
603321.XSHG,-0.0069480231872993715
600729.XSHG,0.00351121918190146
000635.XSHE,-0.006876881313956614
601066.XSHG,0.005219328738271897
600531.XSHG,8.289026394941654e-06
002002.XSHE,0.0007319538071160732
600246.XSHG,0.004974708266142349
002027.XSHE,0.018219328738271943
300420.XSHE,-0.0013897254396695374
300450.XSHE,0.06152910621943531
300513.XSHE,-0.00549111804129835
000633.XSHE,-0.002193070916529323
002330.XSHE,-0.0045206102221728005
600185.XSHG,0.022843585569437577
002442.XSHE,-0.006076096207665446
300652.XSHE,-0.005376678199736503
688159.XSHG,-0.0019503442039470967
002020.XSHE,0.005536264772204287
002151.XSHE,0.01051045638198688
300232.XSHE,0.008807908037318131
000613.XSHE,-0.0056543303626556286
300725.XSHE,0.05496764788154063
002105.XSHE,-0.005205977912672478
002317.XSHE,0.007191853106516666
300713.XSHE,-0.006184383020933743
600149.XSHG,-0.006739433286120297
002396.XSHE,-0.0005636890316222166
002578.XSHE,-0.005310961618657709
600257.XSHG,-0.004410551401618256
605218.XSHG,-0.0006905995794156726
605100.XSHG,-0.002312686506109207
600365.XSHG,-0.008672263698263996
000606.XSHE,-0.003037323756746032
601336.XSHG,0.006619328738271974
600779.XSHG,0.0419149878253612
603138.XSHG,-0.002467619301587732
000969.XSHE,-0.0011054603444002166
002825.XSHE,-0.003951455760139014
300485.XSHE,0.05782278791179017
603345.XSHG,0.06337226568928646
300037.XSHE,0.044449302217667026
002421.XSHE,-0.00246950538963917
000906.XSHE,-0.005320941980188976
300358.XSHE,-0.004194755047874213
300509.XSHE,0.0019349654264820592
600496.XSHG,-0.0004275832886904223
002290.XSHE,-0.00851247676425752
