code,price_amplitude
002433.XSHE,0.015478143215423306
688195.XSHG,-0.006983463270798998
000713.XSHE,0.006272288189082221
000576.XSHE,0.0027511505947066407
603227.XSHG,0.006942396184678832
002731.XSHE,0.009767311779447901
300564.XSHE,0.008747064023748051
300675.XSHE,0.012280459750228793
300267.XSHE,-0.0018994895831442593
301270.XSHE,-0.00802255993593584
000626.XSHE,0.004672561505516565
300144.XSHE,-0.035500552165560216
688520.XSHG,-0.008460761856046776
000633.XSHE,-0.043451994277916794
600901.XSHG,0.00221557826875192
301289.XSHE,-0.035905159435831197
002134.XSHE,0.012989308708133137
603583.XSHG,-0.0009493653324715787
301355.XSHE,0.010049990988869632
301326.XSHE,0.005203987608857534
300044.XSHE,-0.06290943686972117
002902.XSHE,-0.0022970622528433546
601199.XSHG,0.0077330411868575975
688136.XSHG,0.008879416092300226
002471.XSHE,0.008767345273853384
601801.XSHG,-0.00026201040996039204
002410.XSHE,-0.11681352520785815
603012.XSHG,0.01234435737456474
002401.XSHE,-0.05208799860117007
688011.XSHG,0.010439583385371029
603278.XSHG,-0.006227760725276442
301365.XSHE,0.009888474077065623
600537.XSHG,0.005102575549753838
000620.XSHE,0.014068207665310471
000691.XSHE,0.017327700014798567
300379.XSHE,-0.037799802799080476
603093.XSHG,0.0068053491653788985
300404.XSHE,0.0005251649908882723
600202.XSHG,0.012345250628297482
000825.XSHE,-0.0007265285084591057
002474.XSHE,-0.0019598371360659804
300039.XSHE,-0.05340043467416696
301439.XSHE,0.0075160609028487564
002715.XSHE,0.010319743617177256
600211.XSHG,-0.02090078787908243
001914.XSHE,-0.022355873723408734
300327.XSHE,-0.01706572268914253
688207.XSHG,-0.0008950432903272951
000716.XSHE,-0.0018847551392714348
000882.XSHE,0.010779820955550858
300555.XSHE,0.010679990440819577
605286.XSHG,0.005258999365826612
300829.XSHE,0.007893619435104473
002799.XSHE,0.005998992140519565
000968.XSHE,0.0068566455412797725
600372.XSHG,-0.012825295799516197
300355.XSHE,0.0014918179550727096
300812.XSHE,-0.04195604465523193
000921.XSHE,-0.0073211745262074125
603001.XSHG,0.014851043616916342
600587.XSHG,-0.02457610617100186
600690.XSHG,-0.0958260723447834
000655.XSHE,0.006075184806423076
601816.XSHG,-0.006926072344782753
002716.XSHE,0.009042420910290318
603388.XSHG,-0.009117521510948638
600479.XSHG,-0.06667333485196669
000020.XSHE,0.008991849063411193
688232.XSHG,-0.010686305306873183
301096.XSHE,0.00031419214320437677
600648.XSHG,-0.0033423944175005786
600714.XSHG,0.012294236449471637
000776.XSHE,-0.015826072344782678
600348.XSHG,-0.02618863788797351
002365.XSHE,0.010360546051263336
002388.XSHE,0.0076532157499741155
688161.XSHG,-0.005138141932915583
000090.XSHE,-0.010105344162098406
000880.XSHE,0.004092597736441467
603377.XSHG,0.010869468582029862
688143.XSHG,-0.016147901346600567
600332.XSHG,-0.011311267206240466
002862.XSHE,0.01264940831894314
301231.XSHE,0.0030434771323487684
002325.XSHE,0.012405963547616198
600178.XSHG,0.00842749984620892
000803.XSHE,0.00984082591446716
600538.XSHG,0.014504052099754765
300558.XSHE,-0.00903307329436372
002272.XSHE,0.004728276436214122
300718.XSHE,-0.008843624248250867
300975.XSHE,0.007155979992832791
301032.XSHE,0.014538530958648387
301150.XSHE,-0.012629887247185834
603113.XSHG,0.00836300009059468
603777.XSHG,0.006994045787864434
002565.XSHE,0.0092012320005768
301153.XSHE,-0.031111459493356995
001378.XSHE,-0.008204819063477987
301030.XSHE,0.001266252723935487
600775.XSHG,-0.023596992452947618
002153.XSHE,-0.1720225889713784
688170.XSHG,-0.059921179186494845
603239.XSHG,-0.023641862846675684
688030.XSHG,0.006165504341706726
002298.XSHE,0.007515929154708273
603039.XSHG,-0.067956800292592
600163.XSHG,0.006478679155734046
002673.XSHE,-0.0015894970209590778
600446.XSHG,-0.04940199976959624
603637.XSHG,0.014548294480840005
000301.XSHE,-0.007395809172858364
300562.XSHE,0.008337279012047201
002424.XSHE,-0.019374716205380102
300447.XSHE,-0.0021784098061375084
600566.XSHG,-0.03145019474401811
688458.XSHG,-0.01994591632587686
002823.XSHE,0.007068922508394999
688488.XSHG,0.007847367128729407
300862.XSHE,0.007062294821600618
002825.XSHE,0.013289704467049543
600615.XSHG,-0.3573724781050488
002315.XSHE,-0.10570521529215053
300639.XSHE,0.0006590911249878626
600979.XSHG,0.009794650305209733
000029.XSHE,-0.009038384141011341
003004.XSHE,0.008737177835380855
300419.XSHE,-0.009816054758731641
300915.XSHE,0.003993018198600071
688603.XSHG,-0.014732802140303036
688690.XSHG,-0.0017414033574197733
688185.XSHG,-0.013691831742063787
300962.XSHE,0.009837889241039083
300214.XSHE,0.012529144763011254
002842.XSHE,0.011181871138252076
000938.XSHE,-0.04903797102346165
002050.XSHE,-0.08902607234478276
300100.XSHE,0.0036986851954636524
002208.XSHE,0.002718978920221486
605318.XSHG,0.010064538141453482
000798.XSHE,0.00478087983210849
600094.XSHG,0.005940760752489547
000925.XSHE,-0.017066655104188803
000809.XSHE,0.013399513935929813
300791.XSHE,-0.004727128962036564
688337.XSHG,-0.02352297162930036
000860.XSHE,-0.016203475984057157
002221.XSHE,-0.010218848283095338
300857.XSHE,-0.02822353640372931
300864.XSHE,-0.01029087316976785
600121.XSHG,0.005345443318062244
688390.XSHG,-0.07265968477082083
300790.XSHE,-0.018482975573766585
688557.XSHG,0.00023688316365340356
002370.XSHE,0.006019243244168275
603909.XSHG,0.00807665171522548
000547.XSHE,-0.024603202734730895
300001.XSHE,-0.022389972310446888
002304.XSHE,-0.05912607234478266
600328.XSHG,0.0037587501039234588
600894.XSHG,0.007040576809149497
601188.XSHG,0.011025210780991468
688638.XSHG,-0.010815579111334201
002078.XSHE,-0.02053512012911598
002869.XSHE,-0.03228137069068211
000783.XSHE,-0.004122067399661259
301230.XSHE,-0.010414683538642413
600603.XSHG,-0.19406990171271143
600612.XSHG,-0.4004165421032099
600575.XSHG,0.0005901208654401002
300020.XSHE,-0.018108765095132647
600528.XSHG,-0.0003552663055012874
600691.XSHG,0.002746964942347341
600750.XSHG,-0.04610447603662527
002106.XSHE,-0.0007698464156263782
300671.XSHE,-0.012738383738363125
001255.XSHE,0.0054612948137709744
