code,low_close_diff
603398.XSHG,0.0030791561475315425
600871.XSHG,-0.0003288399774014004
600215.XSHG,0.006890339725575421
000521.XSHE,0.0054465277773758525
688221.XSHG,0.005225100778944433
600311.XSHG,0.009596905245159678
002119.XSHE,0.002320671996410307
600621.XSHG,-0.07190854389121132
000421.XSHE,0.007962479630099563
601155.XSHG,-0.017807320563141233
601020.XSHG,0.0050046937771389376
300690.XSHE,-0.029713303750851527
002133.XSHE,0.007622557179648841
300536.XSHE,-0.021560207272297717
003016.XSHE,0.006371400910170996
002577.XSHE,0.005558957860128246
000545.XSHE,0.005946490038489189
600151.XSHG,-0.008711289467892618
600815.XSHG,0.0047336725984215705
603739.XSHG,0.001062005538970445
000607.XSHE,0.0027378828559391404
002369.XSHE,0.005419465722700615
300011.XSHE,-0.016563520095269953
600888.XSHG,-0.009617835042270557
002631.XSHE,0.0060950024177659455
002552.XSHE,0.003929955671139659
000514.XSHE,0.007009714619089572
301167.XSHE,-0.008294802998939393
601106.XSHG,0.001515600132614111
600649.XSHG,0.0019727167371350104
600184.XSHG,0.00419074678719104
600297.XSHG,0.0022769005865690695
002970.XSHE,-0.0026643611748501644
600429.XSHG,0.0030063096461122067
600537.XSHG,0.003972587944774125
300649.XSHE,0.008708138632219802
688586.XSHG,-0.005705931393311567
688037.XSHG,-0.056951861537245387
688059.XSHG,-0.09097866864883603
002632.XSHE,-0.0006907098540843435
688786.XSHG,-0.02055252322627687
300267.XSHE,0.0037533650950284016
301025.XSHE,-0.004749146804599861
688058.XSHG,-0.008567596883561648
688002.XSHG,-0.02672589885297183
002543.XSHE,0.002540228066485503
603607.XSHG,0.00795993661229616
688385.XSHG,-0.007059712430182366
600676.XSHG,0.0022719220856073545
002224.XSHE,0.00571250891657187
002556.XSHE,0.0009269454155155896
301001.XSHE,0.007669084832417211
002474.XSHE,0.005337429407806996
688006.XSHG,-0.01893904741168789
002522.XSHE,-0.0028738280115229668
688067.XSHG,0.005861756053613065
000985.XSHE,0.005040218372169652
002296.XSHE,0.007929003559652193
000955.XSHE,0.006565693765426783
300806.XSHE,-0.05500379208938662
601233.XSHG,-0.008774824100486613
600802.XSHG,0.005706353424218194
600501.XSHG,0.0048506088105655645
300545.XSHE,0.004866766453612208
000961.XSHE,0.0017641265341762843
301188.XSHE,0.0056023893043209505
603906.XSHG,-0.017866012838863382
601949.XSHG,0.003656436025278126
002430.XSHE,-0.00045442095314782226
600236.XSHG,-0.024269384201553435
600860.XSHG,0.004141247514845994
601118.XSHG,0.0017593309957879926
002753.XSHE,0.007285910943041311
600856.XSHG,0.00665348820537442
601577.XSHG,0.001002871411742858
688606.XSHG,-0.001585435904906441
300456.XSHE,-0.0018331096634885925
688613.XSHG,0.001825547099635472
600890.XSHG,0.008586902978168142
000557.XSHE,-0.003985194867808892
002405.XSHE,-0.004370901225047361
603010.XSHG,-0.002131568491426287
003005.XSHE,0.004133255410523095
301155.XSHE,-0.039506177962898806
300273.XSHE,0.00401042896645395
000752.XSHE,0.009769566674015465
000627.XSHE,-0.002855989696278025
002687.XSHE,0.0053771414741414884
600578.XSHG,-0.00872565680241504
603227.XSHG,0.004926462643529782
603800.XSHG,-0.0014581046938002863
002061.XSHE,0.004234832759747379
300907.XSHE,0.006387461227927289
603825.XSHG,-0.021399958672470295
688129.XSHG,0.008205874506699077
000860.XSHE,-0.06569664164613609
300979.XSHE,-0.014364234725076024
600018.XSHG,-0.003606424690320467
002353.XSHE,-0.051184887199938044
603366.XSHG,0.0036163223135193385
300444.XSHE,0.005245818414235827
688089.XSHG,-0.0015754317688308666
300500.XSHE,-0.0005663377604580994
002588.XSHE,0.0016468082646099902
600378.XSHG,-0.008442978386491846
688071.XSHG,-0.019415843263083633
300502.XSHE,-0.03405176783382446
300055.XSHE,0.002478832621517827
603037.XSHG,-0.026134461044586554
603666.XSHG,-0.06492161459633389
300122.XSHE,-0.026172062715501394
688185.XSHG,-0.03278333395774647
600380.XSHG,-0.004684608033522733
300926.XSHE,0.0017194992166894903
688038.XSHG,0.008630828491922999
002140.XSHE,-0.025395873003951564
300528.XSHE,0.007976918936823977
603019.XSHG,-0.007837102409448635
000995.XSHE,-0.013014677843400775
603598.XSHG,0.006012909399011771
000875.XSHE,-0.01146277934813112
300180.XSHE,0.004155766544241561
300685.XSHE,-0.019721435795586457
601108.XSHG,-0.00025460727176740893
600573.XSHG,0.006076653285964358
600266.XSHG,0.002458312677185175
605318.XSHG,-0.0069068218499409514
002749.XSHE,0.002757721946896329
300103.XSHE,0.006609530950416375
600331.XSHG,0.00456011112660978
600867.XSHG,-0.014962864055026276
600180.XSHG,0.0012366344406106438
688663.XSHG,-0.017318610845122852
603055.XSHG,0.0018336791775972346
601888.XSHG,-0.030872062715501098
300435.XSHE,-0.0259046594939787
300796.XSHE,0.008204716330755831
600425.XSHG,0.004394986293799594
300145.XSHE,0.0038220359626766143
600456.XSHG,-0.006827399519902563
688456.XSHG,0.007929201483207646
603577.XSHG,0.005692585118719167
603095.XSHG,0.006902673222363804
002677.XSHE,-0.00063926063681158
300268.XSHE,0.000234946757269725
688036.XSHG,-0.01506946396576051
300561.XSHE,0.005999433343516871
603589.XSHG,-0.030786583182013643
688560.XSHG,-0.0001846160913513235
603596.XSHG,-0.0524290308898142
300114.XSHE,-0.008676543483494956
002200.XSHE,0.009476565970658308
300198.XSHE,0.005814039571920097
000059.XSHE,0.0024361740976342255
600056.XSHG,-0.002958861573214543
601788.XSHG,-0.0016446471463946535
600461.XSHG,-0.0014903575109467314
002386.XSHE,0.004127364630332441
300261.XSHE,-0.08979789749626517
000812.XSHE,0.004987685592793011
002945.XSHE,-0.0006278912136509921
000705.XSHE,0.0065835992264837995
003017.XSHE,0.004570752072131313
600367.XSHG,-0.006198571571094928
600898.XSHG,0.00911250771205164
600345.XSHG,0.00712799244325309
688017.XSHG,-0.03934187516162323
601766.XSHG,-0.0034720627155009867
300628.XSHE,-0.08662633197377519
301005.XSHE,-0.017467090702334185
601128.XSHG,0.00231381083754898
300798.XSHE,0.006925435170567409
300281.XSHE,0.007029142636130322
300687.XSHE,-0.027299188244273548
002461.XSHE,0.001154303067932073
300759.XSHE,-0.013562874380679626
002110.XSHE,0.0016018232210209863
002228.XSHE,0.005619574304031639
