code,low_close_diff
603398.XSHG,-0.02176162751291503
600871.XSHG,0.0001815916570210188
600215.XSHG,0.00752504630868535
000521.XSHE,0.010029116130339494
688221.XSHG,0.0007350283597313285
600311.XSHG,0.018704273424480982
002119.XSHE,0.0020473083184647765
600621.XSHG,-0.29461789882610107
000421.XSHE,0.009169815641149702
601155.XSHG,-0.029713431029873436
601020.XSHG,0.007907980597451736
300690.XSHE,0.0014187903862598588
002133.XSHE,0.012608287189358792
300536.XSHE,-0.00657105923747983
003016.XSHE,0.00884319229065136
002577.XSHE,-0.001638766185057268
000545.XSHE,0.011716659596680286
600151.XSHG,-0.005051039385248118
600815.XSHG,0.007249956677728449
603739.XSHG,0.005878176661536821
000607.XSHE,0.0047151005034446886
002369.XSHE,0.004427642823191084
300011.XSHE,0.0002855513372531978
600888.XSHG,0.00041279869037539295
002631.XSHE,0.0033709721539888354
002552.XSHE,0.008576183832013341
000514.XSHE,0.002075779056877799
301167.XSHE,-0.0017316827217692503
601106.XSHG,0.003044797415720956
600649.XSHG,-0.007456708341587995
600184.XSHG,0.00980108465707598
600297.XSHG,0.0013758995976015562
002970.XSHE,-0.013610956372934965
600429.XSHG,0.007676244584904395
600537.XSHG,0.008947915799091813
300649.XSHE,0.004057889248641311
688586.XSHG,0.001957509464687871
688037.XSHG,-0.01281028835889068
688059.XSHG,-0.09368697811216586
002632.XSHE,-0.001646824693244382
688786.XSHG,0.002027472435548792
300267.XSHE,0.00031327167738035185
301025.XSHE,-0.004099919129501396
688058.XSHG,-0.14195680608586855
688002.XSHG,-0.011327215341909731
002543.XSHE,0.00582788870735575
603607.XSHG,0.008577721555386369
688385.XSHG,-0.008589320141010553
600676.XSHG,0.0024750781988739194
002224.XSHE,0.008590297619562346
002556.XSHE,0.004153521962687088
301001.XSHE,0.00804982466290761
002474.XSHE,-0.00849645029455435
688006.XSHG,-0.006386265712342163
002522.XSHE,0.007450799840117994
688067.XSHG,0.009490482092414286
000985.XSHE,0.015432824223219881
002296.XSHE,0.006760509195437497
000955.XSHE,0.014568313482585995
300806.XSHE,-0.006138672126684444
601233.XSHG,-0.017874676409210425
600802.XSHG,0.01033085386092866
600501.XSHG,-0.011133923255836873
300545.XSHE,0.002837020201622121
000961.XSHE,-0.007845120661936218
301188.XSHE,0.001415372627912033
603906.XSHG,-0.0025779342243663524
601949.XSHG,0.006212229605144189
002430.XSHE,-0.003372079368594339
