code,high_close_diff
002381.XSHE,0.6899999999999977
300963.XSHE,0.019999999999999574
000899.XSHE,0.23000000000000043
002249.XSHE,1.8399999999999892
002147.XSHE,0.4800000000000004
002538.XSHE,0.14000000000000057
300461.XSHE,0.1700000000000017
300768.XSHE,0.8900000000000006
002161.XSHE,0.0
000539.XSHE,0.5599999999999881
002641.XSHE,0.13000000000000256
300481.XSHE,0.09000000000000341
300338.XSHE,1.629999999999999
002778.XSHE,0.0799999999999983
002687.XSHE,0.08999999999999986
002846.XSHE,0.129999999999999
300664.XSHE,0.049999999999998934
600004.XSHG,0.3200000000000003
000786.XSHE,6.610000000000014
002072.XSHE,0.1899999999999995
601860.XSHG,0.009999999999999787
002327.XSHE,0.4300000000000068
002390.XSHE,1.6500000000000057
600209.XSHG,0.18000000000000327
688013.XSHG,0.0400000000000027
301037.XSHE,1.0799999999999983
605376.XSHG,2.049999999999997
688368.XSHG,3.6299999999999955
002905.XSHE,0.019999999999999574
601898.XSHG,0.03999999999999915
002481.XSHE,0.9300000000000068
600020.XSHG,0.040000000000000924
002588.XSHE,0.10000000000000142
000402.XSHE,1.1099999999999852
000837.XSHE,1.5800000000000054
300432.XSHE,2.280000000000001
002705.XSHE,1.9000000000000057
600892.XSHG,0.7299999999999969
600749.XSHG,0.4099999999999966
603297.XSHG,1.6599999999999966
002636.XSHE,0.05000000000000426
300632.XSHE,0.0
300540.XSHE,1.7000000000000028
300530.XSHE,0.7999999999999972
688027.XSHG,2.5900000000000034
688798.XSHG,5.0
000537.XSHE,1.8900000000000006
601366.XSHG,0.03000000000000025
000005.XSHE,0.0
688107.XSHG,2.739999999999995
300567.XSHE,0.6700000000000159
300992.XSHE,0.07000000000000028
600391.XSHG,0.3299999999999983
300921.XSHE,0.3499999999999943
002810.XSHE,0.27000000000001023
000517.XSHE,0.120000000000001
001914.XSHE,4.679999999999978
600562.XSHG,0.9300000000000068
300188.XSHE,1.3300000000000125
300684.XSHE,0.36999999999999744
600338.XSHG,0.0
300948.XSHE,0.35999999999999943
603266.XSHG,0.17999999999999972
002160.XSHE,0.02000000000000135
