code,date,high_close_diff
002563.XSHE,2022-05-11,0.490000000000002
603721.XSHG,2022-05-11,0.5499999999999989
688677.XSHG,2022-05-11,2.2299999999999898
002370.XSHE,2022-05-11,0.879999999999999
688211.XSHG,2022-05-11,0.9399999999999977
688033.XSHG,2022-05-11,0.7600000000000016
300063.XSHE,2022-05-11,2.039999999999999
000402.XSHE,2022-05-11,9.579999999999984
300852.XSHE,2022-05-11,1.8799999999999955
603860.XSHG,2022-05-11,0.5300000000000011
002323.XSHE,2022-05-11,0.39000000000000057
002826.XSHE,2022-05-11,0.620000000000001
605066.XSHG,2022-05-11,0.129999999999999
301122.XSHE,2022-05-11,2.049999999999997
603993.XSHG,2022-05-11,0.41000000000000014
000881.XSHE,2022-05-11,1.3100000000000023
600122.XSHG,2022-05-11,0.5899999999999999
000790.XSHE,2022-05-11,2.1499999999999986
603607.XSHG,2022-05-11,0.6699999999999982
600535.XSHG,2022-05-11,3.3499999999999943
688167.XSHG,2022-05-11,4.11999999999999
600961.XSHG,2022-05-11,0.35999999999999943
002073.XSHE,2022-05-11,1.2899999999999991
000812.XSHE,2022-05-11,2.5899999999999963
300397.XSHE,2022-05-11,1.2999999999999972
603089.XSHG,2022-05-11,0.4399999999999995
002019.XSHE,2022-05-11,9.849999999999994
600238.XSHG,2022-05-11,1.9299999999999997
002568.XSHE,2022-05-11,6.389999999999986
600516.XSHG,2022-05-11,2.260000000000005
603886.XSHG,2022-05-11,0.48999999999999844
000868.XSHE,2022-05-11,0.75
300959.XSHE,2022-05-11,0.9799999999999969
300027.XSHE,2022-05-11,1.2100000000000009
688772.XSHG,2022-05-11,1.4099999999999966
600815.XSHG,2022-05-11,0.6999999999999993
000816.XSHE,2022-05-11,0.5999999999999979
001289.XSHE,2022-05-11,0.7800000000000011
600007.XSHG,2022-05-11,1.1099999999999994
300752.XSHE,2022-05-11,1.7100000000000009
600821.XSHG,2022-05-11,0.9899999999999984
605376.XSHG,2022-05-11,1.1899999999999977
002403.XSHE,2022-05-11,0.27999999999999936
002321.XSHE,2022-05-11,0.040000000000000036
600229.XSHG,2022-05-11,0.2900000000000009
603798.XSHG,2022-05-11,0.5300000000000011
000407.XSHE,2022-05-11,0.9799999999999969
688077.XSHG,2022-05-11,2.1599999999999966
600512.XSHG,2022-05-11,1.2900000000000027
000096.XSHE,2022-05-11,0.509999999999998
300479.XSHE,2022-05-11,1.4600000000000009
600399.XSHG,2022-05-11,2.1999999999999957
688788.XSHG,2022-05-11,1.5900000000000034
603861.XSHG,2022-05-11,0.1900000000000004
001696.XSHE,2022-05-11,3.5900000000000034
300418.XSHE,2022-05-11,1.5700000000000003
002839.XSHE,2022-05-11,0.1200000000000001
300555.XSHE,2022-05-11,0.4800000000000004
603260.XSHG,2022-05-11,5.460000000000008
000851.XSHE,2022-05-11,0.3600000000000012
600664.XSHG,2022-05-11,1.0600000000000023
301193.XSHE,2022-05-11,0.6499999999999986
601669.XSHG,2022-05-11,0.34999999999999964
601881.XSHG,2022-05-11,0.16999999999999993
688009.XSHG,2022-05-11,0.040000000000000036
688062.XSHG,2022-05-11,0.5100000000000016
688571.XSHG,2022-05-11,0.17999999999999972
600243.XSHG,2022-05-11,0.4800000000000004
603996.XSHG,2022-05-11,0.030000000000000027
000046.XSHE,2022-05-11,1.3599999999999994
300769.XSHE,2022-05-11,21.870000000000005
603585.XSHG,2022-05-11,0.9200000000000017
688315.XSHG,2022-05-11,0.8100000000000023
002335.XSHE,2022-05-11,4.579999999999998
300055.XSHE,2022-05-11,2.0900000000000034
300966.XSHE,2022-05-11,1.009999999999998
002243.XSHE,2022-05-11,0.4299999999999997
301111.XSHE,2022-05-11,1.4400000000000013
300138.XSHE,2022-05-11,1.9500000000000028
002047.XSHE,2022-05-11,0.41999999999999993
000563.XSHE,2022-05-11,1.2199999999999989
002732.XSHE,2022-05-11,0.39000000000000057
600355.XSHG,2022-05-11,0.6400000000000006
600059.XSHG,2022-05-11,4.070000000000007
002002.XSHE,2022-05-11,1.0900000000000034
688048.XSHG,2022-05-11,3.280000000000001
600410.XSHG,2022-05-11,2.5200000000000102
300987.XSHE,2022-05-11,0.7800000000000011
002483.XSHE,2022-05-11,0.5100000000000016
000633.XSHE,2022-05-11,1.5
002686.XSHE,2022-05-11,0.0
301001.XSHE,2022-05-11,4.829999999999998
000949.XSHE,2022-05-11,0.5700000000000003
002667.XSHE,2022-05-11,4.070000000000007
603998.XSHG,2022-05-11,1.259999999999998
688218.XSHG,2022-05-11,0.41000000000000014
000987.XSHE,2022-05-11,1.0300000000000011
002312.XSHE,2022-05-11,5.650000000000006
300196.XSHE,2022-05-11,2.6600000000000037
601077.XSHG,2022-05-11,0.040000000000000036
300244.XSHE,2022-05-11,6.389999999999986
600549.XSHG,2022-05-11,4.799999999999983
600791.XSHG,2022-05-11,1.6899999999999977
300291.XSHE,2022-05-11,1.0600000000000023
600716.XSHG,2022-05-11,1.240000000000002
300076.XSHE,2022-05-11,1.6700000000000017
688568.XSHG,2022-05-11,1.1700000000000017
688655.XSHG,2022-05-11,0.370000000000001
000999.XSHE,2022-05-11,1.039999999999992
300812.XSHE,2022-05-11,0.8800000000000026
002875.XSHE,2022-05-11,1.0100000000000016
002491.XSHE,2022-05-11,0.9299999999999997
603219.XSHG,2022-05-11,1.129999999999999
600368.XSHG,2022-05-11,0.28999999999999915
688308.XSHG,2022-05-11,2.009999999999998
000975.XSHE,2022-05-11,0.0
688089.XSHG,2022-05-11,0.0
600137.XSHG,2022-05-11,0.6999999999999993
000050.XSHE,2022-05-11,1.8599999999999994
300411.XSHE,2022-05-11,0.33000000000000185
300698.XSHE,2022-05-11,0.5899999999999999
605005.XSHG,2022-05-11,0.34999999999999964
688283.XSHG,2022-05-11,2.1600000000000037
002217.XSHE,2022-05-11,0.33999999999999986
300623.XSHE,2022-05-11,5.359999999999985
600965.XSHG,2022-05-11,0.4599999999999991
603893.XSHG,2022-05-11,0.0
300203.XSHE,2022-05-11,1.110000000000003
000498.XSHE,2022-05-11,1.7900000000000027
002870.XSHE,2022-05-11,1.4000000000000057
002385.XSHE,2022-05-11,2.0799999999999983
000931.XSHE,2022-05-11,0.370000000000001
300770.XSHE,2022-05-11,1.7600000000000051
600282.XSHG,2022-05-11,0.4400000000000013
002492.XSHE,2022-05-11,0.3200000000000003
301258.XSHE,2022-05-11,2.780000000000001
002674.XSHE,2022-05-11,0.2599999999999998
300811.XSHE,2022-05-11,3.990000000000009
600613.XSHG,2022-05-11,6.950000000000017
000558.XSHE,2022-05-11,0.6300000000000026
002956.XSHE,2022-05-11,0.9200000000000017
000796.XSHE,2022-05-11,0.0
300323.XSHE,2022-05-11,0.7199999999999989
300888.XSHE,2022-05-11,1.3699999999999974
002880.XSHE,2022-05-11,1.8799999999999955
688075.XSHG,2022-05-11,10.099999999999994
688314.XSHG,2022-05-11,1.5399999999999991
600138.XSHG,2022-05-11,0.9699999999999989
000718.XSHE,2022-05-11,1.0100000000000016
300943.XSHE,2022-05-11,1.0500000000000007
603700.XSHG,2022-05-11,0.4400000000000013
003040.XSHE,2022-05-11,0.9000000000000021
002235.XSHE,2022-05-11,0.9100000000000001
300100.XSHE,2022-05-11,0.610000000000003
688779.XSHG,2022-05-11,0.6399999999999988
000088.XSHE,2022-05-11,0.7999999999999972
002313.XSHE,2022-05-11,0.0
300791.XSHE,2022-05-11,1.980000000000004
600160.XSHG,2022-05-11,4.1200000000000045
688301.XSHG,2022-05-11,26.430000000000007
688621.XSHG,2022-05-11,2.8100000000000023
002996.XSHE,2022-05-11,0.4399999999999995
000759.XSHE,2022-05-11,1.0999999999999943
000713.XSHE,2022-05-11,1.6199999999999974
002899.XSHE,2022-05-11,0.2699999999999996
605116.XSHG,2022-05-11,1.8399999999999999
002983.XSHE,2022-05-11,0.8500000000000014
600123.XSHG,2022-05-11,0.6400000000000006
002181.XSHE,2022-05-11,0.20000000000000018
002700.XSHE,2022-05-11,0.060000000000002274
002968.XSHE,2022-05-11,2.8500000000000085
300637.XSHE,2022-05-11,0.4400000000000013
300337.XSHE,2022-05-11,1.1099999999999994
600735.XSHG,2022-05-11,1.4299999999999997
002214.XSHE,2022-05-11,1.6700000000000017
002876.XSHE,2022-05-11,1.490000000000002
300715.XSHE,2022-05-11,1.3999999999999986
002230.XSHE,2022-05-11,13.919999999999959
002303.XSHE,2022-05-11,0.9599999999999973
600537.XSHG,2022-05-11,0.4400000000000013
002187.XSHE,2022-05-11,0.5700000000000003
002740.XSHE,2022-05-11,0.3100000000000005
000631.XSHE,2022-05-11,2.3799999999999955
000978.XSHE,2022-05-11,0.879999999999999
002164.XSHE,2022-05-11,0.41000000000000014
601633.XSHG,2022-05-11,0.0
603517.XSHG,2022-05-11,2.3299999999999983
300470.XSHE,2022-05-11,2.799999999999983
002998.XSHE,2022-05-11,0.16999999999999993
300653.XSHE,2022-05-11,1.4599999999999937
603161.XSHG,2022-05-11,0.29999999999999893
000860.XSHE,2022-05-11,1.7100000000000009
600446.XSHG,2022-05-11,5.1200000000000045
603650.XSHG,2022-05-11,1.3100000000000023
002438.XSHE,2022-05-11,2.6599999999999966
300069.XSHE,2022-05-11,0.9299999999999997
688279.XSHG,2022-05-11,2.5700000000000003
300495.XSHE,2022-05-11,0.0
601608.XSHG,2022-05-11,0.1299999999999999
300444.XSHE,2022-05-11,0.5700000000000003
600062.XSHG,2022-05-11,12.100000000000023
688168.XSHG,2022-05-11,1.0
600792.XSHG,2022-05-11,0.5399999999999991
603678.XSHG,2022-05-11,2.680000000000007
002275.XSHE,2022-05-11,0.740000000000002
300067.XSHE,2022-05-11,0.8200000000000003
000651.XSHE,2022-05-11,80.82999999999993
688110.XSHG,2022-05-11,1.9299999999999997
300719.XSHE,2022-05-11,2.0799999999999983
002308.XSHE,2022-05-11,0.7000000000000011
300012.XSHE,2022-05-11,5.439999999999998
600869.XSHG,2022-05-11,0.8599999999999994
601225.XSHG,2022-05-11,0.129999999999999
301067.XSHE,2022-05-11,0.5499999999999972
601898.XSHG,2022-05-11,0.2400000000000002
000601.XSHE,2022-05-11,1.0300000000000011
603611.XSHG,2022-05-11,1.7099999999999937
603970.XSHG,2022-05-11,0.7100000000000009
603067.XSHG,2022-05-11,0.8900000000000006
300598.XSHE,2022-05-11,3.219999999999999
300070.XSHE,2022-05-11,2.4099999999999966
600831.XSHG,2022-05-11,1.6099999999999994
002892.XSHE,2022-05-11,1.3100000000000023
600748.XSHG,2022-05-11,1.1099999999999994
300899.XSHE,2022-05-11,0.6499999999999986
000514.XSHE,2022-05-11,2.3299999999999983
300675.XSHE,2022-05-11,0.7800000000000011
601208.XSHG,2022-05-11,0.7999999999999972
001296.XSHE,2022-05-11,0.9499999999999993
002651.XSHE,2022-05-11,0.6899999999999977
002803.XSHE,2022-05-11,1.5
603966.XSHG,2022-05-11,0.5499999999999972
688087.XSHG,2022-05-11,1.6900000000000048
002380.XSHE,2022-05-11,0.8399999999999999
688363.XSHG,2022-05-11,3.299999999999997
300879.XSHE,2022-05-11,1.3500000000000014
300736.XSHE,2022-05-11,1.0599999999999987
002785.XSHE,2022-05-11,0.45000000000000284
300746.XSHE,2022-05-11,0.9800000000000004
002577.XSHE,2022-05-11,0.46999999999999886
