code,high_close_diff
002381.XSHE,0.05999999999999517
300963.XSHE,0.21000000000000085
000899.XSHE,0.2699999999999996
002249.XSHE,0.22999999999999687
002147.XSHE,0.21000000000000085
002538.XSHE,0.75
300461.XSHE,0.28999999999999915
300768.XSHE,0.28999999999999915
002161.XSHE,0.5300000000000011
000539.XSHE,0.18000000000000682
002641.XSHE,0.36999999999999744
300481.XSHE,1.9499999999999886
300338.XSHE,4.0
002778.XSHE,0.28000000000000114
002687.XSHE,0.129999999999999
002846.XSHE,0.05999999999999872
300664.XSHE,0.009999999999999787
600004.XSHG,0.41000000000000014
000786.XSHE,10.25
002072.XSHE,0.07000000000000028
601860.XSHG,0.0
002327.XSHE,0.75
002390.XSHE,1.029999999999987
600209.XSHG,0.10999999999999943
688013.XSHG,0.20000000000000284
605376.XSHG,0.3399999999999892
688368.XSHG,0.0
002905.XSHE,0.05000000000000071
601898.XSHG,0.21000000000000085
002481.XSHE,3.9000000000000057
600020.XSHG,0.040000000000000924
002588.XSHE,0.39000000000000057
000402.XSHE,2.1100000000000136
000837.XSHE,0.23999999999999844
300432.XSHE,5.529999999999987
002705.XSHE,0.3500000000000014
600892.XSHG,0.7800000000000011
600749.XSHG,0.16000000000000014
603297.XSHG,1.6599999999999966
002636.XSHE,0.8999999999999986
300632.XSHE,0.9699999999999989
300540.XSHE,1.8299999999999983
300530.XSHE,6.760000000000005
688027.XSHG,6.939999999999998
000537.XSHE,0.19999999999999574
601366.XSHG,0.019999999999999574
000005.XSHE,0.09999999999999787
300567.XSHE,3.3499999999999943
300992.XSHE,0.3200000000000003
600391.XSHG,0.0
300921.XSHE,0.17999999999999972
002810.XSHE,3.75
000517.XSHE,0.23000000000000043
001914.XSHE,6.530000000000001
600562.XSHG,0.5600000000000023
300188.XSHE,3.990000000000009
300684.XSHE,0.36000000000000654
600338.XSHG,0.6999999999999993
300948.XSHE,0.3999999999999986
603266.XSHG,0.25
002160.XSHE,0.03999999999999915
002629.XSHE,0.08000000000000007
300074.XSHE,0.3999999999999986
300848.XSHE,0.21999999999999886
601116.XSHG,0.03999999999999915
000420.XSHE,0.21000000000000085
300457.XSHE,0.7999999999999972
002605.XSHE,0.7700000000000102
