code,date,high_close_diff
002563.XSHE,2020-03-02,0.10000000000000142
603721.XSHG,2020-03-02,0.0
002370.XSHE,2020-03-02,0.21000000000000085
688033.XSHG,2020-03-02,0.1700000000000017
300063.XSHE,2020-03-02,0.0
000402.XSHE,2020-03-02,1.3600000000000136
603860.XSHG,2020-03-02,0.18999999999999773
002323.XSHE,2020-03-02,0.25
002826.XSHE,2020-03-02,0.46999999999999886
603993.XSHG,2020-03-02,0.129999999999999
000881.XSHE,2020-03-02,0.0
600122.XSHG,2020-03-02,0.0
000790.XSHE,2020-03-02,0.0
603607.XSHG,2020-03-02,0.05999999999999872
600535.XSHG,2020-03-02,0.8000000000000114
600961.XSHG,2020-03-02,0.009999999999999787
002073.XSHE,2020-03-02,0.17999999999999972
000812.XSHE,2020-03-02,0.0
300397.XSHE,2020-03-02,0.0
603089.XSHG,2020-03-02,0.1999999999999993
002019.XSHE,2020-03-02,3.0600000000000023
600238.XSHG,2020-03-02,0.16000000000000014
002568.XSHE,2020-03-02,1.6399999999999864
600516.XSHG,2020-03-02,0.44000000000001194
603886.XSHG,2020-03-02,0.08999999999999986
000868.XSHE,2020-03-02,0.34999999999999787
300027.XSHE,2020-03-02,0.29999999999999716
600815.XSHG,2020-03-02,0.1899999999999995
000816.XSHE,2020-03-02,0.08000000000000007
600007.XSHG,2020-03-02,0.120000000000001
300752.XSHE,2020-03-02,0.509999999999998
600821.XSHG,2020-03-02,0.8099999999999987
002403.XSHE,2020-03-02,0.09999999999999964
002321.XSHE,2020-03-02,0.15000000000000036
600229.XSHG,2020-03-02,0.08999999999999986
603798.XSHG,2020-03-02,0.060000000000002274
000407.XSHE,2020-03-02,0.11999999999999744
600512.XSHG,2020-03-02,0.0
000096.XSHE,2020-03-02,0.3200000000000003
300479.XSHE,2020-03-02,0.17999999999999972
600399.XSHG,2020-03-02,0.10999999999999943
603861.XSHG,2020-03-02,0.07000000000000028
001696.XSHE,2020-03-02,1.410000000000025
300418.XSHE,2020-03-02,6.299999999999997
002839.XSHE,2020-03-02,0.02999999999999936
300555.XSHE,2020-03-02,0.0
603260.XSHG,2020-03-02,0.2700000000000031
000851.XSHE,2020-03-02,0.2699999999999978
600664.XSHG,2020-03-02,0.21000000000000085
601669.XSHG,2020-03-02,0.08999999999999986
601881.XSHG,2020-03-02,0.22000000000000064
688009.XSHG,2020-03-02,0.07999999999999918
600243.XSHG,2020-03-02,0.040000000000000036
603996.XSHG,2020-03-02,0.0
000046.XSHE,2020-03-02,1.660000000000025
300769.XSHE,2020-03-02,5.059999999999974
603585.XSHG,2020-03-02,0.3299999999999983
002335.XSHE,2020-03-02,1.4200000000000017
300055.XSHE,2020-03-02,1.2000000000000028
002243.XSHE,2020-03-02,0.4299999999999997
300138.XSHE,2020-03-02,1.3399999999999963
002047.XSHE,2020-03-02,0.29999999999999716
000563.XSHE,2020-03-02,0.1700000000000017
002732.XSHE,2020-03-02,0.07000000000000028
600355.XSHG,2020-03-02,0.17999999999999972
600059.XSHG,2020-03-02,0.5800000000000125
002002.XSHE,2020-03-02,1.2899999999999991
600410.XSHG,2020-03-02,1.6399999999999864
002483.XSHE,2020-03-02,0.9599999999999973
000633.XSHE,2020-03-02,0.3000000000000007
002686.XSHE,2020-03-02,0.370000000000001
000949.XSHE,2020-03-02,1.3300000000000018
002667.XSHE,2020-03-02,0.0
603998.XSHG,2020-03-02,0.08000000000000185
688218.XSHG,2020-03-02,0.4499999999999993
000987.XSHE,2020-03-02,0.37000000000000455
002312.XSHE,2020-03-02,1.0999999999999943
300196.XSHE,2020-03-02,0.6799999999999997
601077.XSHG,2020-03-02,0.009999999999999787
300244.XSHE,2020-03-02,1.799999999999983
600549.XSHG,2020-03-02,1.5800000000000125
600791.XSHG,2020-03-02,0.14999999999999858
300291.XSHE,2020-03-02,0.25
600716.XSHG,2020-03-02,0.05000000000000071
