code,date,high_close_diff
002563.XSHE,2022-12-07,0.5600000000000023
603721.XSHG,2022-12-07,0.9499999999999993
688677.XSHG,2022-12-07,2.6099999999999994
002370.XSHE,2022-12-07,0.14000000000000057
688211.XSHG,2022-12-07,1.3800000000000026
688033.XSHG,2022-12-07,0.6400000000000006
300063.XSHE,2022-12-07,0.0799999999999983
000402.XSHE,2022-12-07,4.439999999999998
300852.XSHE,2022-12-07,1.1000000000000014
603860.XSHG,2022-12-07,0.0
688489.XSHG,2022-12-07,10.879999999999995
002323.XSHE,2022-12-07,0.8499999999999979
603237.XSHG,2022-12-07,0.779999999999994
002826.XSHE,2022-12-07,0.019999999999999574
605066.XSHG,2022-12-07,0.030000000000001137
688426.XSHG,2022-12-07,0.06999999999999318
001299.XSHE,2022-12-07,2.2399999999999984
301122.XSHE,2022-12-07,2.8200000000000003
603993.XSHG,2022-12-07,0.20000000000000284
000881.XSHE,2022-12-07,1.2700000000000031
600122.XSHG,2022-12-07,0.17999999999999972
000790.XSHE,2022-12-07,0.37999999999999545
603255.XSHG,2022-12-07,0.0
603607.XSHG,2022-12-07,0.19000000000000128
600535.XSHG,2022-12-07,0.4900000000000091
688167.XSHG,2022-12-07,2.8100000000000023
600961.XSHG,2022-12-07,0.17999999999999972
002073.XSHE,2022-12-07,0.37000000000000455
000812.XSHE,2022-12-07,0.28000000000000114
300397.XSHE,2022-12-07,0.35999999999999943
603089.XSHG,2022-12-07,0.21000000000000085
002019.XSHE,2022-12-07,0.29000000000002046
600238.XSHG,2022-12-07,0.9599999999999937
002568.XSHE,2022-12-07,7.460000000000036
600516.XSHG,2022-12-07,0.8000000000000114
603886.XSHG,2022-12-07,0.05999999999999872
000868.XSHE,2022-12-07,1.3200000000000003
300959.XSHE,2022-12-07,0.5199999999999996
300027.XSHE,2022-12-07,0.759999999999998
688772.XSHG,2022-12-07,0.45000000000000284
600815.XSHG,2022-12-07,0.13000000000000256
000816.XSHE,2022-12-07,0.8299999999999983
001289.XSHE,2022-12-07,0.25
600007.XSHG,2022-12-07,0.41000000000000014
300752.XSHE,2022-12-07,0.7600000000000051
600821.XSHG,2022-12-07,0.8500000000000014
605376.XSHG,2022-12-07,2.8700000000000045
002403.XSHE,2022-12-07,0.030000000000001137
002321.XSHE,2022-12-07,0.08000000000000007
600229.XSHG,2022-12-07,0.05000000000000071
603798.XSHG,2022-12-07,0.8300000000000018
000407.XSHE,2022-12-07,0.37000000000000455
688077.XSHG,2022-12-07,0.6899999999999977
600512.XSHG,2022-12-07,0.3299999999999983
000096.XSHE,2022-12-07,0.4299999999999997
300479.XSHE,2022-12-07,0.3200000000000003
600399.XSHG,2022-12-07,0.9200000000000017
688788.XSHG,2022-12-07,0.4299999999999997
603861.XSHG,2022-12-07,0.20000000000000107
001696.XSHE,2022-12-07,2.6699999999999875
300418.XSHE,2022-12-07,0.7299999999999969
002839.XSHE,2022-12-07,0.08000000000000007
300555.XSHE,2022-12-07,0.25
603260.XSHG,2022-12-07,6.400000000000006
000851.XSHE,2022-12-07,0.10000000000000142
301171.XSHE,2022-12-07,0.21000000000000085
600664.XSHG,2022-12-07,0.0
301193.XSHE,2022-12-07,0.3500000000000014
601669.XSHG,2022-12-07,0.16999999999999993
601881.XSHG,2022-12-07,0.17999999999999972
688009.XSHG,2022-12-07,0.05999999999999961
688062.XSHG,2022-12-07,0.030000000000001137
688571.XSHG,2022-12-07,0.03000000000000025
600243.XSHG,2022-12-07,0.08000000000000007
000046.XSHE,2022-12-07,1.0300000000000011
300769.XSHE,2022-12-07,11.479999999999905
603585.XSHG,2022-12-07,0.25
688315.XSHG,2022-12-07,0.8599999999999994
002335.XSHE,2022-12-07,5.600000000000023
300055.XSHE,2022-12-07,0.5599999999999881
300966.XSHE,2022-12-07,0.0
002243.XSHE,2022-12-07,0.0
301111.XSHE,2022-12-07,0.22999999999999687
688237.XSHG,2022-12-07,1.1199999999999974
300138.XSHE,2022-12-07,0.45000000000000284
002047.XSHE,2022-12-07,0.1899999999999995
000563.XSHE,2022-12-07,1.2399999999999949
002732.XSHE,2022-12-07,0.740000000000002
600355.XSHG,2022-12-07,0.5199999999999996
600059.XSHG,2022-12-07,0.6700000000000017
002002.XSHE,2022-12-07,0.22000000000000597
688048.XSHG,2022-12-07,1.8799999999999955
600410.XSHG,2022-12-07,0.6299999999999955
300987.XSHE,2022-12-07,0.14999999999999858
002483.XSHE,2022-12-07,0.19000000000000128
000633.XSHE,2022-12-07,1.2800000000000011
002686.XSHE,2022-12-07,0.09999999999999787
301001.XSHE,2022-12-07,0.17999999999999972
000949.XSHE,2022-12-07,0.09999999999999787
002667.XSHE,2022-12-07,0.0
603998.XSHG,2022-12-07,0.09000000000000341
688218.XSHG,2022-12-07,0.9199999999999982
