code,date,high_close_diff
002563.XSHE,2023-07-21,-0.3200000000000003
603721.XSHG,2023-07-21,-0.28000000000000114
688677.XSHG,2023-07-21,-2.259999999999991
002370.XSHE,2023-07-21,-0.10999999999999943
688211.XSHG,2023-07-21,-0.3200000000000003
688033.XSHG,2023-07-21,-0.26000000000000156
300063.XSHE,2023-07-21,-0.1600000000000037
000402.XSHE,2023-07-21,-2.5999999999999943
300852.XSHE,2023-07-21,-0.37000000000000455
603860.XSHG,2023-07-21,-0.25
688489.XSHG,2023-07-21,-0.730000000000004
002323.XSHE,2023-07-21,-0.39000000000000057
603237.XSHG,2023-07-21,-1.519999999999996
002826.XSHE,2023-07-21,-0.16000000000000014
605066.XSHG,2023-07-21,-0.02999999999999936
688426.XSHG,2023-07-21,-0.7199999999999989
001299.XSHE,2023-07-21,-0.030000000000001137
301122.XSHE,2023-07-21,-0.6099999999999994
603993.XSHG,2023-07-21,-0.21999999999999886
000881.XSHE,2023-07-21,-0.46000000000000085
000790.XSHE,2023-07-21,-0.6299999999999955
603255.XSHG,2023-07-21,-0.30999999999999517
603607.XSHG,2023-07-21,-0.21999999999999886
600535.XSHG,2023-07-21,-0.8799999999999955
688167.XSHG,2023-07-21,-1.1099999999999994
600961.XSHG,2023-07-21,-0.07000000000000028
002073.XSHE,2023-07-21,-0.27999999999999403
000812.XSHE,2023-07-21,-1.259999999999998
300397.XSHE,2023-07-21,-0.030000000000001137
603089.XSHG,2023-07-21,-0.05999999999999872
002019.XSHE,2023-07-21,-3.3799999999999955
600238.XSHG,2023-07-21,-1.9299999999999997
002568.XSHE,2023-07-21,-9.860000000000014
600516.XSHG,2023-07-21,-0.5300000000000011
603886.XSHG,2023-07-21,-0.6799999999999997
000868.XSHE,2023-07-21,0.0
300959.XSHE,2023-07-21,-0.22000000000000597
300027.XSHE,2023-07-21,-1.3599999999999994
688772.XSHG,2023-07-21,-0.40000000000000213
600815.XSHG,2023-07-21,-0.19000000000000128
000816.XSHE,2023-07-21,-0.0799999999999983
001289.XSHE,2023-07-21,-0.370000000000001
600007.XSHG,2023-07-21,-0.6199999999999974
300752.XSHE,2023-07-21,-0.12999999999999545
600821.XSHG,2023-07-21,-0.2799999999999976
605376.XSHG,2023-07-21,-1.1599999999999966
002403.XSHE,2023-07-21,0.0
002321.XSHE,2023-07-21,-0.04999999999999982
600229.XSHG,2023-07-21,-0.16999999999999993
603798.XSHG,2023-07-21,-0.2799999999999976
000407.XSHE,2023-07-21,-0.36999999999999744
688077.XSHG,2023-07-21,-0.09999999999999432
001223.XSHE,2023-07-21,-1.210000000000008
600512.XSHG,2023-07-21,-0.3299999999999983
000096.XSHE,2023-07-21,-0.23000000000000043
300479.XSHE,2023-07-21,-0.14000000000000057
600399.XSHG,2023-07-21,-0.07000000000000028
688788.XSHG,2023-07-21,-0.03999999999999915
603861.XSHG,2023-07-21,-0.08999999999999986
001696.XSHE,2023-07-21,-1.0999999999999943
300418.XSHE,2023-07-21,-4.970000000000027
002839.XSHE,2023-07-21,-0.04999999999999982
300555.XSHE,2023-07-21,-0.10000000000000142
603260.XSHG,2023-07-21,-0.8700000000000045
000851.XSHE,2023-07-21,-0.11999999999999922
301171.XSHE,2023-07-21,-0.2699999999999996
