code,date,price_amplitude
300911.XSHE,2023-06-26,-1.4699999999999989
000887.XSHE,2023-06-26,-11.430000000000007
301429.XSHE,2023-06-26,-0.41000000000000014
600415.XSHG,2023-06-26,-16.359999999999957
600939.XSHG,2023-06-26,-0.08000000000000007
002313.XSHE,2023-06-26,-0.6799999999999997
300532.XSHE,2023-06-26,-2.760000000000005
301196.XSHE,2023-06-26,-0.36999999999999744
300002.XSHE,2023-06-26,-21.159999999999997
000822.XSHE,2023-06-26,-0.3500000000000014
002732.XSHE,2023-06-26,-0.8999999999999986
300520.XSHE,2023-06-26,-4.43
300426.XSHE,2023-06-26,-6.3999999999999915
301259.XSHE,2023-06-26,-0.5399999999999991
601298.XSHG,2023-06-26,-0.15000000000000036
300593.XSHE,2023-06-26,-4.780000000000001
002697.XSHE,2023-06-26,-1.4399999999999977
688599.XSHG,2023-06-26,-2.1899999999999977
600997.XSHG,2023-06-26,-0.38000000000000256
601198.XSHG,2023-06-26,-0.2699999999999996
300540.XSHE,2023-06-26,-1.1900000000000048
000719.XSHE,2023-06-26,-5.409999999999997
000806.XSHE,2023-06-26,-0.41999999999999993
600238.XSHG,2023-06-26,-0.8499999999999943
601963.XSHG,2023-06-26,-0.19000000000000128
600469.XSHG,2023-06-26,-0.6300000000000026
600211.XSHG,2023-06-26,-9.280000000000015
600843.XSHG,2023-06-26,-0.5700000000000003
300854.XSHE,2023-06-26,-0.3800000000000008
300212.XSHE,2023-06-26,-29.689999999999998
002565.XSHE,2023-06-26,-0.5899999999999999
603232.XSHG,2023-06-26,-4.480000000000004
600867.XSHG,2023-06-26,-10.800000000000011
603012.XSHG,2023-06-26,-0.29999999999999893
601155.XSHG,2023-06-26,-0.5200000000000031
603688.XSHG,2023-06-26,-11.090000000000003
603192.XSHG,2023-06-26,-0.7199999999999989
688004.XSHG,2023-06-26,-6.509999999999998
300956.XSHE,2023-06-26,-0.9000000000000004
600794.XSHG,2023-06-26,-1.480000000000004
600499.XSHG,2023-06-26,-9.889999999999986
002722.XSHE,2023-06-26,-0.2599999999999998
300779.XSHE,2023-06-26,-2.719999999999999
300428.XSHE,2023-06-26,-2.469999999999999
605099.XSHG,2023-06-26,-0.4299999999999997
688027.XSHG,2023-06-26,-5.610000000000014
601789.XSHG,2023-06-26,-0.3100000000000005
002500.XSHE,2023-06-26,-0.1200000000000001
688535.XSHG,2023-06-26,-4.600000000000001
600125.XSHG,2023-06-26,-2.4000000000000057
300182.XSHE,2023-06-26,-17.580000000000013
002970.XSHE,2023-06-26,-4.549999999999997
300209.XSHE,2023-06-26,-0.3000000000000007
301022.XSHE,2023-06-26,-1.4400000000000048
601019.XSHG,2023-06-26,-0.8800000000000008
002867.XSHE,2023-06-26,-0.8900000000000006
300936.XSHE,2023-06-26,-1.2099999999999973
600753.XSHG,2023-06-26,-0.8299999999999983
002678.XSHE,2023-06-26,-0.3899999999999988
