code,date,price_amplitude
000887.XSHE,2020-09-03,13.840000000000003
600415.XSHG,2020-09-03,8.960000000000036
600939.XSHG,2020-09-03,0.08000000000000007
002313.XSHE,2020-09-03,0.5599999999999952
300532.XSHE,2020-09-03,2.9299999999999997
300002.XSHE,2020-09-03,4.150000000000006
000822.XSHE,2020-09-03,0.4800000000000004
002732.XSHE,2020-09-03,1.2299999999999969
300520.XSHE,2020-09-03,1.7800000000000011
300426.XSHE,2020-09-03,2.219999999999999
601298.XSHG,2020-09-03,0.07000000000000028
300593.XSHE,2020-09-03,1.5799999999999983
002697.XSHE,2020-09-03,1.009999999999998
688599.XSHG,2020-09-03,0.2699999999999996
600997.XSHG,2020-09-03,0.5299999999999976
601198.XSHG,2020-09-03,0.3800000000000008
300540.XSHE,2020-09-03,2.4499999999999993
000719.XSHE,2020-09-03,1.4800000000000004
000806.XSHE,2020-09-03,0.2599999999999998
600238.XSHG,2020-09-03,0.6799999999999997
600469.XSHG,2020-09-03,0.28999999999999915
600211.XSHG,2020-09-03,9.039999999999992
600843.XSHG,2020-09-03,0.370000000000001
300212.XSHE,2020-09-03,11.009999999999991
002565.XSHE,2020-09-03,1.9200000000000017
603232.XSHG,2020-09-03,6.950000000000003
600867.XSHG,2020-09-03,15.20999999999998
603012.XSHG,2020-09-03,0.370000000000001
601155.XSHG,2020-09-03,1.0
603688.XSHG,2020-09-03,1.0799999999999983
603192.XSHG,2020-09-03,0.7199999999999989
688004.XSHG,2020-09-03,1.5
600093.XSHG,2020-09-03,1.2399999999999949
600794.XSHG,2020-09-03,3.1000000000000085
600499.XSHG,2020-09-03,2.950000000000003
002722.XSHE,2020-09-03,0.17999999999999972
300779.XSHE,2020-09-03,1.8500000000000014
300428.XSHE,2020-09-03,5.140000000000001
688027.XSHG,2020-09-03,16.5
601789.XSHG,2020-09-03,0.1899999999999995
002500.XSHE,2020-09-03,0.21000000000000085
600125.XSHG,2020-09-03,1.8200000000000074
300182.XSHE,2020-09-03,7.710000000000008
002970.XSHE,2020-09-03,3.4399999999999977
300209.XSHE,2020-09-03,2.5900000000000034
601019.XSHG,2020-09-03,0.08999999999999986
002867.XSHE,2020-09-03,1.8700000000000045
600753.XSHG,2020-09-03,4.089999999999996
002678.XSHE,2020-09-03,0.4299999999999997
300142.XSHE,2020-09-03,44.48000000000002
002759.XSHE,2020-09-03,0.0
002879.XSHE,2020-09-03,0.9000000000000021
688298.XSHG,2020-09-03,9.980000000000018
603083.XSHG,2020-09-03,1.6099999999999994
600556.XSHG,2020-09-03,3.1700000000000017
600109.XSHG,2020-09-03,4.930000000000007
300758.XSHE,2020-09-03,4.060000000000002
300202.XSHE,2020-09-03,13.11
688058.XSHG,2020-09-03,4.690000000000012
300021.XSHE,2020-09-03,4.520000000000003
002414.XSHE,2020-09-03,8.569999999999993
600571.XSHG,2020-09-03,2.460000000000008
