code,date,price_amplitude
300911.XSHE,2023-03-23,-1.9099999999999966
000887.XSHE,2023-03-23,-3.670000000000016
600415.XSHG,2023-03-23,-4.159999999999997
600939.XSHG,2023-03-23,-0.07000000000000028
002313.XSHE,2023-03-23,-0.8399999999999999
300532.XSHE,2023-03-23,-1.7899999999999991
301196.XSHE,2023-03-23,-0.36999999999999744
300002.XSHE,2023-03-23,-4.170000000000002
000822.XSHE,2023-03-23,-0.23999999999999844
002732.XSHE,2023-03-23,-0.2700000000000031
300520.XSHE,2023-03-23,-4.089999999999996
300426.XSHE,2023-03-23,-1.0600000000000023
301259.XSHE,2023-03-23,-0.5199999999999996
601298.XSHG,2023-03-23,-0.14000000000000057
300593.XSHE,2023-03-23,-2.960000000000008
002697.XSHE,2023-03-23,-0.9600000000000009
688599.XSHG,2023-03-23,-1.9200000000000017
600997.XSHG,2023-03-23,-0.3999999999999986
601198.XSHG,2023-03-23,-0.16000000000000014
300540.XSHE,2023-03-23,-2.509999999999998
000719.XSHE,2023-03-23,-0.5700000000000003
000806.XSHE,2023-03-23,-0.6799999999999997
600238.XSHG,2023-03-23,-1.6899999999999977
601963.XSHG,2023-03-23,-0.02999999999999936
600469.XSHG,2023-03-23,-0.34999999999999964
600211.XSHG,2023-03-23,-5.0
600843.XSHG,2023-03-23,-0.40000000000000036
300854.XSHE,2023-03-23,-0.2099999999999973
300212.XSHE,2023-03-23,-24.980000000000018
002565.XSHE,2023-03-23,-0.3299999999999983
603232.XSHG,2023-03-23,-2.190000000000005
600867.XSHG,2023-03-23,-18.560000000000002
603012.XSHG,2023-03-23,-0.20999999999999908
601155.XSHG,2023-03-23,-0.4400000000000013
603688.XSHG,2023-03-23,-6.859999999999985
603192.XSHG,2023-03-23,-0.4800000000000004
688004.XSHG,2023-03-23,-1.7700000000000031
300956.XSHE,2023-03-23,-0.28999999999999915
600794.XSHG,2023-03-23,-1.8799999999999955
600499.XSHG,2023-03-23,-6.020000000000039
002722.XSHE,2023-03-23,-0.35999999999999943
300779.XSHE,2023-03-23,-2.3599999999999994
300428.XSHE,2023-03-23,-1.8800000000000097
605099.XSHG,2023-03-23,-0.370000000000001
688027.XSHG,2023-03-23,-8.299999999999983
601789.XSHG,2023-03-23,-0.4800000000000004
002500.XSHE,2023-03-23,-0.20999999999999996
600125.XSHG,2023-03-23,-1.3799999999999955
300182.XSHE,2023-03-23,-5.849999999999994
002970.XSHE,2023-03-23,-2.1099999999999994
300209.XSHE,2023-03-23,-1.1400000000000006
301022.XSHE,2023-03-23,-0.6900000000000013
601019.XSHG,2023-03-23,-0.1999999999999993
002867.XSHE,2023-03-23,-1.3399999999999963
300936.XSHE,2023-03-23,-1.9200000000000017
600753.XSHG,2023-03-23,-1.509999999999998
002678.XSHE,2023-03-23,-0.6600000000000001
300142.XSHE,2023-03-23,-23.710000000000036
002759.XSHE,2023-03-23,-0.8500000000000014
002879.XSHE,2023-03-23,-0.5999999999999979
688298.XSHG,2023-03-23,-3.960000000000008
603083.XSHG,2023-03-23,-3.5999999999999943
600556.XSHG,2023-03-23,-2.309999999999995
600109.XSHG,2023-03-23,-0.9699999999999989
300897.XSHE,2023-03-23,-0.9700000000000024
300758.XSHE,2023-03-23,-0.9200000000000017
688058.XSHG,2023-03-23,-4.070000000000007
300021.XSHE,2023-03-23,-0.6599999999999966
688295.XSHG,2023-03-23,-0.9500000000000028
002414.XSHE,2023-03-23,-6.009999999999991
600571.XSHG,2023-03-23,-3.3999999999999915
603779.XSHG,2023-03-23,-0.3100000000000005
300487.XSHE,2023-03-23,-15.699999999999989
002093.XSHE,2023-03-23,-4.029999999999987
688689.XSHG,2023-03-23,-0.7200000000000024
002034.XSHE,2023-03-23,-1.0900000000000034
300721.XSHE,2023-03-23,-2.1599999999999966
000836.XSHE,2023-03-23,-0.5299999999999976
301101.XSHE,2023-03-23,-2.1999999999999957
301177.XSHE,2023-03-23,-1.5399999999999991
600483.XSHG,2023-03-23,-1.1499999999999986
688588.XSHG,2023-03-23,-0.7900000000000027
300249.XSHE,2023-03-23,-2.6599999999999966
688565.XSHG,2023-03-23,-0.1899999999999995
002440.XSHE,2023-03-23,-0.8699999999999974
300666.XSHE,2023-03-23,-2.0799999999999983
601006.XSHG,2023-03-23,-0.259999999999998
301306.XSHE,2023-03-23,-1.25
003004.XSHE,2023-03-23,-0.6600000000000001
688601.XSHG,2023-03-23,-5.660000000000011
300401.XSHE,2023-03-23,-1.4000000000000057
688167.XSHG,2023-03-23,-4.969999999999999
002610.XSHE,2023-03-23,-1.25
600115.XSHG,2023-03-23,-0.1299999999999999
301246.XSHE,2023-03-23,-0.7100000000000009
000151.XSHE,2023-03-23,-1.1899999999999977
000959.XSHE,2023-03-23,-0.14000000000000057
300619.XSHE,2023-03-23,-1.3599999999999994
300605.XSHE,2023-03-23,-0.75
600114.XSHG,2023-03-23,-1.25
603071.XSHG,2023-03-23,-0.17999999999999972
300022.XSHE,2023-03-23,-0.3200000000000003
002569.XSHE,2023-03-23,-0.07000000000000028
000090.XSHE,2023-03-23,-0.6700000000000017
301278.XSHE,2023-03-23,-2.3299999999999983
600735.XSHG,2023-03-23,-0.5
000422.XSHE,2023-03-23,-2.579999999999984
600438.XSHG,2023-03-23,-5.9599999999999795
603209.XSHG,2023-03-23,-1.4299999999999997
002370.XSHE,2023-03-23,-0.16999999999999815
603683.XSHG,2023-03-23,-0.45000000000000107
300077.XSHE,2023-03-23,-3.549999999999997
603613.XSHG,2023-03-23,-11.939999999999998
000888.XSHE,2023-03-23,-0.9500000000000028
300964.XSHE,2023-03-23,-6.159999999999997
601318.XSHG,2023-03-23,-1.6000000000000085
603680.XSHG,2023-03-23,-0.26000000000000156
003021.XSHE,2023-03-23,-3.269999999999996
300252.XSHE,2023-03-23,-3.280000000000001
688439.XSHG,2023-03-23,-2.6899999999999977
000016.XSHE,2023-03-23,-3.9000000000000057
002004.XSHE,2023-03-23,-1.289999999999992
300033.XSHE,2023-03-23,-250.6199999999999
688184.XSHG,2023-03-23,-0.38000000000000256
603776.XSHG,2023-03-23,-1.6400000000000006
300495.XSHE,2023-03-23,-0.46999999999999886
600200.XSHG,2023-03-23,-2.0
600642.XSHG,2023-03-23,-1.5899999999999892
