code,price_amplitude
002433.XSHE,-0.3299999999999983
688195.XSHG,-3.8099999999999987
000713.XSHE,-1.8799999999999955
000576.XSHE,-2.2099999999999937
603227.XSHG,-0.9899999999999984
002731.XSHE,-0.990000000000002
300564.XSHE,-0.7899999999999991
300675.XSHE,-0.7200000000000006
300267.XSHE,-0.5200000000000031
301270.XSHE,-1.9799999999999969
000626.XSHE,-2.25
300144.XSHE,-8.54000000000002
688520.XSHG,-2.259999999999998
000633.XSHE,-2.089999999999989
600901.XSHG,-0.11000000000000032
301289.XSHE,-1.3599999999999994
002134.XSHE,-0.46000000000000085
603583.XSHG,-1.9699999999999989
301326.XSHE,-1.3800000000000026
300044.XSHE,-0.990000000000002
002902.XSHE,-3.6900000000000013
601199.XSHG,-1.3099999999999952
688136.XSHG,-0.3500000000000014
002471.XSHE,-0.3500000000000014
601801.XSHG,-0.4499999999999993
002410.XSHE,-41.620000000000005
603012.XSHG,-0.16999999999999993
002401.XSHE,-9.22999999999999
688011.XSHG,-0.9699999999999989
603278.XSHG,-0.2599999999999998
301365.XSHE,-0.9800000000000004
600537.XSHG,-0.4400000000000013
000620.XSHE,-0.33000000000000007
000691.XSHE,-0.27999999999999936
300379.XSHE,-12.349999999999994
603093.XSHG,-0.2400000000000002
300404.XSHE,-1.5700000000000003
600202.XSHG,-0.5
000825.XSHE,-0.4099999999999966
002474.XSHE,-6.210000000000001
300039.XSHE,-5.039999999999992
301439.XSHE,-0.6499999999999986
002715.XSHE,-0.3999999999999986
600211.XSHG,-7.349999999999994
001914.XSHE,-2.4499999999999886
300327.XSHE,-11.370000000000005
688207.XSHG,-4.769999999999996
000716.XSHE,-1.3799999999999955
000882.XSHE,-0.1200000000000001
300555.XSHE,-0.5800000000000018
605286.XSHG,-1.6499999999999986
300829.XSHE,-1.0799999999999983
002799.XSHE,-1.1300000000000026
000968.XSHE,-0.20999999999999908
600372.XSHG,-0.5799999999999983
300355.XSHE,-0.4100000000000037
300812.XSHE,-2.6400000000000006
000921.XSHE,-0.8299999999999983
603001.XSHG,-0.3200000000000003
600587.XSHG,-8.939999999999998
600690.XSHG,-22.229999999999905
000655.XSHE,-0.6000000000000014
601816.XSHG,-0.08000000000000007
002716.XSHE,-0.3500000000000014
603388.XSHG,-1.1600000000000001
600479.XSHG,-7.5
000020.XSHE,-1.0800000000000018
688232.XSHG,-2.6400000000000006
301096.XSHE,-1.1599999999999966
600648.XSHG,-1.2399999999999949
600714.XSHG,-0.370000000000001
000776.XSHE,-1.1400000000000006
600348.XSHG,-2.960000000000008
002365.XSHE,-0.6399999999999935
002388.XSHE,-0.8900000000000006
688161.XSHG,-1.8599999999999994
000090.XSHE,-0.759999999999998
000880.XSHE,-1.019999999999996
603377.XSHG,-0.5099999999999998
688143.XSHG,-3.3300000000000054
600332.XSHG,-1.3699999999999974
002862.XSHE,-0.7600000000000016
301231.XSHE,-1.009999999999998
002325.XSHE,-0.2699999999999996
600178.XSHG,-0.35999999999999943
000803.XSHE,-1.4299999999999997
600538.XSHG,-0.1899999999999995
300558.XSHE,-4.810000000000002
002272.XSHE,-0.41000000000000014
300718.XSHE,-1.4000000000000057
300975.XSHE,-0.40999999999999837
301032.XSHE,-0.16000000000000014
301150.XSHE,-2.730000000000004
603113.XSHG,-0.25
603777.XSHG,-0.6899999999999977
002565.XSHE,-0.4200000000000017
301153.XSHE,-22.379999999999995
301030.XSHE,-1.6500000000000057
600775.XSHG,-0.5
002153.XSHE,-55.92999999999995
688170.XSHG,-1.5700000000000003
603239.XSHG,-0.9600000000000009
688030.XSHG,-1.120000000000001
002298.XSHE,-0.5100000000000016
603039.XSHG,-46.360000000000014
600163.XSHG,-0.08999999999999986
002673.XSHE,-0.17999999999999972
600446.XSHG,-14.230000000000018
603637.XSHG,-0.6099999999999994
000301.XSHE,-0.5500000000000007
300562.XSHE,-2.059999999999995
002424.XSHE,-2.9200000000000017
300447.XSHE,-5.82
600566.XSHG,-2.1400000000000006
002823.XSHE,-0.5899999999999999
688488.XSHG,-0.27999999999999936
300862.XSHE,-0.5399999999999991
002825.XSHE,-0.9499999999999993
600615.XSHG,-19.17999999999995
002315.XSHE,-2.3599999999999994
300639.XSHE,-1.210000000000008
600979.XSHG,-0.21999999999999886
000029.XSHE,-0.9200000000000017
003004.XSHE,-0.6700000000000017
300419.XSHE,-1.5399999999999991
300915.XSHE,-1.019999999999996
688690.XSHG,-0.9699999999999989
688185.XSHG,-2.4099999999999966
300962.XSHE,-0.6600000000000001
300214.XSHE,-0.33999999999999986
002842.XSHE,-0.5300000000000011
000938.XSHE,-17.349999999999994
002050.XSHE,-7.430000000000007
300100.XSHE,-1.009999999999998
002208.XSHE,-0.4399999999999977
605318.XSHG,-0.2900000000000009
000798.XSHE,-0.9300000000000033
600094.XSHG,-0.15000000000000036
000925.XSHE,-0.6600000000000001
000809.XSHE,-0.41000000000000014
300791.XSHE,-1.6899999999999977
688337.XSHG,-3.989999999999995
000860.XSHE,-6.010000000000005
002221.XSHE,-0.6999999999999957
300857.XSHE,-1.5100000000000016
