code,date,price_amplitude
300911.XSHE,2023-10-30,-1.1400000000000006
000887.XSHE,2023-10-30,-9.569999999999993
301429.XSHE,2023-10-30,-0.490000000000002
600415.XSHG,2023-10-30,-7.96999999999997
600939.XSHG,2023-10-30,-0.07000000000000028
002313.XSHE,2023-10-30,-0.6999999999999993
300532.XSHE,2023-10-30,-2.740000000000002
301196.XSHE,2023-10-30,-0.4399999999999977
300002.XSHE,2023-10-30,-5.720000000000013
000822.XSHE,2023-10-30,-0.370000000000001
002732.XSHE,2023-10-30,-1.0400000000000027
300520.XSHE,2023-10-30,-1.7299999999999969
300426.XSHE,2023-10-30,-9.07
301259.XSHE,2023-10-30,-0.6700000000000017
601298.XSHG,2023-10-30,-0.3100000000000005
300593.XSHE,2023-10-30,-2.990000000000009
002697.XSHE,2023-10-30,-0.5600000000000023
688599.XSHG,2023-10-30,-1.4299999999999997
600997.XSHG,2023-10-30,-0.6299999999999955
601198.XSHG,2023-10-30,-0.08999999999999986
300540.XSHE,2023-10-30,-0.8599999999999994
000719.XSHE,2023-10-30,-1.019999999999996
600238.XSHG,2023-10-30,-1.0399999999999991
601963.XSHG,2023-10-30,-0.3699999999999992
600469.XSHG,2023-10-30,-0.4399999999999995
600211.XSHG,2023-10-30,-7.22999999999999
600843.XSHG,2023-10-30,-0.3699999999999992
300854.XSHE,2023-10-30,-0.35999999999999943
300212.XSHE,2023-10-30,-9.069999999999993
002565.XSHE,2023-10-30,-0.8299999999999983
603232.XSHG,2023-10-30,-3.6000000000000014
600867.XSHG,2023-10-30,-11.180000000000007
603012.XSHG,2023-10-30,-0.2400000000000002
601155.XSHG,2023-10-30,-0.39000000000000057
603688.XSHG,2023-10-30,-6.1699999999999875
603192.XSHG,2023-10-30,-0.9400000000000013
688004.XSHG,2023-10-30,-1.8900000000000006
300956.XSHE,2023-10-30,-0.879999999999999
600794.XSHG,2023-10-30,-1.0600000000000023
600499.XSHG,2023-10-30,-9.569999999999993
002722.XSHE,2023-10-30,-0.25
300779.XSHE,2023-10-30,-1.3400000000000034
300428.XSHE,2023-10-30,-2.200000000000003
605099.XSHG,2023-10-30,-0.41000000000000014
688027.XSHG,2023-10-30,-2.670000000000016
601789.XSHG,2023-10-30,-0.21999999999999886
002500.XSHE,2023-10-30,-0.04999999999999982
688535.XSHG,2023-10-30,-5.810000000000002
600125.XSHG,2023-10-30,-2.440000000000012
300182.XSHE,2023-10-30,-8.319999999999993
002970.XSHE,2023-10-30,-1.8900000000000006
300209.XSHE,2023-10-30,-0.3000000000000007
301022.XSHE,2023-10-30,-2.960000000000001
601019.XSHG,2023-10-30,-0.379999999999999
002867.XSHE,2023-10-30,-4.419999999999995
300936.XSHE,2023-10-30,-1.75
600753.XSHG,2023-10-30,-1.3599999999999994
002678.XSHE,2023-10-30,-0.1999999999999993
300142.XSHE,2023-10-30,-12.79000000000002
002759.XSHE,2023-10-30,-0.5800000000000018
002879.XSHE,2023-10-30,-1.3900000000000006
688298.XSHG,2023-10-30,-1.5600000000000023
603083.XSHG,2023-10-30,-1.6500000000000057
600556.XSHG,2023-10-30,-0.6099999999999994
600109.XSHG,2023-10-30,-0.9699999999999989
300897.XSHE,2023-10-30,-0.8599999999999994
300758.XSHE,2023-10-30,-0.9899999999999949
688058.XSHG,2023-10-30,-3.0200000000000102
300021.XSHE,2023-10-30,-1.0100000000000051
688295.XSHG,2023-10-30,-1.5899999999999999
002414.XSHE,2023-10-30,-3.3100000000000023
600571.XSHG,2023-10-30,-4.200000000000003
603779.XSHG,2023-10-30,-0.5299999999999994
300487.XSHE,2023-10-30,-13.049999999999955
002093.XSHE,2023-10-30,-5.02000000000001
688689.XSHG,2023-10-30,-1.870000000000001
002034.XSHE,2023-10-30,-0.5
300721.XSHE,2023-10-30,-1.3000000000000007
000836.XSHE,2023-10-30,-0.6999999999999993
301101.XSHE,2023-10-30,-1.5599999999999952
301177.XSHE,2023-10-30,-0.740000000000002
301372.XSHE,2023-10-30,-1.7700000000000031
600483.XSHG,2023-10-30,-0.75
688588.XSHG,2023-10-30,-0.5199999999999996
300249.XSHE,2023-10-30,-3.690000000000005
688565.XSHG,2023-10-30,-0.21000000000000085
002440.XSHE,2023-10-30,-0.7800000000000011
300666.XSHE,2023-10-30,-3.509999999999998
688671.XSHG,2023-10-30,-1.75
601006.XSHG,2023-10-30,-0.18999999999999773
301306.XSHE,2023-10-30,-1.1099999999999994
003004.XSHE,2023-10-30,-1.4400000000000013
688601.XSHG,2023-10-30,-15.470000000000013
300401.XSHE,2023-10-30,-1.4600000000000009
688167.XSHG,2023-10-30,-5.799999999999997
002610.XSHE,2023-10-30,-0.620000000000001
