code,price_amplitude
002433.XSHE,0.28999999999999915
000713.XSHE,2.8999999999999986
000576.XSHE,2.9100000000000037
603227.XSHG,0.2699999999999996
002731.XSHE,0.9100000000000001
300564.XSHE,0.379999999999999
300675.XSHE,0.46000000000000085
300267.XSHE,1.4299999999999997
000626.XSHE,2.8799999999999955
300144.XSHE,7.180000000000007
000633.XSHE,1.2700000000000031
600901.XSHG,0.17000000000000082
002134.XSHE,0.5
603583.XSHG,4.049999999999997
300044.XSHE,1.4499999999999957
002902.XSHE,1.3399999999999999
601199.XSHG,0.3999999999999986
002471.XSHE,0.490000000000002
601801.XSHG,0.20000000000000107
002410.XSHE,55.60000000000002
603012.XSHG,0.46999999999999886
002401.XSHE,3.4000000000000057
688011.XSHG,1.7299999999999969
603278.XSHG,0.3600000000000012
600537.XSHG,0.35999999999999943
000620.XSHE,0.4599999999999991
000691.XSHE,0.5899999999999999
300379.XSHE,13.340000000000003
603093.XSHG,0.8599999999999994
300404.XSHE,1.5100000000000051
600202.XSHG,0.23999999999999844
000825.XSHE,0.7799999999999976
002474.XSHE,1.1899999999999977
300039.XSHE,1.019999999999996
002715.XSHE,0.4800000000000004
600211.XSHG,2.3700000000000045
001914.XSHE,19.600000000000023
300327.XSHE,5.920000000000002
000716.XSHE,0.9500000000000011
000882.XSHE,0.08999999999999986
300555.XSHE,0.6799999999999997
300829.XSHE,2.6799999999999997
002799.XSHE,0.5899999999999999
000968.XSHE,0.22999999999999865
600372.XSHG,1.2999999999999972
300355.XSHE,0.8000000000000007
300812.XSHE,4.410000000000004
000921.XSHE,0.4599999999999991
603001.XSHG,0.08000000000000007
600587.XSHG,1.6599999999999966
600690.XSHG,10.75
000655.XSHE,1.4100000000000037
601816.XSHG,0.04999999999999982
002716.XSHE,0.1899999999999995
603388.XSHG,0.48999999999999844
600479.XSHG,0.9299999999999926
000020.XSHE,0.4299999999999997
600648.XSHG,2.0799999999999983
600714.XSHG,0.9700000000000006
000776.XSHE,0.7200000000000131
600348.XSHG,0.779999999999994
002365.XSHE,0.9200000000000017
002388.XSHE,1.2300000000000004
000090.XSHE,1.3999999999999986
000880.XSHE,0.5499999999999972
603377.XSHG,0.5300000000000011
600332.XSHG,0.8299999999999983
002862.XSHE,0.9200000000000017
002325.XSHE,0.35999999999999943
600178.XSHG,0.15000000000000036
000803.XSHE,0.75
000835.XSHE,1.1900000000000013
600538.XSHG,0.36999999999999744
300558.XSHE,5.030000000000001
002272.XSHE,1.5399999999999991
300718.XSHE,1.779999999999994
603113.XSHG,0.16999999999999993
603777.XSHG,1.379999999999999
002565.XSHE,0.9199999999999946
600775.XSHG,0.40000000000000036
002153.XSHE,24.279999999999973
603239.XSHG,1.9699999999999989
688030.XSHG,3.0700000000000003
002298.XSHE,0.75
603039.XSHG,7.650000000000006
600163.XSHG,0.0699999999999994
002673.XSHE,0.9699999999999989
600446.XSHG,7.5400000000000205
603637.XSHG,0.379999999999999
000301.XSHE,0.45000000000000107
300562.XSHE,3.0600000000000023
002424.XSHE,2.8499999999999943
300447.XSHE,1.4100000000000037
600566.XSHG,0.9200000000000017
002823.XSHE,0.629999999999999
600074.XSHG,0.08999999999999986
002825.XSHE,0.5800000000000018
600615.XSHG,17.569999999999936
002315.XSHE,1.4300000000000068
300639.XSHE,5.709999999999994
600979.XSHG,0.129999999999999
300419.XSHE,2.770000000000003
300214.XSHE,2.0500000000000007
002842.XSHE,1.9299999999999997
000938.XSHE,12.879999999999995
002050.XSHE,10.699999999999989
300100.XSHE,0.509999999999998
600555.XSHG,0.5099999999999998
002208.XSHE,0.8599999999999994
000798.XSHE,0.27999999999999936
600094.XSHG,1.379999999999999
000925.XSHE,1.5999999999999979
000809.XSHE,0.17999999999999972
300791.XSHE,2.710000000000001
000860.XSHE,3.440000000000026
002221.XSHE,1.0
600121.XSHG,0.15000000000000036
300790.XSHE,2.299999999999997
002370.XSHE,0.7699999999999996
603909.XSHG,0.5899999999999999
000547.XSHE,11.72999999999999
300001.XSHE,4.909999999999997
002304.XSHE,21.769999999999982
600328.XSHG,0.5399999999999991
600894.XSHG,0.4499999999999993
601188.XSHG,0.06999999999999984
002078.XSHE,1.5200000000000102
002869.XSHE,1.8799999999999955
000783.XSHE,0.3500000000000014
600603.XSHG,43.32999999999993
600612.XSHG,294.9900000000007
600575.XSHG,1.2299999999999969
300020.XSHE,4.22999999999999
600528.XSHG,0.9299999999999997
600691.XSHG,0.28000000000000114
600750.XSHG,2.6299999999999955
002106.XSHE,1.7299999999999969
300671.XSHE,2.25
300707.XSHE,2.91
603587.XSHG,1.3499999999999979
603665.XSHG,0.8900000000000006
300117.XSHE,0.46999999999999886
600997.XSHG,0.46000000000000085
002481.XSHE,13.25
