code,date,price_amplitude
000887.XSHE,2020-06-08,3.710000000000008
600415.XSHG,2020-06-08,20.180000000000007
600939.XSHG,2020-06-08,0.06000000000000005
002313.XSHE,2020-06-08,1.1000000000000014
300532.XSHE,2020-06-08,0.46999999999999886
300002.XSHE,2020-06-08,6.759999999999991
000822.XSHE,2020-06-08,0.16999999999999993
002732.XSHE,2020-06-08,1.3399999999999999
300520.XSHE,2020-06-08,1.4299999999999997
300426.XSHE,2020-06-08,6.960000000000001
601298.XSHG,2020-06-08,0.13999999999999968
300593.XSHE,2020-06-08,0.7200000000000024
002697.XSHE,2020-06-08,4.1000000000000085
600997.XSHG,2020-06-08,0.39000000000000057
601198.XSHG,2020-06-08,0.17999999999999972
300540.XSHE,2020-06-08,0.5
000719.XSHE,2020-06-08,0.25
000806.XSHE,2020-06-08,0.41999999999999993
600238.XSHG,2020-06-08,0.1999999999999993
600469.XSHG,2020-06-08,0.2400000000000002
600211.XSHG,2020-06-08,8.849999999999994
600843.XSHG,2020-06-08,0.3100000000000023
300212.XSHE,2020-06-08,8.580000000000041
002565.XSHE,2020-06-08,1.6799999999999997
603232.XSHG,2020-06-08,1.4699999999999989
600867.XSHG,2020-06-08,14.870000000000005
603012.XSHG,2020-06-08,0.22999999999999865
601155.XSHG,2020-06-08,1.1200000000000045
603688.XSHG,2020-06-08,1.0799999999999983
603192.XSHG,2020-06-08,0.6499999999999986
600093.XSHG,2020-06-08,1.4099999999999966
600794.XSHG,2020-06-08,1.4499999999999886
600499.XSHG,2020-06-08,5.8999999999999915
002722.XSHE,2020-06-08,0.3800000000000008
300779.XSHE,2020-06-08,0.4800000000000004
300428.XSHE,2020-06-08,1.4500000000000028
601789.XSHG,2020-06-08,0.33999999999999986
002500.XSHE,2020-06-08,0.1200000000000001
600125.XSHG,2020-06-08,1.9500000000000028
300182.XSHE,2020-06-08,8.950000000000017
002970.XSHE,2020-06-08,4.769999999999996
300209.XSHE,2020-06-08,1.509999999999998
601019.XSHG,2020-06-08,0.07000000000000028
002867.XSHE,2020-06-08,0.9100000000000037
600753.XSHG,2020-06-08,1.4200000000000017
002678.XSHE,2020-06-08,0.610000000000003
300142.XSHE,2020-06-08,22.949999999999932
002759.XSHE,2020-06-08,0.379999999999999
002879.XSHE,2020-06-08,0.4800000000000004
688298.XSHG,2020-06-08,8.409999999999997
603083.XSHG,2020-06-08,2.3300000000000054
600556.XSHG,2020-06-08,3.3499999999999943
600109.XSHG,2020-06-08,3.3800000000000097
300758.XSHE,2020-06-08,0.490000000000002
300202.XSHE,2020-06-08,4.849999999999994
688058.XSHG,2020-06-08,9.990000000000009
300021.XSHE,2020-06-08,1.1600000000000037
002414.XSHE,2020-06-08,7.210000000000008
600571.XSHG,2020-06-08,1.6899999999999977
603779.XSHG,2020-06-08,0.05999999999999961
300487.XSHE,2020-06-08,1.6199999999999903
002093.XSHE,2020-06-08,4.019999999999996
002034.XSHE,2020-06-08,5.030000000000001
300721.XSHE,2020-06-08,0.9199999999999982
000836.XSHE,2020-06-08,0.8000000000000007
600483.XSHG,2020-06-08,0.9499999999999993
688588.XSHG,2020-06-08,1.6099999999999994
300249.XSHE,2020-06-08,0.8700000000000045
002440.XSHE,2020-06-08,0.5399999999999991
300666.XSHE,2020-06-08,4.470000000000006
601006.XSHG,2020-06-08,0.06999999999999851
600978.XSHG,2020-06-08,0.5599999999999996
300401.XSHE,2020-06-08,2.6400000000000006
000585.XSHE,2020-06-08,0.05999999999999983
002610.XSHE,2020-06-08,0.26000000000000156
600115.XSHG,2020-06-08,0.29000000000000004
000151.XSHE,2020-06-08,0.46999999999999886
000959.XSHE,2020-06-08,0.7000000000000002
300619.XSHE,2020-06-08,0.28999999999999915
300605.XSHE,2020-06-08,0.5399999999999991
600114.XSHG,2020-06-08,5.279999999999994
300022.XSHE,2020-06-08,0.28000000000000114
000090.XSHE,2020-06-08,2.0900000000000034
600735.XSHG,2020-06-08,0.5399999999999991
000422.XSHE,2020-06-08,0.8100000000000023
600438.XSHG,2020-06-08,10.389999999999986
002370.XSHE,2020-06-08,0.3200000000000003
603683.XSHG,2020-06-08,0.5899999999999999
300077.XSHE,2020-06-08,2.0600000000000023
603613.XSHG,2020-06-08,4.75
000888.XSHE,2020-06-08,0.9500000000000028
601318.XSHG,2020-06-08,3.719999999999999
603680.XSHG,2020-06-08,0.7100000000000009
300252.XSHE,2020-06-08,1.4399999999999977
000016.XSHE,2020-06-08,8.02000000000001
002004.XSHE,2020-06-08,3.25
300033.XSHE,2020-06-08,19.480000000000018
603776.XSHG,2020-06-08,1.1499999999999986
300495.XSHE,2020-06-08,0.9099999999999966
600200.XSHG,2020-06-08,4.1000000000000085
600642.XSHG,2020-06-08,0.5900000000000034
002384.XSHE,2020-06-08,12.049999999999983
002684.XSHE,2020-06-08,0.9299999999999997
002273.XSHE,2020-06-08,12.669999999999987
000758.XSHE,2020-06-08,2.5600000000000023
002071.XSHE,2020-06-08,0.0
002619.XSHE,2020-06-08,0.6100000000000012
002009.XSHE,2020-06-08,0.75
300085.XSHE,2020-06-08,2.75
