date,code,zt,dt,paused
2023-06-07,000001.XSHE,0,0,0.0
2023-06-07,000002.XSHE,0,0,0.0
2023-06-07,000004.XSHE,1,0,0.0
2023-06-07,000005.XSHE,1,0,0.0
2023-06-07,000006.XSHE,0,0,0.0
2023-06-07,000007.XSHE,0,0,0.0
2023-06-07,000008.XSHE,0,0,0.0
2023-06-07,000009.XSHE,0,0,0.0
2023-06-07,000010.XSHE,0,0,0.0
2023-06-07,000011.XSHE,0,0,0.0
2023-06-07,000012.XSHE,0,0,0.0
2023-06-07,000014.XSHE,0,0,0.0
2023-06-07,000016.XSHE,0,0,0.0
2023-06-07,000017.XSHE,0,0,0.0
2023-06-07,000018.XSHE,0,0,
2023-06-07,000019.XSHE,0,0,0.0
2023-06-07,000020.XSHE,0,0,0.0
2023-06-07,000021.XSHE,0,0,0.0
2023-06-07,000022.XSHE,0,0,
2023-06-07,000023.XSHE,0,0,0.0
2023-06-07,000024.XSHE,0,0,
2023-06-07,000025.XSHE,0,0,0.0
2023-06-07,000026.XSHE,0,0,0.0
2023-06-07,000027.XSHE,0,0,0.0
2023-06-07,000028.XSHE,0,0,0.0
2023-06-07,000029.XSHE,0,0,0.0
2023-06-07,000030.XSHE,0,0,0.0
2023-06-07,000031.XSHE,0,0,0.0
2023-06-07,000032.XSHE,0,0,0.0
2023-06-07,000033.XSHE,0,0,
2023-06-07,000034.XSHE,0,0,0.0
2023-06-07,000035.XSHE,0,0,0.0
2023-06-07,000036.XSHE,0,0,0.0
2023-06-07,000037.XSHE,0,0,0.0
2023-06-07,000038.XSHE,1,1,1.0
2023-06-07,000039.XSHE,0,0,0.0
2023-06-07,000040.XSHE,0,0,0.0
2023-06-07,000042.XSHE,0,0,0.0
2023-06-07,000043.XSHE,0,0,
2023-06-07,000045.XSHE,0,0,0.0
2023-06-07,000046.XSHE,0,1,0.0
2023-06-07,000048.XSHE,0,0,0.0
2023-06-07,000049.XSHE,0,0,0.0
2023-06-07,000050.XSHE,0,0,0.0
2023-06-07,000055.XSHE,0,0,0.0
2023-06-07,000056.XSHE,0,0,0.0
2023-06-07,000058.XSHE,0,0,0.0
2023-06-07,000059.XSHE,0,0,0.0
2023-06-07,000060.XSHE,0,0,0.0
2023-06-07,000061.XSHE,0,0,0.0
2023-06-07,000062.XSHE,0,0,0.0
2023-06-07,000063.XSHE,0,0,0.0
2023-06-07,000065.XSHE,0,0,0.0
2023-06-07,000066.XSHE,0,0,0.0
2023-06-07,000068.XSHE,0,0,0.0
2023-06-07,000069.XSHE,0,0,0.0
2023-06-07,000070.XSHE,0,0,0.0
2023-06-07,000078.XSHE,0,0,0.0
2023-06-07,000088.XSHE,0,0,0.0
2023-06-07,000089.XSHE,0,0,0.0
2023-06-07,000090.XSHE,0,0,0.0
2023-06-07,000096.XSHE,0,0,0.0
2023-06-07,000099.XSHE,1,0,0.0
2023-06-07,000100.XSHE,0,0,0.0
2023-06-07,000150.XSHE,1,1,1.0
2023-06-07,000151.XSHE,0,0,0.0
2023-06-07,000153.XSHE,0,0,0.0
2023-06-07,000155.XSHE,0,0,0.0
2023-06-07,000156.XSHE,0,0,0.0
2023-06-07,000157.XSHE,0,0,0.0
2023-06-07,000158.XSHE,0,0,0.0
2023-06-07,000159.XSHE,0,0,0.0
2023-06-07,000166.XSHE,0,0,0.0
2023-06-07,000301.XSHE,0,0,0.0
2023-06-07,000333.XSHE,0,0,0.0
2023-06-07,000338.XSHE,0,0,0.0
2023-06-07,000400.XSHE,0,0,0.0
2023-06-07,000401.XSHE,0,0,0.0
2023-06-07,000402.XSHE,0,0,0.0
2023-06-07,000403.XSHE,0,0,0.0
2023-06-07,000404.XSHE,0,0,0.0
2023-06-07,000406.XSHE,0,0,
2023-06-07,000407.XSHE,0,0,0.0
2023-06-07,000408.XSHE,0,0,0.0
2023-06-07,000409.XSHE,0,0,0.0
2023-06-07,000410.XSHE,0,0,0.0
2023-06-07,000411.XSHE,0,0,0.0
2023-06-07,000413.XSHE,0,0,0.0
2023-06-07,000415.XSHE,0,0,0.0
2023-06-07,000416.XSHE,1,0,0.0
2023-06-07,000417.XSHE,0,0,0.0
2023-06-07,000418.XSHE,0,0,
2023-06-07,000419.XSHE,0,0,0.0
2023-06-07,000420.XSHE,0,0,0.0
2023-06-07,000421.XSHE,0,0,0.0
2023-06-07,000422.XSHE,0,0,0.0
2023-06-07,000423.XSHE,0,0,0.0
2023-06-07,000425.XSHE,0,0,0.0
2023-06-07,000426.XSHE,0,0,0.0
2023-06-07,000428.XSHE,0,0,0.0
2023-06-07,000429.XSHE,0,0,0.0
2023-06-07,000430.XSHE,0,0,0.0
2023-06-07,000488.XSHE,0,0,0.0
2023-06-07,000498.XSHE,0,0,0.0
2023-06-07,000501.XSHE,0,0,0.0
2023-06-07,000502.XSHE,0,0,
2023-06-07,000503.XSHE,1,0,0.0
2023-06-07,000504.XSHE,0,0,0.0
2023-06-07,000505.XSHE,0,0,0.0
2023-06-07,000506.XSHE,0,0,0.0
2023-06-07,000507.XSHE,0,0,0.0
2023-06-07,000509.XSHE,0,0,0.0
2023-06-07,000510.XSHE,0,0,0.0
2023-06-07,000511.XSHE,0,0,
2023-06-07,000513.XSHE,0,0,0.0
2023-06-07,000514.XSHE,0,0,0.0
2023-06-07,000515.XSHE,0,0,
2023-06-07,000516.XSHE,0,0,0.0
2023-06-07,000517.XSHE,0,0,0.0
2023-06-07,000518.XSHE,0,0,0.0
2023-06-07,000519.XSHE,0,0,0.0
2023-06-07,000520.XSHE,0,0,0.0
2023-06-07,000521.XSHE,0,0,0.0
2023-06-07,000522.XSHE,0,0,
2023-06-07,000523.XSHE,0,0,0.0
2023-06-07,000524.XSHE,0,0,0.0
2023-06-07,000525.XSHE,0,0,0.0
2023-06-07,000526.XSHE,0,0,0.0
2023-06-07,000527.XSHE,0,0,
2023-06-07,000528.XSHE,0,0,0.0
2023-06-07,000529.XSHE,0,0,0.0
2023-06-07,000530.XSHE,0,0,0.0
2023-06-07,000531.XSHE,0,0,0.0
2023-06-07,000532.XSHE,0,0,0.0
2023-06-07,000533.XSHE,0,0,0.0
2023-06-07,000534.XSHE,0,0,0.0
2023-06-07,000535.XSHE,0,0,
2023-06-07,000536.XSHE,0,0,0.0
2023-06-07,000537.XSHE,0,0,0.0
2023-06-07,000538.XSHE,0,0,0.0
2023-06-07,000539.XSHE,0,0,0.0
2023-06-07,000540.XSHE,1,1,1.0
2023-06-07,000541.XSHE,0,0,0.0
2023-06-07,000543.XSHE,0,0,0.0
2023-06-07,000544.XSHE,0,0,0.0
2023-06-07,000545.XSHE,0,0,0.0
2023-06-07,000546.XSHE,0,0,0.0
2023-06-07,000547.XSHE,0,0,0.0
2023-06-07,000548.XSHE,0,0,0.0
2023-06-07,000549.XSHE,0,0,
2023-06-07,000550.XSHE,0,0,0.0
2023-06-07,000551.XSHE,0,0,0.0
2023-06-07,000552.XSHE,0,0,0.0
2023-06-07,000553.XSHE,0,0,0.0
2023-06-07,000554.XSHE,0,0,0.0
2023-06-07,000555.XSHE,0,0,0.0
2023-06-07,000557.XSHE,0,0,0.0
2023-06-07,000558.XSHE,0,0,0.0
2023-06-07,000559.XSHE,0,0,0.0
2023-06-07,000560.XSHE,0,0,0.0
2023-06-07,000561.XSHE,0,0,0.0
2023-06-07,000562.XSHE,0,0,
2023-06-07,000563.XSHE,0,0,0.0
2023-06-07,000564.XSHE,0,0,0.0
2023-06-07,000565.XSHE,0,0,0.0
2023-06-07,000566.XSHE,0,0,0.0
2023-06-07,000567.XSHE,0,0,0.0
2023-06-07,000568.XSHE,0,0,0.0
2023-06-07,000569.XSHE,0,0,
2023-06-07,000570.XSHE,0,0,0.0
2023-06-07,000571.XSHE,0,0,0.0
2023-06-07,000572.XSHE,0,0,0.0
2023-06-07,000573.XSHE,0,0,0.0
2023-06-07,000576.XSHE,0,0,0.0
2023-06-07,000578.XSHE,0,0,
2023-06-07,000581.XSHE,0,0,0.0
2023-06-07,000582.XSHE,0,0,0.0
2023-06-07,000583.XSHE,0,0,
2023-06-07,000584.XSHE,1,0,0.0
2023-06-07,000585.XSHE,0,0,
2023-06-07,000586.XSHE,0,0,0.0
2023-06-07,000587.XSHE,0,0,
2023-06-07,000589.XSHE,0,0,0.0
2023-06-07,000590.XSHE,0,0,0.0
2023-06-07,000591.XSHE,0,0,0.0
2023-06-07,000592.XSHE,0,0,0.0
2023-06-07,000593.XSHE,0,0,0.0
2023-06-07,000594.XSHE,0,0,
2023-06-07,000595.XSHE,0,0,0.0
2023-06-07,000596.XSHE,0,0,0.0
2023-06-07,000597.XSHE,0,0,0.0
2023-06-07,000598.XSHE,0,0,0.0
2023-06-07,000599.XSHE,0,0,0.0
2023-06-07,000600.XSHE,0,0,0.0
2023-06-07,000601.XSHE,0,0,0.0
2023-06-07,000602.XSHE,0,0,
2023-06-07,000603.XSHE,0,0,0.0
2023-06-07,000605.XSHE,0,0,0.0
2023-06-07,000606.XSHE,1,1,1.0
2023-06-07,000607.XSHE,0,0,0.0
2023-06-07,000608.XSHE,0,0,0.0
2023-06-07,000609.XSHE,0,0,0.0
2023-06-07,000610.XSHE,0,0,0.0
2023-06-07,000611.XSHE,0,0,
2023-06-07,000612.XSHE,0,0,0.0
2023-06-07,000613.XSHE,0,0,
2023-06-07,000615.XSHE,1,1,0.0
2023-06-07,000616.XSHE,1,0,0.0
2023-06-07,000617.XSHE,0,0,0.0
2023-06-07,000618.XSHE,0,0,
2023-06-07,000619.XSHE,0,0,0.0
2023-06-07,000620.XSHE,1,1,0.0
2023-06-07,000622.XSHE,0,0,0.0
2023-06-07,000623.XSHE,0,0,0.0
2023-06-07,000625.XSHE,0,0,0.0
2023-06-07,000626.XSHE,0,0,0.0
2023-06-07,000627.XSHE,0,0,0.0
2023-06-07,000628.XSHE,0,0,0.0
2023-06-07,000629.XSHE,0,0,0.0
2023-06-07,000630.XSHE,0,0,0.0
2023-06-07,000631.XSHE,0,0,0.0
2023-06-07,000632.XSHE,0,0,0.0
2023-06-07,000633.XSHE,0,0,0.0
2023-06-07,000635.XSHE,0,0,0.0
2023-06-07,000636.XSHE,0,0,0.0
2023-06-07,000637.XSHE,0,0,0.0
2023-06-07,000638.XSHE,0,0,0.0
2023-06-07,000639.XSHE,0,0,0.0
2023-06-07,000650.XSHE,0,0,0.0
2023-06-07,000651.XSHE,0,0,0.0
2023-06-07,000652.XSHE,0,0,0.0
2023-06-07,000655.XSHE,0,0,0.0
2023-06-07,000656.XSHE,1,1,1.0
2023-06-07,000657.XSHE,0,0,0.0
2023-06-07,000659.XSHE,0,0,0.0
2023-06-07,000661.XSHE,0,1,0.0
2023-06-07,000662.XSHE,0,0,
2023-06-07,000663.XSHE,0,0,0.0
2023-06-07,000665.XSHE,0,0,0.0
2023-06-07,000666.XSHE,0,0,0.0
2023-06-07,000667.XSHE,1,1,1.0
2023-06-07,000668.XSHE,0,0,0.0
2023-06-07,000669.XSHE,0,0,0.0
2023-06-07,000670.XSHE,0,0,0.0
2023-06-07,000671.XSHE,0,1,0.0
2023-06-07,000672.XSHE,0,0,0.0
2023-06-07,000673.XSHE,0,0,
2023-06-07,000676.XSHE,0,0,0.0
2023-06-07,000677.XSHE,0,0,0.0
2023-06-07,000678.XSHE,0,0,0.0
2023-06-07,000679.XSHE,0,0,0.0
2023-06-07,000680.XSHE,0,0,0.0
