date,code,zt,dt,paused
2023-06-30,000001.XSHE,0,0,0.0
2023-06-30,000002.XSHE,0,0,0.0
2023-06-30,000004.XSHE,0,0,0.0
2023-06-30,000005.XSHE,0,0,0.0
2023-06-30,000006.XSHE,0,0,0.0
2023-06-30,000007.XSHE,1,0,0.0
2023-06-30,000008.XSHE,0,0,0.0
2023-06-30,000009.XSHE,0,0,0.0
2023-06-30,000010.XSHE,0,0,0.0
2023-06-30,000011.XSHE,0,0,0.0
2023-06-30,000012.XSHE,0,0,0.0
2023-06-30,000014.XSHE,0,0,0.0
2023-06-30,000016.XSHE,0,0,0.0
2023-06-30,000017.XSHE,0,0,0.0
2023-06-30,000018.XSHE,0,0,
2023-06-30,000019.XSHE,0,0,0.0
2023-06-30,000020.XSHE,1,0,0.0
2023-06-30,000021.XSHE,0,0,0.0
2023-06-30,000022.XSHE,0,0,
2023-06-30,000023.XSHE,0,0,0.0
2023-06-30,000024.XSHE,0,0,
2023-06-30,000025.XSHE,0,0,0.0
2023-06-30,000026.XSHE,0,0,0.0
2023-06-30,000027.XSHE,0,0,0.0
2023-06-30,000028.XSHE,0,0,0.0
2023-06-30,000029.XSHE,0,0,0.0
2023-06-30,000030.XSHE,0,0,0.0
2023-06-30,000031.XSHE,0,0,0.0
2023-06-30,000032.XSHE,0,0,0.0
2023-06-30,000033.XSHE,0,0,
2023-06-30,000034.XSHE,0,0,0.0
2023-06-30,000035.XSHE,0,0,0.0
2023-06-30,000036.XSHE,0,0,0.0
2023-06-30,000037.XSHE,0,0,0.0
2023-06-30,000038.XSHE,0,0,0.0
2023-06-30,000039.XSHE,0,0,0.0
2023-06-30,000040.XSHE,0,0,0.0
2023-06-30,000042.XSHE,0,0,0.0
2023-06-30,000043.XSHE,0,0,
2023-06-30,000045.XSHE,0,0,0.0
2023-06-30,000046.XSHE,0,0,0.0
2023-06-30,000048.XSHE,0,0,0.0
2023-06-30,000049.XSHE,0,0,0.0
2023-06-30,000050.XSHE,0,0,0.0
2023-06-30,000055.XSHE,0,0,0.0
2023-06-30,000056.XSHE,0,0,0.0
2023-06-30,000058.XSHE,0,0,0.0
2023-06-30,000059.XSHE,0,0,0.0
2023-06-30,000060.XSHE,0,0,0.0
2023-06-30,000061.XSHE,0,0,0.0
2023-06-30,000062.XSHE,0,0,0.0
2023-06-30,000063.XSHE,0,0,0.0
2023-06-30,000065.XSHE,0,0,0.0
2023-06-30,000066.XSHE,0,0,0.0
2023-06-30,000068.XSHE,0,0,0.0
2023-06-30,000069.XSHE,0,0,0.0
2023-06-30,000070.XSHE,0,0,0.0
2023-06-30,000078.XSHE,0,0,0.0
2023-06-30,000088.XSHE,0,0,0.0
2023-06-30,000089.XSHE,0,0,0.0
2023-06-30,000090.XSHE,0,0,0.0
2023-06-30,000096.XSHE,0,0,0.0
2023-06-30,000099.XSHE,0,0,0.0
2023-06-30,000100.XSHE,0,0,0.0
2023-06-30,000150.XSHE,0,0,
2023-06-30,000151.XSHE,0,0,0.0
2023-06-30,000153.XSHE,1,0,0.0
2023-06-30,000155.XSHE,0,0,0.0
2023-06-30,000156.XSHE,0,0,0.0
2023-06-30,000157.XSHE,0,0,0.0
2023-06-30,000158.XSHE,0,0,0.0
2023-06-30,000159.XSHE,0,0,0.0
2023-06-30,000166.XSHE,0,0,0.0
2023-06-30,000301.XSHE,0,0,0.0
2023-06-30,000333.XSHE,0,0,0.0
2023-06-30,000338.XSHE,0,0,0.0
2023-06-30,000400.XSHE,0,0,0.0
2023-06-30,000401.XSHE,0,0,0.0
2023-06-30,000402.XSHE,0,0,0.0
2023-06-30,000403.XSHE,0,0,0.0
2023-06-30,000404.XSHE,0,0,0.0
2023-06-30,000406.XSHE,0,0,
2023-06-30,000407.XSHE,0,0,0.0
2023-06-30,000408.XSHE,0,0,0.0
2023-06-30,000409.XSHE,0,0,0.0
2023-06-30,000410.XSHE,0,0,0.0
2023-06-30,000411.XSHE,0,0,0.0
2023-06-30,000413.XSHE,1,0,0.0
2023-06-30,000415.XSHE,0,0,0.0
2023-06-30,000416.XSHE,0,0,0.0
2023-06-30,000417.XSHE,0,0,0.0
2023-06-30,000418.XSHE,0,0,
2023-06-30,000419.XSHE,0,0,0.0
2023-06-30,000420.XSHE,0,0,0.0
2023-06-30,000421.XSHE,0,0,0.0
2023-06-30,000422.XSHE,0,0,0.0
2023-06-30,000423.XSHE,0,0,0.0
2023-06-30,000425.XSHE,0,0,0.0
2023-06-30,000426.XSHE,0,0,0.0
2023-06-30,000428.XSHE,0,0,0.0
2023-06-30,000429.XSHE,0,0,0.0
2023-06-30,000430.XSHE,0,0,0.0
2023-06-30,000488.XSHE,0,0,0.0
2023-06-30,000498.XSHE,0,0,0.0
2023-06-30,000501.XSHE,0,0,0.0
2023-06-30,000502.XSHE,0,0,
2023-06-30,000503.XSHE,0,0,0.0
2023-06-30,000504.XSHE,0,0,0.0
2023-06-30,000505.XSHE,0,0,0.0
2023-06-30,000506.XSHE,0,0,0.0
2023-06-30,000507.XSHE,0,0,0.0
2023-06-30,000509.XSHE,0,0,0.0
2023-06-30,000510.XSHE,0,0,0.0
2023-06-30,000511.XSHE,0,0,
2023-06-30,000513.XSHE,0,0,0.0
2023-06-30,000514.XSHE,0,0,0.0
2023-06-30,000515.XSHE,0,0,
2023-06-30,000516.XSHE,0,0,0.0
2023-06-30,000517.XSHE,0,0,0.0
2023-06-30,000518.XSHE,0,0,0.0
2023-06-30,000519.XSHE,0,0,0.0
2023-06-30,000520.XSHE,0,0,0.0
2023-06-30,000521.XSHE,0,0,0.0
2023-06-30,000522.XSHE,0,0,
2023-06-30,000523.XSHE,0,0,0.0
2023-06-30,000524.XSHE,0,0,0.0
2023-06-30,000525.XSHE,0,0,0.0
2023-06-30,000526.XSHE,0,0,0.0
2023-06-30,000527.XSHE,0,0,
2023-06-30,000528.XSHE,0,0,0.0
2023-06-30,000529.XSHE,0,0,0.0
2023-06-30,000530.XSHE,0,0,0.0
2023-06-30,000531.XSHE,0,0,0.0
2023-06-30,000532.XSHE,0,0,0.0
2023-06-30,000533.XSHE,0,0,0.0
2023-06-30,000534.XSHE,0,0,0.0
2023-06-30,000535.XSHE,0,0,
2023-06-30,000536.XSHE,0,0,0.0
2023-06-30,000537.XSHE,0,0,0.0
2023-06-30,000538.XSHE,0,0,0.0
2023-06-30,000539.XSHE,0,0,0.0
2023-06-30,000540.XSHE,0,0,
2023-06-30,000541.XSHE,0,0,0.0
2023-06-30,000543.XSHE,0,0,0.0
2023-06-30,000544.XSHE,0,0,0.0
2023-06-30,000545.XSHE,0,0,0.0
2023-06-30,000546.XSHE,0,0,0.0
2023-06-30,000547.XSHE,0,0,0.0
2023-06-30,000548.XSHE,0,0,0.0
2023-06-30,000549.XSHE,0,0,
2023-06-30,000550.XSHE,0,0,0.0
2023-06-30,000551.XSHE,0,0,0.0
2023-06-30,000552.XSHE,0,0,0.0
2023-06-30,000553.XSHE,0,0,0.0
2023-06-30,000554.XSHE,0,0,0.0
2023-06-30,000555.XSHE,0,0,0.0
2023-06-30,000557.XSHE,0,0,0.0
2023-06-30,000558.XSHE,0,0,0.0
2023-06-30,000559.XSHE,0,0,0.0
2023-06-30,000560.XSHE,0,0,0.0
2023-06-30,000561.XSHE,1,1,1.0
2023-06-30,000562.XSHE,0,0,
2023-06-30,000563.XSHE,0,0,0.0
2023-06-30,000564.XSHE,0,0,0.0
2023-06-30,000565.XSHE,0,0,0.0
2023-06-30,000566.XSHE,0,0,0.0
2023-06-30,000567.XSHE,0,0,0.0
2023-06-30,000568.XSHE,0,0,0.0
2023-06-30,000569.XSHE,0,0,
2023-06-30,000570.XSHE,0,0,0.0
2023-06-30,000571.XSHE,0,0,0.0
2023-06-30,000572.XSHE,0,0,0.0
2023-06-30,000573.XSHE,0,0,0.0
2023-06-30,000576.XSHE,0,0,0.0
2023-06-30,000578.XSHE,0,0,
2023-06-30,000581.XSHE,0,0,0.0
2023-06-30,000582.XSHE,0,0,0.0
2023-06-30,000583.XSHE,0,0,
2023-06-30,000584.XSHE,0,1,0.0
2023-06-30,000585.XSHE,0,0,
2023-06-30,000586.XSHE,0,0,0.0
2023-06-30,000587.XSHE,0,0,
2023-06-30,000589.XSHE,0,0,0.0
2023-06-30,000590.XSHE,0,0,0.0
2023-06-30,000591.XSHE,0,0,0.0
2023-06-30,000592.XSHE,0,0,0.0
2023-06-30,000593.XSHE,0,0,0.0
2023-06-30,000594.XSHE,0,0,
2023-06-30,000595.XSHE,0,0,0.0
2023-06-30,000596.XSHE,0,0,0.0
2023-06-30,000597.XSHE,0,0,0.0
2023-06-30,000598.XSHE,0,0,0.0
2023-06-30,000599.XSHE,0,0,0.0
2023-06-30,000600.XSHE,0,0,0.0
2023-06-30,000601.XSHE,0,0,0.0
2023-06-30,000602.XSHE,0,0,
2023-06-30,000603.XSHE,0,0,0.0
2023-06-30,000605.XSHE,0,0,0.0
2023-06-30,000606.XSHE,1,0,0.0
2023-06-30,000607.XSHE,0,0,0.0
2023-06-30,000608.XSHE,0,0,0.0
2023-06-30,000609.XSHE,0,0,0.0
2023-06-30,000610.XSHE,0,0,0.0
2023-06-30,000611.XSHE,0,0,
2023-06-30,000612.XSHE,0,0,0.0
2023-06-30,000613.XSHE,0,0,
2023-06-30,000615.XSHE,1,1,0.0
2023-06-30,000616.XSHE,1,1,1.0
2023-06-30,000617.XSHE,0,0,0.0
2023-06-30,000618.XSHE,0,0,
2023-06-30,000619.XSHE,0,0,0.0
2023-06-30,000620.XSHE,0,0,0.0
2023-06-30,000622.XSHE,0,0,0.0
2023-06-30,000623.XSHE,0,0,0.0
2023-06-30,000625.XSHE,0,0,0.0
2023-06-30,000626.XSHE,0,0,0.0
2023-06-30,000627.XSHE,0,0,0.0
2023-06-30,000628.XSHE,0,0,0.0
2023-06-30,000629.XSHE,0,0,0.0
2023-06-30,000630.XSHE,0,0,0.0
2023-06-30,000631.XSHE,0,0,0.0
2023-06-30,000632.XSHE,0,0,0.0
2023-06-30,000633.XSHE,0,0,0.0
2023-06-30,000635.XSHE,0,0,0.0
2023-06-30,000636.XSHE,0,0,0.0
2023-06-30,000637.XSHE,0,0,0.0
2023-06-30,000638.XSHE,0,0,0.0
2023-06-30,000639.XSHE,0,0,0.0
2023-06-30,000650.XSHE,0,0,0.0
2023-06-30,000651.XSHE,0,0,0.0
2023-06-30,000652.XSHE,0,0,0.0
2023-06-30,000655.XSHE,0,0,0.0
2023-06-30,000656.XSHE,0,0,0.0
2023-06-30,000657.XSHE,0,0,0.0
2023-06-30,000659.XSHE,0,0,0.0
2023-06-30,000661.XSHE,0,0,0.0
2023-06-30,000662.XSHE,0,0,
2023-06-30,000663.XSHE,1,0,0.0
2023-06-30,000665.XSHE,0,0,0.0
2023-06-30,000666.XSHE,0,0,0.0
2023-06-30,000667.XSHE,1,1,1.0
2023-06-30,000668.XSHE,0,0,0.0
2023-06-30,000669.XSHE,0,0,0.0
2023-06-30,000670.XSHE,0,0,0.0
2023-06-30,000671.XSHE,1,1,1.0
2023-06-30,000672.XSHE,0,0,0.0
2023-06-30,000673.XSHE,0,0,
2023-06-30,000676.XSHE,0,0,0.0
2023-06-30,000677.XSHE,0,0,0.0
2023-06-30,000678.XSHE,1,0,0.0
2023-06-30,000679.XSHE,0,0,0.0
2023-06-30,000680.XSHE,0,0,0.0
2023-06-30,000681.XSHE,0,0,0.0
2023-06-30,000682.XSHE,0,0,0.0
2023-06-30,000683.XSHE,0,0,0.0
2023-06-30,000685.XSHE,0,0,0.0
2023-06-30,000686.XSHE,0,0,0.0
2023-06-30,000687.XSHE,0,0,
2023-06-30,000688.XSHE,0,0,0.0
2023-06-30,000690.XSHE,0,0,0.0
2023-06-30,000691.XSHE,1,1,1.0
2023-06-30,000692.XSHE,1,0,0.0
2023-06-30,000693.XSHE,0,0,
2023-06-30,000695.XSHE,0,0,0.0
2023-06-30,000697.XSHE,0,0,0.0
2023-06-30,000698.XSHE,0,0,0.0
2023-06-30,000699.XSHE,0,0,
2023-06-30,000700.XSHE,0,0,0.0
2023-06-30,000701.XSHE,0,0,0.0
2023-06-30,000702.XSHE,0,0,0.0
2023-06-30,000703.XSHE,0,0,0.0
2023-06-30,000705.XSHE,0,0,0.0
2023-06-30,000707.XSHE,0,0,0.0
2023-06-30,000708.XSHE,0,0,0.0
2023-06-30,000709.XSHE,0,0,0.0
2023-06-30,000710.XSHE,0,0,0.0
2023-06-30,000711.XSHE,1,0,0.0
2023-06-30,000712.XSHE,0,0,0.0
2023-06-30,000713.XSHE,0,0,0.0
2023-06-30,000715.XSHE,0,0,0.0
2023-06-30,000716.XSHE,0,0,0.0
2023-06-30,000717.XSHE,0,0,0.0
2023-06-30,000718.XSHE,0,0,0.0
2023-06-30,000719.XSHE,0,0,0.0
2023-06-30,000720.XSHE,0,0,0.0
2023-06-30,000721.XSHE,0,0,0.0
2023-06-30,000722.XSHE,0,0,0.0
