date,code,open,pre_close,high_limit,low_limit,paused,zt,dt
2020-08-07,000001.XSHE,13.8,13.9,15.29,12.51,0.0,0,0
2020-08-07,000002.XSHE,27.19,27.38,30.12,24.64,0.0,0,0
2020-08-07,000004.XSHE,28.61,28.96,31.86,26.06,0.0,0,0
2020-08-07,000005.XSHE,3.0,3.02,3.32,2.72,0.0,0,0
2020-08-07,000006.XSHE,8.46,8.56,9.42,7.7,0.0,0,0
2020-08-07,000007.XSHE,8.57,8.62,9.48,7.76,0.0,0,0
2020-08-07,000008.XSHE,3.08,3.09,3.4,2.78,0.0,0,0
2020-08-07,000009.XSHE,8.36,8.4,9.24,7.56,0.0,0,0
2020-08-07,000010.XSHE,4.19,4.19,4.61,3.77,0.0,0,0
2020-08-07,000011.XSHE,27.8,27.81,30.59,25.03,0.0,0,0
2020-08-07,000012.XSHE,6.64,6.67,7.34,6.0,0.0,0,0
2020-08-07,000014.XSHE,13.3,13.38,14.72,12.04,0.0,0,0
2020-08-07,000016.XSHE,7.51,7.49,8.24,6.74,0.0,0,0
2020-08-07,000017.XSHE,2.78,2.78,2.92,2.64,0.0,0,0
2020-08-07,000019.XSHE,10.04,10.09,11.1,9.08,0.0,0,0
2020-08-07,000020.XSHE,13.49,13.5,14.85,12.15,0.0,0,0
2020-08-07,000021.XSHE,26.6,27.13,29.84,24.42,0.0,0,0
2020-08-07,000023.XSHE,19.21,19.21,21.13,17.29,0.0,0,0
2020-08-07,000025.XSHE,21.54,21.68,23.85,19.51,0.0,0,0
2020-08-07,000026.XSHE,17.61,17.62,19.38,15.86,0.0,0,0
2020-08-07,000027.XSHE,5.65,5.67,6.24,5.1,0.0,0,0
2020-08-07,000028.XSHE,48.93,48.9,53.79,44.01,0.0,0,0
2020-08-07,000029.XSHE,11.17,11.17,11.17,11.17,1.0,0,0
2020-08-07,000030.XSHE,7.86,7.88,8.67,7.09,0.0,0,0
2020-08-07,000031.XSHE,5.74,5.76,6.34,5.18,0.0,0,0
2020-08-07,000032.XSHE,27.88,28.33,31.16,25.5,0.0,0,0
2020-08-07,000034.XSHE,23.37,23.45,25.8,21.11,0.0,0,0
2020-08-07,000035.XSHE,5.23,5.23,5.75,4.71,0.0,0,0
2020-08-07,000036.XSHE,4.82,4.83,5.31,4.35,0.0,0,0
2020-08-07,000037.XSHE,18.91,18.96,20.86,17.06,0.0,0,0
2020-08-07,000038.XSHE,16.19,16.25,17.88,14.63,0.0,0,0
2020-08-07,000039.XSHE,8.49,8.53,9.38,7.68,0.0,0,0
2020-08-07,000040.XSHE,3.19,3.24,3.56,2.92,0.0,0,0
2020-08-07,000042.XSHE,9.61,9.63,10.59,8.67,0.0,0,0
2020-08-07,000045.XSHE,10.2,10.2,11.22,9.18,0.0,0,0
2020-08-07,000046.XSHE,4.34,4.36,4.8,3.92,0.0,0,0
2020-08-07,000048.XSHE,24.81,24.82,27.3,22.34,0.0,0,0
2020-08-07,000049.XSHE,57.13,57.33,63.06,51.6,0.0,0,0
2020-08-07,000050.XSHE,17.8,17.91,19.7,16.12,0.0,0,0
2020-08-07,000055.XSHE,5.1,5.11,5.62,4.6,0.0,0,0
2020-08-07,000056.XSHE,4.1,4.14,4.55,3.73,0.0,0,0
2020-08-07,000058.XSHE,11.06,11.06,12.17,9.95,0.0,0,0
2020-08-07,000059.XSHE,5.63,5.74,6.31,5.17,0.0,0,0
2020-08-07,000060.XSHE,5.02,4.97,5.47,4.47,0.0,0,0
2020-08-07,000061.XSHE,8.35,8.36,9.2,7.52,0.0,0,0
2020-08-07,000062.XSHE,16.57,16.68,18.35,15.01,0.0,0,0
2020-08-07,000063.XSHE,38.8,38.71,42.58,34.84,0.0,0,0
2020-08-07,000065.XSHE,8.58,8.7,9.57,7.83,0.0,0,0
2020-08-07,000066.XSHE,20.09,20.52,22.57,18.47,0.0,0,0
2020-08-07,000068.XSHE,3.82,3.85,4.24,3.47,0.0,0,0
2020-08-07,000069.XSHE,7.39,7.37,8.11,6.63,0.0,0,0
2020-08-07,000070.XSHE,12.86,13.21,14.53,11.89,0.0,0,0
2020-08-07,000078.XSHE,4.81,4.81,5.29,4.33,0.0,0,0
2020-08-07,000088.XSHE,9.21,9.78,10.76,8.8,0.0,0,0
2020-08-07,000089.XSHE,10.32,10.33,11.36,9.3,0.0,0,0
2020-08-07,000090.XSHE,8.9,8.92,9.81,8.03,0.0,0,0
2020-08-07,000096.XSHE,12.8,12.96,14.26,11.66,0.0,0,0
2020-08-07,000099.XSHE,8.52,8.55,9.41,7.7,0.0,0,0
2020-08-07,000100.XSHE,6.69,6.78,7.46,6.1,0.0,0,0
2020-08-07,000150.XSHE,3.86,3.87,4.26,3.48,0.0,0,0
2020-08-07,000151.XSHE,9.89,9.87,10.86,8.88,0.0,0,0
2020-08-07,000153.XSHE,12.57,12.34,13.57,11.11,0.0,0,0
2020-08-07,000155.XSHE,5.5,5.56,6.12,5.0,0.0,0,0
2020-08-07,000156.XSHE,11.0,11.03,12.13,9.93,0.0,0,0
2020-08-07,000157.XSHE,8.12,8.19,9.01,7.37,0.0,0,0
2020-08-07,000158.XSHE,9.97,10.12,11.13,9.11,0.0,0,0
2020-08-07,000159.XSHE,6.36,6.34,6.97,5.71,0.0,0,0
2020-08-07,000166.XSHE,5.79,5.88,6.47,5.29,0.0,0,0
2020-08-07,000301.XSHE,5.86,5.88,6.47,5.29,0.0,0,0
2020-08-07,000333.XSHE,70.38,70.6,77.66,63.54,0.0,0,0
