date,code,zt,dt,paused
2023-11-29,000001.XSHE,0,0,0.0
2023-11-29,000002.XSHE,0,0,0.0
2023-11-29,000004.XSHE,0,0,0.0
2023-11-29,000005.XSHE,0,0,0.0
2023-11-29,000006.XSHE,0,0,0.0
2023-11-29,000007.XSHE,0,0,0.0
2023-11-29,000008.XSHE,0,0,0.0
2023-11-29,000009.XSHE,0,0,0.0
2023-11-29,000010.XSHE,0,0,0.0
2023-11-29,000011.XSHE,0,0,0.0
2023-11-29,000012.XSHE,0,0,0.0
2023-11-29,000014.XSHE,0,0,0.0
2023-11-29,000016.XSHE,0,0,0.0
2023-11-29,000017.XSHE,0,0,0.0
2023-11-29,000018.XSHE,0,0,
2023-11-29,000019.XSHE,0,0,0.0
2023-11-29,000020.XSHE,0,0,0.0
2023-11-29,000021.XSHE,1,0,0.0
2023-11-29,000022.XSHE,0,0,
2023-11-29,000023.XSHE,0,0,0.0
2023-11-29,000024.XSHE,0,0,
2023-11-29,000025.XSHE,0,0,0.0
2023-11-29,000026.XSHE,0,0,0.0
2023-11-29,000027.XSHE,0,0,0.0
2023-11-29,000028.XSHE,0,0,0.0
2023-11-29,000029.XSHE,0,0,0.0
2023-11-29,000030.XSHE,0,0,0.0
2023-11-29,000031.XSHE,0,0,0.0
2023-11-29,000032.XSHE,0,0,0.0
2023-11-29,000033.XSHE,0,0,
2023-11-29,000034.XSHE,0,0,0.0
2023-11-29,000035.XSHE,0,0,0.0
2023-11-29,000036.XSHE,0,0,0.0
2023-11-29,000037.XSHE,0,0,0.0
2023-11-29,000038.XSHE,0,0,
2023-11-29,000039.XSHE,0,0,0.0
2023-11-29,000040.XSHE,0,0,0.0
2023-11-29,000042.XSHE,0,0,0.0
2023-11-29,000043.XSHE,0,0,
2023-11-29,000045.XSHE,0,0,0.0
2023-11-29,000046.XSHE,0,1,0.0
2023-11-29,000048.XSHE,0,0,0.0
2023-11-29,000049.XSHE,0,0,0.0
2023-11-29,000050.XSHE,0,0,0.0
2023-11-29,000055.XSHE,0,0,0.0
2023-11-29,000056.XSHE,0,0,0.0
2023-11-29,000058.XSHE,0,0,0.0
2023-11-29,000059.XSHE,0,0,0.0
2023-11-29,000060.XSHE,0,0,0.0
2023-11-29,000061.XSHE,0,0,0.0
2023-11-29,000062.XSHE,0,0,0.0
2023-11-29,000063.XSHE,0,0,0.0
2023-11-29,000065.XSHE,0,0,0.0
2023-11-29,000066.XSHE,0,0,0.0
2023-11-29,000068.XSHE,0,0,0.0
2023-11-29,000069.XSHE,0,0,0.0
2023-11-29,000070.XSHE,0,0,0.0
2023-11-29,000078.XSHE,0,0,0.0
2023-11-29,000088.XSHE,0,0,0.0
2023-11-29,000089.XSHE,0,0,0.0
2023-11-29,000090.XSHE,0,0,0.0
2023-11-29,000096.XSHE,0,0,0.0
2023-11-29,000099.XSHE,0,0,0.0
2023-11-29,000100.XSHE,0,0,0.0
2023-11-29,000150.XSHE,0,0,
2023-11-29,000151.XSHE,0,0,0.0
2023-11-29,000153.XSHE,0,0,0.0
2023-11-29,000155.XSHE,0,0,0.0
2023-11-29,000156.XSHE,0,0,0.0
2023-11-29,000157.XSHE,0,0,0.0
2023-11-29,000158.XSHE,0,0,0.0
2023-11-29,000159.XSHE,0,0,0.0
2023-11-29,000166.XSHE,0,0,0.0
2023-11-29,000301.XSHE,0,0,0.0
2023-11-29,000333.XSHE,0,0,0.0
2023-11-29,000338.XSHE,0,0,0.0
2023-11-29,000400.XSHE,0,0,0.0
2023-11-29,000401.XSHE,0,0,0.0
2023-11-29,000402.XSHE,0,0,0.0
2023-11-29,000403.XSHE,0,0,0.0
2023-11-29,000404.XSHE,0,0,0.0
2023-11-29,000406.XSHE,0,0,
2023-11-29,000407.XSHE,0,0,0.0
2023-11-29,000408.XSHE,0,0,0.0
2023-11-29,000409.XSHE,0,0,0.0
2023-11-29,000410.XSHE,0,0,0.0
2023-11-29,000411.XSHE,0,0,0.0
2023-11-29,000413.XSHE,0,0,0.0
2023-11-29,000415.XSHE,0,0,0.0
2023-11-29,000416.XSHE,0,0,0.0
2023-11-29,000417.XSHE,0,0,0.0
2023-11-29,000418.XSHE,0,0,
2023-11-29,000419.XSHE,0,0,0.0
2023-11-29,000420.XSHE,0,0,0.0
2023-11-29,000421.XSHE,0,0,0.0
2023-11-29,000422.XSHE,0,0,0.0
2023-11-29,000423.XSHE,0,0,0.0
2023-11-29,000425.XSHE,0,0,0.0
2023-11-29,000426.XSHE,0,0,0.0
2023-11-29,000428.XSHE,0,0,0.0
2023-11-29,000429.XSHE,0,0,0.0
2023-11-29,000430.XSHE,0,0,0.0
2023-11-29,000488.XSHE,0,0,0.0
2023-11-29,000498.XSHE,0,0,0.0
2023-11-29,000501.XSHE,0,0,0.0
2023-11-29,000502.XSHE,0,0,
2023-11-29,000503.XSHE,0,0,0.0
2023-11-29,000504.XSHE,0,0,0.0
2023-11-29,000505.XSHE,0,0,0.0
2023-11-29,000506.XSHE,0,0,0.0
2023-11-29,000507.XSHE,0,0,0.0
2023-11-29,000509.XSHE,0,0,0.0
2023-11-29,000510.XSHE,0,0,0.0
2023-11-29,000511.XSHE,0,0,
2023-11-29,000513.XSHE,0,0,0.0
2023-11-29,000514.XSHE,0,0,0.0
