date,code,open,pre_close,high_limit,low_limit,paused,zt,dt
2022-05-12,000001.XSHE,14.48,14.63,16.09,13.17,0.0,0,0
2022-05-12,000002.XSHE,18.32,18.46,20.31,16.61,0.0,0,0
2022-05-12,000004.XSHE,9.73,10.24,10.75,9.73,0.0,0,1
2022-05-12,000005.XSHE,1.79,1.8,1.89,1.71,0.0,0,0
2022-05-12,000006.XSHE,4.1,4.11,4.52,3.7,0.0,0,0
2022-05-12,000007.XSHE,6.86,6.8,7.14,6.46,0.0,0,0
2022-05-12,000008.XSHE,2.27,2.28,2.51,2.05,0.0,0,0
2022-05-12,000009.XSHE,10.21,10.28,11.31,9.25,0.0,0,0
2022-05-12,000010.XSHE,2.98,3.01,3.31,2.71,0.0,0,0
2022-05-12,000011.XSHE,11.2,11.34,12.47,10.21,0.0,0,0
2022-05-12,000012.XSHE,5.82,5.82,6.4,5.24,0.0,0,0
2022-05-12,000014.XSHE,11.18,11.31,12.44,10.18,0.0,0,0
2022-05-12,000016.XSHE,4.61,4.62,5.08,4.16,0.0,0,0
2022-05-12,000017.XSHE,2.89,2.89,3.18,2.6,0.0,0,0
2022-05-12,000019.XSHE,7.31,7.38,8.12,6.64,0.0,0,0
2022-05-12,000020.XSHE,8.04,8.06,8.87,7.25,0.0,0,0
2022-05-12,000021.XSHE,10.38,10.44,11.48,9.4,0.0,0,0
2022-05-12,000023.XSHE,10.3,10.41,11.45,9.37,0.0,0,0
2022-05-12,000025.XSHE,11.36,11.42,12.56,10.28,0.0,0,0
2022-05-12,000026.XSHE,8.96,8.98,9.88,8.08,0.0,0,0
2022-05-12,000027.XSHE,6.08,5.91,6.5,5.32,0.0,0,0
2022-05-12,000028.XSHE,28.88,29.01,31.91,26.11,0.0,0,0
2022-05-12,000029.XSHE,8.8,8.93,9.82,8.04,0.0,0,0
2022-05-12,000030.XSHE,5.26,5.15,5.67,4.64,0.0,0,0
2022-05-12,000031.XSHE,3.73,3.76,4.14,3.38,0.0,0,0
2022-05-12,000032.XSHE,13.65,13.65,15.02,12.29,0.0,0,0
2022-05-12,000034.XSHE,14.49,14.58,16.04,13.12,0.0,0,0
2022-05-12,000035.XSHE,4.24,4.25,4.68,3.83,0.0,0,0
2022-05-12,000036.XSHE,3.89,3.9,4.29,3.51,0.0,0,0
2022-05-12,000037.XSHE,5.66,5.63,6.19,5.07,0.0,0,0
2022-05-12,000038.XSHE,4.68,4.93,5.18,4.68,0.0,0,1
2022-05-12,000039.XSHE,12.82,12.86,14.15,11.57,0.0,0,0
2022-05-12,000040.XSHE,2.78,2.81,3.09,2.53,0.0,0,0
2022-05-12,000042.XSHE,7.68,7.72,8.49,6.95,0.0,0,0
2022-05-12,000045.XSHE,6.46,6.45,7.1,5.81,0.0,0,0
2022-05-12,000046.XSHE,1.48,1.48,1.63,1.33,0.0,0,0
2022-05-12,000048.XSHE,19.0,19.09,21.0,17.18,0.0,0,0
2022-05-12,000049.XSHE,36.0,35.16,38.68,31.64,0.0,0,0
2022-05-12,000050.XSHE,9.03,9.07,9.98,8.16,0.0,0,0
2022-05-12,000055.XSHE,4.03,4.07,4.48,3.66,0.0,0,0
2022-05-12,000056.XSHE,4.9,5.04,5.54,4.54,0.0,0,0
2022-05-12,000058.XSHE,4.92,4.95,5.45,4.46,0.0,0,0
2022-05-12,000059.XSHE,5.91,5.92,6.51,5.33,0.0,0,0
2022-05-12,000060.XSHE,4.09,4.12,4.53,3.71,0.0,0,0
2022-05-12,000061.XSHE,5.9,5.93,6.52,5.34,0.0,0,0
2022-05-12,000062.XSHE,11.19,11.21,12.33,10.09,0.0,0,0
2022-05-12,000063.XSHE,23.07,23.35,25.69,21.02,0.0,0,0
2022-05-12,000065.XSHE,7.53,7.6,8.36,6.84,0.0,0,0
2022-05-12,000066.XSHE,9.62,9.71,10.68,8.74,0.0,0,0
2022-05-12,000068.XSHE,3.48,3.25,3.58,2.93,0.0,0,0
2022-05-12,000069.XSHE,5.61,5.65,6.22,5.09,0.0,0,0
2022-05-12,000070.XSHE,5.15,5.14,5.65,4.63,0.0,0,0
2022-05-12,000078.XSHE,3.49,3.51,3.86,3.16,0.0,0,0
2022-05-12,000088.XSHE,4.74,4.75,5.23,4.28,0.0,0,0
2022-05-12,000089.XSHE,6.15,6.21,6.83,5.59,0.0,0,0
2022-05-12,000090.XSHE,6.81,6.88,7.57,6.19,0.0,0,0
2022-05-12,000096.XSHE,8.92,8.91,9.8,8.02,0.0,0,0
2022-05-12,000099.XSHE,6.93,6.99,7.69,6.29,0.0,0,0
2022-05-12,000100.XSHE,4.27,4.31,4.74,3.88,0.0,0,0
2022-05-12,000150.XSHE,1.63,1.72,1.81,1.63,0.0,0,1
2022-05-12,000151.XSHE,7.5,7.48,8.23,6.73,0.0,0,0
2022-05-12,000153.XSHE,7.75,7.79,8.57,7.01,0.0,0,0
2022-05-12,000155.XSHE,17.49,17.51,19.26,15.76,0.0,0,0
2022-05-12,000156.XSHE,7.18,7.32,8.05,6.59,0.0,0,0
2022-05-12,000157.XSHE,5.78,5.81,6.39,5.23,0.0,0,0
2022-05-12,000158.XSHE,5.45,5.47,6.02,4.92,0.0,0,0
2022-05-12,000159.XSHE,5.32,5.31,5.84,4.78,0.0,0,0
2022-05-12,000166.XSHE,3.97,3.98,4.38,3.58,0.0,0,0
2022-05-12,000301.XSHE,13.34,13.19,14.51,11.87,0.0,0,0
2022-05-12,000333.XSHE,56.58,56.68,62.35,51.01,0.0,0,0
