date,code,zt,dt,paused
2023-07-06,000001.XSHE,0,0,0.0
2023-07-06,000002.XSHE,0,0,0.0
2023-07-06,000004.XSHE,1,0,0.0
2023-07-06,000005.XSHE,0,0,0.0
2023-07-06,000006.XSHE,0,0,0.0
2023-07-06,000007.XSHE,0,0,0.0
2023-07-06,000008.XSHE,0,0,0.0
2023-07-06,000009.XSHE,0,0,0.0
2023-07-06,000010.XSHE,0,0,0.0
2023-07-06,000011.XSHE,0,0,0.0
2023-07-06,000012.XSHE,0,0,0.0
2023-07-06,000014.XSHE,0,0,0.0
2023-07-06,000016.XSHE,0,0,0.0
2023-07-06,000017.XSHE,0,0,0.0
2023-07-06,000018.XSHE,0,0,
2023-07-06,000019.XSHE,0,0,0.0
2023-07-06,000020.XSHE,1,0,0.0
2023-07-06,000021.XSHE,0,0,0.0
2023-07-06,000022.XSHE,0,0,
2023-07-06,000023.XSHE,0,0,0.0
2023-07-06,000024.XSHE,0,0,
2023-07-06,000025.XSHE,0,0,0.0
2023-07-06,000026.XSHE,0,0,0.0
2023-07-06,000027.XSHE,0,0,0.0
2023-07-06,000028.XSHE,0,0,0.0
2023-07-06,000029.XSHE,0,0,0.0
2023-07-06,000030.XSHE,0,0,0.0
2023-07-06,000031.XSHE,0,0,0.0
2023-07-06,000032.XSHE,0,0,0.0
2023-07-06,000033.XSHE,0,0,
2023-07-06,000034.XSHE,0,0,0.0
2023-07-06,000035.XSHE,0,0,0.0
2023-07-06,000036.XSHE,0,0,0.0
2023-07-06,000037.XSHE,0,0,0.0
2023-07-06,000038.XSHE,0,0,0.0
2023-07-06,000039.XSHE,0,0,0.0
2023-07-06,000040.XSHE,0,0,0.0
2023-07-06,000042.XSHE,0,0,0.0
2023-07-06,000043.XSHE,0,0,
2023-07-06,000045.XSHE,0,0,0.0
2023-07-06,000046.XSHE,1,0,0.0
2023-07-06,000048.XSHE,0,0,0.0
2023-07-06,000049.XSHE,0,0,0.0
2023-07-06,000050.XSHE,0,0,0.0
2023-07-06,000055.XSHE,0,0,0.0
2023-07-06,000056.XSHE,0,0,0.0
2023-07-06,000058.XSHE,0,0,0.0
2023-07-06,000059.XSHE,0,0,0.0
2023-07-06,000060.XSHE,0,0,0.0
2023-07-06,000061.XSHE,0,0,0.0
2023-07-06,000062.XSHE,0,0,0.0
2023-07-06,000063.XSHE,0,0,0.0
2023-07-06,000065.XSHE,0,0,0.0
2023-07-06,000066.XSHE,0,0,0.0
2023-07-06,000068.XSHE,0,0,0.0
2023-07-06,000069.XSHE,0,0,0.0
2023-07-06,000070.XSHE,0,0,0.0
2023-07-06,000078.XSHE,0,0,0.0
2023-07-06,000088.XSHE,0,0,0.0
2023-07-06,000089.XSHE,0,0,0.0
2023-07-06,000090.XSHE,0,0,0.0
2023-07-06,000096.XSHE,0,0,0.0
2023-07-06,000099.XSHE,0,0,0.0
2023-07-06,000100.XSHE,0,0,0.0
2023-07-06,000150.XSHE,0,0,
2023-07-06,000151.XSHE,0,0,0.0
2023-07-06,000153.XSHE,0,0,0.0
2023-07-06,000155.XSHE,0,0,0.0
2023-07-06,000156.XSHE,0,0,0.0
2023-07-06,000157.XSHE,0,0,0.0
2023-07-06,000158.XSHE,0,0,0.0
2023-07-06,000159.XSHE,0,0,0.0
2023-07-06,000166.XSHE,0,0,0.0
2023-07-06,000301.XSHE,0,0,0.0
2023-07-06,000333.XSHE,0,0,0.0
2023-07-06,000338.XSHE,0,0,0.0
2023-07-06,000400.XSHE,0,0,0.0
2023-07-06,000401.XSHE,0,0,0.0
2023-07-06,000402.XSHE,0,0,0.0
2023-07-06,000403.XSHE,0,0,0.0
2023-07-06,000404.XSHE,0,0,0.0
2023-07-06,000406.XSHE,0,0,
2023-07-06,000407.XSHE,0,0,0.0
2023-07-06,000408.XSHE,0,0,0.0
2023-07-06,000409.XSHE,0,0,0.0
2023-07-06,000410.XSHE,0,0,0.0
2023-07-06,000411.XSHE,0,0,0.0
2023-07-06,000413.XSHE,0,0,0.0
2023-07-06,000415.XSHE,0,0,0.0
2023-07-06,000416.XSHE,0,0,0.0
2023-07-06,000417.XSHE,0,0,0.0
2023-07-06,000418.XSHE,0,0,
2023-07-06,000419.XSHE,0,0,0.0
2023-07-06,000420.XSHE,0,0,0.0
