date,code,zt,dt,paused
2023-03-01,000001.XSHE,0,0,0.0
2023-03-01,000002.XSHE,0,0,0.0
2023-03-01,000004.XSHE,0,0,0.0
2023-03-01,000005.XSHE,0,0,0.0
2023-03-01,000006.XSHE,0,0,0.0
2023-03-01,000007.XSHE,0,0,0.0
2023-03-01,000008.XSHE,0,0,0.0
2023-03-01,000009.XSHE,0,0,0.0
2023-03-01,000010.XSHE,0,0,0.0
2023-03-01,000011.XSHE,0,0,0.0
2023-03-01,000012.XSHE,0,0,0.0
2023-03-01,000014.XSHE,0,0,0.0
2023-03-01,000016.XSHE,0,0,0.0
2023-03-01,000017.XSHE,0,0,0.0
2023-03-01,000018.XSHE,0,0,
2023-03-01,000019.XSHE,0,0,0.0
2023-03-01,000020.XSHE,0,0,0.0
2023-03-01,000021.XSHE,0,0,0.0
2023-03-01,000022.XSHE,0,0,
2023-03-01,000023.XSHE,0,0,0.0
2023-03-01,000024.XSHE,0,0,
2023-03-01,000025.XSHE,0,0,0.0
2023-03-01,000026.XSHE,0,0,0.0
2023-03-01,000027.XSHE,0,0,0.0
2023-03-01,000028.XSHE,0,0,0.0
2023-03-01,000029.XSHE,0,0,0.0
2023-03-01,000030.XSHE,0,0,0.0
2023-03-01,000031.XSHE,0,0,0.0
2023-03-01,000032.XSHE,1,0,0.0
2023-03-01,000033.XSHE,0,0,
2023-03-01,000034.XSHE,0,0,0.0
2023-03-01,000035.XSHE,0,0,0.0
2023-03-01,000036.XSHE,0,0,0.0
2023-03-01,000037.XSHE,0,0,0.0
2023-03-01,000038.XSHE,1,0,0.0
2023-03-01,000039.XSHE,0,0,0.0
2023-03-01,000040.XSHE,0,0,0.0
2023-03-01,000042.XSHE,0,0,0.0
2023-03-01,000043.XSHE,0,0,
2023-03-01,000045.XSHE,0,0,0.0
2023-03-01,000046.XSHE,0,0,0.0
2023-03-01,000048.XSHE,0,0,0.0
2023-03-01,000049.XSHE,0,0,0.0
2023-03-01,000050.XSHE,0,0,0.0
2023-03-01,000055.XSHE,0,0,0.0
2023-03-01,000056.XSHE,0,0,0.0
2023-03-01,000058.XSHE,0,0,0.0
2023-03-01,000059.XSHE,0,0,0.0
2023-03-01,000060.XSHE,0,0,0.0
2023-03-01,000061.XSHE,0,0,0.0
2023-03-01,000062.XSHE,0,0,0.0
2023-03-01,000063.XSHE,0,0,0.0
2023-03-01,000065.XSHE,0,0,0.0
2023-03-01,000066.XSHE,0,0,0.0
2023-03-01,000068.XSHE,0,0,0.0
2023-03-01,000069.XSHE,0,0,0.0
2023-03-01,000070.XSHE,0,0,0.0
2023-03-01,000078.XSHE,0,0,0.0
2023-03-01,000088.XSHE,0,0,0.0
2023-03-01,000089.XSHE,0,0,0.0
2023-03-01,000090.XSHE,0,0,0.0
2023-03-01,000096.XSHE,0,0,0.0
2023-03-01,000099.XSHE,0,0,0.0
2023-03-01,000100.XSHE,0,0,0.0
2023-03-01,000150.XSHE,0,0,0.0
2023-03-01,000151.XSHE,0,0,0.0
2023-03-01,000153.XSHE,0,0,0.0
2023-03-01,000155.XSHE,0,0,0.0
2023-03-01,000156.XSHE,0,0,0.0
2023-03-01,000157.XSHE,0,0,0.0
2023-03-01,000158.XSHE,0,0,0.0
2023-03-01,000159.XSHE,0,0,0.0
2023-03-01,000166.XSHE,0,0,0.0
2023-03-01,000301.XSHE,0,0,0.0
2023-03-01,000333.XSHE,0,0,0.0
2023-03-01,000338.XSHE,0,0,0.0
2023-03-01,000400.XSHE,0,0,0.0
2023-03-01,000401.XSHE,0,0,0.0
2023-03-01,000402.XSHE,0,0,0.0
2023-03-01,000403.XSHE,0,0,0.0
2023-03-01,000404.XSHE,0,0,0.0
2023-03-01,000406.XSHE,0,0,
2023-03-01,000407.XSHE,0,0,0.0
2023-03-01,000408.XSHE,0,0,0.0
2023-03-01,000409.XSHE,0,0,0.0
2023-03-01,000410.XSHE,0,0,0.0
2023-03-01,000411.XSHE,0,0,0.0
2023-03-01,000413.XSHE,0,0,0.0
2023-03-01,000415.XSHE,0,0,0.0
2023-03-01,000416.XSHE,0,0,0.0
2023-03-01,000417.XSHE,0,0,0.0
2023-03-01,000418.XSHE,0,0,
2023-03-01,000419.XSHE,0,0,0.0
2023-03-01,000420.XSHE,0,0,0.0
2023-03-01,000421.XSHE,0,0,0.0
2023-03-01,000422.XSHE,0,0,0.0
2023-03-01,000423.XSHE,0,0,0.0
2023-03-01,000425.XSHE,0,0,0.0
2023-03-01,000426.XSHE,0,0,0.0
2023-03-01,000428.XSHE,0,0,0.0
2023-03-01,000429.XSHE,0,0,0.0
2023-03-01,000430.XSHE,0,0,0.0
2023-03-01,000488.XSHE,0,0,0.0
2023-03-01,000498.XSHE,0,0,0.0
2023-03-01,000501.XSHE,0,0,0.0
2023-03-01,000502.XSHE,0,0,
2023-03-01,000503.XSHE,0,0,0.0
2023-03-01,000504.XSHE,0,0,0.0
2023-03-01,000505.XSHE,0,0,0.0
2023-03-01,000506.XSHE,0,0,0.0
2023-03-01,000507.XSHE,0,0,0.0
2023-03-01,000509.XSHE,0,0,0.0
2023-03-01,000510.XSHE,0,0,0.0
2023-03-01,000511.XSHE,0,0,
2023-03-01,000513.XSHE,0,0,0.0
2023-03-01,000514.XSHE,0,0,0.0
2023-03-01,000515.XSHE,0,0,
2023-03-01,000516.XSHE,0,0,0.0
2023-03-01,000517.XSHE,0,0,0.0
2023-03-01,000518.XSHE,0,0,0.0
2023-03-01,000519.XSHE,0,0,0.0
2023-03-01,000520.XSHE,0,0,0.0
2023-03-01,000521.XSHE,0,0,0.0
2023-03-01,000522.XSHE,0,0,
2023-03-01,000523.XSHE,0,0,0.0
2023-03-01,000524.XSHE,0,0,0.0
2023-03-01,000525.XSHE,0,0,0.0
2023-03-01,000526.XSHE,0,0,0.0
2023-03-01,000527.XSHE,0,0,
2023-03-01,000528.XSHE,0,0,0.0
2023-03-01,000529.XSHE,0,0,0.0
2023-03-01,000530.XSHE,0,0,0.0
2023-03-01,000531.XSHE,0,0,0.0
2023-03-01,000532.XSHE,0,0,0.0
2023-03-01,000533.XSHE,0,0,0.0
2023-03-01,000534.XSHE,0,0,0.0
2023-03-01,000535.XSHE,0,0,
2023-03-01,000536.XSHE,0,0,0.0
2023-03-01,000537.XSHE,0,0,0.0
2023-03-01,000538.XSHE,0,0,0.0
2023-03-01,000539.XSHE,0,0,0.0
2023-03-01,000540.XSHE,0,0,0.0
2023-03-01,000541.XSHE,0,0,0.0
2023-03-01,000543.XSHE,0,0,0.0
2023-03-01,000544.XSHE,0,0,0.0
2023-03-01,000545.XSHE,0,0,0.0
2023-03-01,000546.XSHE,0,0,0.0
2023-03-01,000547.XSHE,0,0,0.0
2023-03-01,000548.XSHE,0,0,0.0
2023-03-01,000549.XSHE,0,0,
2023-03-01,000550.XSHE,0,0,0.0
2023-03-01,000551.XSHE,0,0,0.0
2023-03-01,000552.XSHE,0,0,0.0
2023-03-01,000553.XSHE,0,0,0.0
2023-03-01,000554.XSHE,0,0,0.0
2023-03-01,000555.XSHE,0,0,0.0
2023-03-01,000557.XSHE,0,0,0.0
2023-03-01,000558.XSHE,0,0,0.0
2023-03-01,000559.XSHE,0,0,0.0
2023-03-01,000560.XSHE,0,0,0.0
2023-03-01,000561.XSHE,0,0,0.0
2023-03-01,000562.XSHE,0,0,
2023-03-01,000563.XSHE,0,0,0.0
2023-03-01,000564.XSHE,0,0,0.0
2023-03-01,000565.XSHE,0,0,0.0
2023-03-01,000566.XSHE,0,0,0.0
2023-03-01,000567.XSHE,0,0,0.0
2023-03-01,000568.XSHE,0,0,0.0
2023-03-01,000569.XSHE,0,0,
2023-03-01,000570.XSHE,0,0,0.0
2023-03-01,000571.XSHE,0,0,0.0
2023-03-01,000572.XSHE,0,0,0.0
2023-03-01,000573.XSHE,0,0,0.0
2023-03-01,000576.XSHE,0,0,0.0
2023-03-01,000578.XSHE,0,0,
2023-03-01,000581.XSHE,0,0,0.0
2023-03-01,000582.XSHE,0,0,0.0
2023-03-01,000583.XSHE,0,0,
2023-03-01,000584.XSHE,0,0,0.0
2023-03-01,000585.XSHE,0,0,
