date,code,zt,dt,paused
2023-02-03,000001.XSHE,0,0,0.0
2023-02-03,000002.XSHE,0,0,0.0
2023-02-03,000004.XSHE,0,0,0.0
2023-02-03,000005.XSHE,0,0,0.0
2023-02-03,000006.XSHE,0,0,0.0
2023-02-03,000007.XSHE,0,0,0.0
2023-02-03,000008.XSHE,0,0,0.0
2023-02-03,000009.XSHE,0,0,0.0
2023-02-03,000010.XSHE,0,0,0.0
2023-02-03,000011.XSHE,0,0,0.0
2023-02-03,000012.XSHE,0,0,0.0
2023-02-03,000014.XSHE,0,0,0.0
2023-02-03,000016.XSHE,0,0,0.0
2023-02-03,000017.XSHE,0,0,0.0
2023-02-03,000018.XSHE,0,0,
2023-02-03,000019.XSHE,0,0,0.0
2023-02-03,000020.XSHE,0,0,0.0
2023-02-03,000021.XSHE,0,0,0.0
2023-02-03,000022.XSHE,0,0,
2023-02-03,000023.XSHE,0,0,0.0
2023-02-03,000024.XSHE,0,0,
2023-02-03,000025.XSHE,0,0,0.0
2023-02-03,000026.XSHE,0,0,0.0
2023-02-03,000027.XSHE,0,0,0.0
2023-02-03,000028.XSHE,0,0,0.0
2023-02-03,000029.XSHE,0,0,0.0
2023-02-03,000030.XSHE,0,0,0.0
2023-02-03,000031.XSHE,0,0,0.0
2023-02-03,000032.XSHE,0,0,0.0
2023-02-03,000033.XSHE,0,0,
2023-02-03,000034.XSHE,0,0,0.0
2023-02-03,000035.XSHE,0,0,0.0
2023-02-03,000036.XSHE,0,0,0.0
2023-02-03,000037.XSHE,0,0,0.0
2023-02-03,000038.XSHE,0,0,0.0
2023-02-03,000039.XSHE,0,0,0.0
2023-02-03,000040.XSHE,0,0,0.0
2023-02-03,000042.XSHE,0,0,0.0
2023-02-03,000043.XSHE,0,0,
2023-02-03,000045.XSHE,0,0,0.0
2023-02-03,000046.XSHE,0,0,0.0
2023-02-03,000048.XSHE,0,0,0.0
2023-02-03,000049.XSHE,0,0,0.0
2023-02-03,000050.XSHE,0,0,0.0
2023-02-03,000055.XSHE,0,0,0.0
2023-02-03,000056.XSHE,0,0,0.0
2023-02-03,000058.XSHE,0,0,0.0
2023-02-03,000059.XSHE,0,0,0.0
2023-02-03,000060.XSHE,0,0,0.0
2023-02-03,000061.XSHE,0,0,0.0
2023-02-03,000062.XSHE,0,0,0.0
2023-02-03,000063.XSHE,0,0,0.0
2023-02-03,000065.XSHE,0,0,0.0
2023-02-03,000066.XSHE,0,0,0.0
2023-02-03,000068.XSHE,0,0,0.0
2023-02-03,000069.XSHE,0,0,0.0
2023-02-03,000070.XSHE,0,0,0.0
2023-02-03,000078.XSHE,0,0,0.0
2023-02-03,000088.XSHE,0,0,0.0
2023-02-03,000089.XSHE,0,0,0.0
2023-02-03,000090.XSHE,0,0,0.0
2023-02-03,000096.XSHE,0,0,0.0
2023-02-03,000099.XSHE,0,0,0.0
2023-02-03,000100.XSHE,0,0,0.0
2023-02-03,000150.XSHE,0,1,0.0
2023-02-03,000151.XSHE,0,0,0.0
2023-02-03,000153.XSHE,0,0,0.0
2023-02-03,000155.XSHE,0,0,0.0
2023-02-03,000156.XSHE,0,0,0.0
2023-02-03,000157.XSHE,0,0,0.0
2023-02-03,000158.XSHE,0,0,0.0
2023-02-03,000159.XSHE,0,0,0.0
