date,code,open,pre_close,high_limit,low_limit,paused,zt,dt
2022-06-09,000001.XSHE,14.14,14.16,15.58,12.74,0.0,0,0
2022-06-09,000002.XSHE,17.58,17.54,19.29,15.79,0.0,0,0
2022-06-09,000004.XSHE,9.9,9.9,10.4,9.41,0.0,0,0
2022-06-09,000005.XSHE,1.87,1.88,1.97,1.79,0.0,0,0
2022-06-09,000006.XSHE,4.34,4.33,4.76,3.9,0.0,0,0
2022-06-09,000007.XSHE,7.09,7.09,7.44,6.74,0.0,0,0
2022-06-09,000008.XSHE,2.55,2.56,2.82,2.3,0.0,0,0
2022-06-09,000009.XSHE,13.68,13.83,15.21,12.45,0.0,0,0
2022-06-09,000010.XSHE,4.23,4.23,4.65,3.81,0.0,0,0
2022-06-09,000011.XSHE,12.13,12.29,13.52,11.06,0.0,0,0
2022-06-09,000012.XSHE,6.32,6.33,6.96,5.7,0.0,0,0
2022-06-09,000014.XSHE,9.02,9.13,10.04,8.22,0.0,0,0
2022-06-09,000016.XSHE,5.62,5.62,6.18,5.06,0.0,0,0
2022-06-09,000017.XSHE,3.38,3.37,3.71,3.03,0.0,0,0
2022-06-09,000019.XSHE,8.65,8.69,9.56,7.82,0.0,0,0
2022-06-09,000020.XSHE,9.24,9.13,10.04,8.22,0.0,0,0
2022-06-09,000021.XSHE,11.11,11.14,12.25,10.03,0.0,0,0
2022-06-09,000023.XSHE,10.91,11.05,12.16,9.95,0.0,0,0
2022-06-09,000025.XSHE,27.83,25.98,28.58,23.38,0.0,0,0
2022-06-09,000026.XSHE,10.34,10.33,11.36,9.3,0.0,0,0
2022-06-09,000027.XSHE,6.59,6.59,7.25,5.93,0.0,0,0
2022-06-09,000028.XSHE,29.22,29.41,32.35,26.47,0.0,0,0
2022-06-09,000029.XSHE,9.92,9.99,10.99,8.99,0.0,0,0
2022-06-09,000030.XSHE,5.78,5.82,6.4,5.24,0.0,0,0
2022-06-09,000031.XSHE,3.75,3.77,4.15,3.39,0.0,0,0
2022-06-09,000032.XSHE,15.38,15.55,17.11,14.0,0.0,0,0
2022-06-09,000034.XSHE,15.9,15.9,17.49,14.31,0.0,0,0
2022-06-09,000035.XSHE,5.36,5.45,6.0,4.91,0.0,0,0
2022-06-09,000036.XSHE,4.28,4.29,4.72,3.86,0.0,0,0
2022-06-09,000037.XSHE,6.72,6.8,7.48,6.12,0.0,0,0
2022-06-09,000038.XSHE,4.09,4.1,4.31,3.9,0.0,0,0
2022-06-09,000039.XSHE,13.59,13.8,15.18,12.42,0.0,0,0
2022-06-09,000040.XSHE,3.08,3.12,3.43,2.81,0.0,0,0
2022-06-09,000042.XSHE,8.8,8.88,9.77,7.99,0.0,0,0
2022-06-09,000045.XSHE,7.27,7.3,8.03,6.57,0.0,0,0
2022-06-09,000046.XSHE,1.48,1.48,1.63,1.33,0.0,0,0
2022-06-09,000048.XSHE,17.67,17.71,19.48,15.94,0.0,0,0
2022-06-09,000049.XSHE,38.06,38.21,42.03,34.39,0.0,0,0
2022-06-09,000050.XSHE,9.48,9.45,10.4,8.51,0.0,0,0
2022-06-09,000055.XSHE,4.28,4.32,4.75,3.89,0.0,0,0
2022-06-09,000056.XSHE,5.09,5.08,5.59,4.57,0.0,0,0
2022-06-09,000058.XSHE,5.76,5.88,6.47,5.29,0.0,0,0
2022-06-09,000059.XSHE,6.59,6.63,7.29,5.97,0.0,0,0
2022-06-09,000060.XSHE,4.47,4.49,4.94,4.04,0.0,0,0
2022-06-09,000061.XSHE,6.56,6.56,7.22,5.9,0.0,0,0
2022-06-09,000062.XSHE,12.04,12.12,13.33,10.91,0.0,0,0
2022-06-09,000063.XSHE,24.62,24.63,27.09,22.17,0.0,0,0
2022-06-09,000065.XSHE,8.45,8.57,9.43,7.71,0.0,0,0
2022-06-09,000066.XSHE,11.0,11.09,12.2,9.98,0.0,0,0
2022-06-09,000068.XSHE,3.46,3.5,3.85,3.15,0.0,0,0
2022-06-09,000069.XSHE,5.58,5.58,6.14,5.02,0.0,0,0
2022-06-09,000070.XSHE,5.82,5.89,6.48,5.3,0.0,0,0
2022-06-09,000078.XSHE,3.64,3.66,4.03,3.29,0.0,0,0
2022-06-09,000088.XSHE,5.1,5.1,5.61,4.59,0.0,0,0
2022-06-09,000089.XSHE,6.54,6.51,7.16,5.86,0.0,0,0
2022-06-09,000090.XSHE,6.72,6.72,7.39,6.05,0.0,0,0
2022-06-09,000096.XSHE,9.61,9.61,10.57,8.65,0.0,0,0
2022-06-09,000099.XSHE,7.55,7.51,8.26,6.76,0.0,0,0
2022-06-09,000100.XSHE,4.33,4.33,4.76,3.9,0.0,0,0
2022-06-09,000150.XSHE,1.49,1.48,1.55,1.41,0.0,0,0
2022-06-09,000151.XSHE,20.57,20.7,22.77,18.63,0.0,0,0
2022-06-09,000153.XSHE,8.36,8.43,9.27,7.59,0.0,0,0
2022-06-09,000155.XSHE,22.04,22.33,24.56,20.1,0.0,0,0
2022-06-09,000156.XSHE,7.68,7.69,8.46,6.92,0.0,0,0
2022-06-09,000157.XSHE,6.02,6.02,6.62,5.42,0.0,0,0
2022-06-09,000158.XSHE,6.51,6.34,6.97,5.71,0.0,0,0
2022-06-09,000159.XSHE,5.79,5.75,6.33,5.18,0.0,0,0
2022-06-09,000166.XSHE,4.14,4.14,4.55,3.73,0.0,0,0
2022-06-09,000301.XSHE,15.66,15.67,17.24,14.1,0.0,0,0
2022-06-09,000333.XSHE,52.85,52.99,58.29,47.69,0.0,0,0
2022-06-09,000338.XSHE,12.17,12.07,13.28,10.86,0.0,0,0
2022-06-09,000400.XSHE,19.82,19.83,21.81,17.85,0.0,0,0
2022-06-09,000401.XSHE,10.34,10.4,11.44,9.36,0.0,0,0
2022-06-09,000402.XSHE,5.78,5.79,6.37,5.21,0.0,0,0
2022-06-09,000403.XSHE,19.88,19.9,21.89,17.91,0.0,0,0
2022-06-09,000404.XSHE,5.07,5.08,5.59,4.57,0.0,0,0
2022-06-09,000407.XSHE,3.78,3.8,4.18,3.42,0.0,0,0
2022-06-09,000408.XSHE,32.31,32.62,35.88,29.36,0.0,0,0
2022-06-09,000409.XSHE,5.73,5.73,6.3,5.16,0.0,0,0
2022-06-09,000410.XSHE,4.8,4.8,5.04,4.56,0.0,0,0
2022-06-09,000411.XSHE,12.11,12.19,13.41,10.97,0.0,0,0
2022-06-09,000413.XSHE,1.8,1.8,1.98,1.62,0.0,0,0
2022-06-09,000415.XSHE,2.16,2.16,2.38,1.94,0.0,0,0
2022-06-09,000416.XSHE,3.64,3.67,4.04,3.3,0.0,0,0
2022-06-09,000417.XSHE,4.66,4.69,5.16,4.22,0.0,0,0
2022-06-09,000419.XSHE,4.95,4.97,5.47,4.47,0.0,0,0
2022-06-09,000420.XSHE,4.26,4.22,4.64,3.8,0.0,0,0
2022-06-09,000421.XSHE,4.86,4.9,5.39,4.41,0.0,0,0
2022-06-09,000422.XSHE,21.6,21.5,23.65,19.35,0.0,0,0
2022-06-09,000423.XSHE,32.63,32.63,35.89,29.37,0.0,0,0
2022-06-09,000425.XSHE,5.28,5.27,5.8,4.74,0.0,0,0
2022-06-09,000426.XSHE,6.41,6.44,7.08,5.8,0.0,0,0
2022-06-09,000428.XSHE,3.88,3.9,4.29,3.51,0.0,0,0
2022-06-09,000429.XSHE,8.36,8.29,9.12,7.46,0.0,0,0
2022-06-09,000430.XSHE,6.15,6.13,6.74,5.52,0.0,0,0
2022-06-09,000488.XSHE,5.5,5.52,6.07,4.97,0.0,0,0
2022-06-09,000498.XSHE,9.22,9.31,10.24,8.38,0.0,0,0
2022-06-09,000501.XSHE,10.76,10.72,11.79,9.65,0.0,0,0
2022-06-09,000502.XSHE,0.53,0.54,0.59,0.49,0.0,0,0
2022-06-09,000503.XSHE,8.82,8.85,9.74,7.97,0.0,0,0
2022-06-09,000504.XSHE,14.82,14.8,16.28,13.32,0.0,0,0
2022-06-09,000505.XSHE,10.2,10.15,11.17,9.14,0.0,0,0
2022-06-09,000506.XSHE,3.08,3.15,3.47,2.84,0.0,0,0
2022-06-09,000507.XSHE,6.13,6.16,6.78,5.54,0.0,0,0
2022-06-09,000509.XSHE,3.91,3.94,4.14,3.74,0.0,0,0
2022-06-09,000510.XSHE,7.45,7.45,8.2,6.71,0.0,0,0
2022-06-09,000513.XSHE,35.25,35.28,38.81,31.75,0.0,0,0
2022-06-09,000514.XSHE,4.89,5.01,5.51,4.51,0.0,0,0
2022-06-09,000516.XSHE,9.4,9.47,10.42,8.52,0.0,0,0
2022-06-09,000517.XSHE,3.27,3.29,3.62,2.96,0.0,0,0
2022-06-09,000518.XSHE,3.13,3.14,3.45,2.83,0.0,0,0
2022-06-09,000519.XSHE,25.75,25.7,28.27,23.13,0.0,0,0
2022-06-09,000520.XSHE,3.32,3.35,3.69,3.02,0.0,0,0
2022-06-09,000521.XSHE,3.95,3.96,4.36,3.56,0.0,0,0
2022-06-09,000523.XSHE,4.56,4.62,5.08,4.16,0.0,0,0
2022-06-09,000524.XSHE,10.2,10.23,11.25,9.21,0.0,0,0
2022-06-09,000525.XSHE,11.26,11.23,11.79,10.67,0.0,0,0
2022-06-09,000526.XSHE,16.5,16.39,18.03,14.75,0.0,0,0
2022-06-09,000528.XSHE,6.36,6.41,7.05,5.77,0.0,0,0
2022-06-09,000529.XSHE,6.79,6.83,7.51,6.15,0.0,0,0
2022-06-09,000530.XSHE,4.08,4.08,4.49,3.67,0.0,0,0
2022-06-09,000531.XSHE,9.06,9.08,9.99,8.17,0.0,0,0
2022-06-09,000532.XSHE,11.19,11.32,12.45,10.19,0.0,0,0
2022-06-09,000533.XSHE,3.39,3.41,3.75,3.07,0.0,0,0
2022-06-09,000534.XSHE,12.1,12.09,13.3,10.88,0.0,0,0
2022-06-09,000536.XSHE,1.97,1.99,2.19,1.79,0.0,0,0
2022-06-09,000537.XSHE,12.91,13.0,14.3,11.7,0.0,0,0
2022-06-09,000538.XSHE,56.8,56.91,62.6,51.22,0.0,0,0
2022-06-09,000539.XSHE,4.59,4.61,5.07,4.15,0.0,0,0
2022-06-09,000540.XSHE,1.76,1.76,1.94,1.58,0.0,0,0
2022-06-09,000541.XSHE,5.08,5.1,5.61,4.59,0.0,0,0
2022-06-09,000543.XSHE,4.37,4.41,4.85,3.97,0.0,0,0
2022-06-09,000544.XSHE,5.7,5.76,6.34,5.18,0.0,0,0
2022-06-09,000545.XSHE,4.06,4.05,4.46,3.65,0.0,0,0
2022-06-09,000546.XSHE,14.69,14.69,14.69,14.69,1.0,0,0
2022-06-09,000547.XSHE,12.0,12.0,13.2,10.8,0.0,0,0
2022-06-09,000548.XSHE,4.68,4.67,5.14,4.2,0.0,0,0
2022-06-09,000550.XSHE,15.83,15.96,17.56,14.36,0.0,0,0
2022-06-09,000551.XSHE,8.55,8.56,9.42,7.7,0.0,0,0
2022-06-09,000552.XSHE,4.63,4.65,5.12,4.19,0.0,0,0
2022-06-09,000553.XSHE,12.29,12.2,13.42,10.98,0.0,0,0
2022-06-09,000554.XSHE,5.76,5.74,6.31,5.17,0.0,0,0
2022-06-09,000555.XSHE,11.28,11.28,12.41,10.15,0.0,0,0
2022-06-09,000557.XSHE,4.55,4.58,5.04,4.12,0.0,0,0
2022-06-09,000558.XSHE,2.85,2.85,3.14,2.57,0.0,0,0
2022-06-09,000559.XSHE,5.61,5.67,6.24,5.1,0.0,0,0
2022-06-09,000560.XSHE,2.86,2.86,3.15,2.57,0.0,0,0
2022-06-09,000561.XSHE,7.7,7.79,8.57,7.01,0.0,0,0
2022-06-09,000563.XSHE,3.06,3.04,3.34,2.74,0.0,0,0
2022-06-09,000564.XSHE,0.99,1.0,1.05,0.95,0.0,0,0
2022-06-09,000565.XSHE,6.22,6.2,6.82,5.58,0.0,0,0
2022-06-09,000566.XSHE,4.46,4.46,4.91,4.01,0.0,0,0
2022-06-09,000567.XSHE,15.0,15.0,16.5,13.5,0.0,0,0
2022-06-09,000568.XSHE,221.22,221.22,243.34,199.1,0.0,0,0
2022-06-09,000570.XSHE,4.6,4.59,5.05,4.13,0.0,0,0
2022-06-09,000571.XSHE,2.08,2.06,2.16,1.96,0.0,0,0
2022-06-09,000572.XSHE,6.0,6.14,6.75,5.53,0.0,0,0
2022-06-09,000573.XSHE,3.11,3.11,3.42,2.8,0.0,0,0
2022-06-09,000576.XSHE,11.48,11.51,12.66,10.36,0.0,0,0
2022-06-09,000581.XSHE,21.39,21.54,23.69,19.39,0.0,0,0
2022-06-09,000582.XSHE,8.33,8.33,9.16,7.5,0.0,0,0
2022-06-09,000584.XSHE,5.17,5.17,5.69,4.65,0.0,0,0
2022-06-09,000586.XSHE,7.96,7.97,8.77,7.17,0.0,0,0
2022-06-09,000587.XSHE,1.25,1.26,1.32,1.2,0.0,0,0
2022-06-09,000589.XSHE,4.31,4.31,4.74,3.88,0.0,0,0
2022-06-09,000590.XSHE,8.26,8.26,9.09,7.43,0.0,0,0
2022-06-09,000591.XSHE,7.6,7.73,8.5,6.96,0.0,0,0
2022-06-09,000592.XSHE,2.5,2.5,2.75,2.25,0.0,0,0
2022-06-09,000593.XSHE,5.64,5.64,6.2,5.08,0.0,0,0
2022-06-09,000595.XSHE,5.67,5.97,6.57,5.37,0.0,0,0
2022-06-09,000596.XSHE,232.21,233.58,256.94,210.22,0.0,0,0
2022-06-09,000597.XSHE,5.47,5.49,6.04,4.94,0.0,0,0
2022-06-09,000598.XSHE,5.15,5.16,5.68,4.64,0.0,0,0
2022-06-09,000599.XSHE,5.85,5.84,6.42,5.26,0.0,0,0
2022-06-09,000600.XSHE,4.5,4.5,4.95,4.05,0.0,0,0
2022-06-09,000601.XSHE,5.6,5.68,6.25,5.11,0.0,0,0
2022-06-09,000603.XSHE,11.7,11.77,12.95,10.59,0.0,0,0
2022-06-09,000605.XSHE,6.22,6.22,6.84,5.6,0.0,0,0
2022-06-09,000606.XSHE,1.39,1.39,1.46,1.32,0.0,0,0
2022-06-09,000607.XSHE,4.54,4.6,5.06,4.14,0.0,0,0
2022-06-09,000608.XSHE,2.95,2.96,3.26,2.66,0.0,0,0
2022-06-09,000609.XSHE,5.0,5.01,5.51,4.51,0.0,0,0
2022-06-09,000610.XSHE,8.59,8.6,9.46,7.74,0.0,0,0
2022-06-09,000611.XSHE,1.02,1.02,1.12,0.92,0.0,0,0
2022-06-09,000612.XSHE,6.41,6.39,7.03,5.75,0.0,0,0
2022-06-09,000613.XSHE,0.5,0.5,0.55,0.45,0.0,0,0
