date,code,zt,dt,paused
2023-07-05,000001.XSHE,0,0,0.0
2023-07-05,000002.XSHE,0,0,0.0
2023-07-05,000004.XSHE,1,0,0.0
2023-07-05,000005.XSHE,0,0,0.0
2023-07-05,000006.XSHE,0,0,0.0
2023-07-05,000007.XSHE,0,0,0.0
2023-07-05,000008.XSHE,0,0,0.0
2023-07-05,000009.XSHE,0,0,0.0
2023-07-05,000010.XSHE,0,0,0.0
2023-07-05,000011.XSHE,0,0,0.0
2023-07-05,000012.XSHE,0,0,0.0
2023-07-05,000014.XSHE,0,0,0.0
2023-07-05,000016.XSHE,0,0,0.0
2023-07-05,000017.XSHE,0,0,0.0
2023-07-05,000018.XSHE,0,0,
2023-07-05,000019.XSHE,0,0,0.0
2023-07-05,000020.XSHE,0,0,0.0
2023-07-05,000021.XSHE,0,0,0.0
2023-07-05,000022.XSHE,0,0,
2023-07-05,000023.XSHE,0,0,0.0
2023-07-05,000024.XSHE,0,0,
2023-07-05,000025.XSHE,0,0,0.0
2023-07-05,000026.XSHE,0,0,0.0
2023-07-05,000027.XSHE,0,0,0.0
2023-07-05,000028.XSHE,0,0,0.0
2023-07-05,000029.XSHE,0,0,0.0
2023-07-05,000030.XSHE,0,0,0.0
2023-07-05,000031.XSHE,0,0,0.0
2023-07-05,000032.XSHE,0,0,0.0
2023-07-05,000033.XSHE,0,0,
2023-07-05,000034.XSHE,0,0,0.0
2023-07-05,000035.XSHE,0,0,0.0
2023-07-05,000036.XSHE,0,0,0.0
2023-07-05,000037.XSHE,0,0,0.0
2023-07-05,000038.XSHE,0,0,0.0
2023-07-05,000039.XSHE,0,0,0.0
2023-07-05,000040.XSHE,0,0,0.0
2023-07-05,000042.XSHE,0,0,0.0
2023-07-05,000043.XSHE,0,0,
2023-07-05,000045.XSHE,0,0,0.0
2023-07-05,000046.XSHE,0,0,0.0
2023-07-05,000048.XSHE,0,0,0.0
2023-07-05,000049.XSHE,0,0,0.0
2023-07-05,000050.XSHE,0,0,0.0
2023-07-05,000055.XSHE,0,0,0.0
2023-07-05,000056.XSHE,0,0,0.0
2023-07-05,000058.XSHE,0,0,0.0
2023-07-05,000059.XSHE,0,0,0.0
2023-07-05,000060.XSHE,1,0,0.0
2023-07-05,000061.XSHE,0,0,0.0
2023-07-05,000062.XSHE,0,0,0.0
2023-07-05,000063.XSHE,0,0,0.0
2023-07-05,000065.XSHE,0,0,0.0
2023-07-05,000066.XSHE,0,0,0.0
2023-07-05,000068.XSHE,0,0,0.0
2023-07-05,000069.XSHE,0,0,0.0
2023-07-05,000070.XSHE,0,0,0.0
2023-07-05,000078.XSHE,0,0,0.0
2023-07-05,000088.XSHE,0,0,0.0
2023-07-05,000089.XSHE,0,0,0.0
2023-07-05,000090.XSHE,0,0,0.0
2023-07-05,000096.XSHE,0,0,0.0
2023-07-05,000099.XSHE,0,0,0.0
