date,code,zt,dt,paused
2023-01-20,000001.XSHE,0,0,0.0
2023-01-20,000002.XSHE,0,0,0.0
2023-01-20,000004.XSHE,0,0,0.0
2023-01-20,000005.XSHE,0,0,0.0
2023-01-20,000006.XSHE,0,0,0.0
2023-01-20,000007.XSHE,0,0,0.0
2023-01-20,000008.XSHE,0,0,0.0
2023-01-20,000009.XSHE,0,0,0.0
2023-01-20,000010.XSHE,0,0,0.0
2023-01-20,000011.XSHE,0,0,0.0
2023-01-20,000012.XSHE,0,0,0.0
2023-01-20,000014.XSHE,0,0,0.0
2023-01-20,000016.XSHE,0,0,0.0
2023-01-20,000017.XSHE,0,0,0.0
2023-01-20,000018.XSHE,0,0,
2023-01-20,000019.XSHE,0,0,0.0
2023-01-20,000020.XSHE,0,0,0.0
2023-01-20,000021.XSHE,0,0,0.0
2023-01-20,000022.XSHE,0,0,
2023-01-20,000023.XSHE,0,0,0.0
2023-01-20,000024.XSHE,0,0,
2023-01-20,000025.XSHE,0,0,0.0
2023-01-20,000026.XSHE,0,0,0.0
2023-01-20,000027.XSHE,0,0,0.0
2023-01-20,000028.XSHE,0,0,0.0
2023-01-20,000029.XSHE,0,0,0.0
2023-01-20,000030.XSHE,0,0,0.0
2023-01-20,000031.XSHE,0,0,0.0
2023-01-20,000032.XSHE,1,0,0.0
2023-01-20,000033.XSHE,0,0,
2023-01-20,000034.XSHE,0,0,0.0
2023-01-20,000035.XSHE,0,0,0.0
2023-01-20,000036.XSHE,0,0,0.0
2023-01-20,000037.XSHE,0,0,0.0
2023-01-20,000038.XSHE,0,0,0.0
2023-01-20,000039.XSHE,0,0,0.0
2023-01-20,000040.XSHE,0,0,0.0
2023-01-20,000042.XSHE,0,0,0.0
2023-01-20,000043.XSHE,0,0,
2023-01-20,000045.XSHE,0,0,0.0
2023-01-20,000046.XSHE,0,0,0.0
2023-01-20,000048.XSHE,0,0,0.0
2023-01-20,000049.XSHE,0,0,0.0
2023-01-20,000050.XSHE,0,0,0.0
2023-01-20,000055.XSHE,0,0,0.0
2023-01-20,000056.XSHE,0,0,0.0
2023-01-20,000058.XSHE,0,0,0.0
2023-01-20,000059.XSHE,0,0,0.0
2023-01-20,000060.XSHE,0,0,0.0
2023-01-20,000061.XSHE,0,0,0.0
2023-01-20,000062.XSHE,0,0,0.0
2023-01-20,000063.XSHE,0,0,0.0
2023-01-20,000065.XSHE,0,0,0.0
2023-01-20,000066.XSHE,0,0,0.0
2023-01-20,000068.XSHE,0,0,0.0
2023-01-20,000069.XSHE,0,0,0.0
2023-01-20,000070.XSHE,0,0,0.0
2023-01-20,000078.XSHE,0,0,0.0
2023-01-20,000088.XSHE,0,0,0.0
2023-01-20,000089.XSHE,0,0,0.0
2023-01-20,000090.XSHE,0,0,0.0
2023-01-20,000096.XSHE,0,0,0.0
2023-01-20,000099.XSHE,0,0,0.0
2023-01-20,000100.XSHE,0,0,0.0
2023-01-20,000150.XSHE,0,0,0.0
2023-01-20,000151.XSHE,0,0,0.0
2023-01-20,000153.XSHE,0,0,0.0
2023-01-20,000155.XSHE,0,0,0.0
2023-01-20,000156.XSHE,0,0,0.0
2023-01-20,000157.XSHE,0,0,0.0
