code,volume_turnover_ratio
600689.XSHG,-0.00025235690321086116
300831.XSHE,0.0011646850029540675
688281.XSHG,-8.88983331150147e-06
688359.XSHG,-6.307283456641073e-07
605378.XSHG,-0.00042608758378899286
600865.XSHG,-9.139767174037405e-05
300958.XSHE,4.417224575621278e-06
601666.XSHG,0.006870625326659797
002843.XSHE,0.0007160930825432806
001222.XSHE,-0.0003143787364612104
600476.XSHG,3.473133606220853e-06
688448.XSHG,-0.0004707198992957165
688216.XSHG,-0.0003192614799399256
300259.XSHE,0.00010272070824225731
301116.XSHE,0.0006129627589417795
000831.XSHE,0.002291512955826611
600008.XSHG,0.007754444301688184
688087.XSHG,8.014381739422964e-05
301529.XSHE,-0.00048733943534807323
300534.XSHE,0.00011197352973819831
600720.XSHG,0.00017572900436756546
000707.XSHE,0.0007430001713113941
300741.XSHE,0.004283926244738457
000603.XSHE,0.0010370155322165862
600691.XSHG,0.00205290910276324
300305.XSHE,-0.00017414484205176587
000688.XSHE,0.00189662906151838
688557.XSHG,-0.00036111597303728656
688478.XSHG,-0.0002196829296723775
002441.XSHE,0.00018810927540146443
300184.XSHE,0.000692674553310982
600064.XSHG,0.0002466452977321579
002841.XSHE,0.002799634415148017
600462.XSHG,0.0003113408662222994
300370.XSHE,4.4940703107989514e-05
600310.XSHG,0.0006257528176324828
301229.XSHE,-0.0004363102470675962
600551.XSHG,0.0006644493754243754
300711.XSHE,0.0006955751473413185
002890.XSHE,-0.000278416142126138
601858.XSHG,0.006911368316007155
002695.XSHE,0.0005576778936707626
603327.XSHG,0.0032879272932844618
603600.XSHG,0.00023175624011700002
301220.XSHE,-0.0003657524208218274
003028.XSHE,-0.00035668377988863436
300181.XSHE,0.0003039453712740936
002467.XSHE,0.000642961640417786
600083.XSHG,0.00135456458201877
600737.XSHG,0.0014108870995873416
300742.XSHE,-0.0005624232330178439
603305.XSHG,0.004446763976693913
000488.XSHE,0.0014203611598713087
000632.XSHE,-0.0002719616781898574
600339.XSHG,0.012991805703587106
600118.XSHG,0.0006845254711075454
002968.XSHE,-0.00012579821898371331
688667.XSHG,-0.0003570931261826334
603185.XSHG,0.0013579085251991447
603899.XSHG,0.00422322126447192
600331.XSHG,0.0019051829877896197
000420.XSHE,0.0031490036399928344
002159.XSHE,0.0001170179719282103
002724.XSHE,0.0023483483062393443
300007.XSHE,0.0001185868864339273
300429.XSHE,0.00019114145733570558
600523.XSHG,0.0013474743291657769
601633.XSHG,0.016349716348560396
603711.XSHG,0.0033499035956012506
688092.XSHG,-0.0006440888169410211
002333.XSHE,0.00042712290811591
002940.XSHE,0.00016564534415524387
300384.XSHE,-0.00020525129386098773
301002.XSHE,-0.00038726111927677966
001308.XSHE,0.00021847647130062412
301156.XSHE,-0.0005375531530799581
603021.XSHG,0.0002883050568634726
605069.XSHG,-0.0001817715991475219
000159.XSHE,0.0007632481258877146
300135.XSHE,5.712689491116883e-05
600051.XSHG,-0.00021825768782533577
605588.XSHG,-0.00039417811985827485
688269.XSHG,8.640883316044412e-06
300507.XSHE,0.0001746310827269613
000301.XSHE,0.023989501730436378
002540.XSHE,0.0005063107822671511
601727.XSHG,0.11079837559882372
688091.XSHG,0.0003453595691844821
688777.XSHG,0.003634398484040295
000012.XSHE,0.00034999211692617743
300968.XSHE,0.0010349664547457534
688475.XSHG,0.0008301197825542994
688681.XSHG,-0.00028837381247551945
603636.XSHG,0.0007456430450105886
002237.XSHE,0.0007838975418927392
301106.XSHE,-0.000543809519087046
002122.XSHE,0.0019234853411404425
000993.XSHE,0.0017784762807138647
300809.XSHE,0.00019703883920013513
688028.XSHG,0.00024898018456283885
300978.XSHE,0.0007222528628969912
002635.XSHE,0.0004280156189860117
688312.XSHG,0.000582164381524745
300770.XSHE,0.0007469198616459758
688302.XSHG,8.733185076176242e-05
002665.XSHE,0.0012906100050584278
601698.XSHG,0.042193877816620526
002542.XSHE,0.00022721764456374715
603329.XSHG,0.0006291847181043479
600151.XSHG,0.002624858156674178
300644.XSHE,-0.00040793220599853893
300567.XSHE,0.0005557804463069481
002514.XSHE,0.0003137431484086866
600641.XSHG,0.00014143724912797043
688370.XSHG,-0.0003947029788234646
300877.XSHE,0.00031732250688775094
300525.XSHE,0.00031960198356936965
300752.XSHE,-0.00011559318434743151
300205.XSHE,0.000152834059800673
688031.XSHG,0.00038991552371294796
300572.XSHE,-5.062276605526713e-05
688682.XSHG,-0.0004650436472856917
301335.XSHE,-0.000548384671866055
600354.XSHG,0.00103398369807105
688636.XSHG,-0.0003532792212473671
603387.XSHG,0.0006591174584721049
000609.XSHE,-0.00042261619507253235
002024.XSHE,0.0006922076071337621
001226.XSHE,-0.0006052732206076137
688548.XSHG,0.002226614198630593
601966.XSHG,0.013489880913863146
002616.XSHE,0.0003507608932258494
002826.XSHE,0.000855871707157203
002992.XSHE,0.0002679822621412915
300414.XSHE,7.976756882708733e-05
300535.XSHE,-0.0004655824370012307
601518.XSHG,0.01104960733524148
000888.XSHE,0.00022555544856801997
688150.XSHG,0.0013140253603322939
688702.XSHG,0.0002218665809166951
300134.XSHE,0.0012242787947869698
301468.XSHE,-0.0003357395199203296
600444.XSHG,-0.00018000295295766608
002252.XSHE,0.0028574540761119737
000716.XSHE,0.0011392093132459376
600111.XSHG,0.002052547483842013
002790.XSHE,0.00024872914296037156
301339.XSHE,0.000781926351643725
002384.XSHE,0.0018588759379836613
605369.XSHG,0.000250533426310822
603982.XSHG,0.0017532517162611705
002607.XSHE,0.005800271925551245
600082.XSHG,0.00020010617741280203
688456.XSHG,-0.00011304250095101065
301259.XSHE,-0.0002574094730392628
688586.XSHG,0.003527908335148147
000818.XSHE,0.0031385433411829596
300715.XSHE,0.00011752189349634905
600823.XSHG,7.338405101403036e-05
601900.XSHG,0.007104867310979299
002715.XSHE,5.6684197839535324e-05
300243.XSHE,-0.00042318820557895573
603986.XSHG,0.0014022065415712623
601618.XSHG,0.12040906502403427
300221.XSHE,0.0002897177199068027
600200.XSHG,0.0001367891251907266
300474.XSHE,0.0011129397176263577
002366.XSHE,0.0034959041596111257
300647.XSHE,0.0008860119088825099
603201.XSHG,-0.0004484152336562253
601611.XSHG,0.027487659836879428
603788.XSHG,0.0004975980068289305
603003.XSHG,0.003413411082966238
002747.XSHE,0.0010639804033400133
600190.XSHG,0.006001251203886932
603032.XSHG,0.0007623776647820064
601918.XSHG,0.015901087911158983
300324.XSHE,0.00015697475588160822
603803.XSHG,0.003296152347803892
600259.XSHG,0.0028075330279665285
603013.XSHG,0.003821217493326478
603069.XSHG,0.002565274490671182
600225.XSHG,0.015604529798222395
601279.XSHG,0.0015347918441392296
688513.XSHG,0.0006470689864664529
600613.XSHG,-0.0004774522620572576
688315.XSHG,0.0007223674764706839
002957.XSHE,0.003485690813140783
603912.XSHG,0.0012636453707950163
600917.XSHG,0.013424413450249558
002694.XSHE,0.0007119766868153099
300979.XSHE,0.0015541573402596946
301050.XSHE,0.0004010959491544184
600975.XSHG,0.0005727673752798014
301162.XSHE,-9.301839134137949e-05
002782.XSHE,0.0013342552899544774
688168.XSHG,-0.00026377046952805823
603275.XSHG,-0.00014666490560712197
300883.XSHE,0.0024615109095142747
300488.XSHE,-0.0001651821058103022
601838.XSHG,0.029941483632680448
300985.XSHE,-0.0002329634217037407
002154.XSHE,0.0003387321711339237
300545.XSHE,-2.2507603763143166e-05
001269.XSHE,0.0001834465236761667
300806.XSHE,0.00027704079650148173
688119.XSHG,0.004979174373653101
605090.XSHG,0.0015324696258312257
605300.XSHG,5.7865588661850536e-05
688531.XSHG,-0.00023991096399212034
600219.XSHG,0.01580274456175683
000812.XSHE,0.0004191942171467305
000608.XSHE,-0.0001960877368041798
002047.XSHE,0.0034686378252117523
300935.XSHE,-0.000544746704941495
301129.XSHE,-0.00047615565216268087
600178.XSHG,0.001454114091304911
688078.XSHG,-5.1648697590408565e-05
002316.XSHE,0.0001192327703009279
603053.XSHG,0.007617962173974611
688768.XSHG,-0.00037438012269173216
603579.XSHG,-0.00015638173114653126
600071.XSHG,-1.506235135767032e-05
