code,volume_turnover_ratio
600689.XSHG,-0.00036185632664251016
300831.XSHE,0.0011575844387698448
688281.XSHG,2.1889862999167225e-05
688359.XSHG,-0.00018574171924545362
605378.XSHG,-0.0004498431736721311
600865.XSHG,-7.994038857064248e-05
300958.XSHE,-6.470408023833069e-05
601666.XSHG,0.007610275689952001
002843.XSHE,0.0005049285931385492
001222.XSHE,-0.0002964303148301894
600476.XSHG,-0.00012398608285790627
688216.XSHG,-0.0003769507447937784
300259.XSHE,-0.00014763771215835144
301116.XSHE,-6.393413474249936e-05
000831.XSHE,0.0022188741156356855
600008.XSHG,0.008080159982941145
688087.XSHG,0.0001572431175969753
300534.XSHE,1.1447463013801711e-05
600720.XSHG,0.0001425124876752117
000707.XSHE,0.0008218324734406897
300741.XSHE,0.004466711307994358
000603.XSHE,0.000869450921286176
600691.XSHG,0.002075617109143981
300305.XSHE,-0.000116697806086902
000688.XSHE,0.0020904196384784
688557.XSHG,-0.00040771688912831776
002441.XSHE,0.00019042887770889024
300184.XSHE,0.0006119695584669607
600064.XSHG,0.00026903428842972897
002841.XSHE,0.0026846680593201363
600462.XSHG,0.00014427941931413005
300370.XSHE,-0.00027281509944060065
600310.XSHG,0.0005364044151752252
301229.XSHE,-0.000620110260094162
600551.XSHG,0.0006437892536806292
300711.XSHE,0.0005380360645843785
002890.XSHE,-0.00043410242038245314
601858.XSHG,0.0065034400289316575
002695.XSHE,0.0004848723544057207
603327.XSHG,0.003364384472289461
603600.XSHG,0.00017342381674291041
301220.XSHE,-0.0006010694479613002
003028.XSHE,-0.00039407651812568015
300181.XSHE,4.2581415819319276e-05
002467.XSHE,0.00036375151395240835
600083.XSHG,0.0013593731740655876
600737.XSHG,0.0014187128379938353
300742.XSHE,-0.0003408667329711057
603305.XSHG,0.004227595168396828
000488.XSHE,0.0014445828744430811
000632.XSHE,-0.00033038083429996464
600339.XSHG,0.013037047708670816
600118.XSHG,0.0005507961867720634
002968.XSHE,-0.000346749192085662
688667.XSHG,-0.0003488500699212312
603185.XSHG,0.0015822504220643996
603899.XSHG,0.004254170414259279
600331.XSHG,0.001685762069420854
300297.XSHE,0.0005861902667557436
000420.XSHE,0.0027883817261169707
002159.XSHE,7.8192079899452e-06
002724.XSHE,0.001452255548363224
300007.XSHE,8.539428579269976e-05
300429.XSHE,-3.918720274075679e-05
600523.XSHG,0.0014782066959505807
601633.XSHG,0.01646029878811339
603711.XSHG,0.003249285974494074
688092.XSHG,-0.0007559316790938739
002333.XSHE,0.00041105349646665054
002940.XSHE,6.509423441944905e-05
300384.XSHE,-0.0001910674414139559
301002.XSHE,-0.0003752981794511748
001308.XSHE,0.00020635114295438066
