date,code,open,close,low,high,volume,money,turnover_ratio
2022-08-25,000001.XSHE,1536.48,1563.74,1524.09,1568.7,858698.0,1329230362.0,0.5483
2022-08-25,000002.XSHE,2566.76,2542.66,2502.51,2592.46,451694.0,1146669783.0,0.7466
2022-08-25,000004.XSHE,70.81,72.38,70.07,73.19,350840.0,25279636.0,2.2457
2022-08-25,000005.XSHE,18.81,18.71,18.4,18.91,670302.0,12539602.0,0.6477
2022-08-25,000006.XSHE,211.0,214.04,209.48,219.1,494533.0,105813164.0,1.8536
2022-08-25,000007.XSHE,98.25,95.23,92.94,98.25,1972576.0,188076699.0,7.6969
2022-08-25,000008.XSHE,65.32,65.86,64.79,65.86,696636.0,45483759.0,0.6952
2022-08-25,000009.XSHE,150.88,151.68,149.47,154.09,8355047.0,1265083113.0,3.2894
2022-08-25,000010.XSHE,46.26,47.32,45.73,47.72,1340286.0,62901987.0,3.412
2022-08-25,000011.XSHE,43.33,43.84,43.12,43.84,734778.0,32010122.0,0.5952
2022-08-25,000012.XSHE,217.71,215.36,213.36,219.38,902855.0,194444831.0,1.5431
2022-08-25,000014.XSHE,92.47,92.14,90.93,94.02,448853.0,41370699.0,2.0463
2022-08-25,000016.XSHE,136.63,130.06,128.11,137.36,1034725.0,135516228.0,1.5785
2022-08-25,000017.XSHE,14.51,14.02,13.86,14.71,3325768.0,47050567.0,3.5719
2022-08-25,000019.XSHE,47.19,47.84,47.07,48.31,3239577.0,154607728.0,4.5803
2022-08-25,000020.XSHE,28.86,26.87,26.75,30.76,10508731.0,300148911.0,13.9389
2022-08-25,000021.XSHE,209.0,209.0,203.65,209.48,1158679.0,239570731.0,1.2033
2022-08-25,000023.XSHE,28.52,28.52,28.04,28.89,481352.0,13720450.0,0.929
2022-08-25,000025.XSHE,55.01,54.16,53.34,55.43,3004709.0,162405215.0,2.099
2022-08-25,000026.XSHE,94.24,94.24,91.92,94.33,334973.0,31268913.0,0.8653
2022-08-25,000027.XSHE,152.18,152.88,148.03,153.57,991690.0,150467313.0,0.4814
2022-08-25,000028.XSHE,119.87,120.87,119.87,121.7,318108.0,38403022.0,0.3593
2022-08-25,000029.XSHE,21.39,21.42,21.04,21.72,2263581.0,48376629.0,0.6001
2022-08-25,000030.XSHE,19.42,19.34,19.16,19.64,1338919.0,25835531.0,0.285
2022-08-25,000031.XSHE,66.04,66.42,65.65,66.99,410029.0,27112707.0,0.4151
2022-08-25,000032.XSHE,63.81,61.67,60.7,64.52,970260.0,60095284.0,0.6313
2022-08-25,000034.XSHE,60.65,60.18,59.37,61.37,3202918.0,193167006.0,1.8479
