date,code,open,close,low,high,volume,money,turnover_ratio
2021-04-15,000001.XSHE,2507.17,2458.87,2425.05,2508.38,609314.0,1494016040.75,0.3792
2021-04-15,000002.XSHE,4097.97,4095.11,4046.48,4132.3,352029.0,1436503927.32,0.5182
2021-04-15,000004.XSHE,139.24,138.42,136.26,139.91,590394.0,81248460.77,3.8185
2021-04-15,000005.XSHE,23.41,23.51,23.0,23.82,1283399.0,30143010.94,1.2402
2021-04-15,000006.XSHE,252.37,256.17,251.9,258.07,217974.0,55793403.42,0.7659999999999999
2021-04-15,000007.XSHE,45.33,44.48,44.12,45.69,916773.0,40928461.5,3.5772
2021-04-15,000008.XSHE,61.56,61.29,61.02,62.1,579137.0,35607179.84,0.5841
2021-04-15,000009.XSHE,98.74,99.44,96.93,101.55,5173670.0,514894950.66,2.0348
2021-04-15,000010.XSHE,58.89,58.49,57.56,61.15,2879102.0,169151592.27,7.3294
2021-04-15,000011.XSHE,49.94,50.8,49.08,51.07,2274367.0,114223615.35,1.6895
2021-04-15,000012.XSHE,232.11,232.11,228.56,237.91,2200352.0,513708655.02,3.6228
2021-04-15,000014.XSHE,71.79,71.88,71.42,72.43,120821.0,8683188.7,0.5478
2021-04-15,000016.XSHE,144.43,144.9,143.0,145.14,369393.0,53190338.29,0.5496
2021-04-15,000017.XSHE,9.27,9.21,9.14,9.34,582430.0,5368921.68,0.6255
2021-04-15,000019.XSHE,39.07,39.29,38.73,39.35,639646.0,25003771.8,0.8553
2021-04-15,000020.XSHE,21.99,21.92,21.82,21.99,295506.0,6470601.0,0.392
2021-04-15,000021.XSHE,307.38,296.44,296.13,307.53,1222586.0,365221757.41,1.3186
2021-04-15,000023.XSHE,42.28,42.61,41.83,42.77,98548.0,4178556.0,0.1902
2021-04-15,000025.XSHE,40.45,41.27,40.45,43.21,1244291.0,51849342.48,0.8675
2021-04-15,000026.XSHE,134.66,135.54,133.0,136.68,898679.0,121376887.87,2.2025
2021-04-15,000027.XSHE,217.85,205.81,202.74,219.38,5802604.0,1208040846.85,2.6705
2021-04-15,000028.XSHE,167.04,169.75,166.17,170.07,730089.0,123261330.44,0.7911
2021-04-15,000029.XSHE,17.15,17.64,17.04,17.9,2742698.0,48247741.16,0.713
2021-04-15,000030.XSHE,25.09,25.36,24.54,25.4,1532337.0,38177825.47,0.2972
2021-04-15,000031.XSHE,74.46,74.46,73.88,74.84,163973.0,12177755.17,0.166
2021-04-15,000032.XSHE,87.34,87.04,86.71,88.25,148301.0,12923816.52,0.1503
2021-04-15,000034.XSHE,53.36,53.05,52.5,53.57,1806174.0,95493478.07,1.1077
2021-04-15,000035.XSHE,20.31,19.98,19.94,20.31,1092270.0,21942020.45,0.2055
2021-04-15,000036.XSHE,33.37,33.64,33.28,33.81,487609.0,16378301.43,0.291
2021-04-15,000037.XSHE,51.69,50.63,49.98,51.98,1161395.0,58780937.5,2.0151
2021-04-15,000038.XSHE,33.77,34.17,33.73,34.71,1083269.0,37195004.14,1.4286
2021-04-15,000039.XSHE,506.33,510.04,488.42,512.51,748533.0,376778356.88,1.5063
2021-04-15,000040.XSHE,12.45,12.27,12.08,12.55,8060602.0,98848203.37,3.5194
2021-04-15,000042.XSHE,112.46,112.72,111.67,113.11,62153.0,7010237.44,0.1234
2021-04-15,000045.XSHE,24.06,23.77,23.62,24.24,1106913.0,26401182.96,0.7089
2021-04-15,000046.XSHE,93.25,92.23,91.21,93.59,475009.0,43819157.36,0.3112
2021-04-15,000048.XSHE,175.35,177.16,174.83,181.11,357494.0,63620643.75,0.575
