date,code,open,close,high,low,volume,money,turnover_ratio
2023-09-13,000001.XSHE,1433.03,1427.95,1436.84,1422.88,386214.0,551747628.0,0.2526
2023-09-13,000002.XSHE,2305.16,2300.09,2325.42,2293.34,230536.0,531662936.0,0.4007
2023-09-13,000004.XSHE,119.88,118.91,121.59,117.5,866331.0,102967031.0,5.1079
2023-09-13,000005.XSHE,14.31,14.11,14.31,14.11,510408.0,7240680.0,0.4932
2023-09-13,000006.XSHE,243.22,244.25,246.84,241.67,471133.0,114929385.0,1.8022
2023-09-13,000007.XSHE,56.9,56.42,56.9,55.45,89382.0,5006504.0,0.3488
2023-09-13,000008.XSHE,65.86,65.32,66.4,64.79,939368.0,61634328.0,0.9399
2023-09-13,000009.XSHE,106.87,104.85,107.07,104.55,903739.0,95235317.0,0.3575
2023-09-13,000010.XSHE,37.49,41.21,41.21,37.35,6340375.0,253441185.0,16.1408
2023-09-13,000011.XSHE,44.49,44.27,44.63,44.01,1305877.0,57791939.0,1.0993
2023-09-13,000012.XSHE,197.19,195.13,197.19,194.44,303350.0,59305035.0,0.5316
2023-09-13,000014.XSHE,141.06,140.95,142.52,140.28,637964.0,90110432.0,2.9438
2023-09-13,000016.XSHE,107.16,106.19,107.65,105.21,389747.0,41499483.0,0.5945
2023-09-13,000017.XSHE,14.87,14.58,14.9,14.55,884020.0,12970618.0,0.9494
2023-09-13,000019.XSHE,45.07,44.7,45.13,44.4,413766.0,18505539.0,0.6046
2023-09-13,000020.XSHE,28.86,28.55,28.96,28.28,557428.0,15934474.0,0.7394
2023-09-13,000021.XSHE,299.92,295.68,303.34,292.09,1663089.0,494811493.0,1.7386
2023-09-13,000023.XSHE,16.63,16.44,16.63,16.34,282237.0,4641890.0,0.5447
2023-09-13,000025.XSHE,43.7,43.26,44.03,42.93,915141.0,39769253.0,0.6404
2023-09-13,000026.XSHE,111.75,110.42,111.75,109.38,191514.0,21147139.0,0.5007
2023-09-13,000027.XSHE,152.74,152.97,154.39,152.27,550082.0,84242279.0,0.273
2023-09-13,000028.XSHE,174.27,172.14,177.01,171.15,878614.0,152288450.0,1.0063
2023-09-13,000029.XSHE,27.52,27.88,28.0,27.52,1384984.0,38455660.0,0.3691
2023-09-13,000030.XSHE,21.75,21.47,21.91,21.32,1621584.0,34965477.0,0.3776
2023-09-13,000031.XSHE,73.69,73.12,74.46,72.93,548301.0,40315629.0,0.2622
2023-09-13,000032.XSHE,107.23,104.37,107.4,102.39,3896607.0,406111339.0,2.5413
2023-09-13,000034.XSHE,97.97,93.35,98.13,92.81,8229386.0,777422674.0,4.7587
2023-09-13,000035.XSHE,25.32,25.36,25.69,25.13,2950969.0,74882824.0,0.5649
2023-09-13,000036.XSHE,37.21,37.11,37.49,36.92,688275.0,25595500.0,0.4426
2023-09-13,000037.XSHE,56.1,55.63,57.04,55.1,2164435.0,121352057.0,3.7555
2023-09-13,000039.XSHE,358.29,358.29,359.3,355.24,189911.0,67899604.0,0.4194
2023-09-13,000040.XSHE,18.33,18.06,18.38,17.96,3392059.0,61471207.0,1.481
2023-09-13,000042.XSHE,96.13,96.66,97.33,95.86,207754.0,20062448.0,0.416
2023-09-13,000045.XSHE,31.57,31.31,31.75,31.1,1112284.0,34908817.0,0.7236
2023-09-13,000046.XSHE,79.98,83.72,83.72,79.3,5260384.0,433881991.0,3.4604
