date,code,open,close,low,high,volume,money,turnover_ratio
2020-02-26,000001.XSHE,1753.58,1779.7,1745.27,1812.94,991024.0,1769612245.37,0.6063
2020-02-26,000002.XSHE,3979.41,4153.21,3944.92,4270.45,1199452.0,5002513795.44,1.703
2020-02-26,000004.XSHE,284.51,278.63,278.63,294.49,1902685.0,540539274.69,16.8819
2020-02-26,000005.XSHE,28.73,30.46,28.42,32.1,3174523.0,97084809.71,3.0676
2020-02-26,000006.XSHE,214.52,222.8,214.52,228.79,487216.0,108985326.72,1.6635
2020-02-26,000007.XSHE,104.76,103.55,103.19,107.89,1135705.0,120027780.34,4.4315
2020-02-26,000008.XSHE,84.93,88.68,84.93,91.63,2373405.0,210666889.04,2.3858
2020-02-26,000009.XSHE,88.58,85.38,84.68,92.08,19677580.0,1734337936.86,7.7425
2020-02-26,000010.XSHE,46.53,46.66,46.13,47.46,236288.0,11090654.08,0.6016
2020-02-26,000011.XSHE,29.49,30.24,29.3,30.99,1819145.0,55444862.77,1.2982
2020-02-26,000012.XSHE,201.22,190.09,184.69,212.03,6371395.0,1284958754.84,10.3463
2020-02-26,000014.XSHE,75.46,77.37,75.27,78.75,391742.0,30533224.6,1.7742
2020-02-26,000016.XSHE,235.8,236.27,232.5,248.78,9827820.0,2366439506.96,14.5294
2020-02-26,000017.XSHE,12.56,12.79,12.43,13.18,2197030.0,28181715.93,2.3596
2020-02-26,000019.XSHE,32.47,32.42,32.26,33.34,1597455.0,52392585.31,2.0857
2020-02-26,000020.XSHE,24.37,25.98,24.17,26.67,3232269.0,83074835.97,4.2873
2020-02-26,000021.XSHE,341.48,320.62,320.62,347.64,6594535.0,2185334462.02,7.0921
2020-02-26,000023.XSHE,31.45,32.28,31.21,32.92,1629825.0,52715646.85,3.1438
2020-02-26,000025.XSHE,51.8,54.78,51.8,57.79,5705692.0,311515187.58,3.9691
2020-02-26,000026.XSHE,86.62,84.99,84.56,88.94,1568819.0,136210577.0,3.7721
2020-02-26,000027.XSHE,98.68,100.49,98.14,100.85,709539.0,70817661.09,0.3235
2020-02-26,000028.XSHE,180.03,179.17,178.93,182.28,746760.0,134632546.31,0.7991
2020-02-26,000030.XSHE,15.08,16.94,15.08,16.94,10647116.0,176415647.63,2.0095
2020-02-26,000031.XSHE,107.22,109.64,106.11,111.68,1668551.0,183644318.76,1.7095
2020-02-26,000032.XSHE,83.77,79.86,79.66,88.0,3408931.0,285153247.91,3.4405
2020-02-26,000034.XSHE,88.51,83.58,83.4,89.57,12104860.0,1050132482.09,7.5372
2020-02-26,000035.XSHE,24.69,24.78,24.69,25.29,4116785.0,102907140.25,0.8022
2020-02-26,000036.XSHE,29.5,30.31,29.09,30.8,2087003.0,63110717.67,1.1528
2020-02-26,000037.XSHE,62.46,63.1,61.93,64.28,416150.0,26345101.0,0.7208
2020-02-26,000038.XSHE,31.57,31.88,31.13,32.89,3610762.0,116638158.7,4.8976
2020-02-26,000039.XSHE,249.07,253.63,245.43,258.79,559666.0,141681314.52,1.1146
2020-02-26,000040.XSHE,17.96,18.01,17.82,18.89,14884658.0,273458480.99,6.4989
2020-02-26,000042.XSHE,120.57,123.95,119.53,125.64,298902.0,36893120.16,0.5871
2020-02-26,000045.XSHE,25.0,24.29,24.09,26.49,8642921.0,218184208.44,5.5354
2020-02-26,000046.XSHE,146.73,154.71,146.06,158.04,1912791.0,294844819.59,1.2298
2020-02-26,000048.XSHE,150.51,156.42,150.51,159.88,354343.0,55616590.22,0.5536
2020-02-26,000049.XSHE,268.72,257.42,254.17,273.53,2176195.0,575990929.62,5.734
2020-02-26,000050.XSHE,154.07,149.9,145.82,155.74,7962514.0,1204805608.11,3.6279
2020-02-26,000055.XSHE,41.99,43.16,41.8,43.84,1241238.0,53477043.94,1.7829
2020-02-26,000056.XSHE,17.39,17.72,17.34,18.19,2314519.0,41222397.3,1.207
2020-02-26,000058.XSHE,32.99,32.34,32.11,33.22,4391515.0,143732066.53,3.7815
2020-02-26,000059.XSHE,9.61,9.67,9.54,9.92,12541678.0,122131090.48,1.2835
2020-02-26,000060.XSHE,142.67,144.53,141.19,147.13,1108315.0,160414603.24,1.154
2020-02-26,000061.XSHE,126.82,131.63,126.82,135.35,2266574.0,300277747.25,2.9231
2020-02-26,000062.XSHE,104.59,101.29,100.43,105.02,1617188.0,166581188.74,1.1097
2020-02-26,000063.XSHE,909.61,866.25,858.6,916.92,12164401.0,10808449382.54,5.9567
2020-02-26,000065.XSHE,118.22,126.67,116.83,131.44,1191275.0,150325087.33,2.7208
2020-02-26,000066.XSHE,180.13,185.38,178.99,194.84,18614268.0,3525921373.76,8.5204
2020-02-26,000068.XSHE,8.41,8.41,8.23,8.69,7376830.0,62725166.07,1.6708
2020-02-26,000069.XSHE,281.23,290.79,279.93,294.27,1921609.0,557038211.46,1.1871
2020-02-26,000070.XSHE,41.55,38.85,38.61,42.1,19984757.0,810697031.24,8.7117
2020-02-26,000078.XSHE,128.87,122.11,116.99,128.87,19271682.0,2369088492.22,15.0589
2020-02-26,000088.XSHE,34.78,35.23,34.12,35.89,1510490.0,53129218.89,0.5719
2020-02-26,000089.XSHE,60.52,60.81,60.08,61.74,3307340.0,201920902.3,1.1647
2020-02-26,000090.XSHE,33.16,34.29,32.74,35.27,5270146.0,181370835.52,1.9817
2020-02-26,000096.XSHE,28.22,28.62,28.22,29.12,560692.0,16118964.1,0.2919
2020-02-26,000099.XSHE,25.79,26.06,25.72,26.51,1795961.0,47123763.63,1.1224
2020-02-26,000100.XSHE,22.18,20.57,20.48,22.52,341680635.0,7291251234.03,8.3223
2020-02-26,000150.XSHE,16.44,16.68,16.4,16.92,4676004.0,78020315.94,2.2877
2020-02-26,000151.XSHE,24.38,24.52,23.97,25.1,1953209.0,48034393.36,2.0234
2020-02-26,000153.XSHE,44.01,42.37,42.14,44.01,2198946.0,94288212.56,3.9819
2020-02-26,000155.XSHE,7.39,7.31,7.23,7.47,14003909.0,103165459.15,1.7334
2020-02-26,000156.XSHE,21.11,19.41,19.23,21.11,39410975.0,786155158.92,5.0582
2020-02-26,000157.XSHE,440.88,448.69,440.17,457.21,684899.0,308849215.99,0.7577
2020-02-26,000158.XSHE,38.35,34.66,34.66,38.35,60430862.0,2168197734.24,11.3632
2020-02-26,000159.XSHE,17.08,17.5,16.92,18.46,7804979.0,138292638.45,5.2034
2020-02-26,000166.XSHE,7.05,6.98,6.98,7.19,83698161.0,592660539.07,0.5311
2020-02-26,000301.XSHE,10.77,10.9,10.63,10.96,5012714.0,54220936.22,0.9096
2020-02-26,000333.XSHE,243.03,245.75,240.82,250.37,8556313.0,2107804633.19,0.5674
2020-02-26,000338.XSHE,270.27,274.93,268.72,279.01,3687677.0,1014406879.78,1.6879
2020-02-26,000400.XSHE,88.42,91.01,88.19,93.98,4085673.0,373530542.75,3.1739
2020-02-26,000401.XSHE,107.56,113.06,107.32,115.94,13637553.0,1544308960.3,6.1866
2020-02-26,000402.XSHE,234.56,240.32,232.86,243.03,576455.0,138240931.64,0.654
2020-02-26,000403.XSHE,155.77,152.8,151.82,155.86,628766.0,96916476.71,1.0282
2020-02-26,000404.XSHE,14.74,14.85,14.7,15.12,3271284.0,48745255.6,1.8026
