date,code,open,close,low,high,volume,money,turnover_ratio
2020-02-03,000001.XSHE,1660.97,1660.97,1660.97,1745.27,1902870.0,3201454164.92,1.1642
2020-02-03,000002.XSHE,3598.71,3673.19,3597.33,3795.96,1109850.0,4119846241.35,1.5757
2020-02-03,000004.XSHE,152.94,152.94,152.94,152.94,57749.0,8832200.0,0.5124
2020-02-03,000005.XSHE,27.3,27.3,27.3,27.5,674117.0,18401978.8,0.6514
2020-02-03,000006.XSHE,210.38,210.38,210.38,210.38,83119.0,17486191.0,0.2838
2020-02-03,000007.XSHE,98.85,98.85,98.85,98.97,125201.0,12376502.0,0.4885
2020-02-03,000008.XSHE,82.52,82.52,82.52,82.52,278503.0,22981728.0,0.28
2020-02-03,000009.XSHE,58.35,58.35,58.35,60.05,7273912.0,426112791.62,2.862
2020-02-03,000010.XSHE,46.79,46.79,46.79,47.32,120447.0,5638112.0,0.3067
2020-02-03,000011.XSHE,29.83,29.83,29.83,29.83,193562.0,5773968.0,0.1381
2020-02-03,000012.XSHE,131.6,131.6,131.6,131.6,167814.0,22084830.0,0.2725
2020-02-03,000014.XSHE,75.0,75.0,75.0,75.0,97732.0,7329888.0,0.4426
2020-02-03,000016.XSHE,110.7,110.7,110.7,120.14,5933477.0,681661316.58,8.772
2020-02-03,000017.XSHE,11.71,11.71,11.71,11.71,423356.0,4959360.0,0.4547
2020-02-03,000019.XSHE,28.67,28.67,28.67,28.67,449047.0,12875280.0,0.5863
2020-02-03,000020.XSHE,22.11,22.11,22.11,22.11,110196.0,2436160.0,0.1462
2020-02-03,000021.XSHE,212.06,212.06,212.06,212.06,205152.0,43504956.0,0.2206
2020-02-03,000023.XSHE,29.76,29.76,29.76,29.76,111713.0,3324880.0,0.2155
2020-02-03,000025.XSHE,49.29,49.29,49.29,49.29,336712.0,16596800.0,0.2342
2020-02-03,000026.XSHE,79.5,79.5,79.5,79.5,146822.0,11672784.0,0.353
2020-02-03,000027.XSHE,96.15,96.15,96.15,96.87,597213.0,57466065.42,0.2723
2020-02-03,000028.XSHE,192.04,185.11,179.72,192.04,967479.0,179990490.67,1.0353
2020-02-03,000030.XSHE,13.95,13.95,13.95,14.18,1294909.0,18079950.2,0.2444
2020-02-03,000031.XSHE,106.11,106.11,106.11,106.11,127721.0,13552114.0,0.1309
2020-02-03,000032.XSHE,54.09,54.09,54.09,54.09,80055.0,4329869.0,0.0808
2020-02-03,000034.XSHE,61.91,61.91,61.91,61.91,675618.0,41826304.0,0.4207
2020-02-03,000035.XSHE,23.03,23.03,23.03,23.03,499437.0,11501451.0,0.1799
2020-02-03,000036.XSHE,28.84,28.84,28.84,28.84,631050.0,18201618.0,0.3486
2020-02-03,000037.XSHE,60.52,60.52,60.52,60.52,28654.0,1734142.0,0.0496
2020-02-03,000038.XSHE,30.66,30.66,30.66,30.66,183063.0,5612000.0,0.2483
2020-02-03,000039.XSHE,250.59,250.59,250.59,250.59,126122.0,31604925.0,0.2514
2020-02-03,000040.XSHE,15.23,15.23,15.23,15.23,986060.0,15019179.0,0.4305
2020-02-03,000042.XSHE,116.14,116.14,116.14,116.14,64539.0,7495842.0,0.1268
2020-02-03,000045.XSHE,19.26,19.26,19.26,19.29,1523949.0,29352116.0,0.976
2020-02-03,000046.XSHE,136.74,136.74,136.74,136.74,163145.0,22309080.0,0.1049
2020-02-03,000048.XSHE,124.17,124.17,124.17,124.17,79515.0,9873025.0,0.1242
2020-02-03,000049.XSHE,226.32,226.32,226.32,226.32,199263.0,45097560.0,0.525
2020-02-03,000050.XSHE,124.07,124.07,124.07,124.07,388619.0,48216798.0,0.1771
2020-02-03,000055.XSHE,39.07,39.07,39.07,39.07,175254.0,6847075.0,0.2517
2020-02-03,000056.XSHE,16.78,16.78,16.78,16.78,257945.0,4327892.0,0.1345
2020-02-03,000058.XSHE,30.25,30.25,30.25,30.25,228360.0,6908740.0,0.1966
2020-02-03,000059.XSHE,8.59,8.59,8.59,8.68,6888971.0,59213174.15,0.705
2020-02-03,000060.XSHE,135.61,135.61,135.61,136.36,870623.0,118092718.9,0.9065
2020-02-03,000061.XSHE,102.55,102.55,102.55,102.55,91465.0,9379531.0,0.118
2020-02-03,000062.XSHE,90.11,90.11,90.11,90.11,113946.0,10267176.0,0.0782
2020-02-03,000063.XSHE,599.32,610.54,599.32,632.64,10599480.0,6430335667.16,5.1904
2020-02-03,000065.XSHE,112.07,112.07,112.07,112.99,280372.0,31433382.0,0.6404
2020-02-03,000066.XSHE,145.47,145.47,145.47,145.47,505799.0,73580540.0,0.2315
2020-02-03,000068.XSHE,7.87,7.87,7.87,7.87,679167.0,5342325.0,0.1538
2020-02-03,000069.XSHE,276.88,276.88,276.88,279.06,1526458.0,422828926.63,0.943
2020-02-03,000070.XSHE,32.28,32.28,32.28,32.28,451221.0,14565063.0,0.1967
2020-02-03,000078.XSHE,108.59,108.59,108.59,108.59,719133.0,78088360.9,0.5619
2020-02-03,000088.XSHE,35.15,35.15,35.15,35.15,259395.0,9118328.0,0.0982
2020-02-03,000089.XSHE,58.71,58.71,58.71,58.86,4319141.0,253588697.91,1.521
2020-02-03,000090.XSHE,31.97,31.97,31.97,31.97,573329.0,18327855.0,0.2156
2020-02-03,000096.XSHE,25.9,25.9,25.9,25.9,79710.0,2064880.0,0.0415
2020-02-03,000099.XSHE,24.2,24.2,24.2,24.2,358423.0,8675064.0,0.2239999999999999
2020-02-03,000100.XSHE,14.07,14.07,14.07,14.41,120124121.0,1694381206.67,2.9259
2020-02-03,000150.XSHE,15.06,15.06,15.06,15.06,936680.0,14109552.0,0.4583
2020-02-03,000151.XSHE,24.11,24.11,24.11,24.11,188613.0,4546584.0,0.1954
2020-02-03,000153.XSHE,38.42,36.27,34.91,38.42,2416469.0,89746674.67,4.3758
2020-02-03,000155.XSHE,6.7,6.7,6.7,6.7,1208015.0,8089740.0,0.1495
2020-02-03,000156.XSHE,14.67,14.67,14.67,15.2,9885640.0,145941014.46,1.2688
2020-02-03,000157.XSHE,402.54,402.54,402.54,402.54,230940.0,92963619.0,0.2555
2020-02-03,000158.XSHE,18.63,18.63,18.63,19.1,7600241.0,141811302.82,1.4291
2020-02-03,000159.XSHE,15.96,15.96,15.96,15.96,542150.0,8652252.0,0.3614
2020-02-03,000166.XSHE,6.21,6.21,6.21,6.21,22638393.0,140484932.0,0.1436
2020-02-03,000301.XSHE,10.06,10.06,10.06,10.35,5215285.0,52577342.5,0.9464
2020-02-03,000333.XSHE,224.43,227.15,224.43,238.01,15578900.0,3565939364.38,1.0351
2020-02-03,000338.XSHE,236.66,236.66,236.66,242.88,6663977.0,1581433174.81,3.0502
2020-02-03,000400.XSHE,81.61,81.61,81.61,81.61,389551.0,31790378.0,0.3026
2020-02-03,000401.XSHE,84.16,84.16,84.16,84.16,1888594.0,158936094.0,0.8567
2020-02-03,000402.XSHE,228.79,228.79,228.79,230.15,327191.0,74894326.24,0.3712
2020-02-03,000403.XSHE,150.89,135.98,135.23,150.89,1280849.0,179821185.91,2.0944
2020-02-03,000404.XSHE,12.94,12.94,12.94,13.09,2565981.0,33238142.56,1.414
2020-02-03,000407.XSHE,37.39,37.39,37.39,37.39,201630.0,7538018.0,0.2768
2020-02-03,000408.XSHE,37.57,37.57,37.57,37.57,231222.0,8686659.0,0.2898
2020-02-03,000409.XSHE,11.08,11.08,11.08,11.08,86313.0,956088.0,0.0468
2020-02-03,000410.XSHE,18.24,18.24,18.24,18.24,80760.0,1472940.0,0.0139
2020-02-03,000411.XSHE,28.55,28.55,28.55,30.16,1895252.0,54957664.77,2.3407
2020-02-03,000413.XSHE,12.62,12.62,12.62,12.62,5465923.0,68987875.0,0.5157
2020-02-03,000415.XSHE,70.12,70.12,70.12,71.02,704626.0,49419592.09,0.4479
2020-02-03,000416.XSHE,43.93,43.93,43.93,43.93,193685.0,8509092.0,0.3581
2020-02-03,000417.XSHE,78.99,78.99,78.99,78.99,340165.0,26869536.0,0.7984
