date,code,open,close,high,low,volume,money,turnover_ratio
2023-05-19,000001.XSHE,1540.2,1529.05,1541.44,1526.57,555577.0,851165594.0,0.3548
2023-05-19,000002.XSHE,2348.31,2335.46,2348.31,2329.03,246719.0,575941557.0,0.4078
2023-05-19,000004.XSHE,79.97,80.49,80.94,78.63,277330.0,22122181.0,1.7365
2023-05-19,000005.XSHE,15.13,15.03,15.23,14.93,466879.0,7008324.0,0.4511
2023-05-19,000006.XSHE,239.34,235.29,239.34,234.28,217228.0,51208161.0,0.8142
2023-05-19,000007.XSHE,52.44,54.73,54.97,51.6,698685.0,37284181.0,2.7262
2023-05-19,000008.XSHE,66.13,65.59,66.4,65.32,644539.0,42308716.0,0.6588
2023-05-19,000009.XSHE,111.82,112.63,113.13,110.82,1646101.0,185173205.0,0.6494
2023-05-19,000010.XSHE,33.37,32.57,33.37,32.43,421117.0,13777294.0,1.072
2023-05-19,000011.XSHE,41.5,41.11,41.54,40.81,577364.0,23727652.0,0.4677
2023-05-19,000012.XSHE,214.36,211.69,214.36,210.68,410582.0,86941630.0,0.7018
2023-05-19,000014.XSHE,119.18,116.97,120.39,116.75,984334.0,116019466.0,4.4876
2023-05-19,000016.XSHE,115.44,117.88,120.07,114.71,654294.0,76938340.0,0.9981
2023-05-19,000017.XSHE,14.25,14.32,14.35,14.06,791549.0,11293755.0,0.8501
2023-05-19,000019.XSHE,44.25,44.43,44.96,43.72,670071.0,29662845.0,0.9473
2023-05-19,000020.XSHE,24.77,25.38,25.66,24.32,1312318.0,32913833.0,1.7407
2023-05-19,000021.XSHE,319.33,322.08,335.36,316.57,8946416.0,2910451967.0,9.2911
2023-05-19,000023.XSHE,17.94,17.92,18.24,17.81,935238.0,16776444.0,1.805
2023-05-19,000025.XSHE,46.7,47.41,48.43,46.1,2233031.0,105792916.0,1.56
2023-05-19,000026.XSHE,111.7,110.49,111.7,109.93,356059.0,39386827.0,0.9118
2023-05-19,000027.XSHE,157.03,155.19,157.03,154.96,672322.0,104792183.0,0.3264
2023-05-19,000028.XSHE,244.48,248.76,252.33,240.08,789977.0,194964820.0,0.8923
