code,date,low_close_diff
300256.XSHE,2020-03-12,-3.129999999999999
002225.XSHE,2020-03-12,-0.04999999999999982
300588.XSHE,2020-03-12,-0.28000000000000114
603269.XSHG,2020-03-12,-0.0600000000000005
601668.XSHG,2020-03-12,-0.019999999999999574
300287.XSHE,2020-03-12,-0.9899999999999949
002295.XSHE,2020-03-12,-0.05999999999999872
600858.XSHG,2020-03-12,-0.4799999999999969
603323.XSHG,2020-03-12,-0.09000000000000075
300166.XSHE,2020-03-12,-8.75
603676.XSHG,2020-03-12,-0.41999999999999993
600536.XSHG,2020-03-12,-6.310000000000002
000929.XSHE,2020-03-12,-0.18000000000000327
600103.XSHG,2020-03-12,-0.16000000000000014
603015.XSHG,2020-03-12,-0.21999999999999886
000758.XSHE,2020-03-12,-1.0200000000000102
300595.XSHE,2020-03-12,-3.17999999999995
600352.XSHG,2020-03-12,-3.289999999999992
002048.XSHE,2020-03-12,-2.9899999999999807
002327.XSHE,2020-03-12,-0.8500000000000014
300789.XSHE,2020-03-12,-0.6500000000000057
002433.XSHE,2020-03-12,-0.120000000000001
600105.XSHG,2020-03-12,-2.75
002324.XSHE,2020-03-12,-1.7199999999999989
002641.XSHE,2020-03-12,-0.29999999999999716
300618.XSHE,2020-03-12,-1.5999999999999943
601390.XSHG,2020-03-12,-0.14000000000000057
002892.XSHE,2020-03-12,-0.23000000000000398
000533.XSHE,2020-03-12,0.0
002441.XSHE,2020-03-12,-0.6400000000000006
000950.XSHE,2020-03-12,-0.07000000000000028
300469.XSHE,2020-03-12,-0.740000000000002
000989.XSHE,2020-03-12,-0.13000000000000256
600892.XSHG,2020-03-12,-0.370000000000001
603713.XSHG,2020-03-12,-1.2999999999999972
002352.XSHE,2020-03-12,-0.789999999999992
603882.XSHG,2020-03-12,-1.0499999999999972
603868.XSHG,2020-03-12,-0.44999999999999574
300279.XSHE,2020-03-12,-1.509999999999998
600760.XSHG,2020-03-12,-4.1200000000000045
000506.XSHE,2020-03-12,0.0
002606.XSHE,2020-03-12,-1.3800000000000026
300653.XSHE,2020-03-12,-0.9500000000000028
601377.XSHG,2020-03-12,-0.08999999999999986
600576.XSHG,2020-03-12,-0.7200000000000006
600327.XSHG,2020-03-12,-0.7800000000000011
002231.XSHE,2020-03-12,-2.450000000000003
603650.XSHG,2020-03-12,-0.2699999999999996
002403.XSHE,2020-03-12,-0.07000000000000028
600810.XSHG,2020-03-12,-0.8399999999999963
601600.XSHG,2020-03-12,-0.020000000000000018
002313.XSHE,2020-03-12,-1.1600000000000037
603326.XSHG,2020-03-12,-0.48999999999999844
002291.XSHE,2020-03-12,-1.6000000000000014
300699.XSHE,2020-03-12,-0.14999999999999147
300270.XSHE,2020-03-12,-1.3399999999999963
002377.XSHE,2020-03-12,-2.0
600651.XSHG,2020-03-12,-112.45999999999913
601881.XSHG,2020-03-12,-0.2400000000000002
300313.XSHE,2020-03-12,-0.03999999999999915
603363.XSHG,2020-03-12,-0.6000000000000014
600175.XSHG,2020-03-12,-0.1700000000000017
600336.XSHG,2020-03-12,-0.3999999999999986
600854.XSHG,2020-03-12,-0.490000000000002
002788.XSHE,2020-03-12,-0.129999999999999
000670.XSHE,2020-03-12,-0.4200000000000017
600495.XSHG,2020-03-12,-1.8700000000000045
000856.XSHE,2020-03-12,-0.18999999999999773
603798.XSHG,2020-03-12,-0.19000000000000128
300338.XSHE,2020-03-12,-0.13000000000000256
600371.XSHG,2020-03-12,-0.30000000000000426
300232.XSHE,2020-03-12,-1.3500000000000085
000421.XSHE,2020-03-12,0.0
002816.XSHE,2020-03-12,-0.7100000000000009
300157.XSHE,2020-03-12,-0.25
300762.XSHE,2020-03-12,-0.45000000000000284
601226.XSHG,2020-03-12,-0.019999999999999574
601999.XSHG,2020-03-12,-0.1200000000000001
000877.XSHE,2020-03-12,-0.480000000000004
000819.XSHE,2020-03-12,-0.980000000000004
688101.XSHG,2020-03-12,-0.14000000000000057
300079.XSHE,2020-03-12,-2.260000000000005
000789.XSHE,2020-03-12,-0.9499999999999957
000153.XSHE,2020-03-12,-0.1700000000000017
300161.XSHE,2020-03-12,-4.93
600837.XSHG,2020-03-12,-1.580000000000041
002695.XSHE,2020-03-12,-0.9200000000000017
600187.XSHG,2020-03-12,-0.3200000000000003
603277.XSHG,2020-03-12,-0.08000000000000007
300328.XSHE,2020-03-12,-0.7399999999999949
601618.XSHG,2020-03-12,-0.029999999999999805
002302.XSHE,2020-03-12,-0.0799999999999983
002833.XSHE,2020-03-12,-0.7700000000000031
300471.XSHE,2020-03-12,-0.9299999999999997
603900.XSHG,2020-03-12,-0.16999999999999993
002412.XSHE,2020-03-12,-0.15000000000000568
002393.XSHE,2020-03-12,-0.14000000000000057
600657.XSHG,2020-03-12,-1.4600000000000009
000519.XSHE,2020-03-12,-0.490000000000002
002221.XSHE,2020-03-12,-0.8599999999999994
600375.XSHG,2020-03-12,-0.41000000000000014
600007.XSHG,2020-03-12,-0.11000000000000298
002241.XSHE,2020-03-12,-9.849999999999966
603186.XSHG,2020-03-12,-1.6500000000000057
600386.XSHG,2020-03-12,-1.6799999999999997
002960.XSHE,2020-03-12,-0.19000000000000128
600219.XSHG,2020-03-12,-0.13000000000000078
603286.XSHG,2020-03-12,-0.75
300477.XSHE,2020-03-12,-0.25
000910.XSHE,2020-03-12,-0.3400000000000034
002493.XSHE,2020-03-12,-0.09000000000000341
002721.XSHE,2020-03-12,-0.25
300672.XSHE,2020-03-12,-2.1899999999999977
002530.XSHE,2020-03-12,-0.46999999999999886
002775.XSHE,2020-03-12,-0.14999999999999858
300120.XSHE,2020-03-12,-1.8300000000000018
688399.XSHG,2020-03-12,-5.920000000000002
000735.XSHE,2020-03-12,-0.6099999999999994
002597.XSHE,2020-03-12,-0.9099999999999966
300635.XSHE,2020-03-12,-0.5799999999999983
002613.XSHE,2020-03-12,-0.990000000000002
600883.XSHG,2020-03-12,-0.7100000000000009
300490.XSHE,2020-03-12,-0.1999999999999993
002370.XSHE,2020-03-12,-0.07000000000000028
002489.XSHE,2020-03-12,-0.22999999999999687
002665.XSHE,2020-03-12,-2.3399999999999963
688003.XSHG,2020-03-12,-0.259999999999998
000534.XSHE,2020-03-12,-0.5799999999999983
000058.XSHE,2020-03-12,-0.2799999999999976
000886.XSHE,2020-03-12,-0.11999999999999922
300052.XSHE,2020-03-12,-0.4299999999999997
002484.XSHE,2020-03-12,-1.5900000000000034
300676.XSHE,2020-03-12,-2.0400000000000063
002183.XSHE,2020-03-12,-0.75
603200.XSHG,2020-03-12,-2.5899999999999963
002215.XSHE,2020-03-12,-0.5399999999999991
000926.XSHE,2020-03-12,-0.16999999999999815
600959.XSHG,2020-03-12,-0.0699999999999994
603136.XSHG,2020-03-12,-0.3399999999999963
601919.XSHG,2020-03-12,-0.13999999999999968
000593.XSHE,2020-03-12,-0.18999999999999773
600986.XSHG,2020-03-12,-0.28999999999999915
300525.XSHE,2020-03-12,-0.5700000000000074
300556.XSHE,2020-03-12,-0.3200000000000003
600110.XSHG,2020-03-12,-1.1299999999999955
002407.XSHE,2020-03-12,-6.609999999999999
688138.XSHG,2020-03-12,-0.6600000000000001
600081.XSHG,2020-03-12,-1.6799999999999926
002349.XSHE,2020-03-12,-0.8700000000000045
603789.XSHG,2020-03-12,-0.10999999999999943
688200.XSHG,2020-03-12,-2.75
000785.XSHE,2020-03-12,-0.13000000000000256
600866.XSHG,2020-03-12,-5.400000000000006
603968.XSHG,2020-03-12,-0.26000000000000156
603320.XSHG,2020-03-12,-0.17999999999999972
603822.XSHG,2020-03-12,-0.17999999999999972
600691.XSHG,2020-03-12,-0.10000000000000142
603948.XSHG,2020-03-12,-0.5899999999999999
601111.XSHG,2020-03-12,-0.049999999999998934
300558.XSHE,2020-03-12,-0.8700000000000045
002084.XSHE,2020-03-12,-0.15000000000000036
000505.XSHE,2020-03-12,-0.08999999999999986
002678.XSHE,2020-03-12,-0.3000000000000007
600126.XSHG,2020-03-12,-4.090000000000003
600190.XSHG,2020-03-12,-0.19000000000000128
000028.XSHE,2020-03-12,-1.299999999999983
300625.XSHE,2020-03-12,-0.22000000000000242
603881.XSHG,2020-03-12,-1.6000000000000014
002902.XSHE,2020-03-12,-0.9100000000000037
600537.XSHG,2020-03-12,-0.08999999999999986
600082.XSHG,2020-03-12,-0.35999999999999943
300669.XSHE,2020-03-12,-1.5900000000000034
002866.XSHE,2020-03-12,-0.39000000000000057
000055.XSHE,2020-03-12,-0.28999999999999915
601360.XSHG,2020-03-12,-0.3500000000000014
688028.XSHG,2020-03-12,-0.6300000000000026
000665.XSHE,2020-03-12,-0.5900000000000034
300334.XSHE,2020-03-12,-0.2900000000000009
300098.XSHE,2020-03-12,-12.629999999999995
300038.XSHE,2020-03-12,-2.009999999999998
002365.XSHE,2020-03-12,-0.19999999999999574
300029.XSHE,2020-03-12,-0.08000000000000007
002523.XSHE,2020-03-12,-0.28999999999999915
600521.XSHG,2020-03-12,-3.9499999999999886
002759.XSHE,2020-03-12,-0.15000000000000213
603396.XSHG,2020-03-12,-0.46999999999999886
603639.XSHG,2020-03-12,-0.269999999999996
688039.XSHG,2020-03-12,-3.239999999999995
300599.XSHE,2020-03-12,-0.11999999999999922
600661.XSHG,2020-03-12,-0.45999999999999375
300665.XSHE,2020-03-12,-0.28999999999999915
603661.XSHG,2020-03-12,-0.5799999999999983
300766.XSHE,2020-03-12,-0.46999999999999886
300155.XSHE,2020-03-12,-1.4600000000000009
000902.XSHE,2020-03-12,-0.240000000000002
300391.XSHE,2020-03-12,-0.490000000000002
002909.XSHE,2020-03-12,-0.23000000000000043
002226.XSHE,2020-03-12,-0.5399999999999991
002629.XSHE,2020-03-12,-1.08
688029.XSHG,2020-03-12,-1.6899999999999977
300208.XSHE,2020-03-12,-0.9200000000000017
600513.XSHG,2020-03-12,-2.1299999999999955
600151.XSHG,2020-03-12,-0.23000000000000043
600759.XSHG,2020-03-12,-0.14000000000000057
002931.XSHE,2020-03-12,-0.11999999999999744
002741.XSHE,2020-03-12,-0.6099999999999994
300302.XSHE,2020-03-12,-3.319999999999993
601898.XSHG,2020-03-12,-0.05000000000000071
300240.XSHE,2020-03-12,-0.25
002328.XSHE,2020-03-12,-0.4200000000000017
600726.XSHG,2020-03-12,-0.0699999999999994
300187.XSHE,2020-03-12,-3.75
002374.XSHE,2020-03-12,-1.120000000000001
002753.XSHE,2020-03-12,-0.879999999999999
002323.XSHE,2020-03-12,-0.040000000000000924
300772.XSHE,2020-03-12,-0.07000000000000028
002092.XSHE,2020-03-12,-0.16999999999999815
600761.XSHG,2020-03-12,-0.14000000000001478
600880.XSHG,2020-03-12,-4.210000000000008
601777.XSHG,2020-03-12,-0.2200000000000002
300572.XSHE,2020-03-12,-0.8200000000000216
000923.XSHE,2020-03-12,-0.22000000000000242
002298.XSHE,2020-03-12,-0.5599999999999987
601330.XSHG,2020-03-12,-0.6799999999999997
300189.XSHE,2020-03-12,-0.39000000000000057
000757.XSHE,2020-03-12,-0.1999999999999993
002101.XSHE,2020-03-12,-0.3099999999999987
002060.XSHE,2020-03-12,-0.1899999999999995
300473.XSHE,2020-03-12,-0.23999999999999844
300194.XSHE,2020-03-12,-0.19000000000000483
