code,date,low_close_diff
300256.XSHE,2021-08-13,-0.8299999999999983
002225.XSHE,2021-08-13,-0.27999999999999936
688588.XSHG,2021-08-13,-0.16000000000000014
300588.XSHE,2021-08-13,-0.010000000000001563
603269.XSHG,2021-08-13,-0.14000000000000057
605277.XSHG,2021-08-13,-0.05000000000000071
601668.XSHG,2021-08-13,-0.040000000000000924
300287.XSHE,2021-08-13,-1.980000000000004
002295.XSHE,2021-08-13,-0.14000000000000057
600858.XSHG,2021-08-13,-0.3500000000000014
603323.XSHG,2021-08-13,-0.10999999999999943
300166.XSHE,2021-08-13,-2.049999999999983
603676.XSHG,2021-08-13,-0.08000000000000007
600536.XSHG,2021-08-13,-1.910000000000025
000929.XSHE,2021-08-13,-0.25
600103.XSHG,2021-08-13,-0.3199999999999985
603015.XSHG,2021-08-13,-1.7300000000000004
688109.XSHG,2021-08-13,-0.4399999999999977
688698.XSHG,2021-08-13,-0.03999999999999915
688800.XSHG,2021-08-13,-1.1400000000000006
000758.XSHE,2021-08-13,-2.9000000000000057
300595.XSHE,2021-08-13,-12.759999999999991
600352.XSHG,2021-08-13,-6.260000000000019
300931.XSHE,2021-08-13,-0.2400000000000002
002048.XSHE,2021-08-13,-1.7300000000000182
002327.XSHE,2021-08-13,-0.4300000000000068
300789.XSHE,2021-08-13,-0.6899999999999977
605001.XSHG,2021-08-13,-0.07000000000000028
002433.XSHE,2021-08-13,-0.21000000000000085
600105.XSHG,2021-08-13,-0.23999999999999488
002324.XSHE,2021-08-13,-5.359999999999999
002641.XSHE,2021-08-13,-0.17999999999999972
300618.XSHE,2021-08-13,-7.680000000000007
601390.XSHG,2021-08-13,-0.010000000000000675
002892.XSHE,2021-08-13,-0.8499999999999943
000533.XSHE,2021-08-13,-0.04999999999999982
002441.XSHE,2021-08-13,-0.7700000000000031
000950.XSHE,2021-08-13,-0.02000000000000135
300469.XSHE,2021-08-13,-0.9799999999999969
000989.XSHE,2021-08-13,-0.3399999999999963
600892.XSHG,2021-08-13,-0.5499999999999972
688598.XSHG,2021-08-13,-1.0399999999999636
603713.XSHG,2021-08-13,-4.039999999999992
002352.XSHE,2021-08-13,-4.189999999999998
603882.XSHG,2021-08-13,-1.0300000000000011
001211.XSHE,2021-08-13,-0.5600000000000023
603868.XSHG,2021-08-13,-0.9299999999999997
300279.XSHE,2021-08-13,-1.9099999999999966
688678.XSHG,2021-08-13,-0.120000000000001
600760.XSHG,2021-08-13,-13.079999999999984
000506.XSHE,2021-08-13,-0.02999999999999936
002606.XSHE,2021-08-13,-0.7200000000000024
300653.XSHE,2021-08-13,-0.2600000000000051
688219.XSHG,2021-08-13,-0.5
601377.XSHG,2021-08-13,-0.3299999999999983
600576.XSHG,2021-08-13,-0.16000000000000014
600327.XSHG,2021-08-13,-0.9500000000000028
002231.XSHE,2021-08-13,-0.19000000000000128
603650.XSHG,2021-08-13,-0.11999999999999744
002403.XSHE,2021-08-13,-0.019999999999999574
600810.XSHG,2021-08-13,-3.1500000000000057
601600.XSHG,2021-08-13,-0.21999999999999975
002313.XSHE,2021-08-13,-0.17999999999999972
603326.XSHG,2021-08-13,-0.3200000000000003
002291.XSHE,2021-08-13,-0.519999999999996
300699.XSHE,2021-08-13,-1.7000000000000028
300828.XSHE,2021-08-13,-0.19000000000000128
300270.XSHE,2021-08-13,-0.47000000000000597
002377.XSHE,2021-08-13,-0.040000000000000924
600651.XSHG,2021-08-13,-112.47000000000116
688425.XSHG,2021-08-13,-0.020000000000000462
688319.XSHG,2021-08-13,-0.25
601881.XSHG,2021-08-13,-0.08999999999999986
003016.XSHE,2021-08-13,-0.05000000000000071
688700.XSHG,2021-08-13,-1.1199999999999974
300313.XSHE,2021-08-13,-0.09999999999999964
603363.XSHG,2021-08-13,-0.21000000000000085
600336.XSHG,2021-08-13,-0.05999999999999872
