code,date,low_close_diff
300256.XSHE,2020-04-07,-0.23000000000000043
002225.XSHE,2020-04-07,-0.20999999999999996
300588.XSHE,2020-04-07,-0.4299999999999997
603269.XSHG,2020-04-07,-0.23000000000000043
601668.XSHG,2020-04-07,-0.11999999999999922
300287.XSHE,2020-04-07,-2.230000000000004
002295.XSHE,2020-04-07,-0.6300000000000008
600858.XSHG,2020-04-07,-0.3500000000000014
603323.XSHG,2020-04-07,-0.04999999999999982
300166.XSHE,2020-04-07,-2.8000000000000114
603676.XSHG,2020-04-07,0.0
600536.XSHG,2020-04-07,-5.300000000000011
000929.XSHE,2020-04-07,-0.41999999999999815
600103.XSHG,2020-04-07,-0.15999999999999837
603015.XSHG,2020-04-07,-0.15000000000000036
000758.XSHE,2020-04-07,-1.1899999999999977
300595.XSHE,2020-04-07,-2.5299999999999727
600352.XSHG,2020-04-07,-5.300000000000011
002048.XSHE,2020-04-07,-4.780000000000001
002327.XSHE,2020-04-07,-0.7600000000000051
300789.XSHE,2020-04-07,-1.3999999999999986
002433.XSHE,2020-04-07,-0.2099999999999973
600105.XSHG,2020-04-07,-0.5700000000000003
002324.XSHE,2020-04-07,-1.5100000000000051
002641.XSHE,2020-04-07,-0.8400000000000034
300618.XSHE,2020-04-07,-3.260000000000005
601390.XSHG,2020-04-07,-0.1899999999999995
002892.XSHE,2020-04-07,-0.6900000000000048
000533.XSHE,2020-04-07,-0.11000000000000032
002441.XSHE,2020-04-07,-0.6799999999999997
000950.XSHE,2020-04-07,-0.1899999999999995
300469.XSHE,2020-04-07,-1.9099999999999966
000989.XSHE,2020-04-07,-0.21000000000000085
600892.XSHG,2020-04-07,-1.4599999999999973
603713.XSHG,2020-04-07,-3.8599999999999994
002352.XSHE,2020-04-07,-4.4199999999999875
603882.XSHG,2020-04-07,-0.7700000000000031
603868.XSHG,2020-04-07,-0.09999999999999432
300279.XSHE,2020-04-07,-1.7999999999999972
600760.XSHG,2020-04-07,-7.009999999999991
000506.XSHE,2020-04-07,-0.08999999999999986
002606.XSHE,2020-04-07,-0.38000000000000256
300653.XSHE,2020-04-07,-1.5900000000000034
601377.XSHG,2020-04-07,-0.1899999999999995
600576.XSHG,2020-04-07,-0.15999999999999837
600327.XSHG,2020-04-07,-2.6099999999999994
002231.XSHE,2020-04-07,-0.5599999999999987
