code,low_close_diff
603398.XSHG,-0.28000000000000114
600871.XSHG,-0.04999999999999982
600215.XSHG,-0.4800000000000004
000521.XSHE,-1.6899999999999977
688221.XSHG,-0.030000000000001137
600311.XSHG,-0.3600000000000003
002119.XSHE,-0.8300000000000054
600621.XSHG,-70.81999999999971
000421.XSHE,-0.6099999999999994
601155.XSHG,-0.519999999999996
601020.XSHG,-0.09999999999999964
300690.XSHE,-9.450000000000003
002133.XSHE,-0.0600000000000005
300536.XSHE,-0.3500000000000014
003016.XSHE,-0.120000000000001
002577.XSHE,-0.2799999999999976
000545.XSHE,-0.4499999999999993
600151.XSHG,-1.6199999999999974
600815.XSHG,0.0
603739.XSHG,-0.08999999999999986
000607.XSHE,-0.23000000000000043
002369.XSHE,-0.25
600888.XSHG,-1.0
002631.XSHE,-1.6499999999999986
002552.XSHE,-0.37000000000000455
000514.XSHE,-0.04999999999999716
601106.XSHG,-0.040000000000000036
600649.XSHG,-1.509999999999991
600184.XSHG,-1.240000000000002
600297.XSHG,-0.14000000000000057
002970.XSHE,-0.5600000000000023
600429.XSHG,-0.33000000000000007
600537.XSHG,-0.7600000000000016
300649.XSHE,-0.2600000000000051
688586.XSHG,-1.120000000000001
688037.XSHG,-0.5899999999999892
002632.XSHE,-0.47000000000000597
300267.XSHE,-0.20000000000000284
688058.XSHG,-2.4099999999999966
688002.XSHG,-5.0
002543.XSHE,-0.09000000000000341
603607.XSHG,-0.75
600676.XSHG,-2.039999999999992
002224.XSHE,-0.28000000000000114
002556.XSHE,-0.269999999999996
002474.XSHE,-0.05999999999999517
688006.XSHG,-2.6599999999999966
002522.XSHE,-0.25
000985.XSHE,-0.3200000000000003
002296.XSHE,-0.21000000000000085
000955.XSHE,-0.21999999999999886
300806.XSHE,-1.1700000000000017
601233.XSHG,-0.8999999999999986
600802.XSHG,-0.1599999999999966
600501.XSHG,-1.980000000000004
300545.XSHE,-0.9100000000000037
000961.XSHE,-0.46000000000000085
603906.XSHG,-0.8800000000000026
601949.XSHG,0.0
002430.XSHE,-4.43
600236.XSHG,-0.629999999999999
600860.XSHG,-0.10999999999999943
601118.XSHG,-0.08999999999999986
002753.XSHE,0.0
600856.XSHG,-0.17999999999999972
601577.XSHG,-0.08999999999999986
300456.XSHE,-2.180000000000007
600890.XSHG,-0.11999999999999744
000557.XSHE,-0.8999999999999986
002405.XSHE,-1.1999999999999957
603010.XSHG,-0.23000000000000398
003005.XSHE,-0.5399999999999991
300273.XSHE,-0.5900000000000034
000752.XSHE,-0.26000000000000156
000627.XSHE,-1.450000000000017
002687.XSHE,-0.46000000000000085
600578.XSHG,-0.33000000000000185
603227.XSHG,-0.11999999999999922
603800.XSHG,-0.02999999999999936
002061.XSHE,-0.10999999999999943
300907.XSHE,-0.3999999999999986
603825.XSHG,-0.10000000000000142
688129.XSHG,-0.8999999999999986
000860.XSHE,-8.110000000000014
600018.XSHG,-0.020000000000000462
002353.XSHE,-6.96999999999997
603366.XSHG,-0.6500000000000004
300444.XSHE,-0.8500000000000014
688089.XSHG,-0.35999999999999943
300500.XSHE,-0.18999999999999773
002588.XSHE,-1.1400000000000006
600378.XSHG,-2.0900000000000034
300502.XSHE,-6.590000000000003
300055.XSHE,-0.23999999999999488
603037.XSHG,-0.19000000000000128
603666.XSHG,-2.8799999999999955
300122.XSHE,-32.00999999999999
688185.XSHG,-9.810000000000002
600380.XSHG,-2.230000000000018
002140.XSHE,-0.6000000000000014
300528.XSHE,-0.040000000000000036
603019.XSHG,-5.079999999999998
000995.XSHE,-2.5
603598.XSHG,-0.16000000000000014
000875.XSHE,-0.29000000000000004
300180.XSHE,-0.6400000000000006
300685.XSHE,-5.4199999999999875
