code,date,low_close_diff
300256.XSHE,2023-07-19,0.1399999999999988
002225.XSHE,2023-07-19,0.0
688247.XSHG,2023-07-19,0.129999999999999
688588.XSHG,2023-07-19,0.27999999999999936
300588.XSHE,2023-07-19,0.629999999999999
603269.XSHG,2023-07-19,1.0700000000000003
605277.XSHG,2023-07-19,0.9399999999999977
601668.XSHG,2023-07-19,0.030000000000001137
300287.XSHE,2023-07-19,1.240000000000002
002295.XSHE,2023-07-19,0.08000000000000007
301112.XSHE,2023-07-19,0.17999999999999972
600858.XSHG,2023-07-19,0.28000000000000114
603323.XSHG,2023-07-19,0.0
603163.XSHG,2023-07-19,1.2100000000000009
300166.XSHE,2023-07-19,5.050000000000011
603676.XSHG,2023-07-19,0.22999999999999865
600536.XSHG,2023-07-19,11.770000000000039
000929.XSHE,2023-07-19,0.1999999999999993
688173.XSHG,2023-07-19,0.5599999999999987
600103.XSHG,2023-07-19,0.16999999999999993
603015.XSHG,2023-07-19,0.1700000000000017
688109.XSHG,2023-07-19,0.4299999999999997
688698.XSHG,2023-07-19,0.44000000000000483
688800.XSHG,2023-07-19,1.5
000758.XSHE,2023-07-19,0.1699999999999875
300595.XSHE,2023-07-19,7.8700000000000045
600352.XSHG,2023-07-19,0.0
300931.XSHE,2023-07-19,0.0
002048.XSHE,2023-07-19,0.7800000000000011
002327.XSHE,2023-07-19,0.7399999999999949
300789.XSHE,2023-07-19,2.229999999999997
605001.XSHG,2023-07-19,0.09999999999999964
002433.XSHE,2023-07-19,0.08999999999999986
600105.XSHG,2023-07-19,2.0900000000000034
002324.XSHE,2023-07-19,2.1299999999999955
002641.XSHE,2023-07-19,0.30999999999999517
300618.XSHE,2023-07-19,0.789999999999992
601390.XSHG,2023-07-19,0.040000000000000924
002892.XSHE,2023-07-19,1.8499999999999943
000533.XSHE,2023-07-19,0.3000000000000007
002441.XSHE,2023-07-19,2.010000000000005
301299.XSHE,2023-07-19,0.9600000000000009
000950.XSHE,2023-07-19,0.03999999999999915
300469.XSHE,2023-07-19,2.0600000000000023
000989.XSHE,2023-07-19,1.8399999999999892
600892.XSHG,2023-07-19,0.4200000000000017
688598.XSHG,2023-07-19,6.509999999999991
603713.XSHG,2023-07-19,1.5799999999999983
002352.XSHE,2023-07-19,1.3000000000000114
301046.XSHE,2023-07-19,0.120000000000001
688212.XSHG,2023-07-19,1.0
603882.XSHG,2023-07-19,1.2199999999999989
001211.XSHE,2023-07-19,0.14000000000000057
603868.XSHG,2023-07-19,1.269999999999996
300279.XSHE,2023-07-19,0.3500000000000014
688678.XSHG,2023-07-19,1.0699999999999967
600760.XSHG,2023-07-19,3.640000000000043
000506.XSHE,2023-07-19,0.33000000000000007
002606.XSHE,2023-07-19,0.5500000000000043
300653.XSHE,2023-07-19,1.5300000000000011
688219.XSHG,2023-07-19,0.17999999999999972
301153.XSHE,2023-07-19,5.52000000000001
301269.XSHE,2023-07-19,0.0899999999999892
601377.XSHG,2023-07-19,0.019999999999999574
600576.XSHG,2023-07-19,0.22000000000000242
688282.XSHG,2023-07-19,1.8500000000000014
600327.XSHG,2023-07-19,0.1799999999999926
002231.XSHE,2023-07-19,0.3100000000000023
603650.XSHG,2023-07-19,0.46999999999999886
002403.XSHE,2023-07-19,0.009999999999999787
600810.XSHG,2023-07-19,0.04999999999999716
601600.XSHG,2023-07-19,0.020000000000000462
002313.XSHE,2023-07-19,0.22000000000000242
603326.XSHG,2023-07-19,0.019999999999999574
002291.XSHE,2023-07-19,0.26000000000000156
300699.XSHE,2023-07-19,0.7600000000000051
300828.XSHE,2023-07-19,0.879999999999999
300270.XSHE,2023-07-19,0.2700000000000031
002377.XSHE,2023-07-19,0.08000000000000007
600651.XSHG,2023-07-19,281.15999999999985
603291.XSHG,2023-07-19,0.5500000000000007
688425.XSHG,2023-07-19,0.009999999999999787
688319.XSHG,2023-07-19,0.5899999999999999
601881.XSHG,2023-07-19,0.049999999999998934
003016.XSHE,2023-07-19,0.1999999999999993
688700.XSHG,2023-07-19,1.2700000000000102
300313.XSHE,2023-07-19,0.1399999999999988
603363.XSHG,2023-07-19,0.3099999999999987
600336.XSHG,2023-07-19,0.029999999999997584
600854.XSHG,2023-07-19,0.05999999999999872
002788.XSHE,2023-07-19,0.15000000000000213
301273.XSHE,2023-07-19,1.3900000000000006
000670.XSHE,2023-07-19,1.259999999999991
600495.XSHG,2023-07-19,1.3599999999999994
000856.XSHE,2023-07-19,0.17999999999999972
603798.XSHG,2023-07-19,1.2300000000000004
300338.XSHE,2023-07-19,0.04999999999999716
600371.XSHG,2023-07-19,0.5300000000000011
300232.XSHE,2023-07-19,1.3599999999999994
000421.XSHE,2023-07-19,0.4200000000000017
002816.XSHE,2023-07-19,0.10999999999999943
688620.XSHG,2023-07-19,0.14000000000000057
300157.XSHE,2023-07-19,0.05999999999999872
300762.XSHE,2023-07-19,1.4500000000000028
605090.XSHG,2023-07-19,0.8200000000000003
601226.XSHG,2023-07-19,0.3800000000000008
601999.XSHG,2023-07-19,0.0
000877.XSHE,2023-07-19,0.1599999999999966
000819.XSHE,2023-07-19,5.070000000000022
001318.XSHE,2023-07-19,0.08999999999999986
688101.XSHG,2023-07-19,0.1899999999999995
300079.XSHE,2023-07-19,0.6300000000000097
000789.XSHE,2023-07-19,0.07000000000000028
000153.XSHE,2023-07-19,0.519999999999996
300161.XSHE,2023-07-19,1.5499999999999972
600837.XSHG,2023-07-19,0.4900000000000091
002695.XSHE,2023-07-19,0.509999999999998
600187.XSHG,2023-07-19,0.23000000000000043
688525.XSHG,2023-07-19,3.549999999999997
688281.XSHG,2023-07-19,17.329999999999984
603277.XSHG,2023-07-19,0.5399999999999991
301055.XSHE,2023-07-19,0.07000000000000028
300328.XSHE,2023-07-19,1.1700000000000017
601618.XSHG,2023-07-19,0.009999999999999787
002302.XSHE,2023-07-19,0.129999999999999
002833.XSHE,2023-07-19,0.6600000000000037
300471.XSHE,2023-07-19,0.7199999999999989
688331.XSHG,2023-07-19,2.020000000000003
603900.XSHG,2023-07-19,0.02999999999999936
002412.XSHE,2023-07-19,0.5399999999999991
002393.XSHE,2023-07-19,0.129999999999999
688576.XSHG,2023-07-19,3.0
600657.XSHG,2023-07-19,0.3399999999999892
001278.XSHE,2023-07-19,0.509999999999998
000519.XSHE,2023-07-19,2.210000000000008
002221.XSHE,2023-07-19,0.17999999999999972
600375.XSHG,2023-07-19,0.33999999999999986
600007.XSHG,2023-07-19,0.29999999999999716
301265.XSHE,2023-07-19,0.16999999999999993
002241.XSHE,2023-07-19,3.740000000000009
603186.XSHG,2023-07-19,1.3299999999999983
600386.XSHG,2023-07-19,0.0
002960.XSHE,2023-07-19,1.4200000000000017
600219.XSHG,2023-07-19,0.0
603286.XSHG,2023-07-19,0.3200000000000003
300477.XSHE,2023-07-19,0.3200000000000003
000910.XSHE,2023-07-19,0.08000000000000185
002493.XSHE,2023-07-19,1.6899999999999977
002721.XSHE,2023-07-19,0.120000000000001
688308.XSHG,2023-07-19,0.7800000000000011
301233.XSHE,2023-07-19,0.23000000000000398
300838.XSHE,2023-07-19,0.09999999999999787
300856.XSHE,2023-07-19,2.239999999999995
300672.XSHE,2023-07-19,5.1200000000000045
301212.XSHE,2023-07-19,0.29999999999999716
688496.XSHG,2023-07-19,0.7800000000000011
002530.XSHE,2023-07-19,0.4400000000000013
002775.XSHE,2023-07-19,0.08999999999999986
300120.XSHE,2023-07-19,0.10999999999999943
603272.XSHG,2023-07-19,0.0
688399.XSHG,2023-07-19,0.4199999999999946
000735.XSHE,2023-07-19,0.29999999999999716
002597.XSHE,2023-07-19,0.20999999999999375
300635.XSHE,2023-07-19,0.2099999999999973
002613.XSHE,2023-07-19,0.0400000000000027
601089.XSHG,2023-07-19,0.21999999999999886
600883.XSHG,2023-07-19,0.25
300490.XSHE,2023-07-19,1.0200000000000031
002370.XSHE,2023-07-19,0.1399999999999988
002489.XSHE,2023-07-19,0.11999999999999744
002665.XSHE,2023-07-19,0.5500000000000043
688003.XSHG,2023-07-19,1.2399999999999949
000534.XSHE,2023-07-19,0.21000000000000085
605189.XSHG,2023-07-19,0.0
000058.XSHE,2023-07-19,0.14000000000000057
000886.XSHE,2023-07-19,0.0
300052.XSHE,2023-07-19,0.8099999999999952
002484.XSHE,2023-07-19,1.3000000000000114
001288.XSHE,2023-07-19,0.5800000000000018
300676.XSHE,2023-07-19,0.5200000000000031
002183.XSHE,2023-07-19,0.46000000000000796
603200.XSHG,2023-07-19,1.2899999999999991
002215.XSHE,2023-07-19,1.0200000000000031
001270.XSHE,2023-07-19,3.230000000000004
301376.XSHE,2023-07-19,0.41999999999999815
000926.XSHE,2023-07-19,0.09999999999999964
600959.XSHG,2023-07-19,0.020000000000000462
603136.XSHG,2023-07-19,0.13000000000000256
002981.XSHE,2023-07-19,0.4299999999999997
601919.XSHG,2023-07-19,0.10999999999999943
301079.XSHE,2023-07-19,4.169999999999998
605055.XSHG,2023-07-19,0.08999999999999986
000593.XSHE,2023-07-19,0.39000000000000057
001213.XSHE,2023-07-19,0.0
001268.XSHE,2023-07-19,0.2699999999999996
601528.XSHG,2023-07-19,0.08000000000000007
300833.XSHE,2023-07-19,1.2600000000000051
301109.XSHE,2023-07-19,0.2699999999999996
600986.XSHG,2023-07-19,0.22999999999999687
300525.XSHE,2023-07-19,0.09000000000000341
300556.XSHE,2023-07-19,0.33000000000000185
600110.XSHG,2023-07-19,1.009999999999991
300939.XSHE,2023-07-19,2.809999999999995
002407.XSHE,2023-07-19,2.430000000000007
688138.XSHG,2023-07-19,0.3099999999999987
600081.XSHG,2023-07-19,0.5800000000000125
002349.XSHE,2023-07-19,0.3199999999999932
001202.XSHE,2023-07-19,0.17999999999999972
603789.XSHG,2023-07-19,0.6099999999999994
688200.XSHG,2023-07-19,9.980000000000018
000785.XSHE,2023-07-19,0.28000000000000114
600866.XSHG,2023-07-19,0.5799999999999983
605208.XSHG,2023-07-19,0.28000000000000114
603968.XSHG,2023-07-19,0.37000000000000455
688570.XSHG,2023-07-19,0.3000000000000007
605111.XSHG,2023-07-19,3.1999999999999886
603320.XSHG,2023-07-19,0.41000000000000014
603822.XSHG,2023-07-19,0.3999999999999986
300990.XSHE,2023-07-19,1.539999999999992
301136.XSHE,2023-07-19,0.0600000000000005
600691.XSHG,2023-07-19,0.38000000000000256
688403.XSHG,2023-07-19,0.1899999999999995
603948.XSHG,2023-07-19,0.8200000000000003
688621.XSHG,2023-07-19,4.710000000000008
601111.XSHG,2023-07-19,0.16000000000000014
300558.XSHE,2023-07-19,1.1199999999999974
002084.XSHE,2023-07-19,0.02999999999999936
000505.XSHE,2023-07-19,0.3299999999999983
002678.XSHE,2023-07-19,0.23000000000000043
600126.XSHG,2023-07-19,0.05999999999999872
600190.XSHG,2023-07-19,0.02000000000000135
000028.XSHE,2023-07-19,3.1699999999999875
301285.XSHE,2023-07-19,0.17999999999999972
300625.XSHE,2023-07-19,0.4399999999999995
603881.XSHG,2023-07-19,0.38000000000000256
002902.XSHE,2023-07-19,1.6400000000000006
600537.XSHG,2023-07-19,0.2699999999999996
600082.XSHG,2023-07-19,0.120000000000001
300669.XSHE,2023-07-19,1.2399999999999984
002866.XSHE,2023-07-19,0.5100000000000051
000055.XSHE,2023-07-19,0.29999999999999716
601360.XSHG,2023-07-19,0.34999999999999787
688028.XSHG,2023-07-19,0.629999999999999
000665.XSHE,2023-07-19,0.11999999999999744
300334.XSHE,2023-07-19,0.5
300098.XSHE,2023-07-19,0.7700000000000031
002365.XSHE,2023-07-19,0.4100000000000037
300029.XSHE,2023-07-19,0.05999999999999961
002523.XSHE,2023-07-19,0.29999999999999716
600521.XSHG,2023-07-19,5.420000000000016
002759.XSHE,2023-07-19,0.3400000000000034
603396.XSHG,2023-07-19,3.5200000000000102
603639.XSHG,2023-07-19,0.05999999999999517
300929.XSHE,2023-07-19,0.10999999999999943
688039.XSHG,2023-07-19,0.8599999999999994
688378.XSHG,2023-07-19,2.260000000000005
301290.XSHE,2023-07-19,0.2600000000000051
300599.XSHE,2023-07-19,0.009999999999999787
600661.XSHG,2023-07-19,0.1599999999999966
300665.XSHE,2023-07-19,0.35999999999999943
603661.XSHG,2023-07-19,0.36999999999999744
300766.XSHE,2023-07-19,0.4800000000000004
300155.XSHE,2023-07-19,0.3299999999999983
000902.XSHE,2023-07-19,0.21999999999999886
300391.XSHE,2023-07-19,0.19000000000000128
002909.XSHE,2023-07-19,0.39000000000000057
688601.XSHG,2023-07-19,2.9599999999999937
002226.XSHE,2023-07-19,0.13000000000000966
002629.XSHE,2023-07-19,0.17999999999999972
688029.XSHG,2023-07-19,1.5499999999999972
300208.XSHE,2023-07-19,1.539999999999992
600513.XSHG,2023-07-19,0.2600000000000051
300901.XSHE,2023-07-19,0.10999999999999943
600151.XSHG,2023-07-19,0.5300000000000011
600759.XSHG,2023-07-19,0.08999999999999986
002931.XSHE,2023-07-19,0.6400000000000006
002741.XSHE,2023-07-19,0.7299999999999969
300302.XSHE,2023-07-19,5.8700000000000045
301179.XSHE,2023-07-19,2.700000000000003
601898.XSHG,2023-07-19,0.03999999999999915
300240.XSHE,2023-07-19,0.10999999999999943
688017.XSHG,2023-07-19,4.1699999999999875
605080.XSHG,2023-07-19,0.9500000000000028
002328.XSHE,2023-07-19,0.370000000000001
600726.XSHG,2023-07-19,0.03999999999999915
300187.XSHE,2023-07-19,1.25
002374.XSHE,2023-07-19,0.0
688383.XSHG,2023-07-19,5.75
688350.XSHG,2023-07-19,0.23999999999999844
002753.XSHE,2023-07-19,0.0799999999999983
002323.XSHE,2023-07-19,0.15000000000000213
300772.XSHE,2023-07-19,0.5
002092.XSHE,2023-07-19,0.07000000000000028
600761.XSHG,2023-07-19,0.9799999999999613
600880.XSHG,2023-07-19,3.5600000000000023
688619.XSHG,2023-07-19,0.27999999999999936
601777.XSHG,2023-07-19,0.040000000000000036
300572.XSHE,2023-07-19,1.5899999999999963
301196.XSHE,2023-07-19,0.3299999999999983
000923.XSHE,2023-07-19,0.03999999999999915
688379.XSHG,2023-07-19,0.3500000000000014
002298.XSHE,2023-07-19,0.21999999999999886
301200.XSHE,2023-07-19,0.8099999999999952
688305.XSHG,2023-07-19,1.4000000000000057
301053.XSHE,2023-07-19,0.6099999999999994
688155.XSHG,2023-07-19,1.4500000000000028
301180.XSHE,2023-07-19,0.3200000000000003
601330.XSHG,2023-07-19,0.10999999999999943
300189.XSHE,2023-07-19,0.5199999999999996
000757.XSHE,2023-07-19,0.25
002101.XSHE,2023-07-19,1.2299999999999898
688253.XSHG,2023-07-19,0.2900000000000027
002060.XSHE,2023-07-19,0.08000000000000185
300473.XSHE,2023-07-19,0.11999999999999744
002983.XSHE,2023-07-19,0.8999999999999986
300194.XSHE,2023-07-19,0.129999999999999
600811.XSHG,2023-07-19,0.14999999999999858
002978.XSHE,2023-07-19,0.769999999999996
300652.XSHE,2023-07-19,0.370000000000001
002242.XSHE,2023-07-19,0.1700000000000017
300092.XSHE,2023-07-19,1.2899999999999991
002713.XSHE,2023-07-19,1.240000000000002
000516.XSHE,2023-07-19,4.8799999999999955
000409.XSHE,2023-07-19,1.2699999999999996
688777.XSHG,2023-07-19,0.8100000000000023
301279.XSHE,2023-07-19,0.3500000000000014
603387.XSHG,2023-07-19,0.5399999999999991
600653.XSHG,2023-07-19,107.7599999999984
300209.XSHE,2023-07-19,0.02999999999999936
600137.XSHG,2023-07-19,0.120000000000001
301186.XSHE,2023-07-19,0.6099999999999994
300408.XSHE,2023-07-19,1.5699999999999932
002204.XSHE,2023-07-19,0.240000000000002
301396.XSHE,2023-07-19,0.769999999999996
300742.XSHE,2023-07-19,0.22999999999999865
600681.XSHG,2023-07-19,0.35999999999999943
002404.XSHE,2023-07-19,0.10999999999999943
600694.XSHG,2023-07-19,0.05999999999998806
603162.XSHG,2023-07-19,0.07000000000000028
300072.XSHE,2023-07-19,1.019999999999996
603808.XSHG,2023-07-19,0.11000000000000298
688297.XSHG,2023-07-19,0.3999999999999986
