code,date,low_close_diff
300256.XSHE,2022-08-23,-0.3699999999999992
002225.XSHE,2022-08-23,-0.35999999999999943
688588.XSHG,2022-08-23,-0.08999999999999986
300588.XSHE,2022-08-23,-0.16000000000000014
603269.XSHG,2022-08-23,-0.42999999999999794
605277.XSHG,2022-08-23,-1.1199999999999974
601668.XSHG,2022-08-23,-0.11000000000000121
300287.XSHE,2022-08-23,-0.5
002295.XSHE,2022-08-23,-0.41000000000000014
301112.XSHE,2022-08-23,-0.5500000000000043
600858.XSHG,2022-08-23,-0.4099999999999966
603323.XSHG,2022-08-23,-0.07000000000000028
300166.XSHE,2022-08-23,-1.1200000000000045
603676.XSHG,2022-08-23,-0.08000000000000007
600536.XSHG,2022-08-23,-16.50999999999999
000929.XSHE,2022-08-23,-0.17999999999999972
688173.XSHG,2022-08-23,-1.4200000000000017
600103.XSHG,2022-08-23,-0.0600000000000005
603015.XSHG,2022-08-23,-2.169999999999998
688109.XSHG,2022-08-23,-3.440000000000005
688698.XSHG,2022-08-23,-0.9799999999999969
688800.XSHG,2022-08-23,-4.77000000000001
000758.XSHE,2022-08-23,-1.0300000000000011
300595.XSHE,2022-08-23,-3.740000000000009
600352.XSHG,2022-08-23,-0.7700000000000102
300931.XSHE,2022-08-23,-0.16000000000000014
002048.XSHE,2022-08-23,-1.3799999999999955
002327.XSHE,2022-08-23,-1.1599999999999966
300789.XSHE,2022-08-23,-3.0799999999999983
605001.XSHG,2022-08-23,-0.08000000000000007
002433.XSHE,2022-08-23,-0.120000000000001
600105.XSHG,2022-08-23,-0.46000000000000085
002324.XSHE,2022-08-23,-16.47
002641.XSHE,2022-08-23,-0.19000000000000128
300618.XSHE,2022-08-23,-0.5700000000000216
601390.XSHG,2022-08-23,-0.040000000000000036
002892.XSHE,2022-08-23,-0.39000000000000057
000533.XSHE,2022-08-23,-1.129999999999999
002441.XSHE,2022-08-23,-1.5
000950.XSHE,2022-08-23,-0.06999999999999851
300469.XSHE,2022-08-23,-0.3400000000000034
000989.XSHE,2022-08-23,-0.14999999999999858
600892.XSHG,2022-08-23,-0.35999999999999943
688598.XSHG,2022-08-23,-11.180000000000007
