code,date,momentum_5d
603999.XSHG,2020-01-02,
300510.XSHE,2020-01-02,
002289.XSHE,2020-01-02,
002481.XSHE,2020-01-02,
300724.XSHE,2020-01-02,
600220.XSHG,2020-01-02,
600730.XSHG,2020-01-02,
603108.XSHG,2020-01-02,
600199.XSHG,2020-01-02,
601018.XSHG,2020-01-02,
601336.XSHG,2020-01-02,
000951.XSHE,2020-01-02,
600599.XSHG,2020-01-02,
002443.XSHE,2020-01-02,
603969.XSHG,2020-01-02,
600883.XSHG,2020-01-02,
300307.XSHE,2020-01-02,
603917.XSHG,2020-01-02,
600355.XSHG,2020-01-02,
300547.XSHE,2020-01-02,
000554.XSHE,2020-01-02,
000516.XSHE,2020-01-02,
601229.XSHG,2020-01-02,
600039.XSHG,2020-01-02,
601020.XSHG,2020-01-02,
000869.XSHE,2020-01-02,
603725.XSHG,2020-01-02,
603177.XSHG,2020-01-02,
600288.XSHG,2020-01-02,
300164.XSHE,2020-01-02,
002012.XSHE,2020-01-02,
002590.XSHE,2020-01-02,
300738.XSHE,2020-01-02,
300207.XSHE,2020-01-02,
002938.XSHE,2020-01-02,
600095.XSHG,2020-01-02,
002876.XSHE,2020-01-02,
002502.XSHE,2020-01-02,
002542.XSHE,2020-01-02,
000736.XSHE,2020-01-02,
600623.XSHG,2020-01-02,
300534.XSHE,2020-01-02,
603815.XSHG,2020-01-02,
000096.XSHE,2020-01-02,
300359.XSHE,2020-01-02,
002826.XSHE,2020-01-02,
600382.XSHG,2020-01-02,
300512.XSHE,2020-01-02,
600588.XSHG,2020-01-02,
600361.XSHG,2020-01-02,
600236.XSHG,2020-01-02,
000565.XSHE,2020-01-02,
000998.XSHE,2020-01-02,
300531.XSHE,2020-01-02,
002224.XSHE,2020-01-02,
002337.XSHE,2020-01-02,
002453.XSHE,2020-01-02,
601512.XSHG,2020-01-02,
300799.XSHE,2020-01-02,
603697.XSHG,2020-01-02,
000155.XSHE,2020-01-02,
600667.XSHG,2020-01-02,
300437.XSHE,2020-01-02,
002836.XSHE,2020-01-02,
600537.XSHG,2020-01-02,
603816.XSHG,2020-01-02,
300514.XSHE,2020-01-02,
300033.XSHE,2020-01-02,
002459.XSHE,2020-01-02,
300084.XSHE,2020-01-02,
000679.XSHE,2020-01-02,
600403.XSHG,2020-01-02,
300366.XSHE,2020-01-02,
000055.XSHE,2020-01-02,
300025.XSHE,2020-01-02,
300363.XSHE,2020-01-02,
600290.XSHG,2020-01-02,
603008.XSHG,2020-01-02,
601236.XSHG,2020-01-02,
600742.XSHG,2020-01-02,
300346.XSHE,2020-01-02,
300726.XSHE,2020-01-02,
002467.XSHE,2020-01-02,
000159.XSHE,2020-01-02,
600592.XSHG,2020-01-02,
600331.XSHG,2020-01-02,
002261.XSHE,2020-01-02,
002310.XSHE,2020-01-02,
002181.XSHE,2020-01-02,
000837.XSHE,2020-01-02,
600808.XSHG,2020-01-02,
002714.XSHE,2020-01-02,
601288.XSHG,2020-01-02,
603617.XSHG,2020-01-02,
603799.XSHG,2020-01-02,
002579.XSHE,2020-01-02,
300386.XSHE,2020-01-02,
600428.XSHG,2020-01-02,
300286.XSHE,2020-01-02,
600828.XSHG,2020-01-02,
002285.XSHE,2020-01-02,
002574.XSHE,2020-01-02,
000739.XSHE,2020-01-02,
