code,date,momentum_5d
603999.XSHG,2020-01-07,
300510.XSHE,2020-01-07,
002289.XSHE,2020-01-07,
002481.XSHE,2020-01-07,
300724.XSHE,2020-01-07,
600220.XSHG,2020-01-07,
600730.XSHG,2020-01-07,
603108.XSHG,2020-01-07,
600199.XSHG,2020-01-07,
601018.XSHG,2020-01-07,
601336.XSHG,2020-01-07,
000951.XSHE,2020-01-07,
600599.XSHG,2020-01-07,
002443.XSHE,2020-01-07,
603969.XSHG,2020-01-07,
600883.XSHG,2020-01-07,
300307.XSHE,2020-01-07,
603917.XSHG,2020-01-07,
600355.XSHG,2020-01-07,
300547.XSHE,2020-01-07,
000554.XSHE,2020-01-07,
000516.XSHE,2020-01-07,
601229.XSHG,2020-01-07,
600039.XSHG,2020-01-07,
601020.XSHG,2020-01-07,
000869.XSHE,2020-01-07,
603725.XSHG,2020-01-07,
603177.XSHG,2020-01-07,
600288.XSHG,2020-01-07,
300164.XSHE,2020-01-07,
002012.XSHE,2020-01-07,
002590.XSHE,2020-01-07,
300738.XSHE,2020-01-07,
300207.XSHE,2020-01-07,
002938.XSHE,2020-01-07,
600095.XSHG,2020-01-07,
002876.XSHE,2020-01-07,
002502.XSHE,2020-01-07,
002542.XSHE,2020-01-07,
000736.XSHE,2020-01-07,
600623.XSHG,2020-01-07,
300534.XSHE,2020-01-07,
603815.XSHG,2020-01-07,
000096.XSHE,2020-01-07,
300359.XSHE,2020-01-07,
002826.XSHE,2020-01-07,
600382.XSHG,2020-01-07,
300512.XSHE,2020-01-07,
600588.XSHG,2020-01-07,
600361.XSHG,2020-01-07,
600236.XSHG,2020-01-07,
000565.XSHE,2020-01-07,
000998.XSHE,2020-01-07,
300531.XSHE,2020-01-07,
002224.XSHE,2020-01-07,
002337.XSHE,2020-01-07,
002453.XSHE,2020-01-07,
601512.XSHG,2020-01-07,
300799.XSHE,2020-01-07,
603697.XSHG,2020-01-07,
000155.XSHE,2020-01-07,
600667.XSHG,2020-01-07,
300437.XSHE,2020-01-07,
002836.XSHE,2020-01-07,
600537.XSHG,2020-01-07,
603816.XSHG,2020-01-07,
300514.XSHE,2020-01-07,
300033.XSHE,2020-01-07,
002459.XSHE,2020-01-07,
300084.XSHE,2020-01-07,
000679.XSHE,2020-01-07,
600403.XSHG,2020-01-07,
300366.XSHE,2020-01-07,
000055.XSHE,2020-01-07,
300025.XSHE,2020-01-07,
300363.XSHE,2020-01-07,
600290.XSHG,2020-01-07,
603008.XSHG,2020-01-07,
601236.XSHG,2020-01-07,
600742.XSHG,2020-01-07,
300346.XSHE,2020-01-07,
300726.XSHE,2020-01-07,
002467.XSHE,2020-01-07,
000159.XSHE,2020-01-07,
600592.XSHG,2020-01-07,
600331.XSHG,2020-01-07,
002261.XSHE,2020-01-07,
002310.XSHE,2020-01-07,
002181.XSHE,2020-01-07,
000837.XSHE,2020-01-07,
600808.XSHG,2020-01-07,
002714.XSHE,2020-01-07,
601288.XSHG,2020-01-07,
603617.XSHG,2020-01-07,
603799.XSHG,2020-01-07,
002579.XSHE,2020-01-07,
300386.XSHE,2020-01-07,
