code,date,momentum_5d
603999.XSHG,2022-10-25,-0.027182866556836882
300510.XSHE,2022-10-25,-0.03587140439932324
002289.XSHE,2022-10-25,-0.0016286644951140072
002481.XSHE,2022-10-25,-0.07365668950595028
300724.XSHE,2022-10-25,0.10176605686227935
688328.XSHG,2022-10-25,-0.0055579307396322886
600220.XSHG,2022-10-25,-0.04163330664531617
600730.XSHG,2022-10-25,-0.06490233144297408
603108.XSHG,2022-10-25,-0.09676415681393902
600199.XSHG,2022-10-25,-0.061894816783747975
601018.XSHG,2022-10-25,-0.023655913978494647
601336.XSHG,2022-10-25,-0.1159153633854646
000951.XSHE,2022-10-25,0.015605153329704136
600599.XSHG,2022-10-25,-0.011105969458583886
002443.XSHE,2022-10-25,-0.12089116143170198
688161.XSHG,2022-10-25,-0.11420982735723761
603969.XSHG,2022-10-25,0.030781373322809724
600883.XSHG,2022-10-25,-0.042277825711820705
300307.XSHE,2022-10-25,-0.006323396567299078
603917.XSHG,2022-10-25,-0.05890027958993471
301088.XSHE,2022-10-25,-0.024539877300613466
600355.XSHG,2022-10-25,-0.04400606980273147
300547.XSHE,2022-10-25,0.0022415242364810517
000554.XSHE,2022-10-25,-0.06631869818851699
000516.XSHE,2022-10-25,-0.0556127703398559
301236.XSHE,2022-10-25,0.0006843065693429295
601229.XSHG,2022-10-25,-0.034040178571428714
600039.XSHG,2022-10-25,0.08024215740231155
301228.XSHE,2022-10-25,-0.10352187833511195
601020.XSHG,2022-10-25,-0.06149116064565707
000869.XSHE,2022-10-25,-0.05481428056256754
603725.XSHG,2022-10-25,-0.03383458646616555
603177.XSHG,2022-10-25,-0.06568364611260058
600288.XSHG,2022-10-25,-0.07870885673397998
300164.XSHE,2022-10-25,-0.07075127644055434
002012.XSHE,2022-10-25,0.0794947994056463
605133.XSHG,2022-10-25,0.09843478260869554
300936.XSHE,2022-10-25,-0.01014436207569247
688182.XSHG,2022-10-25,-0.014139827179890041
002590.XSHE,2022-10-25,0.027755322015629247
300738.XSHE,2022-10-25,-0.03316617278322309
