code,date,momentum_5d
603999.XSHG,2020-04-09,0.07331378299120228
300510.XSHE,2020-04-09,0.10666666666666669
002289.XSHE,2020-04-09,0.06395663956639575
002481.XSHE,2020-04-09,0.09098918310410653
300724.XSHE,2020-04-09,0.07446808510638303
600220.XSHG,2020-04-09,0.06401291016675636
600730.XSHG,2020-04-09,0.0734415029888984
603108.XSHG,2020-04-09,0.06622271550129488
600199.XSHG,2020-04-09,0.02994517081400261
601018.XSHG,2020-04-09,-0.007444168734491385
601336.XSHG,2020-04-09,0.02585002328830921
000951.XSHE,2020-04-09,0.1059690493736185
600599.XSHG,2020-04-09,0.08174027686222818
002443.XSHE,2020-04-09,0.04172803141875292
603969.XSHG,2020-04-09,0.041986989946777076
600883.XSHG,2020-04-09,0.09608843537414957
300307.XSHE,2020-04-09,0.04728370221327971
603917.XSHG,2020-04-09,0.1251862891207154
600355.XSHG,2020-04-09,0.13009491903964254
300547.XSHE,2020-04-09,0.03498349834983494
000554.XSHE,2020-04-09,0.2674943566591421
000516.XSHE,2020-04-09,0.060245545415036794
601229.XSHG,2020-04-09,0.009882352941176453
600039.XSHG,2020-04-09,-0.0053547523427041055
601020.XSHG,2020-04-09,0.05461165048543681
000869.XSHE,2020-04-09,0.01620912583153733
603725.XSHG,2020-04-09,0.06152125279642062
603177.XSHG,2020-04-09,0.05443786982248522
600288.XSHG,2020-04-09,0.04466252753855393
002012.XSHE,2020-04-09,0.036725067385444676
002590.XSHE,2020-04-09,0.05177890724269374
300738.XSHE,2020-04-09,0.30488040123456783
300207.XSHE,2020-04-09,0.07599029911075195
002938.XSHE,2020-04-09,0.13711371137113715
600095.XSHG,2020-04-09,0.13521400778210113
002876.XSHE,2020-04-09,0.04866088268577884
002502.XSHE,2020-04-09,0.07600950118764827
002542.XSHE,2020-04-09,0.019347216068527517
000736.XSHE,2020-04-09,-0.0257751214045574
600623.XSHG,2020-04-09,0.02617280678505174
300534.XSHE,2020-04-09,0.05284147557328023
603815.XSHG,2020-04-09,-0.016682113067655213
000096.XSHE,2020-04-09,0.0653193792854565
300359.XSHE,2020-04-09,0.09078741913896948
002826.XSHE,2020-04-09,0.08130081300813008
600382.XSHG,2020-04-09,0.02970711297071138
300512.XSHE,2020-04-09,0.002460024600245969
600588.XSHG,2020-04-09,0.06641952248076244
600361.XSHG,2020-04-09,0.02690008539709643
600236.XSHG,2020-04-09,-0.0022823606129768192
000565.XSHE,2020-04-09,0.0
000998.XSHE,2020-04-09,-0.01497737791876852
300531.XSHE,2020-04-09,0.030623818525519875
002224.XSHE,2020-04-09,0.07444622059831008
002337.XSHE,2020-04-09,0.06773618538324433
002453.XSHE,2020-04-09,0.08449946178686751
601512.XSHG,2020-04-09,0.027281279397930236
300799.XSHE,2020-04-09,0.0891853014253956
603697.XSHG,2020-04-09,-0.009279086366880684
000155.XSHE,2020-04-09,0.025764895330112836
600667.XSHG,2020-04-09,0.038058466629895316
300437.XSHE,2020-04-09,0.02972399150743099
002836.XSHE,2020-04-09,0.02634099616858232
600537.XSHG,2020-04-09,0.046757164404223284
603816.XSHG,2020-04-09,0.07178168874826985
300514.XSHE,2020-04-09,0.063570784490532
300033.XSHE,2020-04-09,0.14708921438082556
002459.XSHE,2020-04-09,0.052757793764987904
300084.XSHE,2020-04-09,0.05899035734543401
688278.XSHG,2020-04-09,0.07388316151202745
000679.XSHE,2020-04-09,0.08792431830829162
600403.XSHG,2020-04-09,0.04607177497575177
300366.XSHE,2020-04-09,0.17233560090702937
000055.XSHE,2020-04-09,0.04212407454684697
300025.XSHE,2020-04-09,0.07280219780219777
300363.XSHE,2020-04-09,-0.01196808510638303
600290.XSHG,2020-04-09,0.03750000000000009
603008.XSHG,2020-04-09,0.030437188710570107
601236.XSHG,2020-04-09,0.04559585492227969
600742.XSHG,2020-04-09,0.035284350352843497
300346.XSHE,2020-04-09,0.02200818685287742
300726.XSHE,2020-04-09,0.06860371267150933
002467.XSHE,2020-04-09,0.22108843537414957
000159.XSHE,2020-04-09,0.08322824716267352
600592.XSHG,2020-04-09,0.04563368595727013
600331.XSHG,2020-04-09,0.07358201328564129
002261.XSHE,2020-04-09,0.06640316205533603
002310.XSHE,2020-04-09,-0.007467480327605691
002181.XSHE,2020-04-09,0.10041407867494834
000837.XSHE,2020-04-09,0.054878048780487854
600808.XSHG,2020-04-09,0.03564727954971847
002714.XSHE,2020-04-09,0.02474119408815678
601288.XSHG,2020-04-09,0.007590132827324458
603617.XSHG,2020-04-09,0.09439252336448622
603799.XSHG,2020-04-09,0.06264137811031856
002579.XSHE,2020-04-09,0.0942514726792607
300386.XSHE,2020-04-09,0.11684782608695654
600428.XSHG,2020-04-09,0.02864321608040199
300286.XSHE,2020-04-09,0.030562175802607783
600828.XSHG,2020-04-09,0.0195891065456284
002285.XSHE,2020-04-09,0.027592768791627087
002574.XSHE,2020-04-09,0.035911602209944826
000739.XSHE,2020-04-09,0.06151855047454702
002900.XSHE,2020-04-09,0.04719101123595504
600856.XSHG,2020-04-09,-0.01449275362318836
600186.XSHG,2020-04-09,0.13936867182846924
600584.XSHG,2020-04-09,0.06946870825197804
600485.XSHG,2020-04-09,0.015075376884422065
002806.XSHE,2020-04-09,0.01631701631701632
300639.XSHE,2020-04-09,0.02556497175141237
601991.XSHG,2020-04-09,0.020872865275142427
002398.XSHE,2020-04-09,0.03578564940962781
002627.XSHE,2020-04-09,-0.004822182037371836
