code,date,momentum_5d
603999.XSHG,2023-01-11,-0.06518817204301075
300510.XSHE,2023-01-11,0.041005686920083884
002289.XSHE,2023-01-11,0.06721991701244812
002481.XSHE,2023-01-11,-0.04947153388400394
300724.XSHE,2023-01-11,0.05152922618525979
688328.XSHG,2023-01-11,-0.027124773960217063
600220.XSHG,2023-01-11,-0.02871410736579283
600730.XSHG,2023-01-11,-0.03575418994413393
603108.XSHG,2023-01-11,-0.0019352568613653087
600199.XSHG,2023-01-11,0.05190226303706136
601018.XSHG,2023-01-11,-0.015250544662309462
601336.XSHG,2023-01-11,0.03936797000535619
000951.XSHE,2023-01-11,0.038911040835968524
600599.XSHG,2023-01-11,-0.10967362540429282
002443.XSHE,2023-01-11,-0.03146853146853146
688161.XSHG,2023-01-11,0.11673151750972766
603969.XSHG,2023-01-11,-0.010000000000000009
600883.XSHG,2023-01-11,-0.03195067264573992
300307.XSHE,2023-01-11,-0.02946428571428572
603917.XSHG,2023-01-11,0.2970973249857711
301088.XSHE,2023-01-11,-0.03631284916201105
600355.XSHG,2023-01-11,-0.05484189723320154
300547.XSHE,2023-01-11,0.028244897959183612
000554.XSHE,2023-01-11,0.034567145916182485
000516.XSHE,2023-01-11,-0.048084519981625995
301236.XSHE,2023-01-11,0.0011874469889736616
601229.XSHG,2023-01-11,-0.009944751381215422
600039.XSHG,2023-01-11,-0.027407486402900694
301228.XSHE,2023-01-11,-0.032756489493201424
601020.XSHG,2023-01-11,0.04662781015820161
000869.XSHE,2023-01-11,0.012428029771099691
603725.XSHG,2023-01-11,-0.016159695817490438
603177.XSHG,2023-01-11,0.04156769596199528
600288.XSHG,2023-01-11,0.019691325172964236
300164.XSHE,2023-01-11,-0.02247634069400628
002012.XSHE,2023-01-11,-0.06313451776649737
605133.XSHG,2023-01-11,0.27733333333333343
300936.XSHE,2023-01-11,0.011658518239939797
688182.XSHG,2023-01-11,-0.009166666666666656
002590.XSHE,2023-01-11,0.056445261223418086
300738.XSHE,2023-01-11,-0.050735667174023336
300894.XSHE,2023-01-11,0.05787037037037046
300207.XSHE,2023-01-11,0.06176776429809361
002938.XSHE,2023-01-11,0.045147529328119385
600095.XSHG,2023-01-11,0.023985239852398532
002876.XSHE,2023-01-11,0.046941076966450446
002502.XSHE,2023-01-11,0.00836120401337781
002542.XSHE,2023-01-11,-0.034614744549842036
000736.XSHE,2023-01-11,-0.0488194365233261
600623.XSHG,2023-01-11,-0.01402467113681738
301012.XSHE,2023-01-11,0.0692395005675368
300534.XSHE,2023-01-11,-0.005583126550868456
603815.XSHG,2023-01-11,-0.008717310087173025
000096.XSHE,2023-01-11,0.014906303236797092
300359.XSHE,2023-01-11,0.0581448307271899
002826.XSHE,2023-01-11,-0.01067615658362997
600382.XSHG,2023-01-11,-0.012030075187969946
300512.XSHE,2023-01-11,-0.010947368421052706
600588.XSHG,2023-01-11,-0.05224991767720877
300885.XSHE,2023-01-11,0.05061946902654868
600361.XSHG,2023-01-11,-0.0611630009038866
600236.XSHG,2023-01-11,-0.022479721900347638
000565.XSHE,2023-01-11,-0.00828377230246391
000998.XSHE,2023-01-11,-0.008055493398970714
300531.XSHE,2023-01-11,-0.014155926473695346
002224.XSHE,2023-01-11,-0.020388658808537796
002337.XSHE,2023-01-11,0.015022330491270885
688055.XSHG,2023-01-11,-0.01918465227817745
002453.XSHE,2023-01-11,0.11095571095571088
601512.XSHG,2023-01-11,-0.017064846416382062
300799.XSHE,2023-01-11,-0.03206016227983388
603697.XSHG,2023-01-11,-0.017857142857142905
