code,date,momentum_5d
603999.XSHG,2022-04-25,-0.13261648745519716
300510.XSHE,2022-04-25,-0.14570928196147115
002289.XSHE,2022-04-25,-0.15041128084606337
002481.XSHE,2022-04-25,-0.1867695184665732
300724.XSHE,2022-04-25,-0.18752041816399867
688328.XSHG,2022-04-25,-0.12807463952502118
600220.XSHG,2022-04-25,-0.006596818005432548
600730.XSHG,2022-04-25,-0.10828625235404898
603108.XSHG,2022-04-25,-0.13503163503163507
600199.XSHG,2022-04-25,-0.15410908010105517
601018.XSHG,2022-04-25,-0.057086614173228356
601336.XSHG,2022-04-25,-0.08981435022579021
000951.XSHE,2022-04-25,-0.1847491396486144
600599.XSHG,2022-04-25,-0.12900049236829136
002443.XSHE,2022-04-25,-0.16799022602321334
688161.XSHG,2022-04-25,-0.13825958077493106
603969.XSHG,2022-04-25,-0.16209939619136093
600883.XSHG,2022-04-25,-0.13235294117647056
300307.XSHE,2022-04-25,-0.1508429458740017
603917.XSHG,2022-04-25,-0.1625316455696203
301088.XSHE,2022-04-25,0.1697247706422016
600355.XSHG,2022-04-25,-0.1585691404164442
300547.XSHE,2022-04-25,-0.10703783571848657
000554.XSHE,2022-04-25,-0.11700364600596624
000516.XSHE,2022-04-25,-0.08634311512415338
301236.XSHE,2022-04-25,-0.044117647058823595
601229.XSHG,2022-04-25,-0.033333333333333326
600039.XSHG,2022-04-25,-0.06904122956818748
301228.XSHE,2022-04-25,-0.08549874266554902
601020.XSHG,2022-04-25,-0.13885955649419235
000869.XSHE,2022-04-25,-0.06343818360111642
603725.XSHG,2022-04-25,-0.12107208872458419
603177.XSHG,2022-04-25,-0.03838862559241718
600288.XSHG,2022-04-25,-0.10726159230096233
300164.XSHE,2022-04-25,-0.14216944801026954
002012.XSHE,2022-04-25,-0.11578947368421055
605133.XSHG,2022-04-25,-0.23003194888178913
300936.XSHE,2022-04-25,-0.17910958904109586
688182.XSHG,2022-04-25,-0.2025862068965517
002590.XSHE,2022-04-25,-0.19493392070484583
300738.XSHE,2022-04-25,-0.15361698165906346
300894.XSHE,2022-04-25,-0.09843971631205672
300207.XSHE,2022-04-25,-0.17041420118343198
002938.XSHE,2022-04-25,-0.06144890038809836
600095.XSHG,2022-04-25,-0.13323353293413165
002876.XSHE,2022-04-25,-0.13453635876362335
002502.XSHE,2022-04-25,-0.1232622798887858
002542.XSHE,2022-04-25,-0.09754748294302051
000736.XSHE,2022-04-25,-0.1295518207282912
600623.XSHG,2022-04-25,-0.16226211252389255
301012.XSHE,2022-04-25,0.15207504263786253
300534.XSHE,2022-04-25,-0.2140231834888323
603815.XSHG,2022-04-25,-0.1644444444444445
000096.XSHE,2022-04-25,-0.060643564356435586
300359.XSHE,2022-04-25,-0.1755945765725716
002826.XSHE,2022-04-25,-0.14143426294820716
600382.XSHG,2022-04-25,-0.0891644523176851
300512.XSHE,2022-04-25,-0.10678899082568805
600588.XSHG,2022-04-25,-0.15054900990521358
300885.XSHE,2022-04-25,-0.004795486600846277
600361.XSHG,2022-04-25,-0.10876132930513593
600236.XSHG,2022-04-25,-0.04611097035723333
000565.XSHE,2022-04-25,-0.12775528565002248
000998.XSHE,2022-04-25,-0.13499582740169846
300531.XSHE,2022-04-25,-0.1825809029165002
002224.XSHE,2022-04-25,-0.1100729927007299
002337.XSHE,2022-04-25,-0.1253746253746253
688055.XSHG,2022-04-25,-0.14233576642335766
002453.XSHE,2022-04-25,-0.14615944666909353
601512.XSHG,2022-04-25,-0.09071504802561359
300799.XSHE,2022-04-25,-0.2191639682072417
603697.XSHG,2022-04-25,-0.09339559706470979
000155.XSHE,2022-04-25,-0.13308957952468004
301129.XSHE,2022-04-25,-0.15000000000000002
600667.XSHG,2022-04-25,-0.15555555555555545
300437.XSHE,2022-04-25,-0.23647762064440891
002836.XSHE,2022-04-25,-0.08299595141700411
600537.XSHG,2022-04-25,-0.14234875444839845
603816.XSHG,2022-04-25,-0.08986963026287664
300514.XSHE,2022-04-25,-0.13761904761904764
300033.XSHE,2022-04-25,-0.0773224010576492
002459.XSHE,2022-04-25,-0.16942297321589073
300084.XSHE,2022-04-25,-0.1545413465883415
688278.XSHG,2022-04-25,-0.041968714231209514
000679.XSHE,2022-04-25,-0.20069808027923208
688766.XSHG,2022-04-25,-0.18259202453987733
600403.XSHG,2022-04-25,-0.1648887534288328
688173.XSHG,2022-04-25,-0.13006993006993006
300366.XSHE,2022-04-25,-0.2429223744292237
000055.XSHE,2022-04-25,-0.08376592732420962
300876.XSHE,2022-04-25,-0.09353146853146854
002992.XSHE,2022-04-25,-0.09045848822800495
300025.XSHE,2022-04-25,-0.16001319696469807
688676.XSHG,2022-04-25,-0.17338487023743787
300363.XSHE,2022-04-25,-0.16344513046445974
600290.XSHG,2022-04-25,-0.13771517996870108
300994.XSHE,2022-04-25,0.1122244488977957
603008.XSHG,2022-04-25,-0.13634290925672587
601236.XSHG,2022-04-25,0.005093378607809784
600742.XSHG,2022-04-25,-0.1376090701939644
300346.XSHE,2022-04-25,-0.22075206833726602
300726.XSHE,2022-04-25,-0.20496207332490513
688323.XSHG,2022-04-25,-0.1120107962213226
601956.XSHG,2022-04-25,-0.08986928104575165
002467.XSHE,2022-04-25,-0.1415643180349061
000159.XSHE,2022-04-25,-0.1339421613394216
001218.XSHE,2022-04-25,-0.08900523560209428
600592.XSHG,2022-04-25,-0.11639507815098105
600331.XSHG,2022-04-25,-0.1382432840325989
688680.XSHG,2022-04-25,-0.18006522858614182
002261.XSHE,2022-04-25,-0.18317878639986984
002310.XSHE,2022-04-25,-0.13197010052409996
300841.XSHE,2022-04-25,-0.2654889804237972
300850.XSHE,2022-04-25,-0.07999774495433531
002181.XSHE,2022-04-25,-0.11085450346420322
000837.XSHE,2022-04-25,-0.1791090629800307
688767.XSHG,2022-04-25,-0.1594202898550725
600808.XSHG,2022-04-25,-0.1358267716535434
002714.XSHE,2022-04-25,-0.035869661724229784
601288.XSHG,2022-04-25,0.005660377358490676
603617.XSHG,2022-04-25,-0.17859509609012592
603799.XSHG,2022-04-25,-0.12962589831419158
002579.XSHE,2022-04-25,-0.146395681168625
688656.XSHG,2022-04-25,-0.08630640083945429
300386.XSHE,2022-04-25,-0.1876212650368646
600428.XSHG,2022-04-25,-0.08633357825128574
